"（これは、
みんなからプロデューサ－さんへの贈り物……）","(This is a gift from everyone to Producer...)","","(This is a gift from
everyone to Producer...)","","(This is a gift from
everyone to Producer......)"
"その中から、兄ちゃんの１番のお気に入り
スイーツはどれでショー☆　的な？","Among them, which one of Nii-chan's favorite sweets is the show☆?","","Among them, which one of Nii-chan's
favorite sweets is the show☆?","",""
"お、けっこういい案じゃない？
ひとりずつからのプレゼントってことにもなるし","Oh, isn't that a pretty good idea? It could also be presents from each person","","Oh, isn't that a pretty good idea? It
could also be presents from each person","",""
"お菓子かぁ……。いい案だって思うけど、
みんなが持ってきちゃうと、たくさんになっちゃうね","Sweets, huh? I think that's a good idea. But if everyone brings them here they end up with more than enough to make the most out of it""","","Sweets, huh? I think that's a good idea. But if everyone brings them
here they end up with more than enough to make the most out of it""","","I think it's a good idea... But what
if everyone bring too much? "
"そうね……喜んでもらえると思うけど、
もらう方は量が多いと大変ね","Yeah... I'm sure they would be happy to have it, but having too much is a lot of work for those who receive more than you already do""","","Yeah... I'm sure they would be happy to have it, but having too much
is a lot of work for those who receive more than you already do","",""
"確かにそうですね……","That's certainly true..","","That's certainly true..","",""
"やっぱり、プロデューサーさんが、とびっきりの
笑顔になってくれないとですよね～♪","As I thought, Producer has to make an amazing smile~♪","","As I thought, Producer
has to make an amazing smile~♪","",""
"お菓子をプレゼントするのはいいアイディアかも？
ミキもお菓子もらったら嬉しいし♪","It might be a good idea to give her sweets as presents? Miki would love them too♪","","It might be a good idea to give her sweets
as presents? Miki would love them too♪","",""
"プロデューサーにご満足して頂けるお菓子……。
これは難題ですね","Sweets that will satisfy Producer... This is a difficult task, isn't it?""","","Sweets that will satisfy Producer...
This is a difficult task, isn't it?","",""
"うーん。迷っちゃいますね……あっ、音無さん！
なにかプロデューサーさんの情報を知りませんか！？","Hmm. I'm lost... Oh, Otonashi-san! Do you know anything about Producer?","","Hmm. I'm lost... Oh, Otonashi-san! Do
you know anything about Producer?","",""
"うーん、プロデューサーさんが好きなお菓子ねぇ。
どのお菓子も、いつもおいしそうに食べてるけど……","Producer's favorite sweets, huh. Every one of them always looks delicious..","","Producer's favorite sweets, huh.
Every one of them always looks delicious..","",""
"……せっかくだし、みんながそろっている
今しかできないプレゼントがいいんじゃないかしら","...Since we're all here, I think it would be best to give you a present that can only happen now","","...Since we're all here, I think it would be
best to give you a present that can only happen now","",""
"それじゃあ、みんなでありがとうの気持ちを
いーっぱいこめて、お菓子を手作りしませんか？","Well then, why don't we all express our gratitude and make some sweets ourselves?","","Well then, why don't we all express our
gratitude and make some sweets ourselves?","",""
"いいアイディアじゃない♪　プロデューサー、
感動して泣いちゃうんじゃないかしら！　にひひっ♪","That's a great idea! ♪ I wonder if Producer will cry from being moved by it. Nihi~","","That's a great idea! ♪ I wonder if the
producer will cry from being moved by it. Nihi~","",""
"あら、素敵ね♪
お誕生日と言えば……やっぱり、ケーキかしら？","Oh, how lovely♪ Speaking of birthdays... Is it cake after all?","","Oh, how lovely♪ Speaking of
birthdays... Is it cake after all?","",""
"真心込めた……
一品を……","Makoto put her heart and soul into this... One dish, please","","Makoto put her heart and soul
into this... One dish, please","",""
"それなら、ドドーンと巨大なケーキを
みんなで作るのはどう！？","In that case, how about we all make a huge cake together?!","","In that case, how about we
all make a huge cake together?!","",""
"巨大ケーキ……！
おいしそう……それに、楽しそう……","A giant cake! It looks delicious... And fun, too","","A giant cake! It looks
delicious... And fun, too","",""
"ユグドラシルのごとき、巨大なる生誕の供物！","A giant offering of birth, like Yggdrasil!","","A giant offering of birth, like Yggdrasil!","",""
"（大きなバースデーケーキですか！？）","(Is it a big birthday cake!?)","","(Is it a big birthday cake!?)","",""
"面白そうだね。あ、でもあんまり大きすぎると、
プロデューサーが食べきれないんじゃないかな？","That sounds interesting. Oh, but if it's too big for Producer to finish?","","That sounds interesting. Oh, but if it's
too big for Producer to finish?","",""
"それなら、お世話になってる人も招待して、
みんなでお祝いする、っていうのはどうかしら","In that case, why don't we invite the people who are indebted to you and celebrate with them?","","In that case, why don't we invite the people who
are indebted to you and celebrate with them?","",""
"スッゴくいいと思います！","I think it's really good!","","I think it's really good!","",""
"プロデューサーの誕生日を通じて、
更なる絆を深める、か……うん、いいアイディアだね","To deepen our bond through Producer's birthday, huh? That sounds like a good idea","","To deepen our bond through Producer's
birthday, huh? That sounds like a good idea","",""
"（みんなで祝うプロデューサーさんのバースデー）","(It's the birthday of a producer we all celebrate.)","","(It's the birthday of a producer we all celebrate.)","",""
"……それじゃ、材料の買い出し班と、
ケーキ作り班に分けるんですね！","...So we'll split the ingredients into two groups, one for shopping and another to make cakes!","","...So we'll split the ingredients into two
groups, one for shopping and another to make cakes!","",""
"（みんなで作るバースデーケーキ）","(Birthday cake for everyone.)","","(Birthday cake for everyone.)","",""
"その班の中で、
更に各々の作業に分かれる……でよかったかな","We'll split up into different groups, and each of us will be working on something else. Is that okay?","","We'll split up into different groups, and each of us
will be working on something else. Is that okay?","",""
"オッケー。それでいこう！","Okay. Let's go with that!","","Okay. Let's go with that!","",""
"みんなで力をあわせて、プロデューサーさんの
バースデーケーキを作りましょう！","Let's all work together to make a birthday cake for Producer!","","Let's all work together to make a
birthday cake for Producer!","",""
"おー！","Oh, yeah!","","Oh, yeah!","Oh!",""
"（みんなで考えた、プロデューサーさんの
バースデーケーキプロジェクトが始まりました！）","(Producer's birthday cake project, which we all thought up together... has begun!)","","(Producer's birthday cake project, which
we all thought up together... has begun!)","",""
"（こうして始まった
バースデーケーキプロジェクト……）","(And so began the Birthday Cake Project...)","","(And so began the
Birthday Cake Project...)","",""
"（みんなは、４つの材料買い出し班と
２つのケーキ作り班に分かれました）","(Everyone split into four groups: the shopping team for ingredients and two cake making teams.)","","(Everyone split into four groups: the shopping team
for ingredients and two cake making teams.)","",""
"（まずは材料買い出し班が、
ケーキ作りに必要なものを揃えに来ました）","(First, the ingredients shopping team came to get everything they needed for making cakes.)","","(First, the ingredients shopping team came to
get everything they needed for making cakes.)","",""
"First day of shopping","First day of shopping","","First day of shopping","",""
"本来なら、ゆっくりみんなと買い物を楽しみたいが、
今日はそうも言っていられないね","Normally I'd enjoy shopping with everyone, but today is not the day to say that","","Normally I'd enjoy shopping with everyone,
but today is not the day to say that","",""
"では、プロデューサーに最高の誕生日を
すごしてもらうため、気を引き締めて行きましょう","Well then, let's keep our eyes peeled for Producer to have a wonderful birthday","","Well then, let's keep our eyes peeled for
Producer to have a wonderful birthday","",""
"はい……
そのように……","Yes... So that's how it is","","Yes... So that's
how it is","Yes 
That's how it is, I suppose...""""",""
"（プロデューサーさんのケーキのために、
各々のグループが準備に取り掛かります！）","(Producer's cake needs to be prepared by each group!)","","(Producer's cake needs to
be prepared by each group!)","",""
"（まずは、材料買い出し班の
スポンジケーキ係の様子です！）","(First, let's go to the sponge cake shop for ingredients!)","","(First, let's go to the sponge
cake shop for ingredients!)","",""
"静香、すぽんじけーきの材料は、
こちらのお店がよいのですか？","Shizuka, do you want to use this store for ingredients?","","Shizuka, do you want to use
this store for ingredients?","",""
"はい、春香さんに教えてもらいました。
お菓子の材料がたくさんそろっているそうです","Yes, Haruka-san told me. She said she had a lot of ingredients for sweets in stock","","Yes, Haruka-san told me. She said she had
a lot of ingredients for sweets in stock","",""
"スポンジケーキの材料って……。
小麦粉でいいのかしら？","Sponge cake ingredients... I wonder if flour will do?","","Sponge cake ingredients...
I wonder if flour will do?","",""
"はい、薄力粉を使用するのが、
オーソドックスな作り方だそうです","Yes, it seems that using thin powder is an orthodox method","","Yes, it seems that using thin
powder is an orthodox method","",""
"ちなみにですが、うどんは
中力粉や強力粉を使って製麺します","By the way, udon noodles are made using medium flour or strong powder","","By the way, udon noodles are made using
medium flour or strong powder","",""
"すぽんじを作るのに、
加水率を考慮する必要はないのですか？","Don't you need to take water intake into account when making a popsicle?","","Don't you need to take water intake
into account when making a popsicle?","",""
"ラーメンの麺を作るためには必要な情報だけれど、
スポンジケーキにも当てはまるのかな？","It's a necessary piece of information to make ramen noodles, but I wonder if it fits with sponge cake?","","It's a necessary piece of information to make ramen
noodles, but I wonder if it fits with sponge cake?","",""
"スポンジを作る場合、小麦粉の分量に対して、
砂糖や卵を入れる量が決まっているそうです","When making a sponge cake, the amount of sugar and eggs to add is determined for how much flour you use","","When making a sponge cake, the amount of sugar and
eggs to add is determined for how much flour you use","",""
"なるほど……。すぽんじけーきには、
すでに完璧な黄金比率が定められていると","I see... So you're saying that the ratio of gold has already been set to be perfect for suponji-keki, huh""","","I see... So you're saying that the ratio of gold has
already been set to be perfect for suponji-keki, huh","",""
"そうみたいです。必要な材料は、
春香さんからのメモに書いてあります","That seems to be the case. The necessary materials are written in a note from Haruka-san","","That seems to be the case. The necessary materials
are written in a note from Haruka-san","",""
"静香、メモを見せてもらってもいい？
……なるほど、薄力粉を買えばいいのね","Shizuka, can I have a look at your notes? ...I see. So we just need to buy some thin powder","","Shizuka, can I have a look at your notes? ...I
see. So we just need to buy some thin powder","",""
"……１キログラム２袋。結構な量。
どのくらいの大きさになるのかしら","...Two bags per kilogram. That's quite a lot, I wonder how big it will be..","","...Two bags per kilogram. That's quite
a lot, I wonder how big it will be..","",""
"音無さんたちもいるし、大きめもいいんじゃ
ないかい？　デザートは別腹、という言葉もある","Otonashi-san and the others are here, so maybe a big one would be nice? There's also that saying dessert is another stomach","","Otonashi-san and the others are here, so maybe a big one would
be nice? There's also that saying dessert is another stomach","",""
"プロデューサーの祝いの席です。
足りないよりは多い方が良いかと","It's a celebration for Producer. I think it would be better to have more than not enough","","It's a celebration for Producer. I think
it would be better to have more than not enough","",""
"そうだね。では、メモの続きを見てみようか。
他になにか買っていくものはないのかな？","Good idea. Let's continue with the note, shall we? Is there anything else you want to buy for me..","","Good idea. Let's continue with the note, shall we?
Is there anything else you want to buy for me..","",""
"グラニュー糖１キログラム２袋、卵６０個。
牛乳２パック、無塩バター９００グラム","1 kilogram bag of granulated sugar, 60 eggs. 2 milk cartons and 900 g saltless butter","","1 kilogram bag of granulated sugar, 60 eggs.
2 milk cartons and 900 g saltless butter","",""
"結構な量になりますね……。
みなさん、荷物は大丈夫ですか？","That's quite a lot... Is everyone okay with the luggage?","","That's quite a lot... Is
everyone okay with the luggage?","",""
"フフ、ここには普段から体を鍛えている、
アイドルの精鋭がそろっているからね","Haha, this place is full of elite idols who train their bodies all the time","","Haha, this place is full of elite
idols who train their bodies all the time","",""
"ただ、私たち以外にも参加者がいるかもしれない","But there might be other participants besides us","","But there might be other participants besides us","",""
"……だとしたら、もっと買った方がいいかしら","...If that's the case, maybe I should buy more","","...If that's the case, maybe I should buy more","",""
"そうですね。
めもよりも、多めに材料を買っても良いかと","That's right. I think it would be fine to buy more ingredients than the memogi, too""","","That's right. I think it would be fine to
buy more ingredients than the memogi, too","",""
"もし材料が余れば、
春香のお菓子作りに使ってもらいましょう","If there are any leftover ingredients, I'll have you use them to make Haruka sweets","","If there are any leftover ingredients,
I'll have you use them to make Haruka sweets","",""
"そうですね。では……５割増しの量にしましょう。
とても大きなケーキになりそうですね","Indeed. Then let's add fifty percent more to the cake, shall we? It looks like it will be a very large piece of cakes in no time at all""","","Indeed. Then let's add fifty percent more to the cake, shall we? It
looks like it will be a very large piece of cakes in no time at all","",""
"フフ、楽しみだね。
プロデューサーに相応しいケーキが作れそうだ","I'm looking forward to it. Looks like we can make a cake worthy of being producers","","I'm looking forward to it. Looks like we
can make a cake worthy of being producers","",""
"（材料買い出し班のスポンジケーキ係は、
無事に必要な材料をそろえられたようです！）","(The sponge cake shop assistant from the grocery shopping team seems to have gotten everything they need!)","","(The sponge cake shop assistant from the grocery shopping
team seems to have gotten everything they need!)","",""
"（次は、材料買い出し班のクリーム係です！）","(Next, I'll be in charge of the ingredients shopping team!)","","(Next, I'll be in charge of the ingredients shopping team!)","",""
"ケーキに塗るクリームか……。
それって普通の生クリームじゃダメなのかしら？","Cream for cake, huh... I wonder if normal whipped cream isn't good enough?","","Cream for cake, huh... I wonder if
normal whipped cream isn't good enough?","",""
"そうね、チーズクリームやバタークリームも
あるけど、やっぱり定番の生クリームがいいわね♪","There's cheese cream and buttercream too, but I still want the standard whipped ice-cold one. ♪","","There's cheese cream and buttercream too, but I
still want the standard whipped ice-cold one. ♪","",""
"それじゃ、ベースは生クリームに決定ですね","Well then, the base will be whipped cream","","Well then, the base will be whipped cream","",""
"春香のメモには、
上白糖も買ってきてと書いてますね……","Haruka's note also said to buy some joshiroto..","","Haruka's note also said
to buy some joshiroto..","",""
"うふふ、探しておいたわ。
これで良かったかしら？","I've been looking all over for you. Is this good enough?","","I've been looking all over
for you. Is this good enough?","","Ufufu, I already looked
for it. Is this all right?"
"さすが、あずささん。ありがとうございます。
これで基本的なものは揃いましたね","I knew you could do it, Azusa-san. Thanks so much! Now we've got the basics down","","I knew you could do it, Azusa-san.
Thanks so much! Now we've got the basics down","",""
"あとは、ケーキやクリームに合いそうなものを
探しに行ったみんなが、なにを持ってくるか……","Now we just need to figure out what everyone who went looking for something that might go well with cake or cream will bring..","","Now we just need to figure out what everyone who went looking
for something that might go well with cake or cream will bring..","",""
"お待たせいたしました……
クリームの上に……こちらを……","Thank you for waiting... On top of the cream, please take this","","Thank you for waiting... On top
of the cream, please take this","",""
"まあ、ココアパウダーね。
うふふ、ケーキに振ったらおいしそうだわ","Well, it's cocoa powder. Eheh~ It looks delicious when you shake them on a cake","","Well, it's cocoa powder. Eheh~ It looks
delicious when you shake them on a cake","",""
"あの、私はこれを……","Um, I'll take this..","","Um, I'll take this..","",""
"ふふ……
抹茶パウダー……","Haha... Green tea powder?","","Haha... Green
tea powder?","",""
"ココアと抹茶。どっちもクリームとの相性は抜群ね。
落ち着いた大人っぽい印象のケーキになりそうだわ","Cocoa and green tea. Both go great with cream, don't they? It looks like this cake will give off a calm mature impression","","Cocoa and green tea. Both go great with cream, don't they? It
looks like this cake will give off a calm mature impression","",""
"けど、パーティー用のケーキとしては、
色合いが少し控え目かしら……？","But as a cake for the party, I wonder if it's slightly less colored...?","","But as a cake for the party, I wonder
if it's slightly less colored...?","",""
"ハーハッハッハ！　ならば、深紅の雫が
供物に魂を宿すであろう！","Ha ha! In that case, the crimson droplets will imbue their offerings with souls","","Ha ha! In that case, the crimson
droplets will imbue their offerings with souls","",""
"（それなら、赤色のソースを作りませんか？
バースデーケーキが派手に見えますよ！）","(In that case, why don't we make some red sauce? The birthday cake looks flashy!)","","(In that case, why don't we make some red
sauce? The birthday cake looks flashy!)","",""
"それは、木苺ですか？","Is that a strawberry tree?","","Is that a strawberry tree?","",""
"ええ。おいしそうなラズベリーとブルーベリーね。
ソースにしたら華やかなケーキになりそうだわ","Yes. Delicious raspberry and blueberries, I'm sure it would make for a gorgeous cake with sauce","","Yes. Delicious raspberry and blueberries, I'm sure
it would make for a gorgeous cake with sauce","",""
"甘美なる幸福と刺激を放つ、
紅き果実のコンフィチュール……！","A crimson fruit confit, emitting sweet happiness and stimulation...!","","A crimson fruit confit, emitting
sweet happiness and stimulation...!","",""
"（甘酸っぱい果物のソースになると思うんです♪）","(I think it'll turn into a bittersweet fruit sauce♪)","","(I think it'll turn into a bittersweet fruit sauce♪)","",""
"なるほど。この果物からだと……、
赤色と紫色のソースが作れそうね","I see. From this fruit, it looks like we can make red and purple sauces..","","I see. From this fruit, it looks like
we can make red and purple sauces..","",""
"抹茶の緑、ココアの茶色……。
それに、赤と紫のソース……色々ありますね","Green tea, brown cocoa... And red and purple sauce","","Green tea, brown cocoa...
And red and purple sauce","",""
"いずれも……
鮮やか……","They're all... so vivid","","They're all...
so vivid","",""
"そうだわ♪　どの色も素敵だから、
全部デコレーションしてみましょうか","That's right♪ All the colors are wonderful, so let me decorate them all","","That's right♪ All the colors are wonderful,
so let me decorate them all","",""
"うむ！　≪瞳≫を持つ者を祝うに相応しい、
楽園のごとき彩りを！","Yes! The color of paradise, fitting for those with eyes to celebrate","","Yes! The color of paradise,
fitting for those with eyes to celebrate","",""
"（プロデューサーのお誕生日ケーキですから、
キレイな色にしちゃいましょう♪）","(This is Producer's birthday cake, so we should make it a pretty color. ♪)","","(This is Producer's birthday cake,
so we should make it a pretty color. ♪)","",""
"独創的な見た目になりそうだけど……。
ま、みんなで作ればなんとかなるわよね","It's going to look pretty original... Well, we can all make it together","","It's going to look pretty original...
Well, we can all make it together","",""
"（クリーム係の買い出しも終了！）","(I'm done shopping for the cream maid!)","","(I'm done shopping for the cream maid!)","",""
"（いろんな材料が集まりました。多彩な
デコレーションになりそうです、お楽しみに！）","(We've got a lot of materials here. Looks like this is going to be quite the embellishment!)","","(We've got a lot of materials here. Looks like
this is going to be quite the embellishment!)","",""
"（今日は材料買い出し班の第２陣目！
ショッピングモールに、やって来ました！）","(Today is the second group of materials shopping teams! We've arrived at a mall!)","","(Today is the second group of materials shopping
teams! We've arrived at a mall!)","",""
"Second day of shopping","Second day of shopping","","Second day of shopping","",""
"いろんなお店がありますね～。
どこから見ていきますか？","There sure are a lot of different stores. Where should we start?","","There sure are a lot of
different stores. Where should we start?","",""
"そうね……このあとお仕事がある子もいるし、
あんまり、時間は取れないわよね","Let's see... There are some girls who have work to do after this, so we can hardly spare any time","","Let's see... There are some girls who have work to
do after this, so we can hardly spare any time","",""
"それじゃあ、みなさんで
ササーっとお買い物、しちゃいましょー！","Well then, let's all hurry up and go shopping!","","Well then, let's all
hurry up and go shopping!","",""
"（まずは材料買い出し班、
フルーツ係の様子を追ってみましょう！）","(First, let's go check on the fruit vendor!)","(First, the team went shopping for materials,
(Let's follow the Fruit Attendant!)","(First, let's go check
on the fruit vendor!)","",""
"えっと……まずは、プロデューサーの
好きなフルーツを用意した方がいいよね","Um... First, we should prepare Producer's favorite fruit","Let's see... ...... First of all, Producer's
You'd better have your favorite fruit.","Um... First, we should prepare
Producer's favorite fruit","",""
"ん～、でも、プロデューサーの好きなフルーツって
なんだろう？　リンゴとかミカンとか？","Hmm, but what kind of fruit is Producer's favorite? Like apples or mandarins","Hmmm...but what is a producer's favorite fruit?
What is it? Apples or tangerines?","Hmm, but what kind of fruit is Producer's
favorite? Like apples or mandarins","",""
"うーん、どうだろう‥‥…。
あ、ケーキに合うなら、イチゴとかどうかな？","Hmm, I don't know... Oh. If it goes well with cake then maybe strawberry?","Well, I don't know....
Oh, if it goes with the cake, how about strawberries?","Hmm, I don't know... Oh. If it goes well
with cake then maybe strawberry?","",""
"おっきなイチゴのショートケーキ、
お誕生日って感じがしますっ！","It's a big strawberry shortcake, and it feels like my birthday!","Big strawberry shortcake,
It feels like a birthday!","It's a big strawberry shortcake,
and it feels like my birthday!","",""
"でも、イチゴだけだと物足りないですよねー。
他にもいろんなフルーツを乗せたいな♪","But strawberries aren't enough. I want to put lots of other fruits on top! ♪","But strawberries alone are not enough!
I'd love to put all kinds of other fruit on it...","But strawberries aren't enough. I want
to put lots of other fruits on top! ♪","",""
"それなら、みんなでプロデューサーが
喜びそうなフルーツを選べばいいって思うな","In that case, don't think we should all pick out fruit Producer would like","Then we all know that Producer
Don't think you can just pick any fruit that will please you.","In that case, don't think we should all
pick out fruit Producer would like","",""
"ミキはマンゴーにするの♪　この前、ＴＶの
食レポでやってておいしそーだったから☆","I'm going to make a mango out of Miki♪ It looked delicious the other day when we were talking about food on TV. ☆","Miki is going to be a mango... ♪ I saw a TV show the other day
It was on a food report and looked delicious.","I'm going to make a mango out of Miki♪ It looked
delicious the other day when we were talking about food on TV. ☆","",""
"チョイスの理由が美希ちゃんらしくていいねっ。
それじゃ、アタシは……","That's a very Miki-like reason to choose. Then, I..","The reason for the choice is very Miki-like.
Well then, I'll be at ......","That's a very Miki-like reason
to choose. Then, I..","",""
"このメロンにしよっと！　ケーキにメロンって
贅沢な組み合わせが、お祝い事って感じでしょ★","Let's go with this melon! A cake and a Melon would be the perfect combination to celebrate, right? ★","I'll have this melon! Melon in a cake?
The combination of luxury and celebration.","Let's go with this melon! A cake and a Melon would
be the perfect combination to celebrate, right? ★","",""
"わたしはパイナップルがいいかなーって、
思うんですけど……","I think pineapple would be better, but..","I was thinking pineapple,
I think ......","I think pineapple would
be better, but..","",""
"パイナップルだったら、そこに置いてあるよ？","If you're looking for pineapples, I have them over there","If it's pineapple, I've got it right there, okay?","If you're looking for pineapples, I have them over there","",""
"いえ、こういうのじゃなくって、
缶詰のパイナップルがいいんですよねー♪","No, it's not like this. I want canned pineapple! ♪","No, not like this,
Canned pineapple is good...Â","No, it's not like this. I
want canned pineapple! ♪","",""
"なんかわかる★　缶詰のパイナップルって、
急に食べたくなる時あるよね！","I know what you mean! ★ Canned pineapple makes me want to eat it all of a sudden","I know what you mean * canned pineapple,
There are times when you suddenly have a craving to eat!","I know what you mean! ★ Canned pineapple
makes me want to eat it all of a sudden","",""
"ですよね～！
それじゃ、わたしは缶詰のパイナップルにしまーす♪","I know, right?! Then let's have a can of pineapple. ♪","That's right!
I'll have a canned pineapple.","I know, right?! Then let's
have a can of pineapple. ♪","",""
"……？　ドリアン……ってなんですか？
これを使うのはどうでしょうか？","...? Dorian... What's that you want me to do with this one, then","......? Dorian, what is ......?
How about using this?","...? Dorian... What's that you want
me to do with this one, then","",""
"あはっ☆　プロデューサーのバースデーケーキに、
ドリアンって面白そうなの！","Aha! ☆ Producer's birthday cake and Dorian sound like fun things to do","Haha☆ For Producer's birthday cake,
Durian sounds interesting!","Aha! ☆ Producer's birthday cake
and Dorian sound like fun things to do","",""
"ド、ドリアンかぁ……。美味しいけど、
臭いが結構キツいんだよね～。大丈夫かな","D-Dorian, huh? It's good but the smell is pretty strong. I wonder if it will be all right for you to eat this much...”""","Do, durian. ....... It's delicious, though,
The smell is pretty strong... I wonder if it's okay.","D-Dorian, huh? It's good but the smell is pretty strong. I wonder
if it will be all right for you to eat this much...","",""
"そうなんですか！？
あんまりいい匂いじゃないってことですよね","Really?! That means it doesn't smell very good","Is that so!
I mean it doesn't smell too good.","Really?! That means it
doesn't smell very good","",""
"うん、そうみたいだね。もしかしたら、
独特な香りがケーキに合うかもしれないけど……","Yeah, looks like it. Maybe a unique aroma would go well with the cake..","Yeah, it seems so, maybe,
The unique aroma might be a good match for the cake, though: ......","Yeah, looks like it. Maybe a unique
aroma would go well with the cake..","",""
"うーん……他のフルーツの匂いを邪魔したくないので
ドリアンはやめて、こっちのバナナにしますっ！","Hmm... I don't want to disturb the smell of other fruits, so stop calling me Dorian and have this banana!","Hmmm... ...... I don't want to disturb the smell of other fruits.
I'm going to stop eating durian and go for this banana!","Hmm... I don't want to disturb the smell of other
fruits, so stop calling me Dorian and have this banana!","",""
"うん、いいと思うよ♪　バナナは栄養のバランスも
いいし、プロデューサーの力になりそう","Yeah, I think it's good. ♪ Banana is well-balanced and seems like a great help to Producer","Yes, I think it's good... Bananas are also nutritionally balanced.
It's good and it's going to help Producer.","Yeah, I think it's good. ♪ Banana is well-balanced
and seems like a great help to Producer","",""
"はい！　プロデューサーさんが、フルーツのケーキで
元気になってくれたらうれしいです！","Yes! I hope Producer cheers up with a fruit cake","Yes! Producer is a fruit cake.
I hope you are feeling better!","Yes! I hope Producer
cheers up with a fruit cake","",""
"みんな、いい感じに選んじゃいましたけど、
これ、全部ケーキに乗りますかね～？","Everyone picked out a good one, but I wonder if they'll all ride the cake?","Everyone made a good choice, though,
Is this all going to be on the cake~?","Everyone picked out a good one, but I
wonder if they'll all ride the cake?","",""
"ちょっと無理があるかもしれないけど……。
せっかく選んだんだから、乗せるしかないっしょ★","I know it's a bit unreasonable, but... Since you went through all the trouble of choosing this one. You have to let me ride ★","This may be a bit of a stretch, but you can find it at .......
Since I've chosen it, I have no choice but to let it ride.","I know it's a bit unreasonable, but... Since you went through
all the trouble of choosing this one. You have to let me ride ★","",""
"うん、みんなの気持ちだから。フルーツが
大盛になって、溢れちゃってもいいと思うよ","Yeah, that's how we all feel. I think it would be nice to have a large serving of fruit and overflow with some","Yeah, it's how we all feel...the fruit.
I think it's okay if it's a big serving and overflows.","Yeah, that's how we all feel. I think it would be nice
to have a large serving of fruit and overflow with some","",""
