"ヒュッー！　ブラザーのおかげで、
一気にテンションが上がったぜぇ！！","Whew! Thanks to you, Bro, my tension
is coming to me all at once!","","","Whew! Thanks to you, Bro, my tension
is coming to me all at once!",""
"これからもよろしく頼むぜぇ！！","I'll be counting on you for your continued support!","","","I'll be counting on you for your continued support!",""
"お、ちょうどいいところに来たな。
新しい商品が入ったらから、要チェックだぜ！","Oh, you came at the right time.
I got some new goods in stock. Check it out!","","","Oh, you came at the right time.
I got some new goods in stock. Check it out!",""
"よう……","Yo...","","","Yo...",""
"あ、あの……どうかされたんですか？
なんだか元気が無いようですが？","U-uh...is something wrong?
Is it me or are you feeling sick?","","","U-uh...is something wrong?
Is it me or are you feeling sick?",""
"今日はテンションが上がらねえんだ……。
……こういう日は値段を変えるに限る……","I can't get my tension going today...
These days make me want to change the prices.","","","I can't get my tension going today...
These days make me want to change the prices.",""
"で……なんか買っていくか？","So...what do you want to buy?","","","So...what do you want to buy?",""
"ああ……なんか買ってくか？","Ah...what would you like to buy?","","","Ah...what would you like to buy?",""
"ああ……今日はどうする？","Ah...what are you getting today?","","","Ah...what are you getting today?",""
"毎度……","Thanks...","","","Thanks...",""
"また来いよ……","Come again...","","","Come again...",""
"今日の買い物で、クラスが上がったぞ……","That last purchased raised your class...","","","That last purchased raised your class...",""
"また買いに来い……","Come back and buy again...","","","Come back and buy again...",""
"今日でクラスがＭＡＸになったぞ……","Looks like you reached the MAX class today...","","","Looks like you reached the MAX class today...",""
"新しい商品を入荷したぞ……
で……なんか買ってくか？","We got some new stuff in stock...
So...what do you want to buy?","","","We got some new stuff in stock...
So...what do you want to buy?",""
"いらっしゃいませ。
初めてのお客様でございますね？","Welcome.
Are you a first-time customer?","","","Welcome.
Are you a first-time customer?",""
"当方は『ヴィーナスヒロイン』と申します。
主に服飾のオーダーメイドをお受け致しております","This is Venus Heroine. We mainly accept requests
for custom made-to-order clothing.","","","This is Venus Heroine. We mainly accept requests
for custom made-to-order clothing.",""
"どうぞよろしくお願い致します。
それでは、本日はどういったご依頼でしょうか？","We look forward to working with you.
Now then, what kind of request do you have?","","","We look forward to working with you.
Now then, what kind of request do you have?",""
"いらっしゃいませ。
本日はどういったご依頼でしょうか？","Welcome.
What kind of request do you have today?","","","Welcome.
What kind of request do you have today?",""
"いらっしゃいませ。
お客様のご依頼頂いた品が完成致しました","Welcome. All of your order requests have
already been completed.","","","Welcome. All of your order requests have
already been completed.",""
"のちほど、お客様のもとへお届け致します。
それでは、本日はどういったご依頼でしょうか？","We will have them delivered to you later.
Well then, do you have any other requests today?","","","We will have them delivered to you later.
Well then, do you have any other requests today?",""
"いらっしゃいませ。
本日はお客様に、大事なお知らせがございます","Welcome. We have an important announcement
for our customers today.","","","Welcome. We have an important announcement
for our customers today.",""
"現在、クリスマスや年末年始に向けて
様々なご依頼が殺到しております","We're currently flooded with requests for
Christmas and New Year's holidays.","","","We're currently flooded with requests for
Christmas and New Year's holidays.",""
"そのため、ご依頼をお受けできるのは
『12/19』までとなりますので、ご了承下さい","Because of this, the last day we can accept
regular requests will be on December 19th.","","","Because of this, the last day we can accept
regular requests will be on December 19th.",""
"それでは改めまして、いらっしゃいませ。
本日はどういったご依頼でしょうか？","Now that you have been informed, welcome in.
Do you have any requests today?","","","Now that you have been informed, welcome in.
Do you have any requests today?",""
"ありがとうございました。
またのお越し、心よりお待ちしております","Thank you very much.
We sincerely look forward to seeing you again.","","","Thank you very much.
We sincerely look forward to seeing you again.",""
"いらっしゃいませ。
あの……お客様、誠に申し訳ありません","Welcome.
Uh...I am truly sorry.","","","Welcome.
Uh...I am truly sorry.",""
"現在、ご依頼頂ける品がございません。
またの機会によろしくお願い致します","Right now, we don't have anything we can do for
you. I hope we can meet again some other time","","","Right now, we don't have anything we can do for
you. I hope we can meet again some other time",""
"いらっしゃいませ。
この度、新しい品のご提案を用意致しました","Welcome.
We have prepared proposals for new products.","","","Welcome.
We have prepared proposals for new products.",""
"ぜひご覧くださいませ。
それでは、本日はどういったご依頼でしょうか？","Please have a look. Now then,
what kind of request do you have for us today?","","","Please have a look. Now then,
what kind of request do you have for us today?",""
"あら～いらっしゃい！　アナタ初見さんね？
『ユニゾンアカデミー』へようこそ～！","My~ welcome in! Are you a first-timer?
Welcome to the Unison Academy~!","","","My~ welcome in! Are you a first-timer?
Welcome to the Unison Academy~!",""
"ここは、可愛いプリンセスちゃん達に、
アピールの初歩を教えてあげてるの～！","Here is where I teach cute princesses the
basics of appeals~!","","","Here is where I teach cute princesses the
basics of appeals~!",""
"さ、今日は何を教えて欲しいのかしらん？","Now, what do you want me to teach today?","","","Now, what do you want me to teach today?",""
"やだ～！　いらっしゃ～い！
今日は何を教えて欲しいのかしらん？","Oh, please~! Welcome in~!
What do you want me to teach today?","","","Oh, please~! Welcome in~!
What do you want me to teach today?",""
"あらやだ、もうお帰り？
またいつでも歓迎してあ・げ・る☆","Oh what, you're leaving already?
You're always welcome back a-ny-time ☆","","","Oh what, you're leaving already?
You're always welcome back a-ny-time ☆",""
"あら～、いいタイミングね！
今日から、新しいアピールを教えてア・ゲ・ル☆","My~, good timing!
Today I got a new appeal to teach-to-you ☆","","","My~, good timing!
Today I got a new appeal to teach-to-you ☆",""
"さぁ、今日は何を教えて欲しいのかしらん？","Now, what do you want me to teach today?","","","Now, what do you want me to teach today?",""
"Ｗｅｌｃｏｍｅ！
ここは『トライアルゲート』です！","WELCOME!
This is the Trial Gate!","","","WELCOME!
This is the Trial Gate!",""
"Ｏｈ、初めて来たんですね！
それでは軽く、レクチャーしちゃいます！","OH, did you come here for the first time?
I'll give you a lecture and keep things light!","","","OH, did you come here for the first time?
I'll give you a lecture and keep things light!",""
"ここは特別なステージにＴｒｙできます！
クリアすると、貴重な報酬をあげちゃいます！","You can TRY performing on special stages here.","","","You can TRY performing on special stages here.","You can TRY performing
on special stages here."
"Ａｈ、『チケット』は持ってますか？
Ｔｒｙするならチケットでよろしくです！","AH, do you have any tickets?
Use this ticket and TRY it out!","","","AH, do you have any tickets?
Use this ticket and TRY it out!",""
"さぁ、今日はどのステージにＴｒｙしちゃいますか？","Now, what stage are you going to TRY out today?","","","Now, what stage are you going to TRY out today?",""
"Ｗｅｌｃｏｍｅ！
さぁ、今日はどのステージにＴｒｙしちゃいますか？","WELCOME!
Now, what stage are you going to TRY out today?","","","WELCOME!
Now, what stage are you going to TRY out today?",""
"Ｔｈａｎｋ Ｙｏｕ！
またいつでもＴｒｙしちゃってくださいね～！","THANK YOU! You're always welcome to give
us another TRY anytime!","","","THANK YOU! You're always welcome to give
us another TRY anytime!",""
"それでは、Ｉｔ'ｓ Ｓｈｏｗｔｉｍｅ！","Well then, IT'S SHOWTIME!","","","Well then, IT'S SHOWTIME!",""
"Ｙｅａｈ！！！！！！！
さぁ、もっとＴｒｙしちゃいますか？","YEAH!!!!!!!
Now, do you want to give it another TRY?","","","YEAH!!!!!!!
Now, do you want to give it another TRY?",""
"Ｗｅｌｃｏｍｅ！
今回からステージをＰｌｕｓ！","WELCOME!
There is a stage PLUS today!","","","WELCOME!
There is a stage PLUS today!",""
"より高みにＳｔｅｐ Ｕｐ！
さぁ、今日はどのステージにＴｒｙしちゃいますか？","STEP UP to a higher level!
Now, what stage are you going to TRY out today?","","","STEP UP to a higher level!
Now, what stage are you going to TRY out today?",""
"ヨウコソ","Welcome.","","","WELCOME",""
"マタ、オコシクダサイ","Please come back again.","","","PLEASE COME BACK LATER",""
