"Original Text","Initial","Machine translation","Better translation","Best translation"
"アイドルを育てるためには、
自分も成長していこう","To invest in your idols,
you must also invest in yourself.","","",""
"さまざまな活動のなかで、
プロデューサーとしての経験値を積み
プロデューサーLvをあげていくことが力になる","Gain experience as a producer
through your activities and
raise your producer Lv.","","",""
"プロジェクトルミナスに役立てていこう","Make use of them for the benefit of Project Luminous","","",""
"全てを通過したアイドルユニットが、「クリスタルウィンター」の舞台へ。","Only idol units that have passed all the selections will be allowed to perform on the Crystal Winter stage.","","",""
"そして12月に開催される『クリスタルウィンター』では
選ばれた2組が頂点を競うこととなります。","During the Crystal Winter held in December, the
final two teams will compete for the crown.","","",""
"独自のステージ活動で","will not change your monthly objectives.","","",""
"『スターリットオーダー』をクリアしてください。","Continue to complete the Starlit Order that has been given.","","",""
"通過","Pass","","",""
"噂聞いてるよ～","I heard the rumours~","","",""
"いい子、いるじゃん！","There's a good boy!","","",""
"よくなってきたんじゃない？","","Isn't it getting better?","",""
"Ｐちゃん、ちょっと～","P-chan, wait~","","",""
"ルミナスで、行けそうだ","","Looks like I can go in Luminous","",""
"少しは知名度、上げたんでしょうね","","I'm sure he made a name for himself","",""
"ルミナス、どうなの？","","Luminous, what do you think?","",""
"頑張ってるのかしら……","","I wonder if he's working hard..","",""
"ルミナス、まあまあじゃない","Luminous, they're alright.","","",""
"ルミナス……","Luminous......","","",""
"ルミナスの活躍、聞いてますよ！","","I've heard about your exploits, Luminous!","",""
"報告、待ってますよ！","","I'll be waiting for your report!","",""
"ルミナスの皆さん
調子はどうですか？","Everyone from Luminous, how is it going?","","Everyone from Luminous, 
how is it going?",""
"その後の調子は、どうですか？","","How are things going after that?","",""
"先日の課題を
見せてもらってもいいですか？","","May I have a look at your assignment from the other day?","May I have a look at your
assignment from the other day?",""
"けっこう人気あるやんか！","","You're pretty popular!","",""
"兄ちゃん！こっちや、こっち！","Nii-chan! Over here, over here!","","",""
"ルミナスの活躍、ＴＶで観てんで！","","I'll be watching Luminous on TV!","",""
"ええ面構えになってきたやんか","","Yeah, you're starting to look like one","",""
"流石や！プロデューサーさん！","As expected, Producer-san!","","",""
"川原で会おう","Meet me at the riverbed.","","",""
"会いたいんだけど～","I wanted to see you~","","",""
"いいタレントいないかなぁ～","I wonder if there's good talent~","","",""
"そろそろ特番の準備しないとな～","","It's about time to get ready for the special edition","",""
"いいじゃん、ルミナス！","Not bad, Luminous!","","",""
"Ｐちゃんに、連絡してみるかな","I think I should contact P-chan.","","",""
"今日の興行も、頑張らないと","We need to work hard at the office today","","",""
"今日の興行も、まずまずね","Today's show was not so bad.","","",""
