"うぇへへ～☆　Ｐちゃんに元気をプレゼント
できたなら、きらりんも幸せ♪","","Whehehe~☆ Presenting P-chan with energy!
If you could do it, Kirari would be happy.",""
"俺だけじゃないよ。ファンのみんなにも
たくさんのハピハピを届けてくれて、ありがとう","","It's not just for me, it's for all my fans.
Thank you for delivering so many HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY!",""
"にゅふふ♪　今年もみ～んなが、
ハピハピになれるように、きらりんがんばゆ！","","This year, we are all in the same boat,
Kirarin Ganbayu so that you can be Happi-Happi!",""
"きらりんをハピハピにしてくれたみたいに、
みんなをハピハピにしてね♪　約束だよ、Ｐちゃん☆","","Like you made Kirarin happy-happy,
Make everyone happy-happy... I promise, P-chan☆.",""
"凛世もよく来てくれたな","","I'm surprised Rinyo even showed up.",""
"明けましておめでとうございます……
昨年はお世話になりました……","","Happy New Year ......
Thank you for your help last year: ......",""
"ルミナスの輝きは……
大変眩しく……","","Luminous shine is available at ......
Very dazzling ......",""
"凛世の心を……
離れることはございません……","","The Heart of Rinze: ......
We never leave. ......",""
"ルミナスが輝けたのは、
凛世の一途な気持ちがあったからだよ","","Luminous was able to shine,
It's because of Rinyo's single-mindedness.",""
"ありがとうございます……
この輝きを糧にします……","","Thank you ......
We feed on this brilliance: ......",""
"ああ、俺にとっても大切な宝物だ。
凛世、ありがとう","","Yeah, it's a treasure for me too.
Rinyo, thank you.",""
"（事務所にいるメンバーとは話をしたな。
レッスンスタジオに行ってみるか……）","","(You've talked to the members in the office.
(Try going to the Lesson Studio or ......)",""
"（ここにも、こんなに……。
さて、だれから声をかけるかな……）","","(Here's another one, so much .......
Now, who's going to call on me first? (......)",""
"千早・菜々
歌織","","Chihaya, Nana
weaver",""
"やよい・真
蘭子","","Yayoi, True
Dutch girl",""
"響・翼
甘奈","","echo and wing
Elatostema umbellatum var. majus (variety of plant related to the nettles)",""
"千早、今日はよく来てくれた。ありがとう！","","Chihaya, thanks for coming today!",""
"はい。このレッスンスタジオには
お世話になったので……","","Yes, in this lesson studio.
Thank you for your help: ......",""
"４月のあの日……。
ここからルミナスが始まったんですね","","That Day in April. ......
So this is where Luminous began.",""
"そうだな。千早のレッスンに対する姿勢は、
みんなにいい刺激を与えたと思う。ありがとう！","","Yes, Chihaya's attitude towards lessons,
I think it was a good inspiration to everyone, thank you!",""
"お礼を言うのは私の方です。
ありがとうございました、プロデューサー","","I am the one who should thank you.
Thank you very much, producer.",""
"ですが、これで終わりではないですよね。
ここから、また……","","But this is not the end of the story.
From here, also ......",""
"ああ、俺もそう思うよ。
その時は、また一緒に頑張ろう！","","Yeah, I think so too.
We will work together again then!",""
"菜々もよく来てくれたな","","I'm so glad you came, Nana.",""
"はい！　ルミナスが、ＮＯ．１ユニットなんて……。
はぁ～、努力をすれば願いは叶うんですね","","Yes! I can't believe Luminous is the no. 1 unit. ......
Huh, if you put in the effort, your wish will come true.",""
"スターリットスカイのステージは、
ウサミン星でも大反響ですっ♪","","The stages of Starlit Sky are,
It's a big hit on the planet Usamin!",""
"菜々のひた向きな努力のおかげだよ。
ルミナスを明るく支えてくれて、ありがとう","","It's all thanks to Nana's dedicated efforts.
Thank you for your cheerful support of Luminous.",""
"はいっ！　ウサミンパワーが
ルミナスの力になれて嬉しいですっ！","","Yes! Usamin power!
I am happy to help Luminous!",""
"ウサミンパワーには、俺も何度も励まされたよ","","Usamin Power has encouraged me a lot, too.",""
"キャハッ☆　これからもウサミンパワー全開で
みんなを元気にしちゃいますよ！　ウーサミン☆","","Cahah* Keep up the good work and keep up the good work!
I'm going to cheer everyone up!",""
"歌織さんも来てくれたんですね","","I see you're here, too, Utori.",""
"はい。スターリットシーズンが終わったんですね。
なんだか夢のようで、信じられません……","","Yes, the Starlit season is over.
It's kind of like a dream, I can't believe it. ......",""
"プロデューサーさん。私をルミナスのメンバーに
選んでくれて、ありがとうございました","","Producer, I'm a member of Luminous.
Thank you so much for choosing us!",""
"アイドルの数だけ、歌声がある……。
大切なことを改めて学ぶことができました","","There are as many singing voices as there are idols. ......
I learned something important again!",""
"いえ、俺の方こそ、ありがとうございました。
歌織さんの歌声はルミナスの表現を広げてくれました","","No, thank you very much on my part.
Utaori's voice expanded the expression of Luminous!",""
"その歌声を、これからも聞かせてください。
歌織さんの今後の活動、すごく楽しみにしています！","","Please continue to let us hear that singing voice.
I am really looking forward to your future activities!",""
"プロデューサーさんの期待に応えられるよう
頑張ります。だから、ずっと見ていてくださいね♪","","To meet Producer's expectations
I'll do my best...so keep watching...Â",""
"やよい、今日はよく来てくれた。ありがとう！","","Thank you for coming today, Yayoi!",""
"はい！　あけましておめでとうございまーっす！
プロデューサー！","","Happy New Year!
Producer!",""
"ディアマントとのフェスに、スターリットスカイの
ライブ、妹や弟たちも凄かったって喜んでましたー！","","To the festival with Diamant, Starlit Sky's
My sister and brothers were also happy with the live show, saying it was great!",""
"妹や弟たちも見てくれたのか？","","Did you see my sister and brothers?",""
"はい！　社長から借りたタブレット？
で、配信を見てくれてたんです","","Yes! The tablet you borrowed from the president?
And they watched the delivery.",""
"それで私、思ったんです。妹弟たちみたいに、
世界中の人が元気になってくれたらなーって！","","And I thought, like my sisters and brothers,
I wish people all over the world would get well!",""
"きっとなっているよ。
いつも元気で明るくいてくれてありがとう、やよい","","I'm sure it will be.
Thank you for always being so cheerful and upbeat, Yayoi.",""
"はいっ！　これからもよろしくお願いします！
プロデューサー！","","Yes! I look forward to working with you in the future!
Producer!",""
"真もよく来てくれたな","","True, you've come a long way, too.",""
"ボクたち、本当にスターリットスカイのステージに
立ったんですよね……？　なんだか夢みたいで……","","We really want to be on stage at Starlit Sky.
You stood up. ......? It's kind of like a dream. ......",""
"夢じゃなくて、真の努力で掴んだ現実だ。
ここまでルミナスを引っ張ってくれて、ありがとう","","It's not a dream, it's a reality that I've grasped with true effort.
Thank you for pulling Luminous together so far.",""
"へへっ、改めて言われると照れちゃいますね。
ボクも感謝の気持ちでいっぱいです！","","Hehe, I'm embarrassed when you say it again.
I too am filled with gratitude!",""
"あの……プロデューサー！　スターリットスカイの
ボクの衣装姿……どうでしたか？","","That ...... producer of Starlit Sky!
How did you like my outfit ......?",""
"もちろん、よく似合っていたぞ","","Of course, they looked good on you.",""
"やーりぃ！　また、かわいい衣装を着られるように、
今日から気合いを入れてレッスンしますね！","","Yay! And to be able to wear cute outfits again,
I'll start the lesson today with a lot of enthusiasm!",""
"蘭子もよく来てくれたな","","I'm glad you're here, Ranko, and I'm glad you're here.",""
"我が友よ。
これが終焉の刻……か","","My friends.
So this is the end of the line: ......",""
"（プロデューサー、
お別れの時が来ちゃいましたね……）","","(Producer,
It's time to say goodbye (......)",""
"しかし！　星光の頂から見えた景色が、
我が魂から消えることなど、決してないわ！","","But! The view from the top of the starlight,
It will never be gone from my soul!",""
"（でも、スターリットスカイでやったライブは、
一生忘れない、大切な思い出になりました！）","","(But the live show we did at Starlit Sky,
It's a memory I'll cherish and remember for the rest of my life!)",""
"消えることのない記憶……ああ、俺も同じだ。
あんな盛大なライブをできたことを誇りに思うよ","","Memories that never disappear: ...... Yeah, I'm the same way.
I'm proud to have had such a grand show.",""
"蘭子にしかない魅力がルミナスを輝かせてくれた。
ありがとう、蘭子","","The charm that only Ranko could bring to the table made Luminous shine.
Thank you, Ranko.",""
"ぷ、プロデューサー……ありがとうございました","","P, thank you to Producer ......",""
"フフフ、星光から生まれた宝珠を携えて、
我は新たな覇道に進むとしよう！","","Hmph, with Gem born from starlight,
I shall move on to a new high road!",""
"（ルミナスのみんなとの絆を力にして、
これからも活動を頑張ります！）","","(With the power of the bond with everyone in Luminous,
I'll keep working hard on my activities!)",""
"響、今日はよく来てくれた。ありがとう！","","Hibiki, thanks for coming today!",""
"えへへっ。ここは大切な場所だからね。ここに
来ると、ついレッスン着に着替えたくなるくらいさー","","Hehehe, this is an important place, right here.
When I come here, I just want to change into my lesson clothes.",""
"でももう最後なんだね。プロデューサーがルミナスの
話をしてくれたの、つい最近のことみたいなのに……","","But it's the last time I'll ever see Producer of Luminous.
You told me a story, it seems like just recently. ......",""
"たくさんの仲間に出会えて嬉しかったぞ！
ありがとう、プロデューサー！","","It was a pleasure to meet so many of you!
Thanks, producer!",""
"お礼を言うのは俺の方だ、ありがとう。
響の頑張りはルミナスに欠かせないものだったよ","","I'm the one who should be thanking you, thank you.
Hibiki's hard work was vital to Luminous.",""
"ううっ……そう言われると、
また新しいステージがやりたくなってくるぞ！","","Ugh ...... when you put it that way,
You're going to want to do another new stage!",""
"ああ、またみんなで必ずステージに立とう！","","Yeah, let's all definitely take the stage again!",""
"翼もよく来てくれたな。
ルミナスは、どうだった？","","I'm glad you're here, and I'm glad you're here for the wings, too.
How was Luminous?",""
"……レッスンがユーウツだった時もありました
けど……。今は、ちょっとさびしいですね","","There was a time when the ...... lesson was a euphemism!
But ....... It's a bit lonely now.",""
"それでも、翼は最後まで頑張ってくれたじゃないか。
ありがとう、翼","","Still, you did your best until the end, didn't you, Wings?
Thank you, Wings.",""
"えへへっ♪
みんなと一緒だったから、頑張れたんですよ♪","","Heh heh heh heh...
I was with everyone, so I was able to do my best.â",""
"それに、一番近くでプロデューサーさんが
応援してくれたから♪","","Besides, it's the closest Producer can get.
♪ Because you supported me ♪",""
"せっかくだから、ふたりでお祝いしませんか？
素敵なお店、見つけたんですよ♪","","Since we are here, why don't we celebrate together?
I found a nice store... ♪",""
"まあ、それも悪くないが……。
それは、また今度な","","Well, that's not too bad, but .......
I'll see you next time.",""
"甘奈もよく来てくれたな","","I'm surprised Amana even showed up.",""
"プロデューサーさん、甜花ちゃんが
歌ってる姿、世界中に配信されたね！","","Mr. Producer, the beet is...
You sang, and it was broadcast all over the world!",""
"かわいー甜花ちゃんのこと、世界中の
みんなが見てくれたんだ……","","I'm sure the whole world will be impressed with the cute Tetuka-chan.
People saw this: ......",""
"ああ、甜花のことを世界中に伝えられたのも、
甘奈の努力の賜物ってことを忘れずにな","","Oh, and I could tell the whole world about beetroot flowers,
Remember, it's all about Amana's hard work.",""
"その努力はルミナスの結束力を高めていた
ありがとう、甘奈","","The effort had made Luminous more cohesive.
Thank you, Amana.",""
"ううん、こちらこそありがと！
プロデューサーさん！","","No, thanks to you too!
Producer!",""
"これからも、甜花ちゃんのかわいさを
世界中に届けるために、甘奈頑張るね☆","","We will continue to make Tetuka-chan's cuteness
I'll do my best to deliver it to the world, Amana☆.",""
"（レッスン場にいるメンバーとは話をしたな。
屋上に行ってみるか……）","","(You've talked to the members in the lesson hall.
(Let's go to the rooftop. ......)",""
"春香・紬
果穂","","Haruka and Tsumugi
scion (in grafting)",""
"律子・あずさ
美嘉","","Ritsuko Azusa
beautiful",""
"貴音・未来
咲耶","","Takane, Mirai
copious (tears)",""
"春香、今日はよく来てくれた。ありがとう！","","Haruka, thanks for coming today!",""
"えへへっ、ここに来ると心が落ち着きますね。
それに、いろんなことを思い出します","","Ehehe, I feel at home when I come here.
Plus, it reminds me of a lot of things.",""
"短い間でしたけど、新しい仲間と過ごした時間……。
またひとつ、私の宝物が増えました！","","It was a short time, but it was time spent with new friends. ......
Another one of my treasures has been added!",""
"プロデューサーさんは、
ルミナスをやってみてどうでした？","","Producers,
How did you feel about doing Luminous?",""
"俺はなんだってできるんだ、という自信を学んだよ。
それに、もっとやってみたいことが増えたな","","I learned the confidence that I can do anything.
Plus, you've got more things you'd like to try.",""
"えへへっ、私ももっといろんなことがしたいです！
これからも、プロデューサーさんと一緒に！","","Ehehe, I want to do more things too!
I will continue to work with Producer!",""
"……ありがとう。
これからもよろしく頼むぞ、春香","","Thanks .......
Keep up the good work, Haruka.",""
"紬もよく来てくれたな","","I'm glad you're here, too, Tsumugi.",""
"はい。スターリットスカイのライブ……。
本当に夢のような時間でした","","Yes. Starlit Sky live at .......
It was truly a dream come true!",""
"ああ、そうだな。
最優秀ユニットになれたなんて。すごいと思うぞ","","Oh, yes.
I think it's great that you got the best unit.",""
"あのディアマントと渡り合い、最高の結果で終わる
ことができたのは、その……あ、貴方のおかげです","","We're going to go up against that diamant and end up with the best result.
I was able to do this because of you, ......",""
"いや、紬やみんなが頑張った結果だ。
紬の頑張る姿には、何度も励まされたよ","","No, it is the result of the hard work of Tsumugi and everyone else.
I was encouraged many times by Tsumugi's hard work.",""
"そ、そんな……。私はみんなに
迷惑をかけないように、必死になっていただけで……","","Oh, no. ....... I'm all for that.
I was just trying hard not to cause trouble. ......",""
"その懸命な姿が俺の背中を押してくれた。
ありがとう、紬","","That hard work was what pushed me.
Thank you, pongee.",""
"プロデューサー……あんやと","","Produced by: ...... An Yato",""
"果穂もよく来てくれたな","","I'm glad Kaho came too.",""
"プロデューサーさん、お疲れ様です！","","Thanks for your help, producer!",""
"今日まで、ルミナスのみなさんと
一緒に活動できて、スッゴく楽しかったです！","","Until today, I have been working with everyone at Luminous and
It was a lot of fun working together!",""
"ああ、俺も楽しかったぞ。
たくさん元気を分けてくれてありがとう、果穂","","Yeah, I had a good time, too.
Thanks for sharing so much energy with us, Kaho.",""
"本当ですか！？　うれしいですっ！
スッゴく楽しかったのに、もうお別れなんですよね","","Really? I'm so happy!
It was a lot of fun, but now it's time to say goodbye.",""
"楽しい時間が終わっちゃうのも、
ルミナスが解散しちゃうのも、さびしいです……","","And the fun time is over,
I'm also sad to see Luminous disband. ......",""
"でも……！　きっとまた、いつか……！
みなさんと一緒のステージに立てますよねっ！","","But ......! I'm sure I'll see you again sometime ......!
I will be on stage with you all, right?",""
"さらに成長したみんなと会える日を、
楽しみにしていような","","I hope to see you all again, even more grown up,
I'll look forward to it.",""
"律子、今日はよく来てくれた。ありがとう！","","Ritsuko, thanks for coming in today!",""
"明けましておめでとうございます、
プロデューサー。昨年は大変お世話になりました","","Happy New Year!
Producer, thank you very much for your help last year!",""
"律子、年明けだからとはいえ、
そんなにかしこまる必要はないんじゃないか？","","Ritsuko, even though it is the beginning of the year,
You don't have to be so formal, do you?",""
"ふふっ、まあ、いいじゃないですか。
せっかく年の初めに会えたんですから","","Phew, well, that's good.
We met at the beginning of the year.",""
"ルミナスのスターリットシーズンへの挑戦。
アイドルプロデュースの勉強になりました！　","","Luminous's challenge for the Starlit season.
I learned a lot about idol production!",""
"次に、なにが来ようとも心の準備はできています。
これからも新しいことに挑戦しましょう！","","Next, I am ready for whatever comes next.
Let's keep trying new things!",""
"今回も律子には色々フォローしてもらったな。
ありがとう、律子","","Again, Ritsuko did a lot of follow-up for me.
Thank you, Ritsuko.",""
"あずささんも来てくれたんですね","","I see you came, Azusa-san.",""
"あら、プロデューサーさん。
風が気持ちいいですね","","Oh, hey, producer.
The wind feels good.",""
"……つい、この場所に足が向いてしまって。
こんな素敵な場所で、みんなと過ごしたんですね……","","...... I just couldn't help but to visit this place.
You spent time with everyone at this beautiful place: ......",""
"ここで風に吹かれていると、
気持ちがリセットできますよね","","You're here to be blown by the wind,
You can reset your mind.",""
"はい。同じ場所で同じことを感じるなんて、
なんだか運命を感じちゃいますね","","Yes, I can't believe we feel the same way in the same place,
I kind of feel like we're doomed.",""
"あずささんがルミナスに参加してくれた運命にこそ、
感謝しています。ありがとうございました","","It is only by fate that Azusa-san joined Luminous,
I appreciate it. thank you very much.",""
"私こそ、参加させていただいて、感謝の気持ちで
いっぱいです……ありがとうございました","","I, for one, am grateful for the opportunity to participate.
It's full of ...... Thank you very much!",""
"美嘉もよく来てくれたな","","I'm glad Mika came too.",""
"スターリットスカイ、楽しかったね★
ライブを見てた妹が大興奮しちゃってさ","","Starlit Sky, that was fun.
My sister was watching the show and got really excited.",""
