"――都内某空港――","--At a certain airport--","","","--At a certain airport--",""
"よいしょっ、と……重いな。
もう少し事前に送っておくべきだったか……","And, oof... that's heavy.
I should have sent more stuff over beforehand....","","","And, oof... that's heavy.
I should have sent more stuff over beforehand....",""
"しばらく海外にいたとはいえ、
ずいぶんと、荷物が増えてしまったな","Despite being overseas for a while, I somehow 
ended up with more luggage than expected.","","","Despite being overseas for a while, I somehow 
ended up with more luggage than expected.",""
"もったいないから、と全部持って帰ってきたのは
いいが、これだけの大荷物では……","I didn't want to leave anything behind, so I 
brought it all back. But this is too much luggage... ","","","I didn't want to leave anything behind, so I 
brought it all back. But this is too much luggage... ",""
"ま、考えても仕方がない。
ともかく事務所を目指すか","Well, no point in dwelling about it now.
Guess I'll head to the office straight away.","","","Well, no point in dwelling about it now.
Guess I'll head to the office straight away.",""
"……ふぅ、ようやく着いたか","...Whew, I'm finally back.","","","...Whew, I'm finally back.",""
"それにしても、このあたりは
全然、変わってないな……","Even so, this place hasn't really changed at all...","","","Even so, this place hasn't really changed at all...","Even so, this place hasn't
really changed at all..."
"彼女たちは今も元気にしているだろうか……","I hope all the girls are still doing well...","","","I hope all the girls are still doing well...",""
"っと、感慨にふけってる場合じゃないな。
ひとまず中へと入ろう","Uh, now's not a good time to get sentimental.
I'll just go inside for now.","","","Uh, now's not a good time to get sentimental.
I'll just go inside for now.",""
"お疲れ様です。ただいま戻りました","Thanks for your hard work. I've returned.","","","Thanks for your hard work. I've returned.",""
"おお、待っていたよ。その顔つきを見るに、
海外研修を経て、ずいぶんと成長できたようだね","Oh, I've been waiting! I can see that you've
definitely grown a lot after training overseas.","","","Oh, I've been waiting! I can see that you've
definitely grown a lot after training overseas.",""
"社長！　お久しぶりです。
はい、大いに勉強させていただきました！","President! It's been a while.
Yes, I really learned a lot!","","","President! It's been a while.
Yes, I really learned a lot!",""
"プロデューサーさん、お久しぶりです。
私のこと、忘れていませんよね？","Producer-san, it's been a while.
You haven't forgotten about me, right?","","","Producer-san, it's been a while.
You haven't forgotten about me, right?",""
"ははっ。もちろん覚えてますよ、音無さん","Haha! Of course I still remember you,
Otonashi-san.","","","Haha! Of course I still remember you,
Otonashi-san.",""
"ははっ、それは結構。
さて、君に聞きたいことはいろいろとあるが……","Haha! That's wonderful!
Well, I have all kinds of things to ask you...","","","Haha! That's wonderful!
Well, I have all kinds of things to ask you...",""
"ひとまず、今は置いておこう。それよりも、
さっそくだが、君に頼みたいことがある","For now, let's put that aside. More importantly, 
at this moment, I have a request for you.","","","For now, let's put that aside. More importantly, 
at this moment, I have a request for you.",""
"はい。どんなことでしょうか？","Yes, what do you need from me?","","","Yes, what do you need from me?",""
"４月から１２月にかけて、アイドルの大規模イベント
『スターリットシーズン』が開催される","From April to December, there's going to be a big
idol event called the Starlit Season.","","","From April to December, there's going to be a big
idol event called the Starlit Season.",""
"このイベントは『スターリットドーム』という
大型ドームのこけら落としとして、開催されるものだ","This event will take place at the Starlit Dome to
commemorate the first performance held there.","","","This event will take place at the Starlit Dome to
commemorate the first performance held there.",""
"えっ？　４月から１２月……ですか？","What? From April... to December?","","","What? From April... to December?",""
"さすが、ピンときたようだね！　それだけの期間が
必要なほどの大規模イベントということなのだよ！","Right! Sound the buzzer! That amount of time 
will be necessary for such a big event!","","","Right! Sound the buzzer! That amount of time 
will be necessary for such a big event!",""
"そんなに時間をかけるということは……
もしかして、選抜戦ですか？","For something that takes so much time...
Don't tell me, will there be selections involved?","","","For something that takes so much time...
Don't tell me, will there be selections involved?",""
"その通りだ。メジャー、インディーズに限らず、
日本で活躍しているアイドルの参加を募集している","That's right. Not just major and indie labels, but 
any active idol group in Japan can participate.","","","That's right. Not just major and indie labels, but 
any active idol group in Japan can participate.",""
"それはつまり、日本一の
アイドルを決めるということでしょうか？","So basically,
this is to determine the best idols in Japan?","","","So basically,
this is to determine the best idols in Japan?",""
"日本発、世界へ。アイドルの可能性を広げるイベント
であると、私は思っている！","First Japan, and then the world. I think this event
can expand the potential of the idol genre!","","","First Japan, and then the world. I think this event
can expand the potential of the idol genre!",""
"なにしろ、これを勝ち抜いた
勝者だけが……","Anyways, only the winners that win the
competition...","","","Anyways, only the winners that win the
competition...",""
"『スターリットドーム』という大舞台に
初めて立つことを許されるのだからね！","Will get the huge opportunity to be the first ones 
to stand on the massive stage in the Starlit Dome!","","","Will get the huge opportunity to be the first ones 
to stand on the massive stage in the Starlit Dome!",""
"なるほど……そんなにすごいイベントなんですね","I see... This is going to be a big event.","","","I see... This is going to be a big event.",""
"これがイベントの案内状だ、君も見てみたまえ","Here is the invitation letter,
go ahead and take a look.","","","Here is the invitation letter,
go ahead and take a look.",""
"アイドルユニット選抜大会
「スターリットシーズン」開催のご案内

早春の侯
百花繚乱のアイドル達が咲き誇る日本。
その魅力を世界に発信するため、オンラインによるメディア機能を有した
大型ドーム施設「スターリットドーム」を建造しています。

この施設の完成を祝して、こけら落としイベント「スターリットシーズン」を
開催させていただくこととなりました。
期間は４月から１２月までの選抜大会。毎月の審査を通過し、
決勝の舞台「スターリットドーム」を目指していただきます。
日本のトップアイドルを決めるステージは、世界へと同時発信させていただきます。","Information regarding the Idol Unit Selection Tournament: Starlit Season

In the season of early spring,
the idols of Japan gather and fully bloom.
In order to pollinate their charm to the rest of the world, 
the Starlit Dome will be built with online media capabilities.

To celebrate the completion of this facility, 
A commemorative event called the Starlit Season will be held.
There will be a tournament selection period lasting from April to December.
Pass the monthly benchmarks and aim to be on the final stage in the Starlit Dome.
This will be the stage that will decide the top idols in Japan 
and will be broadcasted to the entire world.","","","Information regarding the Idol Unit Selection Tournament: Starlit Season

In the season of early spring,
the idols of Japan gather and fully bloom.
In order to pollinate their charm to the rest of the world, 
the Starlit Dome will be built with online media capabilities.

To celebrate the completion of this facility, 
A commemorative event called the Starlit Season will be held.
There will be a tournament selection period lasting from April to December.
Pass the monthly benchmarks and aim to be on the final stage in the Starlit Dome.
This will be the stage that will decide the top idols in Japan 
and will be broadcasted to the entire world.",""
"星々が集う夢の競演。
誰も見たことのない、
星の華を咲かせたい。
世界中に届ける為に。
その想いから「スターリットシーズン」という大会の名称は生まれました。

様々なアイドルユニットのご参加を願っております。

皆様のご応募を心よりお待ち申し上げます。

スターリットシーズン運営本部","A recital of collective stars and dreams.
The stars' petals will bloom
and show itself to the world
in ways no one has ever seen.
With this vision, we created and named the tournament the Starlit Season.

We encourage all types of idol units to participate
and we sincerely look forward to your applications.

-Starlit Season Management HQ","","","A recital of collective stars and dreams.
The stars' petals will bloom
and show itself to the world
in ways no one has ever seen.
With this vision, we created and named the tournament the Starlit Season.

We encourage all types of idol units to participate
and we sincerely look forward to your applications.

-Starlit Season Management HQ","A recital of collective stars
and dreams. The stars' petals will
bloom and show itself to the world
in ways no one has ever seen.
With this vision, we created
and named the tournament the
Starlit Season.  We encourage
all types of idol units to participate
and we sincerely look forward to
your applications.  -Starlit
Season Management HQ"
"このドームは、新たなるアイドルの聖地となるべく
建造が進められている、非常に名誉ある舞台だ","While it's still under construction, it's going to be 
a new idol holy ground with a prestigious stage.","","","While it's still under construction, it's going to be 
a new idol holy ground with a prestigious stage.",""
"だからこそ、この舞台に立つアイドルもまた、
選ばれた者でなくてはならない","The idols that stand on this stage must be 
deemed as the chosen ones.","","","The idols that stand on this stage must be 
deemed as the chosen ones.",""
"そのために、ステージに立つアイドルを選別する
必要がある、というわけだ","For that reason, it is necessary that the idols 
being selected earn the right to be on stage.","","","For that reason, it is necessary that the idols 
being selected earn the right to be on stage.",""
"なお、このイベントは、『アイドルユニット』での
参加が義務付けられている","Now, for this event, having an idol unit is
absolutely mandatory.","","","Now, for this event, having an idol unit is
absolutely mandatory.",""
"アイドルユニット、ですか？","An idol unit, you say?","","","An idol unit, you say?",""
"イベントを盛り上げるため、より質の高い
アイドル達のパフォーマンスが見たい","To liven up the event, they want to see
performances from idols of the highest quality.","","","To liven up the event, they want to see
performances from idols of the highest quality.",""
"そのためには、アイドルユニットが重要である、
とイベント主催者からのお達しだ","In order to do that, an idol unit is important.
That's what the event organizers said.","","","In order to do that, an idol unit is important.
That's what the event organizers said.",""
"我が７６５プロとしては、この一大イベントを、
なんとかして盛り上げたい","This is going to be a landmark event for my
765 Pro., so I really want to raise the stakes.","","","This is going to be a landmark event for my
765 Pro., so I really want to raise the stakes.",""
"昨今のアイドル業界は、少々盛り上がりに
欠けているように感じていてね。そこで私は……","The idol industry these days have really been
lackluster in terms of excitement. So I thought...","","","The idol industry these days have really been
lackluster in terms of excitement. So I thought...",""
"複数の事務所からアイドルを集めたスペシャル
ユニットを結成してはどうか、と考えたのだよ！","Why don't we just form a special unit
and gather idols from multiple agencies?!","","","Why don't we just form a special unit
and gather idols from multiple agencies?!",""
"スペシャルユニット……。
確かに、今までにない試みですね","A special unit...
Certainly, nobody has ever attempted this before.","","","A special unit...
Certainly, nobody has ever attempted this before.",""
"そうだろう？　こういうときこそ、協力が必要だ。
普段はライバルでも、今回は仲間というわけだよ","Right? Cooperation is a must for times like this. 
They're usually our rivals, but we'll be partners.","","","Right? Cooperation is a must for times like this. 
They're usually our rivals, but we'll be partners.",""
"既にいくつかの事務所に声をかけていてね。
どこも前向きな返事をくれている","I've already made some calls to several agencies.
And they're all giving me positive feedback.","","","I've already made some calls to several agencies.
And they're all giving me positive feedback.",""
"ただ、スペシャルユニットは、うちが主導だから、
まとめ役も７６５プロで用意しなければいけない","However, this special unit will be led by us.
All the coordination will be done by 765 Pro.","","","However, this special unit will be led by us.
All the coordination will be done by 765 Pro.",""
"君には、我が７６５プロの
プロデューサーをしてもらっているわけだが……","As for you, you will be my producer
representing 765 Pro...","","","As for you, you will be my producer
representing 765 Pro...",""
"その君に、今回のスペシャルユニットの
プロデュースを任せたいと思う。どうだね？","So, I would like to entrust the production of the
special unit to you. How about it?","","","So, I would like to entrust the production of the
special unit to you. How about it?",""
"（複数の事務所が関わってくるとなると、
生半可なプロデュースではダメだ……）","(With multiple agencies involed, the production
efforts cannot be half-baked...)","","","(With multiple agencies involed, the production
efforts cannot be half-baked...)",""
"（だけど、社長は俺を信じて、
プロデュースを任せようとしてくれている……！）","(But, if the president believes in me, then leave
the producing to me...!)","","","(But, if the president believes in me, then leave
the producing to me...!)",""
"……はい、もちろん、返事は決まっています！
俺でよければ、引き受けさせてください！","...Yes, of course! I'll do it!
If you are okay with it, let me take the reigns!","","","...Yes, of course! I'll do it!
If you are okay with it, let me take the reigns!",""
"うむ、いい返事だ。
君ならそう言ってくれると思っていたよ！","Mm. That's what I like to hear.
That's what I thought you would say!","","","Mm. That's what I like to hear.
That's what I thought you would say!",""
"君が海外から帰ってくるタイミングでの、
このイベント開催の告知……私はピンときたんだよ","The timing of your return, along with the event
announcement... I needed to sound the alarms!","","","The timing of your return, along with the event
announcement... I needed to sound the alarms!",""
"この大役に適任なのは、君しかいないだろう、とね","For this huge responsibility, you're probably the 
only one who's fit for the role.","","","For this huge responsibility, you're probably the 
only one who's fit for the role.",""
"基本的なサポートは、音無君に任せる。
しっかり支えてやってくれたまえ","I'll leave the basic support to you, Otonashi-kun.
Make sure you support him properly.","","","I'll leave the basic support to you, Otonashi-kun.
Make sure you support him properly.",""
"はい。任せてください。
プロデューサーさん、よろしくお願いします！","Yes, leave it to me. Producer-san,
I look forward to working with you!","","","Yes, leave it to me. Producer-san,
I look forward to working with you!",""
"こちらこそよろしくお願いします！","I will also be looking forward to working with
you as well!","","","I will also be looking forward to working with
you as well!",""
"ああ、それと……スペシャルユニットを結成する
上で、どこかに臨時拠点を用意しようと思っている","Oh, and... I'm thinking of setting up a temporary
base somewhere to form this special unit.","","","Oh, and... I'm thinking of setting up a temporary
base somewhere to form this special unit.",""
"この事務所に皆が集まると、少々手狭だからね。
４月には用意できるから、期待してくれたまえ","It'll be a bit cramped if everyone gathers in this
office. It'll be ready in April, so look forward to it.","","","It'll be a bit cramped if everyone gathers in this
office. It'll be ready in April, so look forward to it.",""
"分かりました。
活動の拠点に関しては、お任せします","I understand.
I'll leave the new base of operations to you.","","","I understand.
I'll leave the new base of operations to you.",""
"（臨時拠点を用意するなんて、社長も
このプロジェクトに相当力を入れているんだな）","(The president must be putting a lot of effort
into this project setting up a temporary base.)","","","(The president must be putting a lot of effort
into this project setting up a temporary base.)",""
"今のところ、『他事務所からは各５名ずつ』
アイドルが選出される予定になっている","For the time being, I've asked all the other
agencies to nominate 5 idols each.","","","For the time being, I've asked all the other
agencies to nominate 5 idols each.",""
"そちらは、各事務所に推薦を頼んでいる","From there, I will be going off
their recommendations.","","","From there, I will be going off
their recommendations.",""
"我が７６５プロからは、君も良く知っている１３名","From 765 Pro., you already know those 13 well.","","","From 765 Pro., you already know those 13 well.",""
"彼女たちは君との信頼関係が厚く、経験も豊富だ。
きっとユニットを支える力になってくれるだろう","They have a deep bond of trust with you, and are
experienced. That will really help with this unit.","","","They have a deep bond of trust with you, and are
experienced. That will really help with this unit.",""
"そして、後輩メンバーからも
５名が参加する予定だ","Also, 5 junior members will also be particiapting.","","","Also, 5 junior members will also be particiapting.","Also, 5 junior members will
also be particiapting."
"その５名に誰を推薦するかは、
私が決めさせてもらったよ。ただし……","As for those 5 members, I have already made my
decisions. However...","","","As for those 5 members, I have already made my
decisions. However...",""
"彼女たちがスペシャルユニットに参加して
問題がないか、最後は君自身で確かめてほしい","I want you to personally approve them. You 
should be making the final call.","","","I want you to personally approve them. You 
should be making the final call.",""
"やはり、こういうのは直接会って判断しないとね","After all, you need to meet them in person to
make these kinds of judgement.","","","After all, you need to meet them in person to
make these kinds of judgement.",""
"判断って……メンバーはかなり大事な部分ですけど、
俺が決めてもいいんですか？","Judgements... These members will be playing a 
crucial role. Is it really okay for me to decide?","","","Judgements... These members will be playing a 
crucial role. Is it really okay for me to decide?",""
"もちろんだ。君にはアイドルを見る力がある。
私は、その力を高く評価しているのだよ","Of course. You really have the ability to see an
idol's capabilities. I value that ability highly.","","","Of course. You really have the ability to see an
idol's capabilities. I value that ability highly.",""
"とはいえ、君との相性は重要だからね","That said, compatibility with you is important.","","","That said, compatibility with you is important.",""
"……分かりました。
任せてください！","...I understand.
Leave it to me!","","","...I understand.
Leave it to me!",""
"あ～、それから、
もうひとつ君に任せたいことがある","Ah~! Now then, there was one more thing I
wanted to leave to you.","","","Ah~! Now then, there was one more thing I
wanted to leave to you.",""
"はい、なんでしょう？","Yes, what is it?","","","Yes, what is it?",""
"このスペシャルユニットの名前をつけてくれたまえ。
君がプロデューサーなのだからね","Give this special unit a name.
I'll let you because you'll be Producer.","","","Give this special unit a name.
I'll let you because you'll be Producer.",""
"はい、もちろんです。
喜んでお受けします！","Yes, of course.
I'll do the honors!","","","Yes, of course.
I'll do the honors!",""
"我が７６５プロとしても、初めての試みとなる
プロジェクトだ。よろしく頼むよ","For 765 Pro., this will be our first attempt on this
kind of project. I'll be counting on you!","","","For 765 Pro., this will be our first attempt on this
kind of project. I'll be counting on you!",""
"あっ、プロデューサーさん。事務所の連絡用
アドレスは、既にお伝えしてありますよね","Ah, Producer-san. For the agency contact 
information, you already have them saved, right?","","","Ah, Producer-san. For the agency contact 
information, you already have them saved, right?",""
"何かわからないことがあったら、
いつでも連絡してください","If you have any questions,
please call me anytime.","","","If you have any questions,
please call me anytime.",""
"ありがとうございます、音無さん。
何かとお力をお借りするかと思いますが……","Thank you very much, Otonashi-san.
I'll remember that whenever I need your help...","","","Thank you very much, Otonashi-san.
I'll remember that whenever I need your help...",""
"はい、任せてください。
精一杯、サポートさせていただきます♪","Yes, leave it to me!
I'll absolutely, do whatever I can to support you ♪","","","Yes, leave it to me!
I'll absolutely, do whatever I can to support you ♪",""
"（日本に帰ってきて早々、こんな大プロジェクトに
関われるなんて……）","(I managed to get involved in a major project
as soon as I came back to Japan...)","","","(I managed to get involved in a major project
as soon as I came back to Japan...)",""
"（今の俺の持てる力を全部ぶつけて……
最高のプロデュースをしなくちゃな！）","(Now I'll have to unleash my full power...
and produce the best unit there is!)","","","(Now I'll have to unleash my full power...
and produce the best unit there is!)",""
"（よし。今、７６５プロにいるアイドルに
挨拶をしようかな）","(Alright, I should say hello to the
765 Pro. idols now.)","","","(Alright, I should say hello to the
765 Pro. idols now.)",""
"わぁ……プロデューサーさんっ！
おかえりなさい！　いつ戻ったんですか？","Wha... Producer-san! Welcome back!
When did you return?","","","Wha... Producer-san! Welcome back!
When did you return?",""
"まあ、お帰りなさい♪
お元気そうで、なによりです","My, welcome back ♪
I'm glad to see you're doing well.","","","My, welcome back ♪
I'm glad to see you're doing well.",""
"海外研修、お疲れ様です！
なんだか前より、少し頼もしくなった気がしますね！","Good work on your overseas training! I feel like
you've gotten a little more reliable than before!","","","Good work on your overseas training! I feel like
you've gotten a little more reliable than before!",""
"あ、兄ちゃんだ！
んっふっふ～。海外生活はどうだったかね？","Ah, it's Nii-chan! Ooh hoohoo~
How was the overseas life?","","","Ah, it's Nii-chan! Ooh hoohoo~
How was the overseas life?",""
"兄ちゃん、おひさー！
キンパツのビジョにメロメロにされちった？","Nii-chan, long time no see!
Did you end up falling for a pretty blondie?","","","Nii-chan, long time no see!
Did you end up falling for a pretty blondie?",""
"みんな、久しぶり！
変わりないみたいだな！","It's been a while, everyone!
Looks like nothing has really changed!","","","It's been a while, everyone!
Looks like nothing has really changed!",""
"これならスペシャルユニットも、
安心して任せられそうだ！","If that's the case, I'll be relieved with entrusting
the special unit to you all!","","","If that's the case, I'll be relieved with entrusting
the special unit to you all!",""
"スペシャルユニット……。
確か、以前社長が言っていたような……","Special unit...
Certainly, I did recall the president mentioning it...","","","Special unit...
Certainly, I did recall the president mentioning it...",""
"『スターリットシーズン』の件は、
全員、社長から聞いているよな？","So did everyone hear about the Starlit Season
from the president?","","","So did everyone hear about the Starlit Season
from the president?",""
"んっふっふ～、モチのロンだよ！
年末にある、すっごく大きなイベントのコトだよね！","Ooh hoohoo~, certainly did! At the end
of the year, there's going to be a huge event!","","","Ooh hoohoo~, certainly did! At the end
of the year, there's going to be a huge event!",""
"『スターリットドーム』っていう、
すごい場所ができるお話は聞きましたけど……","I heard a great place is being built, and it's
going to be called the Starlit Dome.","","","I heard a great place is being built, and it's
going to be called the Starlit Dome.",""
"あとイベントに参加するために事務所を越えた、
スペシャルユニットを結成するって、聞きました","Also, I heard they're going to form a special unit
with other agencies to participate in the event.","","","Also, I heard they're going to form a special unit
with other agencies to participate in the event.",""
"みんなにはイベントの説明だけをしていたのか……
……俺が最終判断をしてくれと社長は言ってたしな","Looks like everyone got an explanation about it...
... The president is letting me make the final call.","","","Looks like everyone got an explanation about it...
... The president is letting me make the final call.",""
"プロデューサー？　どうかしましたか？","Producer? Is something wrong?","","","Producer? Is something wrong?",""
"ああ、いや。それで、７６５プロももちろん
『スターリットシーズン』に、参加するつもりだ","Ah, it's nothing. Of course 765 Pro. is going to
participate in the Starlit Season.","","","Ah, it's nothing. Of course 765 Pro. is going to
participate in the Starlit Season.",""
"そこで、みんなの力を貸して欲しい！
もちろんスペシャルユニットのメンバーとして、だ","So, I want everyone's help! Obviously,
you'll be members of this special superunit.","","","So, I want everyone's help! Obviously,
you'll be members of this special superunit.",""
"真美たちも、
そのスペアリブなユニットに参加出来るの？","Can Mami's group be part of the
sup-pare ribs unit?","","","Can Mami's group be part of the
sup-pare ribs unit?",""
"わーい、やった～！　亜美たちも、スター
なんちゃらドームに行ってみたかったんだ～♪","Wai~, yay~! Ami and everyone really wants to
go to the Star-whatever Dome~ ♪","","","Wai~, yay~! Ami and everyone really wants to
go to the Star-whatever Dome~ ♪",""
"『スターリットドーム』な。
それで、みんなはどうだ？","It's the Starlit Dome...
Anyways, what do you think, everyone?","","","It's the Starlit Dome...
Anyways, what do you think, everyone?",""
"はい、もちろん参加します！","Yes, of couse I'll participate!","","","Yes, of couse I'll participate!",""
"ボクたちの気合いは十分ですよっ！
あ、もしかしてプロデューサーも、ですか？","Our energy is more than enough!
Ah, well plus Producer's too, I guess?","","","Our energy is more than enough!
Ah, well plus Producer's too, I guess?",""
"ああ、もちろん！　スペシャルユニットの
プロデューサーにも任命されているからな！","O-of course! I was appointed to be Producer
of this special unit!","","","O-of course! I was appointed to be Producer
of this special unit!",""
"……またプロデューサーさんに
プロデュースしてもらえるんですね！","...It looks like Producer-san will be producing
us again!","","","...It looks like Producer-san will be producing
us again!",""
"うふふっ、プロデューサーさんが担当なら、
素敵な時間を過ごせそうです♪","Ooh hoohoo. With Producer-san in charge,
I think we'll have a wonderful time ♪","","","Ooh hoohoo. With Producer-san in charge,
I think we'll have a wonderful time ♪",""
"みんな、ありがとう……。
ユニットの成功には、みんなの協力が不可欠だ！","Thank you, everyone... Everyone's cooperation
will be essential to the unit's success!","","","Thank you, everyone... Everyone's cooperation
will be essential to the unit's success!",""
"社長が幾つかの事務所合同でつくる、
新しいスペシャルユニットを考えているんだ","This special unit was created by the president
and it will be a joint effort with other agencies.","","","This special unit was created by the president
and it will be a joint effort with other agencies.",""
"そこで、みんなには他のメンバーたちを、
引っ張っていってほしいと思う","So, for all the other members, I want you to pull
them all together.","","","So, for all the other members, I want you to pull
them all together.",""
"私たちが……ですか？　なんだか、
大役を任されてしまったようですね","So it's... not just us? Somehow, it looks like we've
been entrusted with a big role to play.","","","So it's... not just us? Somehow, it looks like we've
been entrusted with a big role to play.",""
"他の事務所のアイドルと、
一緒に活動出来るってことは～♪","So we're going to all be working together...
And with other idols from other agencies~ ♪","","","So we're going to all be working together...
And with other idols from other agencies~ ♪",""
"いろんな事務所に行って～。
はしご菓子、やっちゃう？","Going to all the other agencies~. Should
we go officehopping and raid their snacks?","","","Going to all the other agencies~. Should
we go officehopping and raid their snacks?",""
"プロデューサーとまた仕事ができるなんて……。
うぅ、サイコーですっ！","Being able to work with Producer again...
Ooh, this is the best!","","","Being able to work with Producer again...
Ooh, this is the best!",""
"俺も今から楽しみだよ。
みんなで頑張ろうな！","I'll be looking forward to it.
Lets all do our best!","","","I'll be looking forward to it.
Lets all do our best!",""
"（よし。ボーカルレッスン中の子たちに
挨拶をしに行こうかな……）","(Okay. Let's say hello to the girls during their
vocal lesson...)","","","(Okay. Let's say hello to the girls during their
vocal lesson...)",""
"……ハニー！
とっても久しぶりなのー☆","...Honey!
It's been such a long time ☆","","","...Honey!
It's been such a long time ☆",""
"あ、プロデューサーっ！
戻ってきてたんですね！","Ah, Producer!
You came back!","","","Ah, Producer!
You came back!",""
"ああ、二人とも久しぶりだな。
って美希、みんながいる前でその呼び方は……","Ahh, it's been a while since I last saw you two.
And Miki, calling me that in front of everyone is...","","","Ahh, it's been a while since I last saw you two.
And Miki, calling me that in front of everyone is...",""
"むー、久しぶりなんだから、いいって思うな。
けど、ふたりきりならヘーキってことだよね？","Mmuu~, it's been so long, I thought it was okay.
But it'll be fine when it's just the two of us, right?","","","Mmuu~, it's been so long, I thought it was okay.
But it'll be fine when it's just the two of us, right?",""
"まぁ、それくらいなら……。ええと、レッスンの
邪魔をしてすまないが、話があるんだ","Well, if that's all... Um, sorry to interrupt your
lesson, but I have something to tell you.","","","Well, if that's all... Um, sorry to interrupt your
lesson, but I have something to tell you.",""
"みんな、『スターリットシーズン』という
イベントの事は聞いているか？","Everyone, have you heard of the event called the
Starlit Season?","","","Everyone, have you heard of the event called the
Starlit Season?",""
"この話の流れからいくと
プロデューサーの次のお仕事は、その件ですか？","From the flow of the coversation, does this have 
anything to do with your next job?","","","From the flow of the coversation, does this have 
anything to do with your next job?",""
"さすが律子、その通りだ","As expected of Ritsuko. You're exactly right.","","","As expected of Ritsuko. You're exactly right.",""
"そういえば、スペシャルユニットを
結成するって言ってたような……","By the way, I heard some special unit will be
formed...","","","By the way, I heard some special unit will be
formed...",""
"ああ！　今日はその話で、
みんなの力を借りにきたんだ","Ah! That's what I'm here to discuss today.
I want everyone's help with this.","","","Ah! That's what I'm here to discuss today.
I want everyone's help with this.",""
"社長の考えで、事務所をまたいだ合同の
スペシャルユニットを新たにつくることになった","The president's idea was to create a new special
unit that will be a joint effort with other agencies.","","","The president's idea was to create a new special
unit that will be a joint effort with other agencies.",""
"最高のユニットを結成するために、
ぜひみんなにも参加してもらいたい","To form the best unit possible, I want you all
to participate.","","","To form the best unit possible, I want you all
to participate.",""
