"きっと、楽しいからじゃないでしょうか？","","I'm sure it's because it's fun.","","Isn't it because he enjoys himself?",""
"だって、みんなを見ていると、
私まで楽しくなってきますから……","","Because I look at all of you,
Because it's fun for me too: ......","","I mean, it's fun to watch everyone...","I mean, it's fun to
watch everyone..."
"このままの勢いで、
『スターリットドーム』まで走り続けてほしいですね","","Keep up the momentum,
I hope you keep running to ""Starlit Dome""!","","At this rate,
I want you to keep running until 『Starlit Dome』.",""
"……ルミナスはディアマントに勝てるでしょうか？","","...... Can Luminous beat Diamant?","","...Can Luminous win against Diamant?",""
"どうして、そう思うんですか？","","Why do you think so?","","What makes you think that?",""
"『スターリットシーズン』の最後には、
ディアマントが待っているんです","","At the end of The Starlit Season,
Diamant is waiting for us.","","At the end of 『Starlit Season』, Diamant is waiting for you.","At the end of 『Starlit Season』,
Diamant is waiting for you."
"約束をしましたから。
彼女たちは絶対に勝ちあがってくると思います","","Because I made a promise.
I think they will definitely win.","","I made a promise.
I think they'll win for sure.",""
"ディアマントは強いですからね","","Diamant is very strong.","","Diamant are strong.",""
"でも、ルミナスも強いですよ。
ディアマントの強さとは違うかもしれませんけど","","But luminous is also strong.
It may not be the strength of Diamant, but it's not the same.","","But Luminous is strong, too.
It may not be the strength of Diamant",""
"心白ちゃんが辞めそうになった時、
私はルミナスの本当の強さを感じたんです","","When Shinbaku-chan was about to quit,
I felt the true strength of Luminous.","","When you were about to quit, I felt Luminous's true strength.","When you were about to quit, I
felt Luminous's true strength."
"そうですね、俺も感じています","","Yes, I feel it too.","","Yeah, I feel it too.",""
"私、楽しみなんです。ルミナスの輝きが
最後にどんな景色を見せてくれるんだろうって","","I, for one, am looking forward to the luminous glow of the luminous
I wondered what the view would be like at the end.","","I'm looking forward to seeing what kind of scenery Luminous will show us at the end.","I'm looking forward to seeing what kind of
scenery Luminous will show us at the end."
"絶対に、見に行きますから","","I will definitely go to see it.","","I'll definitely come see you.",""
"プロデューサーさん、『スターリットドーム』まで
みんなを連れていってくださいね！","","Producer, to ""Starlit Dome"".
Please take everyone with you!","","Please take us all to 『Starlit Dome』, producer!","Please take us all to 『Starlit
Dome』, producer!"
"もちろんです！
俺は、そのためにプロデューサーをしているんです","","Of course!
I'm a producer for a reason.","","Of course!
That's what I am a producer for.",""
"（『最終選考会』に向けて、
やらないといけないことが見えてきた）","","(For the ""Final Round,
(I see what I need to do.)","","(I'm starting to see something that needs doing towards 『Final selection committee』.)","(I'm starting to see something that needs
doing towards 『Final selection committee』.)"
"（８月に得た、あのパフォーマンス……。
あの力はまだまだ磨ける。更に輝くはずだ！）","","(That performance you got in August: .......
That power can still be honed, and it will shine even brighter!)","","(That performance in August...
I can still hone that power. It'll shine even brighter!)",""
"――ＤＩＡＭＡＮＴ――","","--DIAMANT--","","DIAMANT―",""
"ふぅ……。まだまだいける、あたし……！
前より、軽くなったみたい……。体が動くわ","","Whew. ....... I'm still good. ......!
I feel lighter than before. ....... My body moves.","","Phew... I can still keep going!
I think I'm lighter than before. My body is moving faster now, too......",""
"ああ、見ていて清々しくなる鋭さだ","","Yeah, it's refreshingly sharp to see.","","Yeah, it's refreshing to see.",""
"亜夜ちゃん、元に戻りましたね。……ううん、
それどころか、前よりもっと動きが良くなっています","","Aya, you're back to normal. ...... Nope,
On the contrary, they are moving even better than before!","","Aya-chan, you're back to normal. No... On the contrary—your movements have gotten even better than last time we saw each other","Aya-chan, you're back to normal. No... On the contrary—your movements
have gotten even better than last time we saw each other"
"そうだね。うかうかしていると、
アタシたちも足元を掬われるかもしれないな","","Yes, if you're not careful,
We might get caught flat-footed, too.","","Yeah. If we keep this up, they might try to scoop us off our feet as well","Yeah. If we keep this up, they might
try to scoop us off our feet as well"
"ふふっ♪　そうかもしれませんね。
では、いまの続きを――","","Hmmm...maybe so.
Now, let's pick up where we left off--","","Hehe♪ That may be true.
Then, let's continue where we left off.",""
"待って！　待ってください","","Wait! Please wait!","","Wait! Please wait.",""
"亜夜ちゃん、どうしたの？","","Aya, what's wrong?","","What's wrong, Aya-chan?",""
"玲音さんと詩花さんのおふたりは、
アイドルの頂点……それ以上のところに立っている","","Leon and Shika are the two,
Standing at the pinnacle of idol ...... and beyond.","","The two of you are standing at the top... and above that, beyond being idols.","The two of you are standing at the top...
and above that, beyond being idols."
"間違っているところ、実力が足りないところ……。
そんな時があったら、すぐに教えてほしいんです！","","Where you are wrong or not competent enough. ......
If you ever have such a moment, I want you to let me know right away!","","The mistakes, the lack of skill...
If that happens, I want you to tell me right away!",""
"ディアマントは３人のユニットです。
そして、ユニットの名前が示すように……","","Diamant is a unit of three people.
And as the name of the unit indicates: ......","","Diamant are a unit of three.
And, as the unit's name suggests...",""
"ダイヤのような、輝きを放つユニットにならないと","","We need to become a diamond-like, shining unit.","","You have to be a shining unit, like diamonds.",""
"だから……あたしたち３人でひとつになりましょう！","","So ...... let us three become one!","","So... let's all become one!",""
"フフフッ、いい瞳をしているね、亜夜。
それに、ハッキリ意見を言ってくれて嬉しいよ","","Hmph, you have good eyes, Aya.
And I'm glad you're speaking your mind so clearly.","","Heheh, you've got a nice look in your eyes.
Besides, I'm glad you gave me your honest opinion.",""
"今まではどこか、遠慮しているみたいでしたもんね","","Until now, you have been somewhat reserved.","","You've always seemed to be holding back.",""
"それでいいんだ亜夜。
アタシたちは、更なる高みを目指す仲間だ","","That's all right, Aya.
We are friends who aim for even greater heights.","","That's fine, Aya.
We're friends who aim to reach new heights.",""
"遠慮や気遣いなんて、
余計なことに気を配る余裕はない","","I don't care about discretion or concern,
I can't afford to pay attention to anything else.","","I don't have the luxury of being considerate or reserved.","I don't have the luxury of
being considerate or reserved."
"はい……ルミナスは強い。
心白がいる以上、もっと強くなる……","","Yes ...... luminous is strong.
As long as we have heart white, we will be stronger. ......","","Yes... Luminous is strong.
With Kohaku by my side, I'll become even stronger...",""
"ああ、そうだね。
けど、ディアマントには詩花と亜夜がいる","","Oh, yes.
But Diamant has Shika and Aya.","","Yeah, you're right.
But Diamant has Shika and Aya.",""
"はい♪","","♪ Yes ♪","","Yes.♪",""
"亜夜がプロデュースの勉強をしてきたことも、
日々情報を収集しているのも――","","Aya has also studied producing,
I'm also collecting information on a daily basis--","","The fact that you've been studying to produce it, the reason why we gather information every day―","The fact that you've been studying to produce it,
the reason why we gather information every day―"
"アタシたちの力をひとつにする上で必要な事でしょ？
それは、ひとりで亜夜が磨いてきた能力だよ","","It is necessary to unite our forces, right?
That's an ability that Aya has honed alone.","","It's necessary to unite our powers, right?
That's the ability you honed on your own.",""
"……玲音さん","","...... Leon","","...Leon-san.",""
"玲音さんも私も、気づいてたよ。
亜夜ちゃんの気持ちも、頑張りも","","Leon and I both noticed.
Aya's feelings and hard work.","","Leon-san and I both noticed.
Aya-chan's feelings, and her hard work...",""
"ひとりで懸命だった頃の亜夜を見てきたから、
ディアマントのメンバーに推薦したんだ","","I have seen Aya when she was hard at it on her own,
I recommended him to the members of Diamant.","","I saw you working hard on your own back then, so I recommended it to be a member of Diamant's crew.」","I saw you working hard on your own back then, so I
recommended it to be a member of Diamant's crew.」"
"玲音さんを惹きつけたその力。
それが今、ディアマントには必要だから","","Its power that attracted Leon.
Because that's what Diamant needs right now.","","The power that drew Leon-san to me.
Because Diamant needs it now.",""
"更なる高みに行くためにね","","To take it to new heights.","","To reach new heights.",""
"……ありがとうございます。
新曲のレッスンを止めて、すみません","","Thank you for .......
Sorry for stopping the lesson on the new song.","","...Thank you very much.
I'm sorry for interrupting your lessons on new songs.",""
"亜夜、これからアタシや詩花が、どのように
演じれば良いか、イメージはできてる？","","Aya, from now on, I would like to know how Atashi and Shika
Do you have an idea of how you want to play the role?","","Aya, do you have an image of how Shika and I should act from now on?","Aya, do you have an image of how
Shika and I should act from now on?"
"もちろん！　レッスンだけじゃない、プロモートも。
玲音さんや詩花さんといえども、手加減はしません","","Of course! Not only lessons, but also promotions.
Even if it's Leon or Shika, I won't go easy on them.","","Of course! Not just for lessons, but also promotion.
Even if it's you or Shika-san, I won't go easy on them.",""
"あたしのプロデュースに妥協はないわ","","There is no compromise in my production.","","There's no compromise in my production.",""
"ええ。最後まで、
しっかりついていくからねっ！","","Yes, until the end,
I'll follow you closely!","","Yes. I'll follow you until the very end!","Yes. I'll follow you
until the very end!"
"ディアマントが目指すのはトップのみ","","Diamant aims only for the top","","Diamant only aims for the top.",""
"さあ、始まるわ！
あたしたちの『スターリットシーズン』再開よ！","","Here we go!
Our ""Starlit Season"" is back on!","","Come on, it's starting!
Our 『Starlit Season』's back on track!",""
"（明日からレッスン再開だ。
その前に、来月のプランを考えておかないとな）","","(Tomorrow the lessons will resume.
(But first, I've got to come up with a plan for next month.)","","(Lessons start again tomorrow.
Before that, I need to come up with a plan for next month.)",""
"（『最終選考会』は、オーディション形式。
規定時間内であればなにをしてもいい、か……）","","(The ""Final Round"" is an audition format.
(You can do anything within the stipulated time, or ......)","","(『Final selection committee』 is an audition format.
I guess it's okay to do anything within the set time limit...)",""
"（ひとつの曲を磨き上げるか、
複数曲をメドレーで魅せるか、悩ましいな……）","","(Do you want to polish one song?
(I'm having a hard time deciding whether to enchant with a medley of multiple songs or not. ......)","","(I'm not sure whether to polish up one song or meddle in multiple songs...)","(I'm not sure whether to polish up one
song or meddle in multiple songs...)"
"ガチャッ","","(with a) slamming noise (door, telephone receiver)","","*click*",""
"プロデューサーさん、こんにちは","","Hello, producer!","","Hello, producer.",""
"心白、どうしたんだ？
今日はオフのはずだったよな","","Shinbaku, what's going on?
I thought you were supposed to be off today.","","Kohaku, what's wrong?
You were supposed to be off today.",""
"えっと……。
プロデューサーさんとお話がしたくて……","","Let's see, .......
I wanted to talk to Producer: ......","","Um......
I wanted to talk with Producer...",""
"『最終選考会』に向けて、
ひとつアイディアがあるんですけど――","","For the ""Final Round,
I have one idea--I'd like to see it.","","I have an idea for 『Final selection committee』.","I have an idea for 『Final
selection committee』."
"そーゆー話なら、聞かせてほしいな★
じつは、アタシもいいアイディアが浮かんでさ♪","","If that's the kind of story you want to tell, I'd like to hear it.
Actually, I've got a great idea myself.","","If that's what you want to talk about, then let me hear it for a bit.★
Actually, I just had a great idea.♪",""
"美嘉さん、ずるいですよ～！
私も一緒に考えたじゃないですかぁ～","","Mika, it's not fair!
I thought about it with you, didn't I?","","That's not fair, Mika!
I thought about it with you too, didn't I?",""
"あたしもですっ！","","Me too!","","Me too!",""
"ちょっと！　伊織ちゃんのアイディアで、
意見がまとまったってことを忘れないでくれる！？","","Hey! It was Iori's idea,
They'll remember that we've come to a consensus!","","Hey! Don't forget that Iori-chan came up with the idea and we agreed on it, okay?","Hey! Don't forget that Iori-chan came up
with the idea and we agreed on it, okay?"
"みんなしてどうした？
ずいぶんと盛り上がっているようだが……","","What's up with you guys?
Looks like a lot of excitement: ......","","What's going on, guys?
They seem to be having quite a bit of fun...",""
"みなさん……","","Everyone ......","","Everyone.",""
"そうだ、亜夜さん元気になったみたいですね！
良かったね、心白さん！","","Yes, Aya, you seem to be feeling better!
Good for you, Mr. Shinbaku!","","That's right, it looks like Aya-san has cheered up!
Isn't that great, Kohaku?",""
"はいっ、ありがとうございます！","","Yes, thank you!","","Yes, thank you very much!",""
"アタシたち、これから『最終選考会』に向けて、
なにをしたらいいか考えたんだ","","Atashi, we are now going to the ""Final Round"",
I've been trying to figure out what to do.","","We've been thinking about what we should do to 『Final selection committee』.","We've been thinking about what we should
do to 『Final selection committee』."
"完全体になったディアマントをたおすには、
修行をするのがいいと思います！","","How to defeat a fully formed Diamant,
I think it is a good idea to train!","","I think it's best to train if you want a full-bodied Diamant!","I think it's best to train if you
want a full-bodied Diamant!"
"それじゃ、ディアマントが悪者みたいになってるし！
あと、するのは修行じゃなくてレッスンね","","That makes Diamant look like the bad guy!
And, it's not the training that you do, it's the lessons.","","Then, Diamant looks like the bad guy!
Also, it's not training but lessons.",""
"（ルミナスとして、ずっと一緒にやってきたからか、
ますますみんなの結束が強くなっているな……）","","(Is it because we have been together for so long as Luminous?
You're uniting everyone more and more. ......)","","(Perhaps because we've been working together as Luminous for so long, everyone seems to be united even more strongly...)","(Perhaps because we've been working together as Luminous for
so long, everyone seems to be united even more strongly...)"
"みんな、ありがとう","","Thank you, guys.","","Thank you, everyone.",""
"じゃあ、まずは最初に来た心白。
どんなアイディアか教えてくれるか？","","Okay, let's start with the first heart white that came first.
Can you tell me what ideas you have?","","Well, let's start with Kohaku.
Can you tell me what kind of idea it is?",""
"はい。８月にみなさんと一緒にレッスンした
パフォーマンスを、もっと磨けたらって……","","Yes, I took a lesson with you all in August.
I'm hoping to improve my performance. ......","","Yes. I wanted to improve the performance that everyone gave me in August...","Yes. I wanted to improve the performance
that everyone gave me in August..."
"アタシたちもそれ考えてた！　あの、ステージに
桜が咲いたような……そんなパフォーマンス！","","We were thinking that too!
...... such performance like cherry blossoms bloomed!","","That's what we were thinking, too! It was like a cherry blossom performance on stage...","That's what we were thinking, too! It was like
a cherry blossom performance on stage..."
"私も、同じことを考えてましたっ！","","I was thinking the same thing!","","I was thinking the same thing!",""
"わ、私も！","","Wow, me too!","","M-Me too!",""
"俺もだ。
みんな、思うことは同じみたいだな","","Me too.
Seems like we all think the same thing.","","Me too.
Looks like we all feel the same way.",""
"あの時のパフォーマンスは、ルミナスが
心を合わせて生まれたものだと思います","","The performance at that time was a luminous one.
I believe it was born from a combination of hearts and minds.","","I think Luminous was the one who created that performance.","I think Luminous was the one who
created that performance."
"みんな、めっちゃ個性的なのに、
それがひとつに重なると、もっと輝けるよね★","","They are all so unique,
When they are combined into one, they shine brighter.","","They're all so unique, but when they overlap with one another it makes them shine even brighter.★","They're all so unique, but when they overlap with
one another it makes them shine even brighter.★"
"そこがルミナスのスッゴいところですっ！","","That is the great thing about Luminous!","","That's the amazing part about Luminous!",""
"お互いが魅力を高めている……そう感じました","","We're making each other more attractive ...... so I felt.","","It felt like we were both increasing our charms.",""
"心白が見て感じたのなら、そうなんだろうな。
具体的にどうしたらいい？","","If Xinhaku saw it and felt it, then it must be so.
What exactly should I do?","","If Kohaku felt it when he saw that, then I guess so.
What exactly am I supposed to do?",""
"８月の時と同じように、
気持ちをひとつにすれば……","","Just like in August,
If we unite our minds: ......","","Just like back in August, if we put our feelings together...","Just like back in August, if we
put our feelings together..."
"また新たなパフォーマンスが、
見いだせる気がするんです","","Another new performance,
I think I can see it.","","I feel like we'll be able to find yet another performance.","I feel like we'll be able to
find yet another performance."
"あの時は、みんなでお花見パーティーを
想像したよね？　ということは……","","That time, we all had a hanami party.
You guessed it, right? That means ......","","Back then, we were all imagining a cherry blossom viewing party together. Which means...","Back then, we were all imagining a cherry
blossom viewing party together. Which means..."
"はいっ！　お月見パーティーを思い出すんです！","","Yes! It reminds me of a moon-viewing party!","","That's right! It reminds me of the moon viewing party.",""
"そうですねっ、未来さん！
私もそう思います","","Yes, that's right, Mirai!
I agree.","","That's right, Mirai-san!
I think so, too.",""
"夜空を見上げ、同じ月を眺めた……。
満月が輝いてましたね","","I looked up at the night sky and saw the same moon. ......
The full moon was shining.","","I looked up at the night sky, and saw that same moon...
The full moon was shining, wasn't it?",""
"うん、いいわね！
あの満月なら、きっとみんな覚えてるわ","","Yeah, that's nice!
I bet everyone remembers that full moon.","","Yeah, that sounds great!
I'm sure everyone remembers that full moon.",""
"新しいパフォーマンスを生み出すには……あとは、
みんなの気持ちがひとつになれる曲が必要ね","","To create a new performance, go to ...... and the rest is up to you,
We need a song that brings everyone together.","","In order to create a new performance, all that's left is the piece where everyone can become one with their feelings for each other","In order to create a new performance, all that's left is the piece
where everyone can become one with their feelings for each other"
"気持ちがひとつになれる曲――","","A song that brings you together--","","A song where we can feel one another's feelings―",""
"『ＴＨＥ　ＩＤＯＬＭ＠ＳＴＥＲ』
なんか向いてるんじゃないか？","","THE IDOLM@STER
I think you're suited for something.","","『The IDOLM@STER』
Isn't that a good fit?",""
"あー、私も分かったのに！","","Oh, I would have figured it out too!","","Aw, I knew it too!",""
"クイズ番組じゃないんだから……。
そんなに悔しがらなくて大丈夫だぞ","","It's not a quiz show. ......
You don't have to be so disappointed.","","This isn't a quiz show...
You don't have to be so upset.",""
"ふふっ。
みなさん、同じことを考えていたみたいですね","","Phew.
It seems you all were thinking the same thing.","","Heheh.
Looks like you're all thinking the same thing.",""
"みんな、助かった。おかげで方向性が見えてきた。
他のメンバーには明日、早速話そう！","","Thanks for the help guys, it gave me some direction.
I'll talk to the other members as soon as possible tomorrow!","","We're all saved. Thanks to that, we have a clearer picture of where things are going from here on out...
Let's talk to the others tomorrow!",""
"任せて♪　ここまで来たんだから、最後まで
みんなと行けるとこまで行くしかないっしょ★","","I'll take care of it. ♪ I've come this far, I'm going to finish it.
We have to go as far as we can with everyone else.","","Leave it to me♪ We've already come this far, so we have no choice but for us until the end.★","Leave it to me♪ We've already come this far, so
we have no choice but for us until the end.★"
"はいっ！　最後までついていきます！","","Yes! I will follow you to the end!","","Yes! I'll follow you until the very end.",""
"よーしっ、
みんなで頑張りましょう！","","Alright,
Let's all do our best!","","All right, let's all do our best!","All right, let's
all do our best!"
"いよいよ『スターリットシーズン』も大詰めだ","","Finally, the ""Starlit Season"" is in full swing.","","『Starlit Season』's finally at the end.",""
"今月末に『最終選考会』がある。そこで選ばれれば、
１２月の『クリスタルウィンター』に出場できる","","There will be a 'final round' at the end of this month, and if I am selected there,
You can compete in ""Crystal Winter"" in December.","","There's 『Final selection committee』 at the end of this month. If you get chosen there, it will be possible to enter『Crystal Winter』 in December","There's 『Final selection committee』 at the end of this month. If you get
chosen there, it will be possible to enter『Crystal Winter』 in December"
"そのためにも、まずは今月末の『最終選考会』に
参加できるよう、ファンを増やしていこう","","In order to do so, we must first attend the ""Final Round"" at the end of this month.
Let's grow our fan base so we can participate!","","▁In order to do that, we'll need more fans so you can participate in 『Final selection committee』 at the end of this month as well%","▁In order to do that, we'll need more fans so you can participate
in 『Final selection committee』 at the end of this month as well%"
"はいっ！　今月も全力で頑張りまーす！","","Yes! I will do my best again this month!","","Okay! I'll give it my all this month, too.",""
"あの……努力は当然ですが、
上位に入るための対策も必要では？","","That ...... effort is obvious,
Don't we also need to take measures to get to the top of the list?","","Um... It's only natural for you to put in the effort, but do we also need a plan that will help us reach higher ranks?","Um... It's only natural for you to put in the effort, but
do we also need a plan that will help us reach higher ranks?"
"きっと選曲とか大事だよね。
どうしたらいいかな……","","I'm sure it's important, like the music selection.
What can I do to help: ......","","I'm sure the selection is important.
I don't know what to do...",""
"楽曲に関しては考えがあるんだ。
と、その前に、みんなと相談したいことがある","","I have an idea about the music.
And before I do, I have something to discuss with you guys.","","I have an idea about the song.
But before that, there's something I want to discuss with you all.",""
"今度のオーディションは、
規定時間だけが決められている","","The upcoming audition,
Only the stipulated time is set.","","For this audition, the set time is limited.","For this audition, the
set time is limited."
"１曲に集中するか、メドレーの複数曲でいくか。
みんなは、どちらがルミナスに向いていると思う？","","Do we concentrate on one song or go with a medley of multiple songs?
Which do you guys think is better suited for luminous?","","Should I focus on one song, or do multiple medleys?
Which one do you think is more suited to Luminous?",""
"ステージ上での労働時間は一緒ってことかぁ。
もし、メドレーでいくとしたら――","","I guess that means the working hours on stage are the same.
If we were to go with a medley--","","So we're working together on stage?
If we were going to go with medley...",""
"それって、ルミナスの３曲ってことだよね？","","That means three luminous songs, right?","","That's Luminous 3, right?",""
"まあ、メドレーでいくなら、
候補の筆頭だろうな","","Well, if you want to go with a medley,
I'd say that's the leading candidate.","","Well, if we're going to go with medley it would be at the top of our list.","Well, if we're going to go with
medley it would be at the top of our list."
"なるほどねー。ま、その辺はお任せするよ","","I see...well, I'll leave it to you to figure that out.","","I see-. Well, we'll leave that part to you guys for the time being.",""
"うーん……どれもチョーいい曲だし、
悩んじゃうよ～","","Hmmm... ...... all of these songs are soooo good,
I'm so worried about it!","","Hmm... They're all really good, so I have to worry about them.","Hmm... They're all really good,
so I have to worry about them."
"どの曲も、ルミナスの魅力が色々と
詰まっていますからね","","Each song has a variety of luminous charms.
It's jam-packed.","","Every piece is full of Luminous' charms.","Every piece is full
of Luminous' charms."
"なるほど、逆に１曲に集中したほうが良いと
思っている人はいるかな？","","I see. On the contrary, it is better to concentrate on one song.
Does anyone else think that?","","I see. Does anyone actually think it's better to focus on one song?","I see. Does anyone actually think
it's better to focus on one song?"
"歌の良さを引き出すのなら、
それでもいいと思います","","If you want to bring out the best in a song,
I still think it's a good idea.","","If you want to bring out the beauty of singing, I think that's fine.","If you want to bring out the
beauty of singing, I think that's fine."
"ですが、ルミナスの魅力を表現するのなら、
個性豊かなメンバーを見せることも重要かと","","But if you want to describe the charm of Luminous,
I thought it was important to show the unique members of the team.","","However, if you want to express Luminous' charms it is important that we show our unique members.","However, if you want to express Luminous' charms
it is important that we show our unique members."
"確かにね。ステージ上にみんなで出た方が、
ルミナスらしいってカンジがするかも","","Indeed, it would be better if we were all on stage together,
It may seem like a luminous thing.","","▁That's true. I think it would be more like Luminous if we all went on stage together, too","▁That's true. I think it would be more like
Luminous if we all went on stage together, too"
"ルミナスらしさ、か……。
やっぱり、そうか","","Luminousness, or .......
I knew it.","","Like Luminous, huh...?
I knew it.",""
"やっぱりって、どういうことですか？","","What do you mean, ""I knew it""?","","What do you mean, 'I knew it'?",""
"１曲か、メドレーか、俺も悩んだんだが、
メドレーの方がルミナスらしい気がしたんだ","","I was torn between one song or a medley, too,
I just felt like the medley was more luminous.","","One song, a medley? I thought about it too. But the Medlay felt more like Luminous than anything else!","One song, a medley? I thought about it too. But the
Medlay felt more like Luminous than anything else!"
"みんなの話を聞いて確信できたよ。
個性豊かなメンバーの魅力を引き出すのは……","","I'm convinced by what everyone has said.
The unique members of the team can be found at ......","","After hearing everyone's story, I was sure of it.
The only one who can draw out the allure of such a unique member is...",""
"メドレーで決まりだな。『最終選考会』は
みんなでルミナスらしさを作っていこう！","","I'll settle for the medley, the 'final round'.
Let's create a luminous style together!","","It's decided then. 『Final selection committee』, let us all make Luminous herself!","It's decided then. 『Final selection
committee』, let us all make Luminous herself!"
"いいですね、賛成です。ルミナスが一丸となって
挑戦できるっていうところがポイントですね","","I like it, I agree, Luminous all together.
The point is that you can challenge yourself.","","That's a good idea. I agree with you that Luminous is able to take on the challenge as one, which makes it all worthwhile in its own way","That's a good idea. I agree with you that Luminous is able to take on
the challenge as one, which makes it all worthwhile in its own way"
"ふふ……
素敵です……","","Hmmm... ......
Lovely. ......","","Heheh...
It's wonderful...",""
"あと１１月は『最終選考会』だ。ルミナスとしても、
新しいパフォーマンスを披露したいと思っている","","Also, November is the month of the ""Final Round,"" as well as Luminous,
They want to showcase new performances.","","There's still 『Final selection committee』 left in November. Luminous wants to perform a new performance, too!","There's still 『Final selection committee』 left in
November. Luminous wants to perform a new performance, too!"
"そこから先は任せて★
みんな聞いてくれる？","","I'll take it from there.
Will you guys listen to me?","","I'll take care of the rest.★
Will you all listen to me?",""
"８月にみんなで連携したパフォーマンス、
もっとすごいのをやってみない？","","A collaborative performance by all in August,
Why don't we try something even more amazing?","","Why don't we do something even more amazing together in August?","Why don't we do something even
more amazing together in August?"
"確かに、いいわね。
あの連携はルミナスならではのものよ","","Sure, that's nice.
That coordination is unique to Luminous.","","Yeah, that's a good idea.
That coordination is unique to Luminous.",""
"あの時は、
みんなでお花見パーティーを想像したよね？","","At that time,
We all imagined a hanami party, didn't we?","","Back then, we all imagined a cherry blossom viewing party together.","Back then, we all imagined a
cherry blossom viewing party together."
"はいっ！　それで、お花見の思い出が活かされた
連携パフォーマンスができましたっ！","","Yes! So, the memory of Hanami was put to use.
We were able to perform in collaboration!","","Yes! That's why we were able to put our memories of cherry blossom viewing into a collaborative performance.","Yes! That's why we were able to put our memories of
cherry blossom viewing into a collaborative performance."
"なら今度は、お月見パーティーなんてどうかしら？
満月がキレイだったでしょ","","Then how about a moon-viewing party this time?
The full moon was beautiful, wasn't it?","","How about a moon viewing party next time?
The full moon was beautiful, wasn't it?",""
"それは、いいわね。イメージしやすいかも","","That's good, that might help me visualize it.","","That's a good idea. It might be easier to picture it in your mind than I thought, too。",""
"だから１曲は、
みんなで共通の楽曲をレッスンしたいんだ","","So one song,
We're all looking for a lesson in common tunes.","","That's why I want everyone to share a song with me.","That's why I want everyone
to share a song with me."
"そうなると、時間も限られてますし……。
みんなが歌える楽曲で連携を磨くのがよさそうですね","","Then, we have limited time. ......
It seems like a good idea to hone the collaboration with songs that everyone can sing along to.","","In that case, we don't have much time...
I think it's a good idea to refine our collaboration with songs that everyone can sing.",""
