"（もっと考えなさい、か。
もっともな内容だけに堪えるなぁ……）","(Think about it more, huh? I can't stand the fact that this is all so plausible...)","(Think more, huh?)
(It's just so hard to stomach the plausibility of the content. ......)","(Think about it more, huh? I can't stand the
fact that this is all so plausible...)",""
"ちょ、ちょっと待ちなさい！
…………あ、あのさ……","W-Wait a minute! ...Uh, you know..","Wait a minute!
............ Oh, you know what ......","W-Wait a minute!
...Uh, you know..",""
"……これでも、少しは期待してるんだからね！
少しっていっても、ほんの少しだけど。……わかる？","...I'm looking forward to seeing what you can do! A little, but only a bit. You understand?","...... Even with all this, I'm still hoping for a little bit more!
A little, but only a little. ...... understand?","...I'm looking forward to seeing what you can
do! A little, but only a bit. You understand?",""
"（少しは期待してる、か……。それに応えるためにも
少しづつ人気を上げて、興味を持ってもらわないと）","Looking forward to it a little, huh? I'll need some time for my popularity and interest. That way you can live up to that expectations of yours as well)""","(I'm hoping for a little, or ......, to answer that.
(We need to build up our popularity a little bit, get people interested.)","Looking forward to it a little, huh? I'll need some time for my popularity
and interest. That way you can live up to that expectations of yours as well)",""
"（盛上さんからチケットが届いていたので
会場に来てみたけど、盛り上がってるな……）","(I got a ticket from Morikami, so I came to the venue. They're having fun...)","(I had received a ticket from Mr. Morigami.
(I've been to the venue and it's a lot of fun. ......)","(I got a ticket from Morikami, so I
came to the venue. They're having fun...)",""
"（よし、そろそろ盛上さんに会いに行こう）","(Okay, it's about time to go see Morikami-san.)","(Okay, it's time to go see Mr. Morigami)","(Okay, it's about time to go see Morikami-san.)",""
"――ステージ会場併設カフェ――","—A café with a stage venue—","--Cafe attached to the stage venue--","—A café with a stage venue—",""
"盛上さん、お疲れ様です。
今日のＤＪバトルも、凄かったですね","Good work today, Morikami-san. Today's DJ battle was amazing too!","Thanks for your hard work, Mr. Morigami.
Today's DJ battle was also awesome!","Good work today, Morikami-san.
Today's DJ battle was amazing too!",""
"あ、そう……。で、今日は何？
アタシ、この後、打ち合わせが入ってるんだけど？","Ah, I see... So what is it today? There's a meeting after this","Ah, so ....... So, what's today?
I have a meeting later.","Ah, I see... So what is it
today? There's a meeting after this",""
"あ、あの……盛上さんにチケットをいただいたので、
来たのですが……","U-Um... Morikami gave me a ticket, so I came here","Oh, I got the ticket from that ...... Morigami,
I came to ......","U-Um... Morikami gave me
a ticket, so I came here",""
"ああ、そうだっけ……。まあ、いいわ。
……で、どう思ったの？","Oh, is that so...? Well anyway. ...So what did you think of it all the way down here ?","Oh, right. ....... Well, okay.
What did you think of ......?","Oh, is that so...? Well anyway. ...So what
did you think of it all the way down here ?",""
"満員……いや、それ以上……？
会場の定員数より、多かったように思えます","It's full... No, more than that? It seems like there were a lot of people here compared to the venue capacity.""","Full ...... or even more ......?
It seemed like there were more people than the venue could accommodate.","It's full... No, more than that? It seems like there were
a lot of people here compared to the venue capacity.",""
"正解。
思ったより、バカじゃなくて良かったわ","Correct. I'm glad you are not stupider than we thought!","Correct answer.
I'm glad I'm not as stupid as I thought I was.","Correct. I'm glad you are
not stupider than we thought!",""
"定員より多いなんて……すごいです","More than the capacity... That's amazing","It's amazing ...... that there are more than capacity!","More than the capacity... That's amazing",""
"まあ、定員を増やすのは交渉と、内容調整次第ね。
今日はＤＪバトルだからステージ面積を減らしたわ","Well, we'll have to negotiate and adjust the content. Today is a DJ battle so I cut down on stage area","Well, it is up to negotiations and content adjustments to increase capacity.
We're having a DJ battle today, so I've reduced the stage area.","Well, we'll have to negotiate and adjust the
content. Today is a DJ battle so I cut down on stage area",""
"それも、お客さんを増やしていく
努力ということですね……","That means you're working hard to get more customers..","That, too, will bring in more customers.
That means effort. ......","That means you're working hard
to get more customers..",""
"プロモーターの基本はチケットを売る事ね。
当り前だけど、チケットがサバけないと赤字になるわ","The basic rule of being a promoter is to sell tickets. It's only natural, but if the ticket goes unreliable you will be in red!","The basis of a promoter is to sell tickets.
Of course, if we don't get the tickets, we're going to lose money.","The basic rule of being a promoter is to sell tickets. It's only
natural, but if the ticket goes unreliable you will be in red!",""
"つまり、このアタシの手に、
アーティストの未来が、生活が懸かってるの","In other words, the artist's life is at stake here in my hands. My very existence depends on it for me as an actress and I want to make a living out of this whole thing with you all right now—and that means everything will be okay if we do our jobs together again soon enough! Right?""","In other words, in my hand,
The future of the artists, their livelihoods are at stake.","In other words, the artist's life is at stake here in my hands. My very existence depends on it for me as an actress and I want to make a
living out of this whole thing with you all right now—and that means everything will be okay if we do our jobs together again soon enough! Right?",""
"確かに……アーティストを売り出すためにも、
赤字は避けるべきですよね","You're right. In order to start selling artists, we should avoid going into the red at all costs""","Certainly ...... to market the artist,
We should avoid deficits.","You're right. In order to start selling artists,
we should avoid going into the red at all costs",""
"ニワトリ、タマゴの命題になるけど、
アーティストを売るには知名度も必要","Chicken, this is going to be an egg proposition. But if you're gonna sell the artist it also needs a reputation","Chickens, though, are an egg proposition,
Selling artists also requires name recognition.","Chicken, this is going to be an egg proposition. But if
you're gonna sell the artist it also needs a reputation",""
"どんな矛盾であれ、
それを越えて解決するのがプロの仕事よ","No matter the contradiction, it's a professional job to solve things beyond that","Whatever the contradiction,
It's the job of a professional to go beyond that and figure it out.","No matter the contradiction, it's a professional
job to solve things beyond that",""
"チケットを売るためにも知名度をあげる……。
プロの仕事……それが、俺がやるべき仕事……","I'll make a name for myself in order to sell tickets... Professional work. That is the job that should be done by me","We'll also raise your profile to sell tickets. ......
Professional ...... that's what I'm supposed to do ......","I'll make a name for myself in order to sell tickets...
Professional work. That is the job that should be done by me",""
"ふふん♪　少しはわかってきたじゃない。
次は、もっと人気を上げて来なさい","Heheh♪ You're starting to understand a little. Next time, you should be more popular","Hmmm...you're starting to get the picture.
Next time, come back more popular.","Heheh♪ You're starting to understand a
little. Next time, you should be more popular",""
"はい、もっと人気が出るように頑張ります。
お忙しいところ、ありがとうございました","Yes, I'll do my best to be more popular. Thank you very much for your hard work","Yes, we will try to be more popular.
Thank you for your time.","Yes, I'll do my best to be more popular.
Thank you very much for your hard work",""
"……って、ああっ！　アンタのせいで、
次のリハまでの休憩時間、無くなったじゃない！","...Wait, aaah! Because of you... The break time until the next rehearsal is gone","...... is, ah! It's your fault,
You've lost your break time until the next rehearsal!","...Wait, aaah! Because of you... The break
time until the next rehearsal is gone",""
"ん～～っ、もうっ！！","Mmm, geez!!","Mmmm~!","Mmm, geez!!",""
"（盛上さんって、アーティスト思いだな……。
よし、一歩ずつ頑張っていこう！）","(Morikami-san really cares a lot about her artists... Okay, I'll do my best!)","(Mr. Morigami is an artist at heart. ......
Okay, let's take it one step at a time!)","(Morikami-san really cares a lot about
her artists... Okay, I'll do my best!)",""
"（よし、ファンの人数も、ステージ動員数も
増えてきたな。盛上さんに報告に行こう）","(Okay, the number of fans and stage mobilization has increased. Let's go report this to Morikami-san)","(Okay, the number of fans and stage attendance.
Let's go report to Mr. Morigami.)","(Okay, the number of fans and stage mobilization
has increased. Let's go report this to Morikami-san)",""
"お忙しいところ、ありがとうございます。
ルミナスのファン人数も、さらに増えてきました","Thank you very much for taking time out of your busy schedule. Luminous's fanbase has increased even further, too""","Thank you for your time.
The number of Luminous fans has also increased even more!","Thank you very much for taking time out of your busy schedule.
Luminous's fanbase has increased even further, too",""
"こちら、最近の実績をまとめた資料です。
見てもらえますか？","Here's a list of recent achievements. Would you like to see them?","Here is a document summarizing recent results.
Can you take a look at it?","Here's a list of recent
achievements. Would you like to see them?",""
"なるほどね……。
まあ悪くないわね","I see... Well, it's not bad","I see. .......
Well, that's not bad.","I see... Well,
it's not bad",""
"本当ですか！
盛上さんにそう言ってもらえると嬉しいです","Really?! I'm glad to hear that from you, Morikami","Really?
I'm glad to hear you say so, Mr. Morigami.","Really?! I'm glad to hear
that from you, Morikami",""
"相変わらず単純ね。
いいとは言ってないんだけど……","As simple as ever. I didn't say it was okay, but..","Simple as ever.
I didn't say it was good. ......","As simple as ever. I didn't
say it was okay, but..",""
"……ルミナスの名前、少しはメディアに
出てくるようになったじゃない。……少し、ね","...Luminous' name is starting to appear in the media, isn't it? A little","...... luminous name, a little bit of media.
You're starting to show up. ...... a little bit, you know.","...Luminous' name is starting to
appear in the media, isn't it? A little",""
"ありがとうございます。おかげさまで、
お客さんからの評判はどんどんよくなってます","Thank you very much. Thanks to that, our reputation among the customers is steadily improving","Thanks a lot, thanks to you,
Our reputation with customers is getting better and better.","Thank you very much. Thanks to that, our
reputation among the customers is steadily improving",""
"そう。だったら、もっと精進しなさい。
……で、報告は以上？　なら、アタシ、行くけど？","I see. In that case, you need to work harder... So is there anything else? Then why don't we go and talk it over with me then?","Well, then, be more diligent.
So that's all I have to report at ......? Well, I'll be on my way, then, won't I?","I see. In that case, you need to work harder... So is there
anything else? Then why don't we go and talk it over with me then?",""
"盛上さん、実はもうひとつ報告があるんです。
お客さんに入ってもらうとみんなが幸せになりますね","Mr. Morigami, I actually have one more thing to report: Having a guest join you will make everyone happy","Mr. Morigami, I actually have one more report.
It makes everyone happy when you have guests come in.","Mr. Morigami, I actually have one more thing to
report: Having a guest join you will make everyone happy",""
"お客さんも、きらきら輝くんです。
そして、結果的にステージがより輝いていく……","The audience is also sparkling. And as a result, the stage shines even brighter..","Customers, too, sparkle and shine.
And the stage shines brighter as a result: ......","The audience is also sparkling. And as a
result, the stage shines even brighter..",""
"チケットを売り切るって事はね、
みんなを幸せにするって事なの。……わかる？","Selling out tickets means making everyone happy. Do you understand?","Selling out tickets, you mean,
It's about making everyone happy. ...... understand?","Selling out tickets means making
everyone happy. Do you understand?",""
"はい！","Yes!","Yes!","Yes!","Here!"
"面白いね……。
約束通り、少し関係者に口利きをしておくわね","Interesting... As promised, I'll talk to the people involved","Interesting. .......
As promised, I'll keep my mouth shut to a few of the parties involved.","Interesting... As promised,
I'll talk to the people involved",""
"でもね、アタシにできることは、ほんの少しのこと。
そんな少しのことを束ねるのはアンタだよ","But there's only a little bit I can do. You should be the one in charge of all that stuff, you know?","But you know, what I can do is just a few things.
You're the one who bundles those little things together.","But there's only a little bit I can do. You should
be the one in charge of all that stuff, you know?",""
"もちろんです！　関わった人たちが幸せになる公演が
できるよう、アイドルたちと一緒に頑張ります！","Of course! I'll do my best with the idols to make sure that everyone involved is happy","Of course! Performances that make everyone involved happy.
We will work hard with our idols to make it possible!","Of course! I'll do my best with the idols to
make sure that everyone involved is happy",""
"だから盛上さん、ルミナスがその域まで来た時には、
公演のアドバイス、ぜひお願いします！","So Morikami, when Luminous reaches that level... Please give me some advice on the performance!","So, Mr. Morigami, when Luminous reaches that level,
Any advice on the performance would be greatly appreciated!","So Morikami, when Luminous reaches that level...
Please give me some advice on the performance!",""
"なかなか強気じゃん♪　まあ、悪くないわ……。
せいぜい足掻き、抗いなさい","You're pretty strong-willed. ♪ Well, not bad... Struggling and resisting as best you can","That's pretty bullish... Well, not bad. ......
Stretch and resist at best.","You're pretty strong-willed. ♪ Well, not bad...
Struggling and resisting as best you can",""
"（みんなを幸せにするには、まだまだだけど
ルミナスならやれるはずだ。頑張っていこう！）","(I've still got a long way to go before I can make everyone happy. Luminous should be good enough for me, so let us do our best!)","(I'm not quite there yet to make everyone happy.
Luminous can do it, let's go for it!)","(I've still got a long way to go before I can make everyone
happy. Luminous should be good enough for me, so let us do our best!)",""
"（盛上さんから呼び出し、
今日は何を試されるんだろう？）","(I wonder what Morikami-san is going to test me on today?)","(Called by Mr. Morigami,
(What are they going to try today?)","(I wonder what Morikami-san
is going to test me on today?)",""
"盛上さんにカフェって……意外な感じですね","Morikami-san and a café... That's unexpected","A cafe for Mr. Morigami sounds ...... unexpected!","Morikami-san and a café... That's unexpected",""
"似合わなくて悪かったわね。
折角ヒントをと思って呼んだんだけど……","Sorry it didn't suit you. I called for a hint, but..","Sorry it didn't suit you.
I called you for a tip on the fold: ......","Sorry it didn't suit you.
I called for a hint, but..",""
"いえ、こちらこそすみません。
何かを試される気がしていたので……","No, I'm sorry. It was just a feeling that you were going to try something..","No, I am sorry too.
I felt like I was being tested on something. ......","No, I'm sorry. It was just a feeling that
you were going to try something..",""
"試しているってのは正解なんだけど、
考えた挙句、出てきたセリフが、ソレなの？","You're right to say I was testing you, but after thinking about it for a while... is that what came out of your mouth?""","You are right that we are trying,
Is that what you came up with after thinking about it?","You're right to say I was testing you, but after thinking
about it for a while... is that what came out of your mouth?",""
"……ま、カフェで打ち合わせって柄じゃないしね。
アンタの反応が面白かったから良しとするわ","...Well, it's not like we have a meeting at the cafe. Your reaction was interesting so I decided to let you off with that","...... Well, it's not like having a meeting at a café.
I'm glad Anta's reaction was so interesting.","...Well, it's not like we have a meeting at the cafe. Your reaction
was interesting so I decided to let you off with that",""
"はあ、恐れ入ります……","*sigh*, I'm impressed..","Hah, I'm sorry ......","*sigh*, I'm impressed..",""
"じゃあ、今日は
打ち合わせでできるステージの盛り上げね","Well then, let's have a big concert today","Well, then, today.
It's a stage set-up we can do at the meeting.","Well then, let's have
a big concert today",""
"打ち合わせで……
そんなこと、できるんでしょうか？","unk>Can we really do something like that at a meeting<mmm, I wonder?」""","At the meeting: ......
Can you do that?","unk>Can we really do something like
that at a meeting<mmm, I wonder?」",""
"ポスターとかチケット特典とか、
スタッフワークでできることがあるでしょ","There are things you can do with your staff work, like posters and ticket bonuses","Posters, ticket offers, etc,
You know what you can do with staff work.","There are things you can do with your staff
work, like posters and ticket bonuses",""
"人の目を惹くのはステージワークだけじゃない、
目立ってナンボでしょ","Stagework isn't the only thing that attracts attention. It stands out like a sore thumb!","It's not just the stage work that catches people's attention,
It's all about standing out, isn't it?","Stagework isn't the only thing that attracts
attention. It stands out like a sore thumb!",""
"ま、今日来てもらった、ヒントはそういうこと。
次も、もっと人気を上げて来なさい","Well, that's the hint you came here for today. Next time try to be more popular too""","Well, that's what I had you come here today and hint at.
Next time, come back with more popularity.","Well, that's the hint you came here for today.
Next time try to be more popular too",""
"盛上さんの仕事への情熱、本当にすごいですね……。
俺も見習わないと","You're really passionate about your work... I need to learn from you","Your passion for your work, Mr. Morigami, is truly amazing. ......
I need to learn from him.","You're really passionate about your
work... I need to learn from you",""
"情熱ね……。
その熱はアンタを焼き尽くすものかもよ？","Passion, huh...? That heat might burn you to a crisp","Passion. .......
That heat could burn you out, you know?","Passion, huh...? That heat
might burn you to a crisp",""
"ま、アンタがどうなろうが構わないんだけど♪
せいぜい、アタシを楽しませなさい","Well, I don't care what happens to you♪ Have fun with me","Well, I don't care what happens to you.
At best, entertain me.","Well, I don't care what happens
to you♪ Have fun with me",""
"わかりました。
次の報告、待っていてくださいね！","Understood. Please wait for my next report!","I understand.
Please wait for my next report!","Understood. Please wait
for my next report!",""
"……って、もうこんな時間！？　早く移動しないと！","...Wait, it's already this late?! We have to get going","...... is already so late! We need to move fast!","...Wait, it's already this late?! We have to get going",""
"（とにかく、今はルミナスの人気をもっと増やして、
盛上さんにまた会いに来よう）","(Anyway, I should increase Luminous's popularity even more right now and come see Morikami again.)","(Anyway, more popular luminous now,
(Let's come back to see Mr. Morigami again)","(Anyway, I should increase Luminous's popularity
even more right now and come see Morikami again.)",""
"お忙しいところすみません。
ルミナスのファン人数が増えたのでご報告を、と","Excuse me for interrupting while you're busy. “Luminous has more fans, so please report to her”","Sorry to bother you.
I am happy to report that the number of Luminous fans has increased, and","Excuse me for interrupting while you're busy. “Luminous
has more fans, so please report to her",""
"ルミナスも着実に人気が出てきています。
この前の公演もとても好評でした","Luminous is steadily growing in popularity. The last performance was very popular as well","Luminous is also steadily gaining popularity.
The last show was very well received.","Luminous is steadily growing in popularity.
The last performance was very popular as well",""
"こちらが、その時の公演結果を含めた
報告書になります","This is your report, including the results of that performance","Here are the results of the performance, including the results of the
Report.","This is your report, including
the results of that performance",""
"ルミナスというユニット自体が話題になってる、
そう聞いているわ","The Luminous unit itself is a hot topic, that's what I heard","The unit Luminous itself is a hot topic,
That's what I've heard.","The Luminous unit itself is a
hot topic, that's what I heard",""
"まあ、悪くないわ","Well, it's not bad","Well, not bad.","Well, it's not bad",""
"盛上さん、よくご存じですね","Morikami-san, I'm surprised you know","Mr. Morigami, you know very well.","Morikami-san, I'm surprised you know",""
"べ、別に気になって調べたんじゃなくて、スタッフの
話が偶然聞こえてピーンと来ただけなんだからね！","I-I wasn't looking into it out of curiosity. It was just a coincidence that the staff happened to overhear!","I'm not saying that I'm not curious, I'm just trying to understand the staff.
I just happened to hear the story and peened!","I-I wasn't looking into it out of curiosity. It was
just a coincidence that the staff happened to overhear!",""
"（ピーンと来たって……盛上さん、なんか……）","(What do you mean, 'peep'? Morikami-san seems kind of...)","(What a peanut, ...... Mr. Morigami, what a ......)","(What do you mean, 'peep'? Morikami-san seems kind of...)",""
"盛上さん、お話を聞いていて思ったんですが……
なんとなく、うちの社長を思い出すんです","Morikami-san, I was thinking this while listening to your story... but it somehow reminds me of the president at our company's office""","Mr. Morigami, I was listening to your story and thought ......
Somehow, he reminds me of our president.","Morikami-san, I was thinking this while listening to your story...
but it somehow reminds me of the president at our company's office",""
"もしかして７６５プロに在籍したことが？","Have you ever been a pro at ?","Have you ever been a member of 765 Pro by any chance?","Have you ever been a pro at ?",""
"ふふ、面白いなぁ。
そうじゃないけど、アイドルには興味があってね","Haha, interesting. That's not it but I was interested in the idol","Huh, that's funny.
Not really, but I've always had a thing for idols.","Haha, interesting. That's not it
but I was interested in the idol",""
"輝きを求める者としては、気になるじゃない。
そんな中で高木さんとは知り合っただけ","As someone who wants to shine, it bothers me. I only met Takagi-san during that time","As a person who seeks brilliance, you're curious, aren't you?
I just got to know Mr. Takagi in the midst of all that.","As someone who wants to shine, it bothers
me. I only met Takagi-san during that time",""
