"そして、呼吸筋には、横隔膜、内肋間筋、外肋間筋、
胸鎖乳突筋、前斜角筋、中斜角筋、後斜角筋……","And then, the breathing muscles included diaphragms. Internal and external interribcage muscle. Chest-chain breast protrusion line; anterior obliquely angled bone structure..","And the respiratory muscles are the diaphragm, internal intercostal muscles, and external intercostal muscles,
Sternocleidomastoid, anterior scalene, middle scalene, and posterior scalene muscles: ......","And then, the breathing muscles included diaphragms. Internal and external interribcage
muscle. Chest-chain breast protrusion line; anterior obliquely angled bone structure..",""
"は、はぁ……あの、北江さん？","S-Sure... Um, Kitae?","Ha, ha. ...... Um, Mr. Kitae?","S-Sure... Um, Kitae?",""
"次に、体幹とは、胸郭と骨盤と背骨、
その中の臓器とその周囲を取り巻く表層、深層の……","Next, the trunk of his body included a ribcage and spine. The organs within it surrounded him on its surface..","Next, the trunk is the rib cage, pelvis and spine,
The organs within it and the superficial and deep layers surrounding it ......","Next, the trunk of his body included a ribcage and spine.
The organs within it surrounded him on its surface..",""
"（北江さんの話が止まらない。
と、とにかく、早く本題を切り出さないと……）","(Kitae-san didn't stop talking. A, at any rate... I have to get down on the matter quickly ...)","(Kitae-san never stops talking.
(And anyway, I have to cut to the chase quickly: ......)","(Kitae-san didn't stop talking. A, at any rate...
I have to get down on the matter quickly ...)",""
"あ、あの！
それで、レッスンメニューの内容なんですが……","U-Umm! So, about the lesson menu..","Oh, um!
So, here's what's on the lesson menu: ......","U-Umm! So, about
the lesson menu..",""
"ああ、すいません、つい熱くなってしまって。
僕が言いたかったのは基礎体力の事なんです！","Oh, sorry. I got a little carried away there for some reason... What you're saying is about my basic stamina!","Oh, I'm sorry, I just got so passionate.
My point was about basic fitness!","Oh, sorry. I got a little carried away there for some reason...
What you're saying is about my basic stamina!",""
"ルミナスについて、高木社長より
事前に資料をいただいていたのですが……","As for Luminous, President Takagi had given me some documents in advance","About Luminous, from President Takagi
I had received the materials in advance from ......","As for Luminous, President Takagi had
given me some documents in advance",""
"残念ながら、今の状態で僕のメニューを行った場合、
身体に強い負担がかかってしまう恐れがあります","Unfortunately, if you were to carry out my menu in your current state... there is a risk that it would put too much strain on one's body as well""","Unfortunately, if you do my menu in its current state,
It may cause a strong strain on the body","Unfortunately, if you were to carry out my menu in your current state...
there is a risk that it would put too much strain on one's body as well",""
"え！？
ふ、負担ですか……","Huh?! A-A burden..","What?
Is it a burden? ......","Huh?! A-A
burden..",""
"はい。なので、今はあせることなく
基本となるレッスンを積み重ねてください","Yes. Therefore, please do not panic and continue with your basic lessons for the time being","Yes, so don't panic now.
Please build on the basic lessons.","Yes. Therefore, please do not panic and
continue with your basic lessons for the time being",""
"今のルミナスにあわせた
目安となる課題を出しておきますね","I'll give you a guide to Luminous right now","Tailored to the current luminous
I'll give you a guideline assignment.","I'll give you a guide
to Luminous right now",""
"助かります。
本日はありがとうございました！","You're a lifesaver. Thank you very much for today!","It will be helpful.
Thank you very much for your time today!","You're a lifesaver. Thank
you very much for today!",""
"（基本の積み重ねか……。北江さんのメニューを
行うには、もっと頑張らないといけないな……）","(The basics piled up, huh...? I'll have to work even harder in order for Kitae-san to make the menu.)","(Stack the basics or ....... Kitae's menu.
I'll have to work harder to do it. ......)","(The basics piled up, huh...? I'll have to work
even harder in order for Kitae-san to make the menu.)",""
"（メンバーの基礎体力はそれなりについたと思う。
そろそろ『伝説のレッスンメニュー』の話を……）","(I think we've got a decent amount of stamina left in the group. It was about time for us to get back on topic with our 'Legendary Lessons Menu'...)","(I think the basic fitness of the members has been reasonably good.
It's time to talk about ""The Legendary Lesson Menu"" (......)","(I think we've got a decent amount of stamina left in the group. It was
about time for us to get back on topic with our 'Legendary Lessons Menu'...)",""
"こんにちは、プロデューサーさん！
プロジェクトルミナス、活躍してるようですね","Hello, producer! Project Luminous seems to be doing very well","Hello, producer!
Project Luminous, you seem to be active.","Hello, producer! Project
Luminous seems to be doing very well",""
"ご存知でしたか、ありがとうございます！","You know, thank you very much!","Did you know that, thank you!","You know, thank you very much!",""
"もちろんですよ。それに、活動内容を拝見する限り、
どうやら基本の積み重ねは順調なようですね","Of course. Also, judging by what we've been doing so far... it seems like the basics are piling up well for you as a result of all your hard work at this point""","Of course, and as far as the activities are concerned,
Looks like the basics are stacking up nicely.","Of course. Also, judging by what we've been doing so far... it seems like the
basics are piling up well for you as a result of all your hard work at this point",""
"これなら、基礎体力も上がっていそうだ。
普段のレッスンにも、いい影響が出ているはずです！","With this, I should be able to improve my basic stamina. There's a good shadow Hibiki in our normal lessons too!","This would seem to increase basic fitness.
It should have a positive impact on your regular lessons!","With this, I should be able to improve my basic stamina.
There's a good shadow Hibiki in our normal lessons too!",""
"本当ですか？　よかったです。
それでは、さっそくレッスンメニューの相談を……","Really? That's good to hear. Now then, let me consult you about the lesson menu..","Really? That's good.
Let's get started and discuss the lesson menu at ......","Really? That's good to hear. Now then,
let me consult you about the lesson menu..",""
"……ただ、ＴＶで彼女たちを見た時、
まだ基礎を鍛えた方がいいな、と思いました","...But when I saw them on TV, it made me think that we should still train the basics","...... just when I saw them on TV,
I thought I should still work on the basics.","...But when I saw them on TV, it made me think
that we should still train the basics",""
"え？　あの、それはつまり……？","Huh? Um, does that mean..","What? Um, does that mean ......?","Huh? Um, does that mean..",""
"前にもお伝えしたように、僕が教えようとしている
レッスンメニューは、とてもハードなんです","As I've told you before, the lesson menu is very hard","As I have told you before, I am trying to teach
The lesson menu is very hard!","As I've told you before, the
lesson menu is very hard",""
"……残念ながら、彼女たちの現状では
まだまだレッスンに耐えることができない","...Unfortunately, they can't handle the lesson as it is","...... Unfortunately, in their current state, the girls
I still can't stand the lessons.","...Unfortunately, they can't
handle the lesson as it is",""
"だが、しかし！　きっと彼女たちなら、
それに耐え得る肉体に仕上げられると信じている！","But, but! I'm sure they will be able to make a body that can withstand it","But, but! I'm sure they will,
I believe we can finish the body to be able to withstand it!","But, but! I'm sure they will be able
to make a body that can withstand it",""
"は、はぁ……","unk>Hah, hah<kun's got it all figured out by now—a little too much for me to handle at a time like this is just the way things are going in my favor. I can see why you might be worried about your future self-indulgence and how that would turn into something more important than what we thought of each other as 'those two being together...' ummmm not sure if there really was anything wrong with them or whether they were actually good friends who could help us get along well enough on their own but still have fun when our lives depended solely upon those around him because he said so many people came back home from school anyway~ (Sigh) Awallowing up even though everyone else had already made themselves clearer since then ~Bal //Oh yeah? - Sheetmetal","Ha, ha ......","unk>Hah, hah<kun's got it all figured out by now—a little too much for me to handle at a time like this is just the way things are going in my favor. I can see why you might be worried about your future self-indulgence and how that would turn into something more important than what we thought of each other as 'those two being together...' ummmm not sure if there really was anything wrong with them or whether they were actually good friends who could help us get along well enough on their own but still have fun when our lives depended solely upon those around him because he said so many people came back home from school anyway~ (Sigh) Awallowing up even though everyone else had already made themselves clearer since then ~Bal //Oh yeah? - Sheetmetal",""
"だから！　この調子で引き続き頑張ってください！","So keep up the good work!","So! Please continue to work hard at this rate!","So keep up the good work!",""
"わ、分かりました！
よろしくお願いします","O-Okay! I'll be counting on you","Wow, I understand!
please remember me","O-Okay! I'll be
counting on you",""
"（『伝説のレッスンメニュー』か……。
一体どんなものなんだ……？）","(The 'Legendary Lessons Menu', huh... I wonder what it is?)","(""Legendary Lesson Menus"" or .......
What in the world is that ......?)","(The 'Legendary Lessons Menu',
huh... I wonder what it is?)",""
"（レッスンを積み重ねることで、体力はついて
きた。『伝説のレッスンメニュー』の話を……）","(I've built up a lot of stamina through my lessons. About the “Legendary Lesson Menu”...)","(By accumulating lessons, the physical strength will increase and
(I've been. ""The Legendary Lesson Menu"" story at ......)","(I've built up a lot of stamina through my
lessons. About the “Legendary Lesson Menu...)",""
"こんにちは！　プロデューサーさん！
ルミナスの活躍、僕も知ってますよ！","Hello, producer! I know what Luminous is up to","Hello, producers!
I know what Luminous is doing, too!","Hello, producer! I know
what Luminous is up to",""
"ありがとうございます！
では、伝説のレッスンメニューの相談を……","Thank you very much! Now then, let's talk about the legendary lesson menu..","Thank you very much!
Let's discuss the legendary lesson menu at ......","Thank you very much! Now then, let's talk
about the legendary lesson menu..",""
"まあまあ、そんなに急がないでください。
なにごとも、一歩一歩が大事なのですから","Now, now. There's no need to rush things like that! Each step is very important for us in the long run""","Well, well, well, don't be so hasty.
Because everything is important, one step at a time.","Now, now. There's no need to rush things like that!
Each step is very important for us in the long run",""
"は、はい……","O-Okay..","","O-Okay..","O-Okay..."
"これからは、ひとりひとりの
身体の状態を把握していることが重要です","From now on, it's important to keep track of each individual body","From now on, each and every one of us
It is important to understand the condition of the body","From now on, it's important to keep
track of each individual body",""
"なるほど。ルミナスの子たちの身体能力のデータ
でしたら最新のものを用意してありますよ","I see. In that case, I have the latest data on Luminous's physical abilities ready for you to use as a reference point""","I see...data on the physical capabilities of the Luminous children.
If so, we have the latest one for you.","I see. In that case, I have the latest data on Luminous's
physical abilities ready for you to use as a reference point",""
"それは、僕が知りたい全てではないと思います。
と言っても、分からないですよね","I don't think that is what it means for me to know. That said, you still do not understand..","I don't think that is all I want to know.
but you never know.","I don't think that is what it means for me to
know. That said, you still do not understand..",""
"プロデューサーさん、
とりあえず、こちらに来てください","Producer, please come over here","Producer,
In the meantime, please come this way.","Producer,
please come over here",""
"分かりました。
……このままで大丈夫ですか？","Understood. ...Will you be okay like this?","I understand.
...... Is it okay to keep this up?","Understood. ...Will you
be okay like this?",""
"大丈夫です。では、いきます。……例えば、
このストレッチひとつで見えてくるものがあります","It's fine. Here I go... For example, if you stretch a bit like this there are things that will come into view in no time at all""","That's okay, here we go: ......, for example,
This one stretch is what you will see","It's fine. Here I go... For example, if you stretch a bit like this
there are things that will come into view in no time at all",""
"骨も筋肉も、体は全て繋がっています。
数字だけでは見えないものもあるんです！","Bones, muscles and bodies are all connected. Some things can't be seen with numbers alone!","Bones, muscles, and the body are all connected.
Some things can't be seen by numbers alone!","Bones, muscles and bodies are all connected.
Some things can't be seen with numbers alone!",""
"くっ……き、きつい……","Ugh... Th-That's so tight","Damn ...... tight, tight ......","Ugh... Th-That's so tight",""
"うーん……思った以上に身体が硬いですね。
もう少し頑張れませんか？","Hmm... My body is stiffer than I thought. Can't you try a little harder?","Hmmm... ...... my body is stiffer than I thought.
Can't we try a little harder?","Hmm... My body is stiffer than I
thought. Can't you try a little harder?",""
"え？　ちょ、ちょっと……くっ！　
す、すみません……！　こ、これ以上は……","Huh? W-Wait a second...! I—I'm sorry, but this is too much for me","What? Hey, hey, hey, ......!
I'm sorry, I'm sorry ......! This is no more ......","Huh? W-Wait a second...! I—I'm sorry,
but this is too much for me",""
"はぁ……はぁ……","*pant*... ..","Hah ...... Hah ......","*pant*... ..","*pant*..."
"身体能力は、鍛えるだけでは伸びません。
いい状態を積み重ねながら伸びていくのです","Your physical abilities don't grow just by training. They increase as you build up a good state of mind, and that is what happens when your body grows taller with each step it takes to reach new heights""","Physical ability does not grow just by training.
It grows as it accumulates good conditions.","Your physical abilities don't grow just by training. They increase as you build up a good state of mind,
and that is what happens when your body grows taller with each step it takes to reach new heights",""
"僕のストレッチを教えましょう。
レッスンの積み重ね、頑張ってください","I'll teach you how to stretch. Do your best with all the lessons that have been piled on top of each other, okay""","Let me tell you my stretch.
Keep up the good work, keep up the lessons!","I'll teach you how to stretch. Do your best with all the
lessons that have been piled on top of each other, okay",""
"今回も、課題を出しておきますね！","I'll give you another assignment this time!","Again, I'll give you an assignment!","I'll give you another assignment this time!",""
"……あ、ありがとう……ございます……","...Th-Thank you... very much","...... Oh, thank you ...... thank you ...... thank you ......","...Th-Thank you... very much",""
"（ま、まさか自分が体を動かすとは……。だけど、
これでみんなのレッスンの効率があがりそうだ……）","(W-Who would have thought I'd be able to move my body... But, now it looks like everyone will get more efficient with their lessons.)","(Well, I never thought I would be moving my body. ......,
This is going to make everyone's lessons more efficient (......)","(W-Who would have thought I'd be able to move my body... But, now
it looks like everyone will get more efficient with their lessons.)",""
"（北江さんに出されていた課題もクリアした。
それに、これならきっと……）","(Kitae-san's assignment had also been completed. Besides, with this...)","(He also completed the task that Mr. Kitae had given him.
Besides, I'm sure this would be ......)","(Kitae-san's assignment had also
been completed. Besides, with this...)",""
"ああ、お待ちしていました、プロデューサーさん。
いかがですかルミナスの子たちは？","Oh, I've been waiting for you. How are the Luminous girls?","Oh, we've been waiting for you, Mr. Producer.
How are the Luminous children?","Oh, I've been waiting for you.
How are the Luminous girls?",""
"こちら、ルミナスのメンバー全員の測定資料を
持ってきました。……身体能力の数値が伸びてます","Here are the measurements for all of Luminous's members. ...Your physical stats have increased","Here are the measurement documents for all the members of Luminous.
I brought it to you. ...... The physical capacity numbers are growing.","Here are the measurements for all of Luminous's
members. ...Your physical stats have increased",""
"北江さんに教えていただいた、
ストレッチの効果が出てると思うんです！","I think it's the effect of stretching that Kitae-san taught me!","Mr. Kitae told us,
I think the stretching is working!","I think it's the effect of stretching
that Kitae-san taught me!",""
"どれどれ、ちょっと拝見……","Let's see, let me take a look..","Let's see, let's take a look: ......","Let's see, let me take a look..",""
"うん、なかなかいいデータだ！
あなたの指導ぶりが良くわかります！","Yeah, that's some good data! I can tell how much you taught me","Yeah, it's pretty good data!
I can see how you are teaching!","Yeah, that's some good data! I
can tell how much you taught me",""
"ありがとうございます！","Thank you very much!","Thank you very much!","Thank you very much!","Thank you very much!"
"これなら、普段のレッスンへの効果も
さらに出てくると思いますよ！","With this, I'm sure it will have an even greater effect on your normal lessons!","This will have a positive effect on your regular lessons.
I'm sure you'll come up with more!","With this, I'm sure it will have an even
greater effect on your normal lessons!",""
"今は継続して、レッスンを積み重ねてください","Please continue with your lessons for now","Now continue and build on the lessons!","Please continue with your lessons for now",""
"分かりました。
引き続き、よろしくお願いします！","Understood. I look forward to working with you again!","I understand.
Thank you for your continued support!","Understood. I look forward
to working with you again!",""
"ええ、こちらこそ！
最高のユニットにしていきましょう！","Yeah, same here! Let's make it the best unit we can be","Yes, it's my pleasure!
Let's make it the best unit it can be!","Yeah, same here! Let's make
it the best unit we can be",""
"（北江さんも認めてくれた。また一歩前進だ……）","(Kitae-san acknowledged it too. It's another step forward...)","(Kitae-san approved, another step forward. ......)","(Kitae-san acknowledged it too. It's another step forward...)",""
"（みんなの基礎体力はかなりついたはずだ。
何としても『伝説のレッスンメニュー』を聞きたい）","(Everyone's basic stamina should have improved considerably. I want to hear the Legendary Lesson Menu at all costs)","(Everyone's basic fitness should have improved considerably.
(I'd love to hear ""The Legendary Lesson Menu"" at any cost)","(Everyone's basic stamina should have improved
considerably. I want to hear the Legendary Lesson Menu at all costs)",""
"こんにちは！　プロデューサーさん！
ルミナス、ますます活躍してますね！","Good afternoon, producer! Luminous is getting even more active","Hello, producers!
Luminous, you are becoming more and more active!","Good afternoon, producer!
Luminous is getting even more active",""
"ありがとうございます！
では、そろそろレッスンメニューの相談を……","Thank you very much! Well then, it's time to discuss the lesson menu..","Thank you very much!
Now it's time to discuss the lesson menu: ......","Thank you very much! Well then,
it's time to discuss the lesson menu..",""
"今日は、プロデューサーさん
向けのトレーニング方法を考えてきました！","I came up with a training method for Producer today!","Today, Mr. Producer.
We have been thinking about training methods for","I came up with a training
method for Producer today!",""
"え、俺の、ですか？
……あの、どうしてでしょうか？","Eh, mine? Um... I wonder why","Oh, my, is it?
...... Um, why is that?","Eh, mine? Um...
I wonder why",""
"まずは、プロデューサーであるあなたに
トレーニングの大切さを理解してもらいたいので！","First, I want you to understand the importance of training as a producer!","First of all, you are Producer.
I want them to understand the importance of training!","First, I want you to understand the
importance of training as a producer!",""
"アイドルのレッスンを見るのではなく、
体で知っていて欲しいのです","Instead of watching idol lessons, I want you to know with your body","Instead of watching idol lessons,
I want you to know it with your body.","Instead of watching idol lessons,
I want you to know with your body",""
"習うより慣れろですよ！
さあ、こちらへどうぞ！","Better get used to it than learn! Come on, this way please","It's better to get used to it than to learn it!
Come on, this way, please!","Better get used to it than learn!
Come on, this way please",""
"はい、その体勢のまま、左足を上げて１５秒！
１、２、３、４……","Yes, in that position. Raise your left leg for 15 seconds! 1, 2, 3 and 4...","Yes, keep that position and raise the left leg for 15 seconds!
1, 2, 3, 4......","Yes, in that position. Raise your left
leg for 15 seconds! 1, 2, 3 and 4...",""
"５……６…………き、きつい……","Five...six. T-This is so tight!","5......6............ tight, tight......","Five...six. T-This is so tight!",""
"はい、終了！　今日はここまで！
お疲れさまでした！！","Okay, done! That's all for today. Good work!!","Yes, done! That's all for today!
Thanks for your hard work!","Okay, done! That's all
for today. Good work!!",""
"どんなにいいといわれているトレーニングでも、
実施するかどうかは指導者の判断次第です","No matter how good your training is, it's up to the leader whether or not he does so","No matter how good the training is said to be,
It is up to the leadership to decide whether to implement it.","No matter how good your training is, it's
up to the leader whether or not he does so",""
"ですから、何をしているのかを、
あなたが分かっているかどうかが、とても大切です","So it's very important to know what you are doing, whether or not I understand","Therefore, what are you doing,
It is very important that you understand!","So it's very important to know what you
are doing, whether or not I understand",""
"僕のトレーニングのヒントを教えましょう。
レッスンの積み重ね、頑張ってください","I'll give you a hint about my training. Good luck with your lessons!","Let me give you my training tips.
Keep up the good work, keep up the lessons!","I'll give you a hint about my training.
Good luck with your lessons!",""
"はぁ……はぁ……わ、分かりました……。
あ、ありがとうございます……","Hah... Hah. O-Okay, I'll take that as a yes—then thank you very much for all your hard work with me and the rest of my crew in tow""","Hah ...... Hah ...... Wow, okay .......
Oh, thank you ......","Hah... Hah. O-Okay, I'll take that as a yes—then thank you very much
for all your hard work with me and the rest of my crew in tow",""
"（効果がありそうなヒントがあったけど、
明日は全身筋肉痛だな……）","(There was a hint that it might work, but my whole body will be sore tomorrow...)","(There was a hint that it might work, though,
I'll have sore muscles all over tomorrow. ......)","(There was a hint that it might work, but
my whole body will be sore tomorrow...)",""
"（自分が実践したトレーニングのヒントを
アイドルたちのレッスンに取り入れたことで）","(By incorporating the training hints I put into my idols' lessons...)","(Tips for training that I have practiced.
(by incorporating them into the lessons of their idols).","(By incorporating the training
hints I put into my idols' lessons...)",""
"（みんなの成長がさらに感じられるようになった。
今日はその報告をしに、北江さんに会いに来ている）","(I could feel everyone's growth even more now. I came to see Kitae-san today just so that she can report on it)","(I could feel everyone's growth even more.
(I'm here today to report on this and to see Mr. Kitae)","(I could feel everyone's growth even more now. I came to
see Kitae-san today just so that she can report on it)",""
"こんにちは！　プロデューサーさん！
どうですか、ルミナスのみなさんの調子は？","Hello! Mr. Producer, how are the people of Luminous doing?","Hello, producers!
How is everyone at Luminous doing?","Hello! Mr. Producer, how are
the people of Luminous doing?",""
"教えていただいたトレーニングのヒント、
さっそく取り入れてみました","I immediately put the training tips you taught me into practice","The training tips you gave us,
I immediately tried to incorporate it.","I immediately put the training tips
you taught me into practice",""
"そのおかげでしょうか。ひとりひとりの
ポテンシャルが底上げされたように思えます","So that's why each and every one of you has so much potential","Perhaps it is because of this that each and every one of us has been able to
Potential seems to have bottomed out.","So that's why each and every one
of you has so much potential",""
"あ！　それは僕にとって最高に嬉しい言葉です！
先天的な部分の底上げってなかなか難しいんですよ！","Ah! Those are the happiest words I've ever heard from you. Raising a congenital part of your body is pretty hard to come up with, huh?","Ah! That is the best word for me!
It's very difficult to raise the bottom of the inborn parts of the body!","Ah! Those are the happiest words I've ever heard from you. Raising
a congenital part of your body is pretty hard to come up with, huh?",""
"でも、あまり無理はさせない形でお願いしますね。
身体を壊したんじゃ元も子もないですから","But please don't push yourself too hard. It would be pointless if you got sick, so..","But please do so in a way that doesn't force me to do too much.
If you damage your body, it's not worth it.","But please don't push yourself too hard.
It would be pointless if you got sick, so..",""
"もちろんです！
無理をしないよう、しっかり心掛けています","Of course! I'm doing my best not to push myself too hard","Of course!
I try to be very careful not to overdo it.","Of course! I'm doing my best
not to push myself too hard",""
"それは良かった。報告を聞いた限り、
みんなのレッスン効率も上がったように思えますね","That's good to hear. From what I heard from the reports, it seems like everyone has improved their lesson efficiency as well..","That's good to hear, as far as the report goes,
It seems like everyone's lesson efficiency has improved.","That's good to hear. From what I heard from the reports, it seems
like everyone has improved their lesson efficiency as well..",""
"ありがとうございます！　それで、出来れば他の
トレーニングのヒントも教えていただきたいな、と","Thank you very much! If possible, I'd like to ask for some other training tips as well","Thank you! So, if you can, I'd like to see the other
I would also like to get some training tips from you, and","Thank you very much! If possible, I'd like
to ask for some other training tips as well",""
"ヒントですか……。あうかあわないかを判断するのは
プロデューサーさん次第です","A hint, huh? It's up to Producer whether you like it or not. That depends on how he feels about what I say and do with my time here at Mishelam City""","Is it a hint? ....... It's a good idea to determine if it fits or not.
It's up to Producer.","A hint, huh? It's up to Producer whether you like it or not. That depends
on how he feels about what I say and do with my time here at Mishelam City",""
"つまり、それだけの覚悟はできてる、と？","In other words, you're prepared for that?","So you're saying you're prepared to do just that?","In other words, you're prepared for that?",""
"か、覚悟ですか……。
はい！　大丈夫です！！","A-Are you prepared...? Yes! I'm fine!!","Or are you prepared? .......
Yes, I'm fine!","A-Are you prepared...?
Yes! I'm fine!!",""
"では、行きますよ！","Okay, let's go!","Then, let's go!","Okay, let's go!",""
"ベキベキベキッ！　ミシミシミシッ！","Creak, creek! Squeeze","","Creak, creek! Squeeze",""
"い、イタタタ……。き、北江さん、
ちょっと止めて……止めてくださいっ！","O-Ow, ow... K-Kitae. Stop it for a second!","Ita ita ita ....... Ki, Kitae-san,
Stop it for a second. ...... stop it!","O-Ow, ow... K-Kitae.
Stop it for a second!",""
"まだまだ、これからですよ！
もう少し、負荷かけますからね！","We're just getting started! Let me put a little more strain on you, okay?","We are just getting started!
I'll put a little more load on it!","We're just getting started! Let me
put a little more strain on you, okay?",""
"ちょっと待って……う、うわぁぁぁ……！！","Wait a minute... Wh-Whoa!!","Wait a minute ...... Ugh, wow ......!","Wait a minute... Wh-Whoa!!",""
"（新たなトレーニングのヒントは伝授されたけど……
その代償は大きかったように思う。いてて……）","(She taught me a new training hint, but... I think the price for that was great. Ow ow ...)","(New training tips were imparted, but ......
I think the cost was too great. ......)","(She taught me a new training hint, but... I think
the price for that was great. Ow ow ...)",""
"（さて、もうそろそろ『伝説のレッスンメニュー』
について、話を聞かせてもらおう……）","(Now then, it's time to talk about the Legendary Lesson Menu...)","(Well, it's almost time for the ""Legendary Lesson Menu"".
(Let's talk about ......)","(Now then, it's time to talk
about the Legendary Lesson Menu...)",""
"お疲れ様です！　ルミナスの活躍、見てますよ！","Good work! I'll be watching you, Luminous","Thanks for your hard work, I see Luminous is doing a great job!","Good work! I'll be watching you, Luminous",""
"ありがとうございます！
みんな、楽しんでやっています","Thank you very much! Everyone's having fun","Thank you very much!
Everyone is having a great time doing it!","Thank you very much!
Everyone's having fun",""
"俺も北江さんのヒントがどんどん分かってきて、
次は『伝説のレッスンメニュー』じゃないかと！","I'm starting to get a lot of hints from Kitae-san, and next up is the Legendary Lesson Menu!","I'm starting to understand more and more of Kitae-san's hints too,
I thought ""Legendary Lesson Menu"" was next!","I'm starting to get a lot of hints from
Kitae-san, and next up is the Legendary Lesson Menu!",""
"なるほど……。
じゃあ、今日もトレーニングやってみましょうか？","I see... Well then, shall we do some more training today?","I see. .......
Well, let's do some training today, shall we?","I see... Well then, shall we
do some more training today?",""
"い、いや、俺のトレーニングはいいので……","N-No, my training is fine..","No, no, my training is good. ......","N-No, my training is fine..",""
"さあさあ、遠慮はいりません！
どうぞこちらへ！","Come now, don't be shy! This way please","Come on, come on, don't be shy!
Please come this way!","Come now, don't be shy!
This way please",""
"ちょっ、ちょっと……","H-Hey..","Hey, hey, hey. ......","H-Hey..",""
"（北江さんに強引に連行された俺は、
前回のトレーニングと同じメニューを消化した）","(After being forcibly taken away by Kitae-san, I digested the same menu as last time's training.)","(I was forcibly taken in by Mr. Kitae,
(We went through the same menu as our last training session.)","(After being forcibly taken away by Kitae-san, I
digested the same menu as last time's training.)",""
"ん……。この体の重さは……
この前と何か違うような……","Mm... The weight of this body feels different from last time","You can see the weight of this body at ......
Something different from the last time I was here: ......","Mm... The weight of this body
feels different from last time",""
"そうですよね。予想通りです！","That's right. Just as I expected!","Yes, as expected!","That's right. Just as I expected!",""
"え？　ど、どういう意味でしょうか？","Huh? W-What do you mean by that!","What do you mean?","Huh? W-What do you mean by that!",""
"上手くいっていると思っている時ほど、
知らぬまに無茶をしてたりするんです。その結果……","The more I think things are going well, the recklesser it gets without me knowing. As a result..","The more you think things are going well,
Sometimes we do things recklessly without realizing it, and the result is ......","The more I think things are going well, the recklesser
it gets without me knowing. As a result..",""
"プロデューサーさんは、自身の状態を把握できて
なかった。だから、必要以上に疲れたんですよ！","Producer didn't have a good grasp of his condition, so he was more exhausted than necessary!","Producers are able to understand their own condition and
So I was more tired than I needed to be!","Producer didn't have a good grasp of his
condition, so he was more exhausted than necessary!",""
