"週も、半ばとなりました。
プロデューサータスクにはお気を付けください","","It is now the middle of the week.
Please be careful with producer tasks!","It's the middle of the week.
Please watch out for the producer task","It's the middle of the week.
Please watch out for Producer's tasks.",""
"今日はプロデューサータスクの期限日です。
注意してくださいね","","Today is the due date of Producer task.
Caution.","Today is the deadline for the
producer task. Please be careful","Today is the deadline for Producer task.
Please be careful.",""
"それでは、
今月最後のプロデューサータスクをお伝えいたします","","See you then,
We are pleased to share with you the last producer task of the month!","Now then, I'd like to announce the
last producer of the month, Tusk","Now then, allow me to give you the
final producer task of the month.",""
"月末が近いので、目標ファン人数も意識して
プロデュースしていくことをお勧めします","","The end of the month is near, so be aware of the number of target fans.
We recommend that you produce","It's almost the end of the month, so I'd advise you
to be aware of the number of fans you're aiming for","Since the end of the month is coming up, we
need to be aware of our target number of fans.",""
"今日はファン人数の期限日です。
お忘れなく！","","Today is the deadline day for the number of fans.
Don't forget!","Today is the deadline for the
number of fans. Don't forget!","Today is the deadline for the number of fans.
Don't forget!",""
"次は、今週のプロデューサータスクですよ～","","Next up is this week's producer task~!","Next up is this week's producer task!","Next up is this week's producer task~",""
"今週のプロデューサータスクはこちらです～","","Here is this week's producer task~!","This week's producer task is this way","This is this week's producer task~",""
"プロデューサーさん、無理しすぎないでくださいね～","","Producers, please don't overdo it!","Don't push yourself too hard, producer!","Don't push yourself too hard, producer-san~",""
"今週も、半分が過ぎましたね。
プロデューサータスクにはご注意ください～","","This week, we are halfway through.
Please be careful with Producer task~.","It's been half a week again.
Please be careful of the producer task","We are halfway through this week.
Please pay attention to Producer task~",""
"今日はプロデューサータスクの期限日です。
見落としが無いよう、ご注意ください～","","Today is the due date of Producer task.
Please be careful not to miss anything.","Today is the deadline for the producer task.
Please be careful not to miss anything~","Today is the deadline for Producer task.
Please make sure you don't miss anything~",""
"今月最後のプロデューサータスクになります～","","This will be the last producer task of the month~.","This will be the last producer task of the month","This will be the last producer task of the month~",""
"そろそろ目標のファン人数の期限ですね。
プロデューサーさんなら大丈夫だと信じています～","","It's almost time for the target number of fans to be due.
I believe you will be fine, Mr. Producer.","It's about time for the target number of fans
to expire. I'm sure the producer will be fine","It's almost the deadline for our target number
of fans. I'm sure you will be able to handle it~",""
"今日はファン人数の期限日ですね。
なんだか私も緊張してきちゃいました～","","Today is the deadline day for the number of fans.
I was getting kind of nervous too!","Today's the deadline for the number of
fans. I'm starting to get nervous, too","Today is the deadline for the number of fans.
I'm starting to get nervous too~",""
"プロデューサーさん、お店の方から
オーダーしていた、新しい衣装が届いてますよ！","","Producer, from the store.
The new costumes you ordered have arrived!","The producer ordered a
new outfit from the store!","Producer-san, the store sent you a new outfit!
The new costumes you ordered have arrived!",""
"プロデューサーさん、オーダーしていた衣装が
事務所に届きました！　素敵な衣装ですね、えへへ","","Producer, the outfit you ordered.
It arrived at my office! Lovely outfit, ehehe!","The outfit I ordered has arrived at the
office! It's a wonderful outfit, ehehe","Producer-san, the outfit you ordered has arrived!
It's a wonderful outfit, ehehe.",""
"プロデューサーさん、オーダーしていた衣装が
届きました。みんなに着てもらうのが楽しみですね","","Producer, the outfit you ordered.
I just received it and can't wait for everyone to wear it!","The costume I ordered has arrived, producer.
I'm looking forward to everyone wearing it","Producer-san, the outfit you ordered has arrived.
I'm looking forward to everyone wearing them.",""
"プロデューサーさん、新しい衣装が届きました。
みなさんの衣装姿、今から楽しみですね～","","Producers, your new outfits have arrived.
I'm looking forward to seeing you all in your costumes!","A new outfit has arrived, producer. I'm looking
forward to seeing everyone in their costumes!","Producer-san, the new costumes have arrived. I
look forward to seeing the girls in costumes!",""
"今日の活動結果はどうでしたか？
プロデューサータスクの進捗を確認しましょう！","","What were the results of today's activities?
Check the progress of Producer task!","How's today's activity going? Let's
check on the progress of the producer task!","What were the results of today's activities?
Let's check the progress of Producer task!",""
"進捗確認は以上です。
プロデューサーさん、お疲れ様でした！","","That's all for the progress check.
Thank you for your hard work, producer!","That's all for the progress report.
Thank you for your hard work, producer!","That's all for the progress check.
Thank you for your hard work, Producer-san!",""
"今週のプロデューサータスクはどうですか？
無事達成しているか、確認しましょう！","","How about this week's producer task?
Make sure you have achieved it successfully!","What about this week's producer task?
Let's see if he's made it through safely!","How are you doing on your producer tasks this
week? Let's make sure you complete them!",""
"おめでとうございます！　目標達成です！
プロデューサーさん、流石ですね♪","","Congratulations, you have achieved your goal!
Producers, you're a stone... ♪","Congratulations! We've achieved
our goal! You're a great producer! ♪","Congratulations! You've achieved your goal!
I should have expected as much from you♪",""
"今日はファン人数の期限日ですね。
それでは結果を見てみましょう！","","Today is the deadline day for the number of fans.
Let's take a look at the results!","Today's the deadline for the
number of fans. Let's see the results!","Today is the deadline for the number of fans.
Well then, let's see the results!",""
"目標人数をしっかり超えています！
今月のプロデュースも、大成功ですね！","","We are well over our target number of participants!
This month's production is also a great success!","We've surpassed our goal! This
month's production is a huge success!","We are well over our target number of people!
This month's production is also a great success!",""
"今日の活動結果、いかがでしたか？
プロデューサータスクの進捗を確認しましょう！","","How were the results of today's activities?
Check the progress of Producer task!","How did your activities go today? Let's
check on the progress of the producer task!","How were the results of today's activities?
Let's check the progress of Producer task!",""
"進捗確認は以上です！
プロデューサーさん、今日もお疲れ様でした♪","","That's all for the progress check!
Thanks again for your hard work today, producer... ♪","That's all for the progress report! Thank
you for your hard work today, producer! ♪","That's it for the progress check! Producer-san,
thank you for your hard work today!",""
"今日はプロデューサータスクの期限日ですよ！
ちゃんと達成できたかどうか、確認しましょう！","","Today is the due date for Producer task!
Make sure you have achieved it properly!","Today's the deadline for the producer task!
Let's see if we've accomplished it properly!","Today is the due date for Producer Task!
Let's make sure we've accomplished it properly!",""
"なんとっ！　プロデューサータスク達成です！
さすがプロデューサーさんですね！","","What a surprise! Producer task has been accomplished!
You are indeed a producer!","Wow! You completed the producer task!
That's the producer for you!","Oh my! You've accomplished Producer task!
That's what I'm talking about, Producer-san!",""
"今日はファン人数の期限日です！
う～ん……大丈夫かなぁ……","","Today is the deadline day for the number of fans!
Hmmm ...... I wonder if it's ok ......","Today's the deadline for the number of
fans! Hmm... I wonder if they'll be okay..","Today is the deadline for the number of fans!
Hmm... I wonder if we'll be okay...",""
"すごい、無事達成ですね！
えへへ、私まで嬉しくなっちゃいます♪","","Wow, that's a successful accomplishment!
Hehehe, it makes me happy too!","Wow, it's a success!
Ehehe, even I'm happy! ♪","Amazing, you've achieved it without incident!
Ehehe, I'm so happy♪",""
"今日の活動結果はいかがでしたか？
プロデューサータスクの進捗を確認しましょう","","What were the results of today's activities?
Check the progress of your producer tasks!","How's today's activity going? Let's
check on the progress of the producer task","How were the results of today's activities?
Let's check the progress of Producer task.",""
"進捗確認は以上です。
プロデューサーさん、本日もお疲れ様でした","","That's all for the progress check.
Thank you, producers, for all your hard work today!","That's all for the progress report.
Thank you for your hard work today, producer","That's all for the progress check.
Thanks for your hard work today Producer-san.",""
"プロデューサーさん、今週もお疲れ様でした。
目標達成できているか、確認していきましょう","","Thank you, producers, for all your hard work this week.
Let's make sure we are achieving our goals!","Thank you for your hard work again this week,
producer. Let's see if we've achieved our goal","Producer-san, thanks for your hard work this
week. Let's make sure we are achieving our goals.",""
"見事、目標達成しましたね！
この調子で次週もよろしくお願いします♪","","Well done, you have achieved your goal!
Keep up the good work and see you next week... ♪","You've achieved your goal!
Keep up the good work next week!","Well done, you've achieved your goal! Keep up the
good work and we'll see you next week♪",""
"見事、目標達成しましたね！
的確なプロデュース、お疲れさまでした♪","","Well done, you have achieved your goal!
Thank you for your hard work and precise production...................","You've achieved your goal!
Thanks for the precise production! ♪","You have successfully reached our target number
of fans! Thank you for your hard work♪",""
"ファン人数の達成期日となりました！
それでは、達成状況を確認しましょう！","","The date was set for the number of fans to be achieved!
Now let's see what we have accomplished!","The number of fans has reached their completion date!
Now then, let's check the status of our accomplishments!","It's now the date to achieve the number of fans!
Now let's check the status of the achievement!",""
"目標の人数を無事達成出来ましたね！
的確なプロデュース、お疲れ様でした♪","","You have successfully achieved your target number of people!
Thank you for your hard work and precise production..................","We've successfully achieved our goal!
Thanks for the precise production! ♪","You have successfully reached our target number
of fans! Thank you for your hard work♪",""
"今日の活動結果はどうでしたか？
プロデューサータスクの進捗を確認しましょう～","","What were the results of today's activities?
Check the progress of Producer task~.","How's today's activity going? Let's
check on the progress of the producer's task","What were the results of today's activities?
Let's check the progress of Producer task~",""
"進捗確認は以上です。
プロデューサーさん、今日もお疲れ様でした♪","","That's all for the progress check.
Thanks again for your hard work today, producer... ♪","That's all for the progress report. Thank
you for your hard work today, producer. ♪","That's all for the progress check. Producer-san,
thank you for your hard work today♪",""
"今週のプロデューサータスク、いかがでしたか？
それでは、一緒に確認しましょう～","","How was this week's producer task?
So let's check it out together~.","How was this week's producer task?
Let's check it out together~","How did you like this week's producer task?
Let's check it out together~","How was this week's producer task?
So let's check it out together~"
"目標達成です～
おめでとうございます、プロデューサーさん♪","","We've achieved our goal!
Congratulations, producer... ♪","We've achieved our goal~
Congratulations, producer♪","You have achieved your goal!
Congratulations, Producer-san♪",""
"今日はファン人数の期限日です。
達成できているかどうか、見てみましょう～","","Today is the deadline day for the number of fans.
Let's see if we're accomplishing this - and let's see if we are.","Today's the deadline for the number of
fans. Let's see if we've achieved it","Today is the due date for the number of fans.
Let's see if we have achieved it~",""
"無事目標達成です♪
プロデューサーさん、今月もお疲れさまでした～","","We have successfully achieved our goal.
Thank you, producers, for all your hard work this month!","We've safely achieved our goal♪ Thank you
for your hard work this month, producer~","We've successfully reached our goal♪
Producer-san, thank you for your hard work!",""
"プルルルル……プルルルル……プルルルル……ピ","","Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......Pullulu......","Plrrrrrrr... Plrrrrrp... Prrrrrr... pi..","*ring*...*ring*...*ring*...",""
"もしもし、プロデューサーさん。
今どこにいますか？","","Hello, producer.
Where are you now?","Hello, producer.
Where are you now?","Hello, Producer-san.
Where are you right now?",""
"ちょうど休憩していたところです。
何かありましたか？","","We were just taking a break.
What is it?","I was just taking a
break. Did something happen?","I was just taking a break.
Is there anything wrong?",""
"トレーナーの『北江輝也』さんという方から
連絡があって、今から会えないか、とのことです","","From a trainer named ""Teruya Kitae"".
He contacted me and asked if we could meet now.","I got a call from the trainer, Teruya
Kitae, asking if I could meet him right now","I was contacted by a trainer named Teruya Kitae.
He asked if you could meet him now.",""
"北江輝也さん、ですね？","","Teruya Kitae, right?","Kitae Teruya-san, right?","Kitae Teruya-san, right?",""
"はい。私も詳しい事は知らないのですが、効率よく
アイドルのレッスンをすることで有名だったとか","","Yes, I don't know all the details either, but I'm sure it's efficient.
I hear they were famous for giving lessons to idols.","Yes. I don't know the details myself, but I heard
he was famous for efficiently giving idol lessons","Yes. I don't know the details myself, but he was
famous for efficiently giving idol lessons.",""
"なんでも、『伝説のレッスンメニュー』というのが
あるって話も……","","It's called ""The Legendary Lesson Menu"".
Some say there is. ......","I heard there's a
'Legendary Lesson Menu'..","There's even talk about his Legendary
Lesson Menu...",""
"わかりました。今から向かいますので、
どこに行けばいいか、教えてくれますか？","","Okay, I'm on my way,
Can you tell me where to go?","Understood. I'll be on my way, so
could you tell me where to go?","Understood. I'll be on my way now.
Could you tell me where to go?",""
"（音無さんから詳しい場所を聞いた。早速向かおう）","","(Otonashi-san gave me the detailed location, let's head there right away.)","(Otonashi-san told me the exact location. Let's head there right away.)","(Otonashi-san told me the exact location.
Let's get going.)",""
"今から事務所に戻ろうとしていたところです","","I was just about to head back to the office now.","I was just about to head back to the office","I was just about to head back to the office.",""
"ＴＶディレクターの方から
お会いしたいと連絡がありましたよ","","From the TV director.
They've contacted me to see if you'd like to meet.","I got a call from the TV
director asking to see you","I got a call from a TV director
asking to see you.",""
"『取枡和雄』さんというお名前の方です","","His name is Kazuo Torimasu.","'s calledTorimasu Kazuo""","His name is Kazuo Torimasu.",""
"わかりました。今から向かいます","","Okay, I'm on my way.","Understood. I'll be on my way","Understood. I'll be on my way.",""
"ピッ","","ping","Beep","Beep",""
"（ＴＶディレクターか……。
うまく仕事とつながるといいな）","","(TV Director or .......
(Hopefully this will connect with the job.)","(A TV director, huh... I hope
it connects well with my work.)","(TV director huh...
Hope it connects well with the job.)",""
"よく来てくれたね、
今日のスケジュール、空き時間はあるかな？","","I'm glad you're here,
What's today's schedule, do you have any free time?","Thank you for coming. Do you have
any free time on today's schedule?","Glad to see you're here. Do you have any
free time on your schedule today?",""
"はい、大丈夫です。
なんでしょうか？","","Yes, it is okay.
What is it?","Yes, I'm fine.
What is it?","Yes, I should be free today.
What is it?",""
"君にここへ行ってきてもらいたい","","I need you to go here.","I want you to go here","I need you to go here.",""
"本日公演のライブチケットですね。
最近話題のロックフェスじゃないですか……","","That's a live ticket for today's show.
Isn't this the hottest rock festival these days: ......","It's a concert ticket for today's performance, isn't it?
The rock festival's been the talk of the town lately..","It's a ticket to the rock festival that's been
the talk of the town lately...",""
"『盛上泰菜』さんの
事務所から私宛に送られてきた物なのだが……","","The ""Morigami Yasuna"".
It was sent to me by my office. ......","It was sent to me by
Morigami Yasuna's office..","It was sent to me by 
Morigami Yasuna's office...",""
"盛上さんは、ロック、トランスなど、幅広く公演を
企画する新進気鋭のプロモーターなんだ","","Mr. Morigami performs a wide range of rock and trance
I'm an up-and-coming promoter who plans","Mr. Morikami is an up-and-coming promoter who plans a wide
range of performances, including rock, trance, and so on","Morigami-san is an up-and-coming promoter who
plans a wide range of performances.",""
"アーティストの魅力を１２０％引き出すと話題でね。
手掛けた公演は全て即ソールドアウトになるほどだ","","It is talked about as bringing out 120% of an artist's charm.
All of the shows he's worked on have sold out immediately.","It's a hot topic when you draw out % of the artist's charm.
All the performances you've done are sold out on the spot","The way she drew out 120% of the artist's charm
made every show she did sold out immediately.",""
"……それはすごいですね","","...... that's great!","...That's amazing","...That's amazing.",""
"きっと、今後のルミナスの活動に役立つはずだ。
どうかな？","","It will surely help Luminous in its future activities.
I don't know.","I'm sure it'll be useful for future
activities for Luminos. What do you think?","I am sure it will help Luminous in the future.
What do you think?",""
"はい、ありがとうございます！
参考にさせていただきます！！","","Yes, thank you!
I will refer to it!","Yes, thank you very much! I'll
use it as a reference!!","Yes, thank you very much!
I'll use it as a reference!!",""
"彼女はとても忙しい身だが、
私の名前を出せば、挨拶くらいは出来るだろう","","She is a very busy woman, though,
If you mention my name, you can at least say hello.","She's a very busy woman, but if you
mention my name, you should be able to greet her","She's a very busy woman, but if you mention my
name, you should be able to greet her.",""
"本当ですか！？
是非、お声かけさせていただきます","","Really!
We would love to hear from you!","Really?! I'd love
to talk to you","Really!?
By all means, allow me to speak with her.",""
"……う～ん……","","...... ummm ......","...Hmm..","...Hmm...",""
"どうかされましたか、プロデューサーさん。
顔色がすぐれないようですが","","What can I do for you, Mr. Producer?
You don't look well.","What's wrong, producer?
You don't look well","What's wrong, Producer-san?
You don't look so good.",""
"心配させてしまいすみません。
最近ちょっと肩こりがきつくて……","","Sorry for making you worry.
I've been a little stiff in the shoulders lately: ......","I'm sorry for making you worry. My shoulders
have been a little stiff lately..","I'm sorry for making you worry.
My shoulders have been stiff lately...",""
"ここのところ、ずっと頑張られてますから……
肩こりでしたら、サウナなどはいかがですか？","","You've been working hard for a while now. ......
If you have stiff shoulders, how about a sauna?","You've been working so hard lately... If
you're feeling stiff, how about a sauna?","You've been working so hard lately...
If you're feeling stiff, how about a sauna?",""
"サウナ？","","Sauna?","A sauna?","A sauna?",""
"２４時間営業のロウリュ・サウナが
最近、近くにできたんです！","","The 24-hour wax sauna is open 24 hours a day.
It was recently built nearby!","A 24-hour Lowry Sauna has recently
been built nearby!","The 24-hour Loryu sauna
has recently opened up nearby!",""
"ロウリュはフィンランド由来のサウナで、体にいいと
言われています。試されてみてはいかがですか？","","Loulu is a sauna of Finnish origin that is good for the body.
Why not give it a try?","Lowry is a Finnish sauna, and it's said to be
good for your health. Why don't you try it?","Loryu is a Finnish sauna, and it's said to be good
for your health. Why don't you try it out?",""
"そんなものが出来たんですね……
いいかもしれないな","","I see you've created such a thing: ......
Might be a good idea.","I didn't know you could make something
like that... That might be a good idea","I didn't know there's a place like that nearby...
That might be a good idea.",""
"ルミナスは、プロデューサーさんの肩にかかってます
から。……ちゃんとメンテナンスして下さいね？","","Luminous rests on the shoulders of Producer.
From. ...... Please maintain it properly, okay?","Luminus is resting on the producer's shoulders.
...Make sure you maintain it properly, okay?","Luminous is resting on Producer's shoulders.
Make sure you maintain it properly, okay?",""
"そうですね、今日は差し迫った仕事も入ってないし、
ちょっと行ってこようと思います","","Yes, I don't have any pressing business today,
I think I'm going to go for a visit.","You're right. I don't have any pressing
work to do today, so I think I'll go","Yeah, I don't have any urgent work to do today,
so I think I'll go there for a bit.",""
"プロジェクトルミナスは最近どんな感じだね？","","How's Project Luminous doing lately?","What's Project Luminos been like lately?","How's Project Luminous doing lately?",""
"はい、みんな頑張ってます！
ただ……","","Yes, everyone is doing their best!
Just ......","Yes, everyone's
doing their best! But..","Yes, everyone is doing their best!
It's just...",""
"ただ？","","Just?","Just?","Just?",""
"ひとりひとりの可能性は凄いものがあるんです。
ただ……俺の力が足りてないのではないかと……","","The potential for each of us is amazing.
I just don't think ...... I'm not doing enough ......","There's an incredible possibility that each and every one of them
has their own power. But... I don't think I'm strong enough..","Each one of them has great potential.
It's just that... I'm not sure I'm doing enough. ",""
"なるほど。
だったら自分の力を磨いたらいい","","I see.
Then you should hone your own.","I see. In that case, you should
improve your own strength","I see. In that case,
you should hone your own skills.",""
"社長、簡単に言われますが、
何から始めたらいいものか……","","Mr. President, it's easy for you to say,
Where to start: ......","President, it's easy to say,
but I don't know where to start..","President, it's easy to say,
but I don't know where to start...",""
"実は川原によく、野球帽をかぶった男がいる。
少し変わっているが、彼の話は参考になる","","In fact, there is often a man on the riverbank wearing a baseball cap.
A bit odd, but his story is informative.","Actually, there's a guy in the riverbed who wears a baseball
cap a lot. He's changed a little, but his story is helpful","Actually, there is a guy on the riverbanks. 
He's a little odd, but his stories are helpful.",""
"うーん、確か、彼のメールアドレスは……これだな。
一報しておくから、自分で連絡して会うといい","","Hmmm, I believe his email address is ...... this.
I'll give you a heads up and you can call and meet with them yourself.","Hmm, if I'm not mistaken, his e-mail address is...this. I'll
let you know, so you should contact him yourself and meet him","As I recall, his email address is... this. I'll give him
a heads up and you can contact him.",""
"住所不定、川原にいるから、
『川原さん』と呼ばれている","","No fixed address, because I'm on the riverbank,
They call me 'Mr. Kawahara.","I don't know where I live, but I'm at the
riverbed, so they call me 'Mr. Kawahara.'","I don't know where he live, but they call him
Kawahara-san since he's always by the riverbanks.",""
"ありがとうございます！","","Thank you very much!","Thank you very much!","Thank you very much!",""
"（どんな人なのか、まったく分からないけど、
社長の紹介なら間違いない……。楽しみだな！","","(I have no idea what kind of person he is, though,
I'm sure the president will introduce you to ....... I'm looking forward to it!","(I have absolutely no idea what kind of person he is, but if it's the president's
introduction, there's no doubt about it... I'm looking forward to it!","(I have no idea what kind of person he is, but
there's no mistaking the president...!)",""
"プロデューサーさん！
新しいお店がオープンしましたよ！","","Producer!
We have a new restaurant open!","Mr. Producer! A
new shop has opened!","Producer-san!
A new store has opened!",""
"なんでも女の子に人気の、癒しのアイテムが揃って
いるみたいです。みんなにも役立つかもしれません","","Everything is popular with the girls, and we have a variety of healing Item.
It might be useful for everyone.","It looks like they have all the healing items that are
popular with girls. They might be useful to everyone","There are all sorts of healing items that are
popular with girls. They might be useful.",""
"本当ですか、ありがとうございます！
この後、リサーチしに行こうと思います","","Really, thank you very much!
I'm going to go research after this.","Really? Thank you very much! I think
I'll go do some research after this","Really? Thank you very much!
I think I'll go do some research after this.",""
"もしもし？
千川さん、何かありましたか？","","Hello?
Mr. Chigawa, is there something wrong?","Hello? Chikawa-san,
did something happen?","Hello?
Senkawa-san, did something happen?",""
"プロデューサーさん、ご存じかもしれませんが、
近くに有名な衣装屋さんがあります","","Producer, as you may know,
There is a famous costume shop nearby.","As I'm sure you're aware, producer, there's
a famous clothing store nearby","Producer-san, as you may know.
There is a famous costume shop nearby.",""
"そこは全てオーダーメイドで衣装を受注しています。
ルミナスの衣装を相談してみてはいかがですか？","","There, all costumes are ordered on a made-to-order basis.
Why not consult Luminous Costumes?","We've ordered custom outfits for all of them.
Why don't you talk to Luminos about her outfit?","Everything there is custom made to order.
Why not consult Luminous costumes?",""
"それはいいですね、情報ありがとうございます。
早速行ってみます！","","That's great, thanks for the info.
I will go there as soon as possible!","That sounds good. Thank you for the
information. Let's get going!","That sounds great, thanks for the info.
I will go there as soon as possible!",""
"はい、もしもし","","Yes, hello.","Yes, hello","Yes, hello.",""
"お世話になっております。
当方は『ヴィーナスヒロイン』と申します","","Thank you for your assistance.
We are ""Venus Heroine"".","Thank you for taking care of
me. My name is Venus Heroine","Thank you for your patronage.
We are Venus Heroine.",""
"あぁ、はい！
こちらこそ、いつもお世話になっております","","Ah, yes!
It's always a pleasure to have you here!","Ah, yes! I should be
the one thanking you","Ah, yes! I should be the one thanking you
for always taking care of our costumes.",""
"（衣装の制作をお願いをしているお店か。
突然どうしたんだろう？）","","(Is it a store that you ask to make costumes for you?
(What's going on all of a sudden?)","(So it's a shop that asks people to make
costumes. What's going on all of a sudden?)","(Is this the store where we make all of our
costumes? What's going on all of a sudden?)",""
"突然のご連絡、誠に申し訳ございません。
本日はお客様に、大事なお知らせがございます","","We apologize for the sudden notice.
Today, we have an important announcement for our customers!","I'm truly sorry for calling so suddenly. I have
an important announcement for our guests today","We apologize for the sudden notice. We have an
important announcement to make to you today.",""
"現在、クリスマスや年末年始に向けて、
様々なご依頼が殺到しております","","Currently, for Christmas and New Year's holidays,
We are inundated with various requests","We're currently flooded with requests
for Christmas and New Year's holidays","We are currently flooded with requests for
Christmas and New Year's holidays.",""
"そのため、ご依頼をお受けできるのは、
『１２/２２』までとなりますので、ご了承下さい","","Therefore, we are able to accept your request,
Please note that the deadline is ""12/22"".","Therefore, you can only accept
requests up to 12/22, so please agree","Because of this, we can only accept requests
until December 22.",""
"以上でございます。
それでは、またのご来店をお待ちしております","","That is all.
We look forward to seeing you again soon!","That's all. Well then, I'll
be waiting for your next visit","That is all.
Alright, we look forward to seeing you again.",""
"なるほど。欲しい衣装があれば、
『１２/２２』までに依頼しないとな","","I see...if there is a costume you want,
I need to request it by '12/22'.","I see. If there's a costume you want,
you'll have to make a request by 12/22","I see. If there's a costume I want.
I'll have to request it by 12/22.",""
"もしもし、千川さん。
どうかしましたか？","","Hello, Mr. Chigawa.
Is something wrong?","Hello, Chikawa-san.
Is something wrong?","Hello, Senkawa-san
Is something the matter?",""
"プロデューサーさん、お疲れ様です。
実は近くに噂になっているお店があるんです","","Thanks for your help, producer.
In fact, there is a restaurant nearby that is rumored to be","Thank you for your hard work, producer.
Actually, there's a rumored shop nearby","Thanks for your time, producer-san. Actually,
there's a rumor about a shop nearby.",""
"一部のインターネット上で
盛り上がっているみたいですよ！","","Some on the Internet
They seem to be getting excited about it!","Looks like they're
all over the internet!","There's a lot of buzz around it on the internet,
a lot of people are excited about it!",""
"へぇ、どんな店なんだろう……。
ありがとうございます。これから行ってみます！","","Wow, I wonder what kind of restaurant it is. ......
Thank you very much, I will go there now!","Huh, I wonder what kind of place it is...
Thank you very much. I'll go there now!","Huh, I wonder what kind of store it is...
Thank you very much. I'll be going now!",""
"もしもし、七草さん。どうかしましたか？","","Hello, Mr. Nanakusa, is something wrong?","Hello, Nanakusa-san. What's wrong?","Hello, Nanakusa-san. What's wrong?",""
"プロデューサーさん、近くのダンス教室に
すごい講師さんがいるという噂を聞きました～","","Producer, I'm going to a dance class near you.
I heard a rumor that there is a great instructor~!","I've heard rumors that there's an
amazing lecturer in a dance class nearby","Producer-san, I heard a rumor that there's a
great instructor at a dance school near here~",""
"様々なジャンルのダンスに精通していて、いろいろな
パフォーマンスが習得できるみたいですよ～","","He is well versed in various genres of dance and has a variety of
It's like learning to perform!","He's well-versed in various genres of dance, and he seems to
be able to learn a lot of different kinds of performances","She's well-versed in various genres of dance,
and it looks like you can learn to perform too!",""
"それはすごいですね。
分かりました、今から行ってみます！","","That's great.
Okay, I will go there now!","That's amazing.
Okay, I'll go now!","That's amazing.
Understood, I'll go now!",""
"やぁ、お疲れさま。
今日は君に伝えたいことがあってね","","Hey there.
I have something to tell you today.","Hey, good work. There's something
I want to tell you today","Hey, good work.
There's something I want to tell you today.",""
"最近、新しい施設がオープンしたんだよ。
なにか聞いているかな？","","They recently opened a new facility.
What do you hear?","A new facility opened recently.
Have you heard anything about it?","A new facility opened recently.
Have you heard anything about it?",""
