"（仕事帰りに、真が洋服を見たいと言ったので
店に寄ってみることになった）","","(On the way home from work, True wanted to look at clothes.
(I had to stop by the store.)","","(On the way home from work, Makoto said he wanted to see some clothes. So I
decided that we'd stop by his store and have a look at them for myself...)"
"うわぁ……！
素敵な服がたくさんありますね、プロデューサー！","","Wow. ......!
You have a lot of nice clothes, producer!","","Uwah...!
You've got a lot of nice clothes, producer!"
"ああ。そうだ、今日は仕事も上手くいったし、
ご褒美になにかプレゼントしようか","","Oh, and yes, work went well today,
I'll give you something as a reward.","","Ah, that's right. Your work went well today so
how about I give you something as a reward?"
"えっ、ご褒美って……いいんですか！？
どうしよう、選べない……！","","What, is a reward good for ......!
What to do, I can't choose. ......","","Huh? Rewards... Are you sure!
I can't choose!"
"それじゃあ、俺が選んじゃうけど……","","I'll pick one then. ......","","Then, I'll choose..."
"リボンのついた服","","Clothes with ribbons","","Clothes with ribbon on them"
"ボーイッシュな服","","Boyish Clothes","","Boyish clothes."
"競泳用の水着","","swimsuit for competitive swimmers","","Swimming suits for competitive swimming"
"この服、リボンがついてて、かわいいんじゃないか？
真にも似合うと思うぞ","","Isn't this outfit cute, with the ribbons?
I think it would look good on you.","","Isn't this dress cute with a ribbon?
I think it'll look good on you."
"かわいい！　まさにボクが求めていたものです！
さすがプロデューサー、わかってますね♪","","Cute! Exactly what I was looking for!
You're a producer, you know what you're doing... ♪","","Cute! That's exactly what I was looking for.
That's our producer for you.♪"
"そうだな……このボーイッシュな服はどうだ？
動きやすくていいと思うぞ","","Yes, ...... how about this boyish outfit?
I think you'll find it's easy to move around.","","Let's see... How about these boyish clothes?
I think it's nice and easy to move around in."
"確かに動きやすそうですけど……。せっかく
ご褒美にもらうなら、かわいい服がいいかな……","","It certainly looks easy to move around, but .......
If I'm going to get a treat, I'd like to get some cute clothes: ......","","I know it's easy to move in, but... If you want a reward
for your hard work then maybe something cute would be better."
"この競泳用の水着かな。
トレーニングにもバッチリだ！","","I wonder if it is this swimsuit for competitive swimming.
It's perfect for training!","","I wonder if it's a swimsuit for competitive swimming.
It's perfect for training!"
"えっ……さすがに冗談ですよね？
それに、どうせならもっとかわいいのがいいです！","","What? ...... You are indeed joking, right?
Besides, it's much prettier anyway!","","Huh...? You're kidding, right.
Besides, I'd rather have something cuter!"
"真は本当にかわいいものが好きなんだな","","True, you really like cute things.","","You really like cute things, don't you?"
"今度のライブ衣装は、もっとリボンやフリルを
使ったかわいいデザインにしてみようか","","More ribbons and frills for the next live costume.
Let's make a cute design using","","Let's make the next concert
outfit a cute design that uses ribbon and frill."
"ホントですか！？　へへっ、やーりぃ♪
楽しみにしてますね、プロデューサー！","","Really? Hehehe, yay!
I look forward to it, producer!","","Really!? Heheh, let's do this.♪
I'll be looking forward to it, Producer!"
"（真と買い出しに行く途中、
街頭ビジョンに翼が映っていた）","","(On the way to go shopping with Makoto,
(Wings were shown on street visions)","","(I was on my way shopping trip with Makoto when
a pair of wings appeared in the street vision.)"
"いや～……こうして改めて見ると、
翼ってすごく女の子って感じがしますよね！","","No~...... this way again,
Tsubasa seems very much like a girl!","","Wow... Now that I look at it again, the
wings really do feel like a girl's!"
"みんなそれぞれ、そういう感じはあると思うけど、
真には翼が特に際立って見えるのか？","","I think we all have that feeling, but to each his own,
True, do the wings look particularly distinctive?","","I'm sure everyone feels that way, but do you
really think your wings stand out especially?"
"はい。ボクも見習わなくちゃって思うんですけど
なかなか翼みたいにはできなくて……","","Yes, I think I should learn from him, too.
It's hard to do it like wings. ......","","Yes. I think we should follow his example,
but it's hard to do anything like wings..."
"翼か。翼の魅力といえば……","","Wings...or the charm of wings: ......","","Wings, huh? Speaking of wings..."
"甘え上手なところ","","A sweetheart.","","You're good at being spoiled."
"オシャレなところ","","Stylish place","","It's a stylish place."
"子どもっぽいところ","","childish place","","Childish."
"甘え上手なところか。
ついわがままを叶えてあげたくなるような……？","","The pampering part?
You'll be tempted to be selfish. ......?","","She's good at fawning over others.
Is it something that makes me want to grant her selfish wish...?"
"そうなんですよ！　あんなにかわいく甘えられたら、
なんでも言うこと聞いちゃいますよ～！","","That's right! If only they were that cute and sweet,
I'll do whatever you say!","","That's right! If you fawn over me
so cutely, I will do anything~"
"オシャレなところか。
服装とかも気を使ってるみたいだしな","","Is it a fashionable place?
It's like he's paying attention to what he's wearing and stuff.","","A stylish place, huh.
She seems to be paying attention, too."
"確かにそれもありますね。
スタイルがいいから、なんでも似合うし！","","That's certainly part of it.
She has a good style, so everything looks good on her!","","That's certainly part of it.
You've got a great figure, so anything looks good on you!"
"子どもっぽいところか。
年相応なところがあって、かわいらしいよな","","The childish part?
There's something about her age that's endearing.","","A childish place, huh.
She's cute for her age."
"ええっ！？　あのかわいさは
子どもっぽさとは、また違うと思うんですけど……","","What? That cuteness.
I think it's different from childishness. ......","","What?! I don't think that
cuteness is childish at all..."
"でも、翼には翼の魅力があるように、
真には真の魅力があって、かわいいと思うぞ","","But just as wings have their own charm,
I think you have true charm, and I think you're cute.","","▁But just like how wings have their charms, they're really attractive and cute in a way that makes them look
good to the naked eye. I think it would be nice if you could do something with your own two eyes as well"
"えっ！　……ほ、ホントですか？
……へへっ、ありがとうございます！","","What! ...... Really?
Thank you for the ...... hehe!","","Huh?! R-Really...
...Hehe, thank you very much!"
"よーし、それじゃあボクはボクらしくかわいく
なれるように、もっともっと頑張りますねっ！","","Okay, then, I'll just be me and be cute.
I will work harder and harder to become a better person!","","Alright, then I'll do my
best to be cute like me!"
"（今日は真のトレーニングの付き添いで、
フィットネスジムに来た）","","(Today I was chaperoning a true training session,
(I'm at the fitness center)","","(I'm here at the fitness gym with
my true training partner today.)"
"おお～！　広くて綺麗なジムですねっ！
トレーニングメニューもいろいろあるみたいですし♪","","Oh~! This is a spacious and beautiful gym!
There seems to be a variety of training menus.","","Wow! This gym is so spacious and pretty.
There's also a lot of training regimen.♪"
"今日はどこでなにをしようかな～……。あ、そうだ！
せっかくだし、一緒にトレーニングしませんか？","","Where and what shall we do today? ....... Oh, that's right!
Since we're here, why don't we train together?","","What should I do today...?Ah, that's right!
Why don't we train together?"
"え、俺も？","","Oh, me too?","","Me too?"
"はい！　トレーニングメニューは、
プロデューサーが選んでいいですよ！","","Yes! The training menu is,
Producer can choose!","","That's right! You can choose the
training regimen for yourself, n."
"そ、そうか。
俺も一緒にするなら、トレーニングメニューは……","","
If I'm with you, the training menu is at ......","","I-I see.
If I'm going to do it with her, then the training regimen is..."
"ヨガ","","yoga","","Yoga"
"有酸素トレーニング","","aerobic training","","Aerobic training"
"プール","","(swimming) pool","","Pool"
"ヨガなら、俺にもできるかな？
真のストレッチにもなるし……","","I wonder if I can do yoga?
It's a real stretch. ......","","Do you think I could do yoga?
It's a real stretch, too..."
"おっ、いいですね！
普段はあまりヨガをしないので、面白そうです！","","Whoa, that's good!
I don't usually do much yoga, so this will be interesting!","","Oh, that's a good idea!
I don't usually do much yoga, so this should be fun!"
"有酸素トレーニング……かな。
ゆっくりじっくりやる感じ……だっけ？","","I guess aerobic training .......
It's like taking it slow and easy. ......, right?","","Aerobic training... I guess.
It feels like we're taking our time... right?"
"へへっ。ボクはいいですけど、結構きついですよ？
覚悟してくださいね、プロデューサー","","I don't mind, but it's pretty tough, you know?
Be prepared, producer.","","Hehe. I'm fine with it, but this is pretty tough!
I hope you're ready, producer."
"プールかな……。
ゆっくり泳いでも、トレーニングになりそうだし……","","Maybe a swimming pool. ......
Even if you swim slowly, it's going to be a good workout. ......","","Maybe the pool...
Even if I swim slowly, it'll be good training..."
"プールですか！？　水着、持ってきてない
ですけど……ジムで買うしかないかな……","","A swimming pool! I didn't bring my bathing suit.
But I guess I'll have to buy it at ...... gym ......","","The pool!? I didn't bring a swimsuit, but...I
guess we have to buy one at the gym."
"よし。やるからには俺もしっかり
真についていけるように、頑張らないとな","","All right, I'm gonna do this, and I'm gonna do it right.
I'll have to try to keep up with the true ones.","","Alright. If I'm going to do this, then it seems like there is a lot of
work that needs doing in order for me to keep up with you guys as well!"
"はい！
一緒に頑張りましょう、プロデューサー！","","
Let's work together, producer!","","Yes!
Let's do our best together, producer!"
"（先日のライブの映像を、
事務所で真と一緒に見ることにした）","","(Video from a recent concert,
(I decided to watch it with True in the office)","","(I decided to watch the concert
footage with Makoto in my office.)"
"いやー、やっぱりライブっていいですよね！
見ているだけでも、楽しくなっちゃいます！","","Well, live performances are great, aren't they?
Just looking at them is a pleasure!","","Man, concerts really are great!
Just looking at it makes me happy!"
"みんなやファンと一緒になって盛り上がるって、
やっぱり最高だなって思います！","","He said, ""I'm so excited to be with everyone and the fans,
I still think it is the best!","","I think it's really great to get
excited together with everyone and fans!"
"確かに……俺も今、見ていて
胸が熱くなったよ","","You're right, ...... I'm looking at it right now, too.
It made my heart flutter.","","You're right... Just seeing you like
this makes my chest feel hot."
"ところで、
真がライブで大事にしていることって……","","By the way,
What is true is what is important in a live performance: ......","","By the way, what's
important to you at a concert...?"
"ファンが
喜んでくれること","","Fans.
To be pleased.","","I'm sure your
fans will love it."
"みんなとステージに
立てること","","On stage with everyone
Stand up.","","To stand on the stage
with everyone."
"自分を
アピールできること","","Self.
What appeals to you","","It's about trying to
impress yourself."
"やっぱりファンが喜んでくれることか？","","Is it still about making the fans happy?","","So it's something that fans would like?"
"もっちろん！　みんなが喜んでくれるのが１番です！
ボクも嬉しくなっちゃいますしね♪","","Of course! The best thing is to make everyone happy!
It makes me happy too.","","Of course! It's best to make everyone happy.
It makes me happy too.♪"
"みんなとステージに立てることか？","","To be on stage with everyone?","","To stand on stage with everyone?"
"そうですね。やっぱりみんなと一緒にいると、
ボクもやるぞ～！　ってなりますから","","Yes, after all, I am with everyone,
I'm going to do it, too!","","Yeah. When I'm with everyone, it makes me feel like
'I wanna do this too!' or something along those lines"
"自分をアピールできることとか……？","","Something that appeals to you or ......?","","Something to show off...?"
"うーん、間違ってはないですけど……
それよりファンや仲間のみんな、が大事ですかね","","Hmmm, not wrong, but ......
I guess it's more important to all of my fans and friends.","","Hmm, I'm not wrong...
I guess the fans and friends are more important."
"そうか。じゃあ次のライブも、
最高のものにできるよう頑張らないとな","","Okay, well, next gig, then,
We've got to do our best to make it the best it can be.","","I see. Then we'll have to do our best so
that the next concert will be great, too!"
"はいっ！　バシッと気合い入れていくので、
プロデューサーもついてきてくださいね！","","Yes!
Please follow Producer!","","Okay! I'll give it my all, so
you can come with me too."
"（仕事帰りに公園を歩いていると、
ランニング中の真に出くわした）","","(Walking in the park after work,
(I ran into True on a run)","","(When I was walking through the park
after work, we ran into each other.)"
"お疲れ様です、プロデューサー。偶然ですね！
……ふぅ、結構走ったなぁ","","Good work, producer...coincidence, I know!
...... Whew, that was quite a run!","","Good work, producer. What a coincidence!
Phew. That was a pretty long run, wasn't it?"
"頑張ってるな、真。少し休憩したらどうだ？
なにか、飲み物を買ってくるよ","","You're doing a great job, true; why don't you take a break?
I'll get you something to drink.","","You're working hard, Makoto. How about taking a break?
I'll get you something to drink."
"（さて、なににするか……）","","(Well, what to make of it: ......)","","(Now, what to do...)"
"水","","water (esp. cool, fresh water, e.g. drinking water)","","Water"
"スポーツドリンク","","sports drink","","Sports drink"
"お汁粉","","sweet red-bean soup","","Red bean soup."
"真、飲み物を買ってきたぞ","","True, I got you a drink.","","Makoto, I bought you a drink."
"へへっ、やーりぃ♪　やっぱり水って、
おいしいですよね！　ありがとうございます！","","Hehehe, yay... I knew water was the way to go,
It's delicious, thank you!","","Heheh, I'm so happy! ♪ Water really
is delicious. Thank you very much!!"
"（よし！　すごく喜んでくれているな……！）","","(Okay! You're making me very happy. ......!)","","(All right! She's really happy about it...)"
"お！　ありがとうございます！　汗をかいたときは、
塩分を取るのも大事ですよねー","","Oh! Thank you! When I sweat,
It's also important to take salt!","","Oh! Thank you so much. It's important to get the right
amount of salt when working up a sweat too, huh?"
"（ふう、どうやら喜んでくれたみたいだ）","","(Phew, apparently he's pleased.)","","(Phew, looks like she's happy to hear that. I can tell by the look on her face it was a pleasure doing business with you all this time )"
"そうそう、疲れた体にはお汁粉……って、
さすがに今は飲みづらいですよ、プロデューサー","","Yes, I know, I said oshiruko ...... for a tired body,
It's indeed hard to drink now, producer.","","Yeah, yeah. I've got some sweet red-bean soup for my tired
body... Ugh! It sure is hard to drink right now, Producer"
"（全く喜んでもらえなかったみたいだ……）","","(He wasn't pleased at all. ......)","","(She didn't seem to like it at all...)"
"（ちょっとした買い出しに、
真と一緒にコンビニに来た）","","(For a little shopping,
(I came to the convenience store with True)","","(I came to the convenience store with
Makoto for a little shopping trip.)"
"へへっ、せっかくだしボクにもなにか
買ってくださいよ、プロデューサー！","","Hehe, now that you mention it, I'll have something for you too!
Please buy it, producer!","","Heheh, since you're here and all...please
buy me something too!"
"そうだな、真は買い出しを手伝ってくれたしな。
なにがいいかな……","","Yes, true, he helped me buy some stuff.
What would you like ......","","That's right, Makoto helped me with the shopping.
What should I do...?"
"（真が喜びそうなものは……）","","(For those that would be a true delight, please visit ......)","","(What would truly please her...?)"
"肉まん","","manju (steamed bun) with meat filling","","Meat bun"
"食玩","","premium","","Shokugan"
"ポテトチップス","","potato chips","","Potato chips."
"ほら真。買い出しに付き合ってくれたお礼だ","","Here's the truth: thanks for accompanying me on my shopping spree.","","Here you go, Makoto. This is for helping me with my shopping spree!"
"さっすがプロデューサー！
小腹が空いてたんです、ありがとうございます！","","That's a great producer!
I was hungry, thank you very much!","","That's our producer!
I'm hungry. Thank you!"
"あー……ありがとうございます。でもボク、
この食玩はあまり興味なくて……すみません","","Ahh thank you for ...... but Boku,
I'm not really interested in this toy. ...... Sorry!","","Ah... Thank you very much. But I'm not really
interested in this food toy, so sorry about that!"
"（うーん、あまり喜んでくれなかったみたいだ……）","","(Hmmm, I don't think he was too happy about it. ......)","","(Hmm, it doesn't look like she was very happy...)"
"あっ……。あ、ありがとうございます。
でも、おやつは事務所に買い置きがあるので……","","Oh, ....... Oh, thank you.
But I have some snacks in my office that I can buy for you: ......","","Ah... Th-Thank you very much.
But I have some snacks in the office..."
"（レッスン休憩中の真に、
じゃんけんを申し込まれた）","","(True during lesson break,
(He offered to play rock-paper-scissors.)","","(During the break, he asked me to play
rock paper scissors with him.)"
"今度、みんなでじゃんけん大会をするので、
じゃんけんの特訓をしたいんです！","","I'll be playing rock-paper-scissors-paper with everyone next time,
I want to train in Janken (rock-paper-scissors-scissors)!","","We're having a rock paper scissors tournament,
so I want to do some special training!"
"プロデューサー、協力してもらえませんか？","","Producers, can you help us?","","Can you help us, producer?"
"（じゃんけんの特訓か。
それにしても、ずいぶん気合が入っているな）","","(Rock, paper, scissors training?
(Still, you've got a lot of spirit.)","","(Training in rock paper scissors, huh?
Still, you're pretty fired up about this one. I can see it in your eyes、)"
"（ん？　なんとなく、『グー』を出しそうな
雰囲気がするぞ……）","","（I'm not sure, but it looks like he's going to make a ""goo"".
(You're going to get a vibe from this. ......)","","(Hm? I feel like 『Rock』's
about to come out...)"
"わかった。それじゃあいくぞ？
じゃーんけーん……","","All right, let's go then, shall we?
Janken: ......","","All right. Here we go, then?
Rock, paper..."
"勝ちにいく","","go for the win","","I'm going to win."
"あいこにする","","do with favor (favour)","","We'll call it even."
"勝ちをゆずる","","yield a victory","","I'll let you win."
"ポンッ！　よし、俺の勝ちだな","","Poof! Okay, I guess I win.","","Plop! All right, I win."
"くぅ～っ！　なかなかやりますね、プロデューサー！
まだまだやりましょう！　うおー、やるぞー！","","You're pretty good, producer!
Let's still do it! Woohoo, let's do it!","","Ugh! You're pretty good at this, producer.
Let's keep going! Woohoo, let us do it~"
"（その後も、気合の入った特訓が続き、
真もすごく喜んでくれた！）","","(After that, spirited training continued,
(True was very happy too!)","","(After that, we continued our intense
training and Makoto was really happy!)"
"ポンッ！　あいこか。
って、これじゃ特訓にならないか？","","Ponk! Aikoka.
I mean, isn't this a special training?","","Plop! I guess we're even.
Isn't this going to be special training?"
"大丈夫ですよ！
プロデューサー、もう１回お願いします！","","
Producer, one more time, please!","","It's all right!
One more time, please!"
"（よし、いい感じに特訓になっているようだ）","","(Okay, sounds like a good training session.)","","(All right, looks like you're doing good training.)"
"ポンッ！　うん、俺の負けだ。
しかし、真は強いな！","","Poof! Yeah, I lose.
But true is strong!","","Plop! Yeah, I lost.
But the truth is strong!"
"……もしかしてプロデューサー、わざと負けました？
それじゃあ特訓になりませんよー！","","...... Maybe Producer lost on purpose?
That's not a special training!","","...Did Producer lose on purpose?
That doesn't count as training!"
"（勝ちをゆずったのが、ばれてしまった…‥）","","(They found out that I gave away the winnings........)","","(They found out I gave up my victory...)"
"（真の仕事終わり、
気分転換を兼ねて出かけることにした……）","","(True end of work,
I decided to go out for a change (......)","","(After finishing my work, I decided
to go out for a change of pace.)"
"（もうこんな時間か……。
真も楽しんでくれたようだな）","","(Is it that time already? .......
(Looks like True enjoyed it too.)","","(It's already this late...
Looks like you enjoyed it too, Makoto.)"
"へへっ。今日は楽しかったです！
プロデューサー！　またお願いしますね","","Hehe...I had fun today!
Producer! I'll ask you again.","","Hehe. Today was fun!
I'll see you again soon, producer."
"よーし！　元気がみなぎってきました。
プロデューサー！　これから一緒に走りましょう！","","All right! I'm starting to feel more energetic.
Producer! Let's run together from now on!","","All right! I'm full of energy now.
Producer! Let's run together now, OK?"
"お？　あそこにいるのは真だな。
おーい、真","","Oh? That's true over there.
Hey, true.","","Oh? That's the real one over there.
Hey, Makoto."
"あ、プロデューサー！
おはようございます！","","Oh, producer!
Good morning!","","Oh, hey! It's Producer.
Good morning!"
"おはよう。
ルミナスは、どんな感じだ？","","Good morning.
How does Luminous look like?","","Good morning.
What's Luminous like?"
"いや～、ルミナスのみんな、
やる気満々って感じで、ボクも負けてられませんよ！","","Oh no, everyone at Luminous,
I can't lose to them, either!","","Man, everyone in Luminous is so
pumped up! I can't lose to them."
"そうか。
それじゃあ、今日もレッスン頑張らないとな","","Okay.
Well then, I guess I'll have to work on my lesson today.","","I see.
Well then, I'll have to work hard at my lessons today."
"はいっ！　今日もビシバシお願いしますね、
プロデューサー！","","Yes! I'm looking forward to working with you again today,","","Yep! I'm counting
on you, producer."
"ああ。こちらこそよろしくな。
さてと、事務所に向かおうか","","Yeah, it's nice to meet you too.
Well, let's head to the office.","","Yeah. I'm counting on you, too!
All right, let's head to the office."
"あ、プロデューサー！　おはようございます！","","Oh, producer! Good morning!","","Oh! Good morning, producer."
"おはよう、真。
朝からランニングなんて、頑張ってるな","","Good morning, true.
Running in the morning, you're doing a great job.","","Good morning, Makoto.
Running in the morning, huh? You're working hard."
"へへっ！　次のステージのことを考えてたら、
なんだか走りたくなっちゃって！","","Hehe! I was thinking about the next stage,
I kind of wanted to run!","","Heheh! Just thinking about the next stage
makes me want to run for some reason."
"あ、そうだ！　よかったらプロデューサーも、
一緒に走りませんか！","","Oh, yes! Producer too, if you like,
Why don't you run with us?","","Oh, I know! Would you
like to run with me?"
"ほらほら！　早くしないと置いていきますよー！","","Come on, come on, come on! If you don't hurry up, I'll leave you!","","Come on! Hurry up or I'll leave you behind."
"わ、わかった！　……でも事務所までだからな。
お手柔らかに頼むぞ？","","Wow, okay, even ...... is up to the office.
Please be gentle with me, will you?","","O-Okay! But we're just going to the office.
Go easy on me, okay?"
"プロデューサー、
今日も１日、お疲れ様でした！","","
Thank you for another day of hard work!","","Thanks for all your hard
work today, too!"
"それと……いつもプロデュースしてくれて、
ありがとうございます！","","And ...... for always producing,
Thank you very much!","","And...thank you for
always producing me!"
"お、おお……ありがとう。
でも急にどうしたんだ？","","Oh, oh thanks for the .......
But what's going on all of a sudden?","","O-Oh... Thank you.
But what's this all of a sudden?"
"いや～、いろいろとお世話になってますし、
なんかお礼を言いたくなっちゃって！","","No - I've been taking care of a lot of things,
I just wanted to say thank you!","","You've done so much for me,
I just wanted to thank you!"
"そうだったのか……。
ありがとう、嬉しいよ","","
Thank you. I'm glad.","","So that's how it is...
Thank you. I'm glad to hear it!"
"へへっ。これからも
バリバリ頑張っていきましょうね！","","Hehe...keep it up!
Let's keep up the good work!","","Heheh. Let's keep
up the good work!"
"ああ、もちろんだ！
これからもよろしくな、真","","
Keep up the good work, true.","","Yeah, of course!
I'm looking forward to working with you from now on, Mami."
"おはようございます、プロデューサー！
今日も、ビシバシいきましょう！","","Good morning, producer!
Let's keep up the good work today!","","Good morning, producer!
Let's go all out today!"
"プロデューサー！　おはようございます！
今日もよろしくお願いします！","","Producer! Good morning!
Thank you again for your time today!","","Good morning, producer!
I'm looking forward to working with you again today!"
"プロデューサー、今日もお疲れ様でした！
明日もバリバリ頑張りましょうね","","Producers, thank you for your hard work today!
Let's work hard tomorrow!","","Good work today, producer!
Let's do our best tomorrow too."
"プロデューサー、お先に失礼します！　
よーし、今日は少女漫画の新刊を買って帰ろうっと！","","Producers, if you'll excuse me!
Okay, I'll buy a new shoujo manga today and go home!","","I'll see you later, producer!
All right, today I'm going to buy a new volume of shoujo manga and go home!"
"（今日は真が、スポーツ番組のゲストとして
実況をすることになった）","","(True today, as a guest on a sports show.
(I'm supposed to do the actual situation.)","","(Today, Makoto is going to be
a guest on the sports show.)"
"どうだ、真。
準備はできてるか？","","How's that, true.
Are you ready?","","What do you think, True?
Are you ready?"
"はい、バッチリです！
へへっ、今からワクワクが止まりません！","","Yes, it is perfect!
Hehe, I can't stop being excited now!","","Yes, it's perfect!
Hehe, I can't stop getting excited!"
"……って言いたいところなんですけど、
実はちょっと心配事があって……","","I would say ......,
I'm actually a little concerned about something: ......","","...Or so I'd like to say, but there
is something that worries me..."
"心配事？
どうしたんだ？","","Worries?","","Worried?
What's the matter?"
"ボク、スポーツを自分がやるのは好きだし、
得意なんですけど……","","I like to play sports myself,
I'm good at it. ......","","I like playing sports myself,
so that's my specialty..."
"他の人のプレーを実況なんて、
自分がするより難しいなって思っちゃって","","I can't believe that I'm playing someone else's game in real life,
I thought it was harder than I thought it would be.","","I thought it'd be harder for me to do
a live performance on other people."
"どう言ったら見てる人にも伝わります？
なにかいい方法があれば、聞きたいんです！","","How can I say this to the people watching?
If you have any suggestions, I'm all ears!","","How can I say this to the people who are watching?
If there's a good way, I want to hear it!"
"他の人のプレーを実況か。
そうだな……","","Is it a play-by-play of others?","","Someone else's play, huh?
Yeah, you're right"
"いいところを褒める","","extol a person's virtues","","Praise the good parts."
"正しく伝える","","convey a message (e.g. to one's superior) correctly","","I'll tell him the truth."
"自分の意見を混ぜる","","Mix your own opinions","","Mix my opinion"
"勢いに任せる","","give way to momentum","","I'll let it happen."
"選手のいいところを褒めるのはどうだ？　それなら、
視聴者も、より楽しんでプレーを見られると思うぞ！","","How about complimenting the players on their good points? Then,
I'm sure the viewers will enjoy watching you play more, too!","","Why don't you praise the players for their good points?
I think that way, they can enjoy playing even more!"
"なるほど、さすがプロデューサー！
確かに、見てる人が楽しむことも大事ですよね！","","I see, you are indeed a producer!
Certainly, it is important for the viewer to enjoy the show!","","That's our producer for you!
Yeah, it's important for the audience to enjoy themselves!"
"よーし、それじゃあたくさんいいところを見つけて、
褒めて褒めて褒めまくるぞー！","","Alright, then, find a lot of good points,
I'm going to praise and praise and praise!","","All right, then! I'll find lots of good places
to praise and compliment you all over again."
"（真の素直な実況は、視聴者をより楽しませた。
他の解説者も嬉しそうだ！）","","(True and honest play-by-play made the audience more entertained.
(And the other commentators look happy too!)","","(The true honesty of the show amused viewers more.
The other commentators look happy, too!)"
"（試合も盛り上がったし、その後選手からも
喜ばれたらしく、次の仕事も決まったぞ！）","","(The match was a lot of fun, and afterwards the players
They were so pleased, they got the next job!)","","(The match was really exciting, and the
players seemed to like it. We've got our next job!)"
"実況は、見たことを正しく伝えるのがポイントだ。
だから真も、そこに重点を置くのはどうだ？","","The key to the actual situation is to get right what you see.
So true, how about putting some emphasis on that?","","It's important to tell the audience exactly what you saw.
So why don't you focus on that too, Makoto?"
"見たことを正しく、か……そうですよね、
実況ってそういうことですもんね！","","What you see is right, or ...... so it seems,
That's what real life is all about, isn't it?","","Right on the money, huh...?
That's what it means to be in-person!"
"よーしっ、それじゃあしっかりこの目で見て、
正しい情報を届けようと思いますっ！","","Alright, then, take a good look with your own eyes,
I will try to deliver correct information!","","All right, then! I'm going to see it with my
own eyes and deliver the correct information."
"（本物の解説者顔負けの実況に、周囲からは
感心の声が上がった。まずまずの結果だ！）","","(The actual commentary, which was as good as a real commentator's, was received with great enthusiasm from the people around him.
(The crowd was impressed, and that's a good start!)","","(The people around us shout in admiration at the real
commentator's unbelievable performance. This is a good result!)"
