"あなたという方は……。プロデューサーでありながら
アイドルにレッスンをサボれというのですか？","","Your name is ...... and you are a producer.
Do you want your idols to skip lessons?","","You're a producer, and yet you want
me to skip class with an idol?",""
"私には理解できません。いったい、
どんな理由でそのようなことを言うのでしょうか？","","I don't understand,
For what reason would you say that?","","I don't understand. What reason would
you have to say something like that?",""
"い、いや、サボれって意味じゃないけど……。
ただ、紬は早急に結果を出そうとしていないか？","","No, no, I don't mean slack off. ......
However, isn't Pongee trying to get a quick result?","","N-No, I didn't mean skip...
But isn't Tsumugi trying to produce results right away?",""
"はい、その通りです。ルミナスのみなさんに、
追いつくためには、それ相応の努力が必要ですから","","Yes, that's right, to all the Luminous,
Because it takes a fair amount of effort to catch up.","","Yes, that's right. It takes a lot of effort to catch
up with the people in Luminous after all",""
"うーん……紬の言うことも間違いじゃないと思う。
だけどその前に……","","Hmmm... I don't think ...... pongee is wrong.
But first, ......","","Hmm... I don't think Tsumugi is wrong.
But before that...",""
"待つことも大事","","Waiting is also important","","It's important to wait.",""
"話をするのも
アイドルの仕事","","We can talk about it.
Idol work","","Talking is part of
being an idol.",""
"紬の事を知りたい","","I want to know about pongee.","","I want to know about Tsumugi.",""
"時には、待つことも大切だ","","Sometimes it's important to wait.","","Sometimes it's important to wait.",""
"待つ……ですか。なにもせずに待っているだけでは、
成長することはできないと思いますが","","Are you waiting ......, or just waiting without doing anything?
I don't think you can grow up.","","Waiting? I don't think you can grow just by sitting around
and waiting for someone to do something about it, though.",""
"いや、結果が出るまで
あきらめないで待つってことだよ","","No, until we get results.
It means waiting, not giving up.","","No, wait until you get the
results. Don't give up!",""
"努力の結果が、すぐに表れるとは限らないからな。
余裕を持って、気持ちの緩急をつけるのも大事だ","","The results of our efforts don't always show up right away.
It's important to have room to spare, and to slow down your mind.","","There's no guarantee the results of your hard work will be immediate.
It's also important to have some composure and slowness.",""
"……わかりました。プロデューサーの
言うことにも一理あるかと思います……","","...... Okay, I understand, Producer's
I think you have a point when you say: ......","","...Understood. I think the
producer has a point...",""
"話をするのもアイドルの仕事のひとつだ","","It's part of an idol's job to tell stories.","","Talking is part of being an idol.",""
"……仕事なのでしたら、仕方ないですね","","...... If it's work, I don't blame you.","","...If it's for work, then I guess we have no choice.",""
"ですが、話をすることがアイドルの
仕事というのは、どういう意味なのでしょうか？","","But talking is the idol's
What do you mean by work?","","But what does it mean to be
an idol and talk about things?",""
"インタビューや取材のときに、自分のことを
相手に話さなくちゃいけないからな","","During interviews and interviews, you can find yourself
I have to talk to them.","","I have to tell them about myself
during interviews and coverages.",""
"そのような状況であれば、素直に話をします。
ですが、今はその時ではないように思います……","","In such a situation, we will talk honestly.
But now does not seem to be the time: ......","","In that case, I'll be honest with you.
But I don't think this is the time...",""
"紬のことを知りたいと思ってね","","I just wanted to get to know Tsumugi.","","I want to know more about Tsumugi.",""
"私のことを知りたい……？","","Want to know about me ......?","","You want to know more about me...?",""
"あなたは私のことをなにも知らないまま、
ルミナスのメンバーに選んだのですか？","","You don't know anything about me,
Did you choose to be a member of Luminous?","","Did you choose to join Luminous without
knowing anything about me?",""
"そ、そうじゃない！　ただ、もう少し紬のことを
俺も理解したいというか……教えて欲しくて","","No, it's not that! Just a little more about Tsumugi.
I'm just trying to understand it too, or rather, I was hoping you could tell me ......","","Th-That's not it! I just want to understand
Tsumugi a little more... Or rather, tell her.",""
"そうですか。……なにを答えるべきか、
私にはよくわかりませんが","","I see. ...... what should I answer?
I'm not sure I understand.","","I see. ...I don't really
know what to say, but...",""
"あの、そろそろレッスンの時間なので……","","Um, it's almost time for the lesson. ......","","Um, it's almost time for lessons...",""
"ああ、もうそんな時間か……。
もう少し、紬と話していたかったんだけどな","","Oh, it's that time already. ......
I would have liked to talk to you a little longer, Tsumugi.","","Ah, it's already that time...
I wanted to talk with Tsumugi a little longer.",""
"いえ……。もっとレッスンを重ねて、
アイドルとして成長していかないと……","","No, ....... More lessons,
We need to grow as idols. ......","","No... I need to learn
more and grow as an idol.",""
"……みなさんの足を引っ張るわけにはいきませんから","","...... because we can't afford to drag you all down.","","...I can't hold you back.",""
"う～ん。紬の言っていることも正しいけれど、
レッスンよりも、心の余裕が大切だぞ？","","Hmmm...although what Tsumugi says is correct,
You know, it's more than the lesson, it's the mindset, you know?","","Hmm... Tsumugi's right, but you need to
be more relaxed than taking lessons.",""
"……根を詰めたって、良い結果には結びつかない。
紬なら、分かってくれると思うけど","","...... rooting around will not lead to good results.
I'm sure Tsumugi would understand.","","......working hard won't lead to good results.
I'm sure Tsumugi will understand.",""
"そ、それは……。
そうかもしれませんが………","","So, that's .......
Maybe so. .........","","Th-that's......
That may be true, but...",""
"それでも、レッスンに集中したいのです。
では、行ってまいります……","","Still, I want to focus on the lesson.
Well, off you go: ......","","But I still want to focus on my lessons.
We'll be off, then...",""
"（一生懸命なのは、強い気持ちの現れ……。
それは紬のいいところだが……）","","(Hard work is a sign of strong feelings. ......
(That's a good thing about pongee, though. ......)","","(The fact that she's working so hard is a sign of her strong feelings...
That's a good thing about Tsumugi...)",""
"（なんとか紬のレッスンがうまくいくように、
見守っていかないとな）","","(Somehow I hope the pongee lesson goes well,
We'll have to keep an eye on it.)","","(I'll have to watch over Tsumugi
and make sure her lessons go well.)",""
"（紬がレッスンに積極的だと聞き、
その姿を見に来た……）","","(I heard that Tsumugi is very active in lessons,
(I'm here to see what it looks like: ......)","","(I heard that Tsumugi was very proactive about her
lessons, and came to see how she's doing...)",""
"お疲れ様、紬","","Thanks for your hard work, pongee.","","Good work, Tsumugi.",""
"あ……お疲れ様です、プロデューサー","","Ah ...... thanks for your help, producer!","","Ah... Good work, Producer. Thanks for your help with the show today",""
"そういえば、トレーナーから聞いたけど、
ずいぶんとレッスンを頑張っているみたいじゃないか","","Oh, by the way, my trainer told me,
You seem to be working very hard on your lessons.","","By the way, I heard from your trainer that you've been putting in a
lot of work for this lesson. You seem to be working hard at it as well",""
"はい、プロデューサーに用意していただいた
環境ですから、存分に使わせてもらっています","","Yes, Producer prepared it for me.
environment, so I am allowed to use it to the fullest.","","Yes, it's an environment that Producer prepared
for us. We can make good use of this space as we please!",""
"それにルミナスの一員に選ばれたからには、
それ相応の実力をつけなくてはいけません","","Besides, since I was chosen to be a member of Luminous,
You have to be good at what you do.","","And since you've been chosen as a member of
Luminous, we need to build up your skills accordingly.",""
"普段のレッスンよりも、熱意を込めなければ……
と、そう思い、レッスンに取り組んでいました","","If you don't put more enthusiasm into your lessons than you usually do, ......
And so I was working on my lesson!","","If I don't put more enthusiasm into my lessons than usual...
And I was working on my lesson.",""
"うん、いい心掛けだ。
アイドルは努力した分だけ成長できるからな！","","Yeah, that's a good mindset.
Idols can only grow as much as they work hard!","","Yeah, that's a good idea.
Idols can grow the more effort they put in!",""
"……つまり、私は実力不足ということですか？","","...... So does that mean I'm not good enough?","","...In other words, I'm not good enough?",""
"……え、ええっ！？
そういう意味で言ったんじゃないよ！","","...... Eh, eh!
That's not what I meant!","","...Wh-What?!
That's not what I meant!",""
"……そうなのですか？
では、どのような意図で仰ったのですか？","","...... Is that so?
Then, what did you intend to say?","","...Is that so?
Then what did you mean by that?",""
"そうだな。
俺が言いたいのは……","","
All I'm saying is ......","","That's right.
What I'm trying to say is...",""
"報われること","","Rewards.","","To be rewarded.",""
"指標になること","","Indicators.","","To be an indicator.",""
"アピールになること","","To be appealing.","","To make an appeal.",""
"努力は必ず報われる。
そういう意味で成長できるって、伝えたかったんだ","","Hard work always pays off.
I wanted to tell them that you can grow up in that sense.","","Effort is sure to pay off.
I wanted to tell you that's how we can grow.",""
"報われる……。
私の努力が実を結ぶ時が来るということですか？","","It pays off. ......
Does this mean that the time will come when my efforts will bear fruit?","","I'll be rewarded...
Will there ever be a time when my efforts bear fruit?",""
"ああ、その通り。必ずやってくる","","Yes, that's right, it will come.","","Yeah, that's right. I swear it will come to me someday",""
"なるほど、そういう意味だったのですね。
……とても励みになりました","","I see, that is what you meant.
...... was very encouraging!","","I see, so that's what you meant.
...That was very encouraging.",""
"努力は、今後のための指標になると思う","","I think the effort is a good indicator for the future","","I think effort will be an indicator for the future.",""
"指標……つまり、結果が出なかった場合では、
指標になり得ないということでしょうか？","","In the case of the indicator ...... i.e., no results,
Does that mean it cannot be an indicator?","","In other words, if we don't get any results from the indexes...
then it can hardly be called an indicator at all?",""
"そうじゃないよ。努力が報われなかったとしても、
次の時に、その反省を活かすことができるだろう？","","Not really, even if the effort didn't pay off,
Will we be able to use that reflection the next time we do this?","","That's not what I mean. Even if your efforts were to go unrewarded,
you can still make use of that remorse the next time we meet!",""
"なるほど……。必ずとは言い切れないけれど、
努力を重ねれば結果に結びつきやすくなるのですね","","I see. ....... I can't say for sure,
So the more effort you put in, the easier it is to get results.","","I see. I can't say for sure, but if you put in enough effort it
becomes easier to achieve the results of your efforts that way",""
"努力はアピールになる。
活動に意欲的な姿は目を引くものがあるからな","","The effort is appealing.
The way you're willing to go about your activities is very eye-catching.","","Effort is an appeal.
There are some things that catch the eye when you're motivated to do something.",""
"アピール……？
それは、プロデューサーへのという意味ですか？","","Appeal ......?
Does that mean to Producer?","","Advertise...?
Does that mean you want to be a producer?",""
"私はプロデューサーの気を引くために、
レッスンに励んでいるわけではありません","","I was trying to get Producer's attention,
I'm not working hard on my lessons.","","I'm not giving lessons to get
the attention of my producer.",""
"い、いや、そういう意味じゃなくてな。
紬の努力している姿を、素直に評価したんだって！","","No, no, that's not what I meant.
He said he honestly appreciated Tsumugi's efforts!","","N-No, that's not what I meant.
Tsumugi's hard work has earned her honest appreciation!",""
"あ……そうだったのですね","","Oh ...... that's right.","","Oh... I see.",""
"……どうやら、あなたなりに
気を使ってくださったようですね","","...... Apparently, in your own way.
I see that you have taken care of it.","","...It seems you're trying to
be considerate in your own way.",""
"ですが、ルミナスのみなさんと比べ、
私の実力が不足しているのは事実です","","But compared to everyone at Luminous,
It's true that I'm not good enough.","","However, it is true that I am lacking in
skill compared to the people of Luminous.",""
"私もルミナスの一員ですから、
みなさんの足を引っ張るわけにはいきません","","Because I am also a member of Luminous,
We can't afford to drag you all down.","","As a member of Luminous,
I can't hold you back.",""
"……では、レッスンの途中でしたので","","I was in the middle of a lesson at .......","","...Well, I was in the middle of my lesson.",""
"あっ、紬……！
あまり無理をするんじゃないぞ！","","Oh, pongee. ......!
Don't take it too hard!","","Ah, Tsumugi...!
Don't push yourself too hard!",""
"（どこか気負いしすぎている感じがするけど……。
今は紬が望むようにさせて、様子を見るか）","","(I feel somewhat over-enthusiastic about it, but .......
(Let Tsumugi do what he wants for now and see how it goes.)","","(I feel like she's getting a little too worked up...
I'll let Tsumugi do as she wishes and see how things play out.)",""
"（打ち合わせも終わったし、事務所に戻るか……）","","(I'm done with my meeting, let's get back to the office. ......)","","(The meeting's over, so I guess we should head back to the office...)",""
"…………","............","","","…………",""
"どうしたんだ、紬？","","What's the matter, Tsumugi?","","What's wrong, Tsumugi?",""
"このミュージックビデオ。アイドルがギターを
弾いていたので、少し気になって……","","This music video. idol plays guitar.
I was playing it, so I was a little curious about it. ......","","This music video. The idol was playing
the guitar, so I'm a little curious...",""
"ああ、このアイドルか。
本格的なアイドルだけど、ギターの腕前もすごいよな","","Ah, this idol.
You're a full-fledged idol, but you're also a great guitar player.","","Ah, this idol.
She's a full-fledged idol, but her guitar skills are amazing too.",""
"最近話題のアイドルユニットとか……。
各方面から注目されているそうですね","","You can find out more about the recently talked about idol unit or .......
I hear you are getting a lot of attention from all quarters.","","The idol unit that's been all the rage lately...
I hear you're getting a lot of attention from all over.",""
"それに、アイドルのガールズバンドっていうのも、
ずいぶんと浸透してきたからな","","Besides, it's a girl band of idols,
It's becoming more and more prevalent.","","Besides, I've gotten pretty used to being
in the idol girl band for a long time now.」",""
"はい。アイドルとしての本分も重要ですが、
それに個性というものが求められています……","","Yes, the main task of being an idol is important, too,
Plus, there is a need for individuality. ......","","Yes. It's important to be an idol,
but we also need individuality...",""
"私もうかうかとはしていられません……。
もっと精進しなければ……","","I can't dwell on it either. ......
I need to be more diligent: ......","","I can't just sit here...
I need to work harder...",""
"そうだな。今の時代、特技をもっておくのは
アイドルとしては強みかもしれないな……","","Yes, in this day and age, it is important to have special skills.
That might be a strength for an idol. ......","","Right. In this day and age, having a special
talent might be an advantage for idols...",""
"確か、紬の特技は……","","As I recall, Pongee's speciality is ......","","Tsumugi's specialty is...",""
"……つまり、今ここで私に、特技を披露しろと？
あなたはまた突然、そんな無理難題を……","","...... So you want me to show off my special skills right here, right now?
You're suddenly making such an impossible task again: ......","","...In other words, you want me to show off my special skill right here and now?
You've suddenly made such an unreasonable request...",""
"い、いや、そうじゃないんだ。
ちょっと確認したまでで……","","No, no, no.
I just checked it out: ......","","N-No, that's not it.
I was just checking...",""
"さっきギターを語る口調が真剣だったから、
紬も何かできるんじゃないかと思って","","Because the tone in which he talked about guitars earlier was serious,
I thought maybe Tsumugi could do something too.","","You sounded so serious when you were talking about the guitar
earlier. I thought Tsumugi might be able to do something for us, too...",""
"はい。三味線の心得なら、少々……","","Yes, if you know how to play the shamisen, a little ......","","Yes. If you're familiar with shamisen, then...",""
"ああ。プロフィールにも書いてあったな","","Yeah, that's what your profile says.","","Yeah. It was on his profile, too",""
"あの……アイドルが三味線というのは、
おかしいでしょうか？","","That ...... idol is called Shamisen,","","Um... Is it strange for
an idol to be Shamisen?",""
"いや、おかしくなんてないぞ。
なんていうか……","","No, I'm not crazy.
What can I say, ......","","No, it's not strange at all.
How should I put it...",""
"カッコイイな","","That's cool.","","That's cool.",""
"ピッタリだな","","It fits.","","That's a perfect fit.",""
"意外だな","","Surprising.","","That's a surprise.",""
"最近は三味線でロックとコラボなんかもあるしな。
カッコイイと思うぞ","","Recently, there have been some collaborations with rock music on the shamisen.
I think it's cool.","","Lately, we've been doing rock and roll collaborations with Shamisen.
I think it's cool.",""
"カッコイイ……ですか？","","Is it cool ......?","","Cool...?",""
"ああ、すごく魅力的な特技だよ。
今の時代にあった可能性を感じる","","Yeah, it's a very attractive skill.
I see a lot of potential in this day and age.","","Yeah, it's a really attractive skill.
I feel like there's a possibility in this day and age.",""
"そ、そんなにほめられると……。私も三味線の
可能性が広がっていくような気がします……","","Well, if you praise me so much, ....... I'm also a shamisen player.
I feel like the possibilities are expanding. ......","","Y-You're praising me so much... I feel like my chances
of becoming a Shamisen are increasing, too.",""
"和のイメージで、紬にはぴったりじゃないか！","","It's a Japanese image, and it's perfect for pongee, isn't it?","","It's a perfect fit for Tsumugi!",""
"そんな……イメージで語らないでください。
三味線は演奏も種類も豊富で奥が深い楽器です","","Please do not speak with such ...... images.
The shamisen is a profound instrument with a wide variety of performances and types!","","Please...don't talk about it like that.
Shamisen is a complex instrument with many different kinds of performances.",""
"そ、そうだよな……。
紬も習得するのに頑張ったんだろうな","","Yes, that's right. ......
I bet you worked hard to master the pongee too.","","Y-You're right...
Tsumugi must have worked hard to learn it.",""
"私は好きでやっていたことですから……。
興味がない方には、伝わらないでしょうけど……","","I did what I loved to do. ......
If you're not interested, you won't get it. ......","","I was doing it out of love...
I don't think it will get through to those who are not interested, but...",""
"そ、そんなことはない……。
俺はすごく興味があるぞ！","","That's not true. ......
I'm very interested!","","Th-That's not true...
I'm really interested!",""
"おかしくはないけど、意外性はあると思う","","Not crazy, but I think it's surprising.","","It's not strange, but I think it is surprising.",""
"……私に特技があることが、そんなに不思議ですか？","","...... Is it so strange that I have special skills?","","...Is it really that strange for me to have a special skill?",""
"そ、そうじゃなくて。三味線を弾ける
アイドルっていうのも、めずらしいと思っただけだ","","I can play the shamisen.
I just thought it was unusual to be an idol.","","N-No, that's not what I meant. It was just unusual to
see an idol who can play the Shamisen like this...",""
"意外性……つまり、アイドルとして、
少し変わっているということですか……","","Unexpectedness ...... that is, as an idol,
Does that mean it's a little different ......","","Unexpectedness... In other words, you're changing a little as an idol.
That must be why it feels so weird to hear that from someone like me",""
"いや、めずらしいとは思うけど、
単純に三味線を弾けることに感心したんだよ","","No, I think it's rare,
I was simply impressed that he could play the shamisen.","","Well, I know it's rare for you
to play the shamisen like that.",""
"なあ、今後の活動で、
三味線も頑張ってみるといいんじゃないか？","","Hey, in the future,
You could try to work on the shamisen as well.","","Hey, Shamisen. Why don't you
give it a shot in the future?",""
"それはつまり、私は三味線だけに
集中しろ……ということでしょうか","","That is to say, I'm only for the shamisen.
I guess you mean focus ......","","In other words, you want me
to focus solely on Shamisen?",""
"プロデューサーは私に
三味線アイドルになれというのですか？","","Producer gave me
Are you asking me to become a shamisen idol?","","Are you telling me to
become a Shamisen idol?",""
"そ、そうじゃないって。
俺は、紬の良さを活かしたいだけなんだ","","That's not what I meant.
I just want to take advantage of the pongee.","","Th-That's not what I meant.
I just want to make use of Tsumugi's good points.",""
"今すぐでなくていいけど、いつか……紬の三味線を、
みんなに聞かせることができたらと思って","","Not right now, but someday ...... pongee shamisen,
I just wanted to make sure everyone could hear it.","","I don't have to do it right now, but I hope that someday... we can all hear
Tsumugi play the Shamisen for everyone else. That would be great in my book",""
"それは……アイドルとして、私の三味線を
どこかで活かせるかもしれないと？","","It's ...... as an idol, my shamisen.
You think you might be able to make use of it somewhere?","","So... You think you can use my
Shamisen as an idol somewhere?",""
"そういうことだな……。
あっ、でも、三味線アイドルにしたいわけじゃないぞ","","That's what I'm talking about. ......
Oh, but I'm not trying to make you a shamisen idol.","","So that's how it is...
Ah, but it's not like I want to be an idol for Shamisen.",""
"分かりました……。そこまでおっしゃるのでしたら、
今後、持ってくることといたします","","I understand. ....... If you insist that much,
I will bring it to you in the future.","","Understood. If you insist, I'll
bring it with me from now on as well",""
"道具には心が宿っております。
私の一部のようなもの……","","The heart is in the tool.
It's like a part of me: ......","","A tool has a heart.
It's like a part of me...",""
"しばらく、事務所に置いておくだけですけど。
それでよろしければ……","","I'm just going to leave it in my office for a while.
If that's all right with you, ......","","I'm just going to leave it in my office for a while.
If that's all right with you...",""
"ああ。紬が三味線を持ってきてくれるのを、
楽しみにしているよ","","Oh, to have Tsumugi bring me a shamisen,","","Yeah. I'm looking forward to seeing
you bring me a Shamisen, Tsumugi!",""
"（紬がレッスンスタジオに通いつめて、
自主レッスンをしていると聞いて来てみたが……）","","(Tsumugi went to the lesson studio,","","(Tsumugi went to the studio and told me that
she was doing independent lessons, but...)",""
"ふぅ……。やっぱり、うまくできん……。
もう一度、最初から……","","Phew. ....... I still can't get it right. .......
Again, from the beginning: ......","","Phew... I really can't do it right.
Once again, from the beginning...",""
"（……ずいぶんと深刻そうだな）","","(...... sounds pretty serious)","","(...You seem pretty serious.)",""
"紬、頑張ってるな！","","You're doing a great job, Tsumugi!","","Tsumugi, you're doing your best!",""
"きゃっ！？　……ぷ、プロデューサー！
ど、どこから入ってきたのですか！","","Kya! ...... pu, producer!
Where did you come in?","","Eek! P-Producer?
Wh-Where did you come from?!",""
"い、入口だけど……
ど、どうかしたのか？","","Yes, it's an entrance, but ......
What's wrong?","","I-It's the entrance...
Wh-What's wrong?",""
"……急に声をかけられて驚いただけです。
それに、今はレッスンに集中していましたから","","...... I was just surprised to be approached so suddenly.
Besides, I was concentrating on my lessons now.","","...I was just surprised to hear you suddenly call out.
Besides, I'm focusing on my lessons right now.",""
"す、すまなかった……。
しかし、あまり根を詰めすぎるのもよくないぞ","","Sorry, sorry. ......
But don't put too much root into it.","","I-I'm sorry...
But it's not good to overwork yourself.",""
"……いいえ、私はまだまだです。
歌もダンスも、たくさんのことを覚えないと……","","...... No, I am not there yet.
I need to learn a lot of singing and dancing. ......","","...No, I still have a long way to go.
I have to learn a lot of things, both singing and dancing...",""
"……なあ、紬。
寝る子は育つって知ってるか？","","...... Hey, pongee.
You know what they say, a child who sleeps grows up?","","...Hey, Tsumugi.
Did you know that sleeping children grow up?",""
"え？　はい。
もちろん知っていますが……","","What? Yes.
I know of course, but ......","","Huh? Yes.
I'm aware of that, but...",""
"い、いや……純粋に意味を聞いただけだ。
……寝ている間に子どもは大きくなるってことだ","","No, no, ...... I was purely asking what it meant.
It's just that kids grow up while ...... they sleep.","","N-No... I was just asking what she meant.
...It means the kids will grow up while they're sleeping.",""
"同じように、アイドルも休息を取ることで
成長すると思わないか？","","In the same way, idols can also take a break from
Don't you think it will grow?","","In the same way, don't you think
idols grow by taking a break?",""
"あの……？","","That ......?","","Um...?",""
"紬はずいぶんとレッスンに精を出しているよな","","Tsumugi has been working very hard on his lessons, hasn't he?","","Tsumugi's really putting a lot of effort into her lessons.",""
"だからこそ、
成長のためには休むことも大切だと思うんだ","","That's why,
I think it's important to rest for growth.","","That's why I think it is important to
rest for the sake of your growth.",""
"……分かりました","","...... Got it.","","...Understood.",""
"……ですが、アイドルの休みというのは、
具体的になにをすればよいのでしょうか？","","It is ......, but it is called Idol's Holiday,
What exactly do I need to do?","","...But what exactly should we do
on a day off from being an idol?",""
"（紬には単純に休めと言っても伝わらないよな……。
そうだな、アイドルの休日といえば……）","","(You can't simply tell Tsumugi to take a break. ......
Yes, speaking of idle holidays (......)","","(Tsumugi won't understand even if I tell her to rest...
Let's see, when it comes to idol days off...)",""
"森林浴","","being immersed in a forest","","Forest bathing",""
"スイーツめぐり","","sweets tour","","Sweets Tour",""
"部屋で休む","","Rest in your room","","Rest in my room",""
"森林浴なんていいんじゃないか。たまに
大きな自然に触れることで、気分転換にもなるだろう","","Forest bathing is a good idea...sometimes.
A touch of the great outdoors would be a nice change of pace!","","I think it's fine to go for a walk in the forest. Sometimes, coming
into contact with nature will help you feel better about yourself as well!",""
"そうですね……。庭園を散策するのは好きですから。
松を見て巡るのも、森林浴のようなものかと……","","Yes, ......, because I love to stroll through the gardens.
I thought going around looking at the pine trees would be like taking a walk in the forest. ......","","That's true...I like to walk around the garden.
Looking around at the pines is like walking in a forest...",""
"ああ、そうだな。
庭園の散策なんて、最高の気晴らしになると思うぞ","","
I think a stroll through the gardens would be the perfect distraction!","","Yeah, you're right.
I think a stroll in the garden would make for an excellent distraction.",""
"はい、事務所からでも行ける、お気に入りの
庭園があるので伺ってみることにします","","Yes, I can go from my office, my favorite.
I have a garden to visit.","","Yes, there's a garden that I like
to visit from the office.",""
"スイーツのお店を巡ってＳＮＳに投稿したら、
アイドルらしい休日っぽくないか？","","If you visit a sweets store and post on social networking sites,
Isn't that a bit like an idol-esque holiday?","","If you go to a sweets shop and post it on social
media, wouldn't that be like an idol holiday?",""
"そうですね……甘味処を巡るのは好きですから、
そういった休日の過ごし方なら、私にもできそうです","","Yes, ...... because I like to visit sweet shops,
I think I can do that kind of holiday!","","Let's see... I do like going to the sweets shop, so if you want a
day off from school that badly it seems possible for me as well",""
"甘味処か、紬らしくていいな。ルミナスにも、
スイーツに詳しい子が多いし、一緒に行ったらどうだ","","Sweet shop, or maybe it's just like pongee....and luminous,
Many of the girls know a lot about sweets. Why don't you go with them?","","A sweets shop, huh? That sounds like something Tsumugi would do. Luminous has a lot of
girls who know her stuff about desserts so why don't you come with us to the cafe as well",""
"はい、それも良いかと思います。
おすすめのお店の情報交換とかもしていますし……","","Yes, I think that would be good too.
We also exchange information on recommended restaurants and ......","","Yes, I think that's a good idea.
We also exchange information about recommended stores...",""
"部屋でゆっくりするのはどうだ？","","Why don't you relax in your room?","","Why don't you take it easy in your room?",""
"……部屋でゆっくりとは、
より多くの睡眠を取れということでしょうか？","","What is ...... relaxing in your room?
Does this mean we should get more sleep?","","...Does that mean you're going
to get more sleep in your room?",""
"寝る以外にも部屋での楽しみ方はあると思うぞ。
宅配のピザを食べるとか、掃除をするとか","","I'm sure there are other ways to have fun in your room besides sleeping.
Eating pizza for delivery, or cleaning the house.","","I think there are other ways to have fun in your room besides sleeping.
Like eating pizza or cleaning up.",""
"……それはプロデューサーの、
休日の過ごし方なのではありませんか？","","...... it's Producer's,
Isn't that how you spend your holidays?","","...Isn't that just how the
producer spends his days off?",""
"た、確かに、そうかも……。でも、たまには
そういう休日を過ごすのも悪くないと思うぞ！","","Ta, sure, maybe so. ....... But sometimes...
I don't think it's a bad idea to have a holiday like that!","","Y-You have a point... But I think it's
nice to spend your days off like that!",""
"……ただ、今はルミナスの活動を優先する
つもりなので、いつになるかわかりません","","...... but for now, the priority is the activities of Luminous
I don't know when that will be.","","...However, I intend to prioritize Luminous'
activities for now. Who knows when that will happen?",""
