"……お、あれは……甘奈じゃないか？
おはよう、甘奈","","......Oh, isn't that ...... Amana?
Good morning, Amana.","","...I-Isn't that... Amana?
Good morning, Amana.",""
"ああ、期待してるぞ。……そういえば、前に甘奈が
言ってたコンビニ限定のお菓子、また出てたぞ","","Yeah, I'm counting on you. ...... Oh, by the way, I've seen Amana before.
The limited-edition convenience store snacks you mentioned, they're out again.","","Yeah, I'm looking forward to it. ...By the way... There was another one of those
convenience store snacks you mentioned before that went on sale at your cafe?",""
"え、ホント？　気になっちゃうな。
えっと、またコンビニに寄ってもいい……？","","Oh, really? I'm curious.
Um, can I stop by the convenience store again ......?","","Really? I'm kinda curious.
Um, can I stop by the convenience store again...?",""
"はは、もちろんだよ。甜花も好きなんだろ？
どうせならみんなの分、買って行くか","","Haha, of course you do, and you like beetroot flowers too, don't you?
I'll buy one for everyone anyway.","","Haha, of course. You like Tenka too?
I guess I'll just buy enough for everyone, then. That should be fine with me as well",""
"えっと、プロデューサーさん。
今、ちょっと……いいかな？","","Um, Mr. Producer.
Can I just ...... for a minute now?","","Um, Producer-san?
Do you have a moment?",""
"甘奈か、まだ残ってたんだな。
大丈夫だぞ、どうかしたのか？","","Amana, or you're still here.
I'm fine. What's wrong?","","Oh, it's you. You still have some left?
I'm fine. What is it?",""
"あのね、いつもプロデュースありがとっ！
すっごく感謝してるよ！","","You know, thanks for always producing!
I'm very grateful!","","Hey, thanks for always producing me!
I'm really grateful!",""
"面と向かって言われると、なんだか照れるな……。
俺も甘奈のプロデュースができて嬉しいよ","","It's kind of embarrassing when you say it to my face. ......
I'm glad I got to produce Amana too.","","It's kind of embarrassing to be told that so directly...
I'm glad to be producing you too, Amana.",""
"えへへ、嬉しいな。……ちゃんと伝えるの、ちょっと
照れるけど……いつも思ってることなんだよ？","","Ehehe, I'm so glad. ...... to tell you properly, kinda.
I'm embarrassed, but ...... that's what I always think, right?","","Heheh, I'm so happy. It makes me blush to tell
you this... but it was always on my mind!",""
"ああ、甘奈……ありがとうな。
でも、急にどうしたんだ？","","Yeah, thanks Amana .......
But what's going on all of a sudden?","","Ah, Amana... Thank you.
But what's this all of a sudden?",""
"お仕事大変そうだったから、言いたくなったの。
えへへ、これからもよろしくね☆","","I just wanted to tell you because you seemed to be having a hard time at work.
Hehehe, I look forward to working with you in the future.","","You seemed to be having a hard time at work, so I thought it best that you tell me.
Hehe, I'm looking forward to working with you from now on.☆",""
"甘奈たちのためなら、これくらいなんでもないよ。
こちらこそ、よろしくな！","","For Amana and the others, this is nothing.
Nice to meet you too!","","If it's for you guys, this is nothing.
Nice to meet you, too!",""
"プロデューサーさん、おはようございまーすっ！
今から事務所行くとこ？","","Good morning, producers!
Are you on your way to the office now?","","Good morning, producer!
Are you going to the office now?",""
"あ、プロデューサーさんだ！
おっはよー！","","
Good morning!","","Oh, it's Producer!
Good morning!",""
"あ、プロデューサーさん！　お疲れさまっ☆
明日もよろしくお願いしますっ！","","Ah, Mr. Producer!
I look forward to working with you tomorrow!","","Oh, hey there! Thanks for all your hard work today. I'm glad you could make it back to the studio in one piece again sometime later on this year~☆
I'm looking forward to working with you again tomorrow!",""
"甘奈、今日はね、帰ったら甜花ちゃんと一緒に
ゲームするんだ～☆","","Amana, today, when I get home, I'm going to be with Tetuka.
We're going to play a game!","","Amana, I'm going to play a game with
Tenka-chan when we get home today~☆",""
"（休憩中の甘奈に声をかけてみよう……）","","(Talk to Amana during her break: ......)","","(I'll try calling out to Amana while she takes a break...)",""
"甘奈、レッスンの調子はどうだ？","","Amana, how are your lessons going?","","How's your lesson going, Amana?",""
"プロデューサーさん！　うん、順調だよ～。
みんなめっちゃ魅力的だし、甘奈も頑張らなきゃ☆","","Producer! Yeah, it's going well!
Everyone is so attractive, and I have to do my best, too.","","Hey, Mr. Producer! Everything's going great~
Everyone's so attractive, and I have to do my best too.☆",""
"あいかわらず、甘奈は真面目だな。
そうだ、誰か気になるメンバーはいるか？","","As usual, Amana is serious.
Yes, is there any member who cares?","","She's always so serious.
Oh yeah, is there anyone you're interested in?",""
"みんな気になるけど、一番は伊織ちゃんかなっ！
すっごいお嬢様って感じだし、やっぱ憧れちゃうよね","","I'm interested in all of them, but I think Iori is the best!
She looks like a very young lady, and I'm sure I'd adore her.","","Everyone's curious, but Iori-chan is the first one!
She looks like an amazing ojou-sama, so I really admire her.",""
"（どうやら伊織のことが気になるようだな。
甘奈が憧れるところっていうと……）","","(Apparently, you are concerned about Iori.
(......) when it comes to places that Amana admires.","","(Looks like you're worried about Iori.
The place that Amana admires is...)",""
"素直じゃない","","not honest","","You're not being honest.",""
"おでこ","","forehead","","Her forehead.",""
"ワガママ","","selfishness","","I'm selfish.",""
"憧れるって、伊織の素直じゃないところにか？","","Admire, you mean, Iori's not being honest?","","Admiring? Iori's not being honest with herself at all.",""
"そうそう！　さっすがプロデューサーさん！
まさに伊織ちゃんって感じで、超かわい～よね☆","","Yes, yes! You are a great producer!
She's just like Iori, so cute!","","That's right! I knew you could do it, Mr. Producer!!
She's just like Iori-chan, super cute~☆",""
"憧れるって、伊織のおでこを出す髪型のことか？","","By ""admire,"" do you mean Iori's forehead-baring haircut?","","Is she talking about Iori's hairstyle?",""
"うん、素敵な髪型だよね！
おでこは伊織ちゃんのチャームポイントだもん","","Yeah, it's a nice haircut!
Iori's forehead is her charm point.","","Yep, that's a great hairstyle!
Her forehead is Iori-chan's charm point.",""
"憧れるって、伊織のワガママなところか？","","Admiring is Iori's selfishness?","","Am Iori's selfish side?",""
"そんなところも、伊織ちゃんの魅力のひとつだよね！
でも、みんなが本当に困ることは言わないの！","","That's part of Iori's charm!
But I don't say things that really bother people!","","That's part of Iori-chan's charm!
But don't you dare say anything that might cause trouble for everyone!",""
"それにね、甘奈や甜花ちゃんがミスしちゃった時は、
さりげなくフォローしてくれるの☆","","Besides, when Amana or Tetuka made a mistake,
They follow me casually.","","Besides, whenever Amana or Tenka-chan make a mistake
she'll always be there to back me up in no time at all.」☆",""
"伊織は面倒見がいいからな。なんだかんだ言って、
周りのこともしっかり見てくれてるんだよ","","Iori takes good care of me, for what it's worth,
They've got a good eye for what's going on around them.","","Iori takes good care of others. She's always looking
after the people around her, no matter what happens to them!",""
"プロデューサーさんも、頼りにしてるんだね……！
他のみんなのことも、もっともーっと知りたいなっ","","You're relying on your producer, too. ......
I'd like to know more about everyone else!","","You're counting on Producer, too...!
I want to know more about everyone else!",""
"（甘奈とふたりで、事務所の備品の買い出しに
来ている……）","","(Amana and I went shopping for supplies for the office.
(It's coming: ......)","","(I'm here with Amana to buy some
equipment for the office...)",""
"……よし、予定より早く終わったな。
甘奈の手際がよくて助かったよ、ありがとう","","...... Okay, you're ahead of schedule.
Amana did a great job with this, thank you.","","...Okay, we finished earlier than planned.
I'm glad you were able to do it, Amana. Thanks!",""
"どういたしまして！　でも、こちらこそ
荷物持ってくれてありがとうだよっ！","","You're welcome, but it's my pleasure.
Thanks for carrying my luggage!","","You're welcome! But I should be the one thanking
you for carrying all that stuff, too.",""
"これくらい当然だよ。
そういえば、甘奈はショッピングとか好きだったよな","","This much is obvious.
Come to think of it, Amana liked shopping and stuff.","","This much is only natural.
Come to think of it, you do like shopping and stuff.",""
"そうだよー！　普段はネイルショップに行ったり、
ウィンドウショッピングをするのが、好きなんだ♪","","Yes! I usually go to nail stores,
I like to window shop... ♪ I like to window shop ♪","","That's right! I usually go to a
nail shop or window shopping.♪",""
"そうなんだな。じゃあ、今日のレッスンまでは
まだ時間があるし、少し洋服でも見に行くか？","","Right, well, until today's lesson.
There's still time to go and look at some clothes.","","I see. Well, there's still some time before class
today so how about we go check out your clothes?",""
"えっいいの？　やったぁ！　なら、せっかくだし
プロデューサーさんオススメのお店に行きたいな！","","Oh, you don't mind? Yes! Well, I'll take my chances.
I'd like to go to the restaurant recommended by Producer!","","Oh, really? Yay! I'd love to go somewhere
Producer recommended.",""
"俺のおすすめの店！？
あまりファッションに詳しくないけど、そうだな……","","My recommendation!
I don't know much about fashion, but yes ......","","My favorite restaurant!?
I don't know much about fashion, but let me think...",""
"流行りのお店","","Trendy stores","","It's a fad.",""
"穴場のお店","","A hole in the wall store","","Anabanoya",""
"いつものお店","","Usual stores","","The usual place.",""
"たしかこの近くに、若い女の子の間で流行ってる
評判の店があったと思うんだが……","","I think there's a place near here that's popular among young girls.
I think I found a reputable restaurant: ......","","I think there's a store nearby that has
quite the reputation among young girls.",""
"あ！　そのお店、甘奈もこの前雑誌で見たかも！
どれもかわいくて、めっちゃ気になってたんだ～！","","Oh! I think I might have seen that restaurant in a magazine the other day!
They were all so cute and I was really curious about them!","","Oh! I think we saw that shop in a magazine the other day, too.
They're all so cute, I was really worried about them!",""
"この前教えてもらったんだが、この先の路地裏に
品揃えがマニアックな穴場の店があるらしいんだ","","I was told the other day that there's an alleyway down the street.
I heard there's a hole-in-the-wall store with a maniacal selection.","","I was told before that there's a secret shop in
an alleyway up ahead with quite the selection.",""
"そうなの？　そんなお店、甘奈も知らなかったよ。
でも、新しいとこも開拓したいし、行ってみたいな！","","Really? I didn't even know such a restaurant existed, Amana.
But I'd like to explore new places and go there!","","Really? I didn't know about that place.
But I want to explore new places too!",""
"甘奈が普段行っている店にしないか？
甘奈の好みも、知っておきたいし……","","Why don't we go to the restaurant Amana usually goes to?
I'd also like to know Amana's preferences: ......","","Why don't we go to the shop that you usually visit?
I want to know what she likes, too...",""
"うん、分かった。いつもチェックしてるショップの
新作が出たところだったんだ～","","Yeah, okay, I'm always checking out the stores.
I just got a new one!","","Okay, got it. The new shop I'm
always checking is just coming out",""
"あ、でも甘奈だけ楽しんじゃったら申し訳ないかも。
だから、今度はみんなでショッピングしようね☆","","Oh, but I might be sorry if only Amana enjoys it.
So let's all go shopping together this time☆.","","Ah, but I'd feel bad if Amana was the only one enjoying herself.
So next time, let's all go shopping together.☆",""
"分かったよ。それじゃあ行こうか","","All right, let's go then.","","All right. Let's get going then, shall we?",""
"（甘奈の次の仕事だが、候補がいくつかあるな……。
ちょうど本人もいるし、希望を聞いてみるか）","","(Amana's next job, but you have a few candidates. ......
(Just in person. Let's see what he wants.)","","(As for Amana's next job, I have a few candidates...
Since she's here, I might as well ask her for a favor.)",""
"甘奈、ちょっといいか？","","Amana, can I have a word?","","Amana, do you have a moment?",""
"うん、大丈夫だよ☆
どしたの？　プロデューサーさん","","Yeah, I'm fine.
What's up, producer?","","Yeah, I'm fine.☆
What's wrong, producer?",""
"次の仕事について考えてるんだが、
どんな仕事をしている時が、楽しいんだ？","","I'm thinking about my next job,
What kind of work do you enjoy doing?","","I'm thinking about your next job.
What kind of work do you enjoy doing?",""
"ん～……全部楽しいけど、やっぱり
ファンのみんなと交流できるお仕事の時、かな！","","Hmmm... ...... all fun, but still...
Maybe when I'm at a job where I can interact with all my fans!","","Hmm... It's all fun and games, but I guess it really
is time for work where you can interact with your fans!",""
"なるほど。
それなら、甘奈に向いている仕事は……","","
Then the right job for Amana is ......","","I see.
In that case, the best job for Amana would be...",""
"握手会","","handshake event","","Handshake Society",""
"バスツアー","","bus tour","","Bus tour",""
"ラジオ番組","","radio program","","Radio programs",""
"握手会なんてどうだ？
ファンと距離が近いし、ピッタリじゃないか？","","How about a handshake?
It's close to the fans, and isn't that perfect?","","How about a handshake?
You're pretty close to the fans, so it should be perfect.",""
"いいねっ！　ファンのみんなと直接お話するの
すっごく楽しいもん☆","","I love it! I get to talk to all the fans in person.
It's so much fun!","","I like it! It's really fun talking
to all the fans in person.☆",""
"ファンのみんなと行く、バスツアーなんてどうだ？","","How about a bus tour with all the fans?","","How about a bus tour with all the fans?",""
"バスツアーかぁ。ファンのみんなと
旅行に行ったら、素敵な思い出ができそう！","","Bus tour with all the fans
If you go on a trip, you will have great memories!","","A bus tour, huh? I bet it'd make a great memory
if we went on one with all the fans!",""
"ラジオ番組なんかもありかもな","","Maybe a radio show.","","There could be a radio show.",""
"なるほど……。ファンのみんなからの
お便りを読むのも、立派な交流だもんね","","I see. ....... from all the fans.
Reading your letters is a great way to interact with each other, isn't it?","","I see... Reading letters from your
fans is a good way to interact with them.",""
"でも、甘奈のことを待っててくれる人がいるなら、
どんなお仕事だって、めーっちゃ頑張っちゃうよ☆","","But if there is someone waiting for Amana,
I'll do my very best in any job!","","But if there's someone waiting for
you, I can do my best at any job.☆",""
"その意気込みなら安心だな。
次の仕事も期待していてくれ","","With that kind of enthusiasm, I'm relieved.
Stay tuned for the next job.","","That's a relief to hear.
Look forward to your next job.",""
"（甘奈が自主レッスンしていると聞いたので、
少し様子を見に来た……）","","(I heard that Amana was giving a voluntary lesson,
(I'm here to see how things are going a little ......)","","(I heard that Amana was going to be taking
independent lessons, so we came here for a bit...)",""
"あっ、プロデューサーさん！　今ちょうど、
休憩しようと思ってたんだ～、えへへっ♪","","Oh, producer! Just now,
I thought I'd take a break~, eheheheh♪","","Oh, hey! I was just thinking
about taking a break. Eheh~♪",""
"甘奈、お疲れ様。ずいぶん機嫌がいいな。
なにか良いことでもあったのか？","","Amana, good job, you are in a very good mood.
What's the good news?","","Good work, Amana. You seem to be in a good mood today...
Did something good happen?",""
"大当たり～！　実はね、今さっき甜花ちゃんが、
差し入れを持ってきてくれたんだ☆","","Bingo~! As a matter of fact, just now, Tetuka-chan,
They brought me some goodies☆.","","▁You're right on the money! Actually, Tenka
just brought me some snacks a little while ago.☆",""
"飲み物やタオル、甘いものまであるな。
なるほど、どおりで機嫌がいいわけだ。甜花は……","","You've got drinks, towels, and even something sweet.
I see, no wonder she's in a good mood, the beet is ......","","There's even drinks, towels and sweets.
I see, so that's why she was in such a good mood. Tenka is...",""
"さすがお姉さん","","That's my girl.","","That's my sister for you.",""
"まるでお母さん","","She's like a mother.","","It's just like your mother.",""
"さすが妹","","That's my sister.","","That's my little sister.",""
"さすが、甘奈のお姉さんだな！","","That's Amana's sister!","","That's Amana-oneesan for you!",""
"うん！　めっちゃかわいくって、めっちゃ優しい、
甘奈の自慢のお姉ちゃんなんだよ☆","","Yes! She is very cute and very kind,
She's Amana's proud big sister.","","Yup! She's really cute, and super sweet.
Amana is so proud of her big sister...☆",""
"こんなにたくさんの差し入れを持ってくるなんて、
まるでお母さんみたいだな","","I can't believe you brought so many goodies,
You sound like your mother.","","You've brought so much food. It makes
you sound like a mother to me!",""
"甜花ちゃんがお母さん……
えへへ、なんだか面白いかも☆","","Beetika is a mother: ......
Hehehe, it's kind of funny.","","Tenka chan is my mother...
Hehe, this is kind of fun.☆",""
"さすが、甘奈の妹だな","","That's Amana's sister.","","That's Amana for you.",""
"甜花ちゃんは甘奈のお姉ちゃんだよ？　もしかして
プロデューサーさん、今まで逆だと思ってた……？","","Tetsuka is Amana's big sister, right? Maybe.
Producer, did you ever think it was the other way around ......?","","Tenka-chan's your sister, you know. Did the
producer think it was all reversed...?",""
"ごめん、冗談だ。もちろん分かってはいるんだが、
ふたりの振る舞いを見てたら、つい……な","","Sorry, I'm kidding, of course I know that,
I saw the way they were behaving, and I ended up going to .......","","Sorry, I'm just kidding. Of course we know what you two are talking about... but after seeing how they act around each other
and all that crap like a bunch of kids right now, it kinda slipped my mind to do something weird with them in the first place......",""
"最近の甜花ちゃん、すっごく頑張ってるんだもん。
甘奈も負けないように、しっかりやらないと！","","Tetuka is working very hard these days.
Amana has to do well not to be outdone!","","Tenka-chan's been working really hard lately.
I have to do my best, so that she won't lose!",""
"お互いのことを思いやって、頑張っているんだな。
ふたりとも偉いぞ！","","You are doing your best to take care of each other.
Great job, both of you!","","We're both doing our best to be considerate of each other.
You're both great!",""
"うん！　これからも、ふたりで一緒にがんばるね！
プロデューサーさんも、応援よろしくっ☆","","Yes! We will continue to do our best together!
Producers, too, please support us☆.","","Yeah! We'll do our best together from now on, OK?
Thanks for cheering me on, too! I'll be counting upon you to help out Producer as well.☆",""
"（甘奈の仕事が早く終わったので、休憩も兼ねて、
近くのショッピングモールに来ている）","","(Amana's work finished early, so we took a break as well,
(They're at a nearby shopping mall.)","","(Since Amana finished her work early, I
came to the shopping mall for a break.)",""
"あ！　あの服かわいー！
あっちのもすっごくイケてるよねっ","","Oh! Those clothes are so cute!
That one is really cool too!","","Oh! Those clothes are so cute.
That one's really hot, too!",""
"そうだな、どこを見てもお洒落な服ばかりだ……。
この服なんか、同じ形なのにいろんな柄があるんだな","","Yes, there are stylish clothes everywhere you look. ......
This dress, for example, has the same shape, but there are so many different patterns.","","Yeah, they're all pretty stylish clothes...
These clothes have different patterns, even though they're the same shape.",""
"ほんとだ～！　ねえ、プロデューサーさん！
甘奈には、どの柄が一番似合うと思う？","","It's true~! Hey, producer!
Which pattern do you think would look best on Amana?","","You're right! Hey, Mr. Producer?
Which pattern do you think would look best on her?",""
"甘奈に一番似合う柄か……。
どれも似合うと思うが、ひとつ選ぶとすれば……","","Is this the most suitable pattern for Amana. ......
I think they all look great, but if I had to pick one, I'd go with ......","","A pattern that suits her best, huh...
I think they all look good on you, but if there's one choice...",""
"ゼブラ柄","","zebra print","","Zebra pattern",""
"ヒョウ柄","","leopard print (design)","","Leopard print",""
"ヘビ柄","","serpentine","","Snake pattern",""
"このゼブラ柄なんか、落ち着いてて良いと思うぞ。
甘奈の大人っぽさが、より際立つんじゃないか？","","I think this zebra pattern is nice and calm.
Amana's maturity is more pronounced, don't you think?","","I think it's nice and calm with this zebra design.
Doesn't that just make her seem all the more mature?",""
"お、大人っぽい、かな……？　そっか……。
えへへ、ありがとっ、プロデューサーさん！","","Oh, it looks mature, doesn't it ......? I see. .......
Ehehe, thanks, producer!","","M-Mature, maybe...? I see.
Heheh, thanks a bunch!",""
"お洒落については詳しくないが、この、ヒョウ柄？
みたいなのが、俺はかっこいいと思うぞ","","I don't know much about fashion, but this, leopard print?
You know, something like that would be cool with me.","","I don't know much about fashion, but this leopard print?
That's what I think is cool.",""
"これはね、レオパード柄って言ったりもするんだ～。
プロデューサーさんはこういうのが好きなんだね","","This is, you know, sometimes called a leopard pattern~.
I see your producer likes this kind of thing.","","This is a leopard print, you know.
So this is what Producer likes.",""
"そうだな……こういうヘビ柄の服はどうだろう？
普段あまり着てないんじゃないか","","Yes, ...... what about these snake print clothes?
You don't usually wear much.","","Let's see... How about a snake-patterned outfit like this?
You don't usually wear it.",""
"あはは、ファッションとしては素敵なんだけど……。
実は甘奈、ヘビがちょっと苦手なんだよね……","","Haha, it's a nice fashion statement. ......
Actually, Amana, I'm a little afraid of snakes: ......","","Haha, it's a wonderful fashion statement...
Actually, I'm not very good with snakes...",""
"ともかく、甘奈ならどれも似合うと思うぞ。
気に入ったのがあれば、試着してみるか？","","Anyway, I think Amana would look great in any of them.
If you like it, do you want to try it on?","","Anyway, I think you'd look great in any of them.
If you like something, want to try it on?",""
"ん～、でも、試着すると欲しくなっちゃうから……
今はやめとこうかな、見てるだけでも十分楽しいし☆","","Hmmm... but I'll want to try it on. ......
I think I'll stop now, it's fun enough just to watch*.","","Hmm. But I want to try it on, so...
Maybe I shouldn't do that right now. Just looking at it is plenty of fun, after all...☆",""
"そうか、節約することまで考えてるなんて、
やっぱり甘奈はしっかりしているな","","Oh yeah, I can't believe you're even thinking about saving money,
I knew Amana was solid.","","I see, so you're even thinking about saving
money. You really are a responsible girl!",""
"（甘奈がひとりでなにかを練習しているようだ。
声をかけてみよう）","","(It seems that Amana is practicing something on her own.
(Let's call out to him.)","","(It looks like Amana's practicing something on her own.
Let's try talking to her.)",""
"甘奈、なにをしているんだ？","","Amana, what are you doing?","","What are you doing, Amana?",""
"いまね、ルミナスでモノマネが流行ってるんだ～！
甘奈も練習したから、誰か当ててみてよ☆","","Right now, mimicry is very popular at Luminous!
Amana has practiced too, so guess who☆.","","There's an impersonation in Luminous right now!
Amana's been practicing too, so guess who it is.☆",""
"モノマネか。分かった、当ててみせるぞ！","","I'll guess!","","Imitation, huh? All right. Let me guess!",""
"『プロデューサー！　おはようございまーす！
今日も一日、ガツーンといきますよ！　へへっ！』","","Good morning, producer!
I'm going to go all out today, too!","","『Good morning, producer!
I'm gonna give it my all today, too! Heheh.』",""
"ふむ……。
今のモノマネは……","","Hmmm. .......
The current moniker is ......","","Hmm...
That impersonation just now...",""
"真","Makoto","","","Makoto",""
"菜々","Nana","","","Nana",""
"未来","Mirai","","","Mirai",""
"ずばり……、真だな！
似てたぞ、甘奈！","","Zubari ......, true!
You look like him, Amana!","","You're... telling the truth!
You're just like her, Amana!",""
"すごーい！　正解だよ～プロデューサーさん！
えへへっ、練習してよかった☆","","Awesome! You're right - producer!
Hehehe, I'm glad I practiced.","","Wow! You got it right, producer.
Hehe, I'm glad we practiced.☆",""
"（よし、ちゃんと当てられたみたいだ。
甘奈も自信がついたみたいだし、よかったな）","","(Okay, it looks like I guessed correctly.
(Good for Amana, she's gaining confidence.)","","(Okay, looks like I got it right.
You seem to have gained some confidence, so I'm glad.)",""
"ずばり……、菜々だな！","","Zubari ......, Nana!","","That's... Nana!",""
"残念でした、外れだよ～☆　プロデューサーさんが
分からないんじゃ、もっともっと練習しなきゃだね","","I'm sorry, it's an outlier~☆ Producer.
If you don't know, then you need to practice a lot more.","","That's too bad. You missed! ☆ If Producer
doesn't know, then we have to practice even harder~",""
"（うーん、外してしまった……。
甘奈もすこし残念そうだし、やってしまった……）","","(Hmmm, I missed it. .......
Amana looks a little disappointed, too, and she did it ......)","","(Hmm, I missed...
Amana seems a little disappointed, so I did it...)",""
"今のモノマネは、ずばり……、未来だな！","","The moniker now is Zubari ......, the future!","","That impression just now... it's from the future!",""
"違うよー。ううーん、
もっとしっかり観察しないとダメかなぁ","","No...hmmm..,
I guess I need to observe more closely.","","No, that's not it-. Hmmm... I guess
you need to observe more closely?",""
"（違ったか……。一体誰だったんだろう）","","(Or not. ....... Who the hell was that?)","","(I guess not... Who could it have been?)",""
"（どうやら今、ルミナスの中で、
モノマネが流行っているらしい……）","","(Apparently, now in Luminous,
(I hear the moniker is popular: ......)","","(It seems that impersonation is
becoming popular in Luminous right now...)",""
"プロデューサーさん！
甘奈、今からモノマネするから、誰か当ててみて☆","","Producer!
Amana, I'm going to do an imitation now, so guess who it is☆.","","Hey, producer!
Amana, I'm going to imitate you now. Someone guess who it is?☆",""
"わかった。絶対に当てるぞ！
いいぞ、やってみてくれ","","Okay, I'll definitely hit it!
Good, go for it.","","All right. I'll bet on it!
All right, give it a try.",""
"いっくよ～","","Here we go!","","Let's do this!",""
"なるほど。今の仕草は、おそらく……","","I see...now that gesture is probably ......","","I see. That gesture just now was probably...",""
"甜花","Tenka","","","Tenka",""
"雪歩","Yukiho","","","Yukiho",""
"蘭子","Ranko","","","Ranko",""
"分かったぞ、今の仕草、甜花のモノマネだろ！
さすが双子だな……そっくりだったぞ！","","I get it, now that's a gesture, an imitation of a beetroot!
You're right, twins. ...... They looked exactly alike!","","I get it! That was just an imitation of a Tenka, right?
That's a twin for you... They looked just like each other!",""
"えへへ、大正解～☆
これだけは、誰にも負けない自信あるんだ～","","Hehehe, you are so right~☆☆☆.
I'm confident that I can beat anyone at this!","","Heheh, that's great!☆
I'm confident that no one can beat me at this",""
"（正解できてよかった。
披露できて、甘奈も上機嫌みたいだ）","","(I'm glad I got it right.
(Amana seems to be in a good mood now that she has been able to show off her skills.)","","(I'm glad we got it right.
Looks like you're in a good mood after all.)",""
"今の仕草、もしかして雪歩のモノマネか？","","Is that a gesture now, perhaps an imitation of snowflakes?","","Was that an imitation of Yukiho just now?",""
"違うよ～。けどどうしてだろう……
似てるところがあるのかな……","","No - but I don't know why: ......
I wonder if there are similarities: ......","","No. But I don't know why...
I wonder if they're similar in some ways...",""
"（甘奈、思ったより落ち込んでるな……。
もしかして深読みしすぎたか……？）","","(Amana, you're more depressed than I thought. ......
(Perhaps I'm reading too much into this ......?)","","(Amana's even more depressed than I thought...
Did I read too much into it...?)",""
"今の仕草、もしかして蘭子のモノマネか……？","","Is that gesture now an impersonation of Ranko or ......?","","Was she just imitating Ranko...?",""
"はっずれー。ううーん、これだけは
絶対似てるって、思ったんだけどな……","","Hashishoo...ummmm...only this one...
I thought for sure they look alike. ......","","You're wrong. Hmm, this is the one thing
I think we definitely look alike...",""
"（うーん、違ったか。
次は正解するぞ……！）","","(Hmmm, wrong.
(I'll get it right next time: ......!)","","(Hmm, I guess that wasn't it.
I'll get it right next time...!)",""
"（書類の整理を終えると、甘奈が近づいてきた。
じゃんけんの相手をしてほしいらしい）","","(As I finished sorting through the paperwork, Amana approached me.
(He wants you to play rock-paper-scissors-paper with him.)","","(As I finish organizing the documents, Amana approaches me.
She wants me to play rock paper scissors with her.)",""
"ちょうどいま仕事が終わったところだから、
別にかまわないが……急にどうしたんだ？","","I'm just finishing up work right now,
I don't mind, but what's up with ...... all of a sudden?","","I just finished work, so it doesn't really matter
to me... But why are you asking all of a sudden?",""
"疲れてる時にごめんね！
けど、どうしてもじゃんけんしてほしいの！","","I'm sorry I'm so tired!
But I really want you to play rock-paper-scissors-paper with me!","","I'm sorry when you get tired!
But I want you to play rock paper scissors no matter what!",""
"今度近くのゲーム屋さんでじゃんけん大会があって、
甜花ちゃんのために景品、絶対にゲットしたくて！","","There is a rock-paper-scissors-paper tournament at a nearby game store,
I wanted to get the prize for the beet, for sure!","","There's going to be a rock paper scissors tournament at
the nearby game store, and I want Tenka-chan for sure!",""
