"え？　イカ焼き、ですか……？","","What? Grilled squid, is it? ......?","","Huh? Grilled squid...?",""
"いただきます","","expression of gratitude before meals","","Let's dig in.",""
"遠慮します","","No, thank you.","","I'll pass.",""
"あずささんどうぞ","","Come in, Azusa.","","Azusasan, come in.",""
"ちょうどお腹が減っていたんですよ。
ありがたく、いただきますね","","I was just hungry.
Thank you very much.","","I was just hungry.
Thanks. I'll take it",""
"はむ……結構いけますね、このイカ焼き。
どこで買ったんですか？","","Hamu...... is pretty good, this squid pancake.
Where did you buy it?","","*munch*... This grilled squid is pretty good.
Where did you buy it?",""
"えぇと……先ほど、あちらの方の海辺で、
おじさんからいただきました","","Let's see, ...... just now, on the beach over there,
I got this from my uncle.","","Let's see... I just got it from an
old man on the beach over there.",""
"おじさんからいただいた……え、海辺？","","I got this from my uncle: ...... What, the beach?","","I got it from my uncle... Huh? The beach?",""
"はい。ぼんやり海を眺めていたら、親切なおじさんが
『焼き立てだよ』って、くださったんです","","Yes, I was looking out at the ocean in a daze when a kindly man
He gave it to me, saying, 'It's freshly baked.","","Yes. I was just staring out at the sea, and a kind old man  ""
『It's freshly baked.』  That's what he said  """,""
"ふふ、とっても親切な方でした♪","","He was very kind........","","Haha, he was very kind. ♪",""
"そ、そうですか……。
ひとまず、あずささんが無事でよかったです","","Well, I see. .......
For the time being, I am glad that Azusa-san is safe.","","I-I see...
Anyway, I'm glad Azusa-san is safe.",""
"ご心配をおかけしてしまってすみません、
プロデューサーさん","","I am sorry for causing you concern,
producer","","I'm sorry to
worry you, producer.",""
"今は遠慮しておきます","","I'll pass for now.","","I think I'll pass for now.",""
"それじゃあ、たこ焼きはどうですか？
とっても大きなタコが入ってて、美味しいですよ♪","","How about takoyaki then?
It has a very large octopus in it and it's delicious!","","How about takoyaki, then?
There's a really big octopus in it, it's delicious♪",""
"それとも……りんご飴の方がいいでしょうか？","","Or would you prefer ...... candy apples?","","Or... would you prefer candy apples?",""
"他にもチョコバナナや水あめもあるので、
好きなものを選んでくださいね","","There are also chocolate bananas and water candy,
You can choose whatever you like.","","There's also chocolate bananas and mizuame,
so please choose whichever you like.",""
"なんですか、そのラインナップは！？","","What a lineup!","","What's with that lineup!?",""
"イカ焼きはあちらにある海辺の方でいただいて、
たこ焼きとかは公園でやっていたお祭りで買いました","","Get the grilled squid over there by the beach,
I bought takoyaki (octopus balls) and other things at a festival in the park.","","Ikayaki was taken to the seaside over there, and takoyaki
and the like were bought at the festival held in the park",""
"海に縁日……！？
一体あずささんはどこまで行ってたんですか……","","A fair on the beach: ......!
How far did Azusa-san go? ......","","A festival at the beach?!
How far did Azusa-san go...?",""
"どうぞ、あずささんが食べてください","","Go ahead, Azusa-san, eat it.","","Go ahead, Azusa-san. Eat up.",""
"私は先ほどいただきました～","","I just had it a few minutes ago!","","I just ate it.",""
"こちらはプロデューサーさんの分です。
とっても美味しいので、遠慮せずどうぞ♪","","This is for Producer.
It's very tasty, so don't hesitate to try it.","","This is for Producer.
It's very delicious, so please don't be shy♪",""
"（こう言ってくれているし、食べないのも悪いか）","","(You say this, and I feel bad not eating.)","","(She's saying that, so I guess it's wrong not to eat.)",""
"それじゃあ、いただきます！
んん！？　こ、これは……美味い、美味すぎる……！","","Well then, I'll have some!
Hmm! This is ...... delicious, too delicious ......!","","Well then, let's dig in!
Mmm!? Th-This is... delicious, too delicious...!",""
"このイカ焼き、どこでゲットしたんですか！？","","Where did you get this squid roast!","","Where did you get this grilled squid!?",""
"あちらにある海辺ですよ～。
親切なおじさんからいただきました","","It's the beach over there!
I received this from a kind uncle.","","That's the beach over there.
I got it from a kind uncle.",""
"海に親切なおじさん……？
ま、迷っている間、色々あったんですね……","","Uncle Kind to the Sea ......?
Well, while you were wondering, a lot happened. ......","","A kind man at the beach...?
W-Well, a lot must have happened while I was lost...",""
"あずささんは、相変わらずマイペースですね","","Azusa-san is still going at his own pace.","","You're as carefree as ever, Azusa-san.",""
"プロデューサーさんがアメリカにいらっしゃる間も、
何も変わらずお恥ずかしい限りです","","While Producer is in the US,
I am ashamed to say that nothing has changed.","","I'm ashamed to say that nothing has
changed while Producer is in America.",""
"そんなことありません。
マイペースはあずささんらしい、大切な長所ですから","","That is not true.
Your own pace is an important advantage that is unique to you, Azusa-san.","","That's not true at all.
My pace is very Azusa-san-like. It's an important advantage.",""
"無理に変わろうとせず、そのままでいいんですよ","","Don't try to force yourself to change, it's fine just the way it is.","","You don't have to force yourself to change. Just stay the way you are.",""
"プロデューサーさん……。
ふふっ、ありがとうございます","","Producer: .......
Phew, thank you!","","Producer...
Haha. Thank you",""
"それでは一緒に、事務所に戻りましょうか～","","Then let's go back to the office together.","","Well then, shall we return to the office together?",""
"って、あずささん！？
そっちは事務所と反対方向です～！","","I mean, Azusa-san!
That is the opposite direction from the office~!","","Wait, Azusa-san?!
That's the opposite direction from the office!",""
"（営業から戻ると、事務所の前で容姿端麗な人物に
エスコートを受けているあずささんがいた）","","(When I returned from a business trip, I was met by a good-looking person in front of my office.
(There was Azusa being escorted.)","","(When I got back from work, I found Azusa-san being
escorted by a handsome person in front of the office.)",""
"うふふ、魅力的だなんて言いすぎよ。
私なんかより、素敵な人はたくさんいるもの","","Ummm, charming is an overstatement.
There are so many nicer people than me.","","Uhuhu, calling me attractive is going too far.
There are many more wonderful people out there than I am.",""
"そんな……私こそ、あなたに会えてよかったわ。
声をかけてくれて、ありがとう","","Such a ...... I'm glad to have met you.
Thanks for the shout out.","","No way... I'm glad I got to see you.
Thanks for calling out to me",""
"（随分と親しげに話しているような……
ん？　あずささんと一緒にいるのは、咲耶か）","","(You sound like you're talking very friendly: ......
(Hmm? Is that Sakuya with Mr. Azusa?)","","(They seem to be talking quite intimately...
Hm? Is that Sakuya with Azusa-san?)",""
"それじゃあ、次のレッスンで会いましょう。
またね、咲耶ちゃん","","Well then, I'll see you at the next lesson.
See you later, Sakuya!","","Well then, I'll see you at the next lesson.
See you later, Sakuya-chan.",""
"（あずささんは、モデル業をしている咲耶の隣に
並んでも遜色ない）","","(Azusa-san is next to Sakuya, who works as a model.
(comparable to a lineup).","","(Azusa-san is on par with
Sakuya when it comes to modeling.)",""
"（それに自分では変わらないって言っていたけど、
あずささん、一段と魅力が増したよなぁ……）","","(And you said you wouldn't change yourself,
Azusa-san, you've become even more attractive. ......)","","(She said she wouldn't change, but
Azusa-san's got a lot more charm now...)",""
"……あら？　プロデューサーさん。
お疲れさまです","","...... Oh? Producer.
thank you for your hard work","","...Oh? Mr. Producer.
Thank you for your hard work.",""
"あ……ああ、お疲れさまです、あずささん","","Ah ...... Oh, thanks for your help, Azusa!","","Y-Yeah, good work, Azusa-san",""
"ぼーっとして、どうかしましたか？
もしかして、体調を崩しているんじゃ……","","Blah, blah, blah, what's wrong?
Maybe you're not feeling well. ......","","Is something the matter? You're spacing out.
Don't tell me she's not feeling well...",""
"いえ、ちょっと考え事をしていまして……。
今日は咲耶と一緒だったんですね","","No, I was just thinking about it. ......
You were with Sakuya today.","","No, I was just thinking about something...
You were with Sakuya today, right?",""
"迷子になって困っていたら、
声をかけてくれたんですよ～","","If you are lost and in trouble,
He called out to me!","","When I got lost and was in trouble,
he called out to me.",""
"ふふっ、さっき咲耶ちゃんに言われちゃいました","","Hmmm, Sakuya-chan just told me that.","","Hehe, Sakuya-chan told me earlier.",""
"『アナタのような素敵な人を助けることができて、
光栄だよ』って♪","","I am happy to be able to help such a nice person like you,
I'm honored. ""Â","","『It's an honor to be able to help someone
as wonderful as you.』That's what he said.",""
"もしかすると、私の運命の人は咲耶ちゃん……
なんてことはありませんよね♪","","Maybe my destiny is Sakuya ......
What a surprise!","","Maybe Sakuya-chan is my destiny...
That's not true, is it?",""
"咲耶があずささんの？
そうだなぁ……","","Sakuya is Azusa-san's?
I guess so. ......","","Sakuya is Azusa-san's?
Let's see...",""
"そうかも","","Yeah, maybe.","","Maybe it is.",""
"えっと……","","Um, ......","","Umm",""
"運命の人は俺","","I'm the one who's doomed.","","I'm the fated man.",""
"そうかもしれませんね。
ふたりはとてもお似合いでしたから","","That may be so.
They were so well-matched.","","That might be the case.
You two were so good together.",""
"まあ！　本当ですか？","","Oh my! Really?","","Oh, my! Really?",""
"ええ、思わず見とれてしまったほどです","","Yes, I couldn't help but admire it.","","Yes, I was so captivated by it that I couldn't help myself",""
"咲耶ちゃんみたいな凛々しくてかっこいい子と
お似合いだなんて、照れちゃいますね♪","","With a dignified and cool girl like Sakuya.
I'm embarrassed to say that you look good together.","","It's embarrassing to think you'd be a good match
for someone as cool and dignified as Sakuya-chan♪",""
"でも……咲耶ちゃんは大切な仲間ですから。
一緒にレッスンをして、ステージに立って……","","But ...... Sakuya is an important friend.
Take a lesson with us and get on stage ......","","But... Sakuya-chan is an important friend.
We took lessons together, stood on stage, and...",""
"これからも切磋琢磨し合えたらいいなって、
思っています","","I hope that we can continue to engage in friendly competition with each other,
I'm thinking.","","I think it'd be nice if we could
continue to work together as friends",""
"とても素敵ですね","","Very nice.","","It's very nice.",""
"えっと……どうでしょうかね……","","Let's see, how about ...... ......","","Umm... I'm not sure...",""
"ふふ、冗談ですよ。
困らせちゃって、ごめんなさい","","Hmmm, just kidding.
I'm sorry I embarrassed you.","","Heehee. I'm just kidding.
I'm sorry for troubling you",""
"いえ、そんなことは……","","No, that's not what ......","","No, that's not...",""
"咲耶ちゃんは確かに魅力的ですし、
私も仲良くしたいですけど……","","And Sakuya is certainly attractive,
I'd like to be friends with you too, but ......","","Sakuya-chan is certainly attractive,
and I'd like to get along with her, but",""
"それは同じアイドル仲間として、ということで","","That is, as fellow idols.","","As fellow idols, that is.",""
"あずささんなら、いつか出会えますよ","","Azusa-san, I'm sure you'll meet him someday.","","You'll meet her someday.",""
"違います。
あずささんの運命の人は……この俺です！","","No, it is not.
Azusa's destiny is ...... this me!","","That's not it.
I'm the one Azusa-san's fated person!",""
"ええっ、プロデューサーさんが！？","","What? Producer!","","What?! Producer?!",""
"そ、その、お気持ちは嬉しいですが、
いきなり、そんな……","","Well, well, I'm glad you feel that way,
Suddenly, such ......","","U-Um, I appreciate the
thought, but that's...",""
"い、嫌なわけじゃないんですよ！
びっくりしたと言いますか……","","No, it's not that I don't like it!
I'd say I was surprised. ......","","I-It's not that I don't want to!
I'm surprised...",""
"す、すみません。冗談だったんですが、
困らせてしまったみたいですね","","I'm sorry, I was just kidding,
I'm afraid I've embarrassed you.","","I-I'm sorry. I was just joking, but it looks
like I've made things difficult for you",""
"それじゃあ、そろそろ事務所に戻りましょうか","","Well, then, it's time to go back to the office.","","Well then, let's head back to the office.",""
"そうですね。あとで咲耶ちゃんに、
改めてお礼のメールを送らなくちゃ♪","","Yes, for Sakuya later,
I'll have to send another thank you email... ♪","","That's right. I'll have to send
Sakuya another thank-you message later.",""
"（仕事が一段落して事務所に戻ると、
水晶玉を前にしたあずささんがいた）","","(When I returned to the office after the work was done,
(There was Azusa with her crystal ball in front of her.)","","(When I got back to the office, I found
Azusa standing in front of the crystal ball.)",""
"おはようございます、あずささん。
その水晶玉はどうしたんですか？","","Good morning, Azusa.
What happened to that crystal ball?","","Good morning, Azusa.
What happened to the crystal ball?",""
"おはようございます。
知り合いから、譲ってもらったんです～","","Good morning.
I got it from an acquaintance.","","Good morning.
An acquaintance of mine gave it to me ",""
"この水晶玉があれば、
占いがたくさんできちゃいますね♪","","With this crystal ball,
We can do a lot of fortune-telling... ♪","","With this crystal ball, I can
do a lot of fortune-telling. ♪",""
"そういえば、あずささんは占いが趣味でしたね","","Come to think of it, Azusa-san, fortune-telling was your hobby.","","Come to think of it, Azusa-san does like fortune telling, doesn't she?",""
"よかったら、プロデューサーさんのことを
占いましょうか？","","If you'd like, you can tell me about your producer.
Shall I tell your fortune?","","Would you like me to tell you
a fortune about Producer?",""
"いいんですか？　ぜひ、お願いします","","Are you sure? By all means, please.","","Are you sure? I'd love to",""
"任せてください♪　では、私の向かい側に、
座っていただけますか？","","I'll take care of it... ♪ Then, across from me,
Could you please sit down?","","Leave it to me♪ Then,
could you sit across from me?",""
"わかりました。
……これでいいですか？","","I understand.
...... Is this correct?","","Understood.
...Is this all right?",""
"ええ、それではいきますね。
じー…………","","Yes, let's go with that.
Ji ............","","Yes, well then, let's go.
*stare*...",""
"（あずささんは手をかざしながら、
水晶玉を通して俺をじっと見つめる）","","(Azusa-san, holding up her hand,
(Stares at me through crystal ball)","","(Azusa holds her hand out and stares
at me through the crystal ball.)",""
"……結果が出ました。
『正しき道を進めば、答えは見つかる』です","","...... results.
If you go down the right path, you will find the answer.","","...I've got the results.
『If you follow the right path, you'll find the answer.』- Yes.",""
"正しい道ですか、難しいですね……","","Is it the right way, it's hard to say. ......","","The right way, huh? That's a difficult one...",""
"何が正しいのかなんて、後になってみなければ
わかりませんから","","You never know what is right until later.
I don't know.","","We won't know what's
right until later.",""
"正しいと言っても、正解と間違いのことではなくて、
自分で正しいと信じられるかどうか……ですけど","","When I say right, I don't mean right and wrong,
I don't know if I can believe I'm right ......","","You say right, but it's not about correctness and mistakes.
It's about whether you believe yourself to be right or not",""
"なるほど……","","I see: ......","","I see",""
"過去に戻ることはできません。だからこそ、
自分が正しいと思う道を突き進むしかない……","","We can't go back in time, that's why,
You have to go down the path you think is right. ......","","You can't go back to the past. That's why you
have to follow the path you think is right.",""
"今回はプロデューサーさんの結果でしたが、
私も肝に銘じようと思います～","","This time it was the result of Producer,
I'll keep that in mind too~.","","This time, it was Producer's
results, but I'll keep that in mind--",""
"ところで今のって、
なんの占いの結果だったんですか？","","What is that now, by the way?
What was the result of what fortune-telling?","","By the way, what kind of
fortune-telling was that just now?",""
"そうですねぇ。ちゃんと決めてなかったですけど、
きっとプロデューサーさんの大切なことだと思います","","Well, I hadn't decided yet,
I'm sure it's important to Producer.","","That's true. I haven't decided yet, but
I'm sure it's important to Producer",""
"（大切なこと……たぶん、ルミナスのことだろう）","","(Important: ...... probably means luminous)","","(Something important...... It's probably about Luminous.)",""
"他にも何か占いましょうか？","","Do you want me to tell you anything else?","","Do you want me to tell you something else?",""
"（あずささんもこう言ってくれてるし、
お願いしてみるか。何を占ってもらおう？）","","(Azusa-san also says this,
I'll ask...what do you want me to read for you?)","","(Now that Azusa's said it, I guess I'll ask her
for a fortune-telling. What should I ask her?)",""
"事務所の今後","","Future of the Firm","","The future of the office.",""
"今日の晩御飯","","Today's dinner","","Tonight's dinner",""
"明日の運勢","","Tomorrow's Fortune","","Tomorrow's Fortune",""
"社長の運勢","","Fortune of the President","","The President's Fortune",""
"事務所の今後をお願いします","","Please give us the future of your office.","","Please take care of the office.",""
"わかりました、事務所の今後ですね。
では……","","Okay, the future of the office.
Now go to ......","","Okay, the future of the office.
In that case",""
"……あら？　おかしいですね、何も見えません","","...... Oh? That's weird, I don't see anything.","","...Huh? That's strange. I can't see anything.",""
"えっ？　何も見えないんですか？","","What? You can't see anything?","","Huh? You can't see anything?",""
"うーん、どうしてかしら？","","Hmmm, I wonder why?","","Hmm, I wonder why?",""
"……何も見えないってことは、
未来は無数にあるってことかもしれません","","...... that you can't see anything,
Maybe it means the future is countless.","","...If you can't see anything, that
means you have countless futures.",""
"ふふっ、そうですね。
その考え方、とっても素敵だと思います♪","","Hmmm...yes.
I think that's a very nice way of thinking.","","Heehee. You're right.
I think that way of thinking is very nice♪",""
"今日の晩御飯をお願いしようかな。
何を食べようか迷っていて","","I think I'll ask for dinner tonight.
I was wondering what to eat.","","I think I'll have dinner tonight.
I'm not sure what to eat.",""
"晩御飯ですね。
……結果が出ました","","Dinner.
...... results are in!","","Dinner is ready.
...I've got the results.",""
"今日はビーフシチューなんてどうでしょうか？
新しくできた駅前のお店がお勧めみたいです","","How about beef stew today?
The newly built store in front of the station seems to be the place to go!","","How about beef stew today?
It seems he recommends the newly opened shop in front of the station.",""
"やけに具体的ですね。もしかして、
あずささんが食べたいものじゃ……？","","You are being very specific,
Isn't that what Azusa-san wants to eat ......?","","That's awfully specific. Could it be
that Azusa-san wants to eat it...?",""
"バレてしまいましたか。
さすがはプロデューサーさんですね～♪","","Have you been found out?
That's what I'd expect from a producer~!","","Have I been found out?
That's our producer for you! ♪",""
"明日の運勢をお願いできますか？","","Can I ask for tomorrow's fortune?","","Can I count on you for tomorrow's fortune?",""
"大丈夫ですよ。では……。
こ、これは……！","","That's okay, now go to .......
This is ......!","","It's fine. Then......
Th-This is...!",""
"プロデューサーさんは明日、
ものすごく普通です！","","Producer is tomorrow,
Things are very normal!","","Producer will be
just fine tomorrow!",""
"これと言って可もなく不可もなく
１日が過ぎる……と出ていますね","","nothing special or special about it
You're on ...... where a day passes.","","It says that a day has passed without
either of us being able to do anything.",""
"も、ものすごく普通……！","","too, things are very normal. ......","","I-It's so normal...!",""
"ここにいない人でも大丈夫ですか？
社長の運勢なんてどうでしょう","","Is it okay if I'm not here?
How about the fortune of the president?","","Is it okay for someone who isn't here?
I wonder about the president's fortune.",""
"ええ、大丈夫ですよ。
社長の運勢は……あ…………","","Yes, it's okay.
The president's fortunes can be found at ...... and ............","","Yes, I'm fine.
The president's fortune is... ah...",""
"……すみません、何も見なかったことにします","","...... sorry, I didn't see anything","","...I'm sorry. I'll pretend I didn't see anything.",""
"今、ものすごく気まずそうな顔を
していませんでした……？","","Now you look extremely awkward.
I didn't ......?","","Did you just make a really
awkward face...?",""
"そんなことないですよ～。
プロデューサーさんの気のせいです♪","","That's not true!
♪ It's Producer's imagination ♪","","That's not true 
It's just your imagination, producer.",""
"よかったら今度、ルミナスのみんなの運勢も、
占ってあげてくださいよ","","Next time, if you like, I'll also give you the fortune of everyone at Luminous,
You should tell him your fortune.","","If it's okay with you, could you tell
everyone in Luminous's fortune sometime",""
"みんなもきっと、喜ぶだろうから","","I'm sure everyone will be happy to hear that.","","I'm sure everyone will be happy.",""
"もちろん、いいですよ。いつでも占えるように、
水晶玉を事務所に置いておきますね♪","","Sure, sure, fine; I'm always ready to divine,
I'll leave my crystal ball in your office... ♪","","Of course. I'll put the crystal ball in the
office so you can read it whenever you want.",""
"（今日は進みもいいし、いつもより早く仕事が
終わりそうだ）","","(I'm making good progress today and working faster than usual.
(It's almost over.)","","(I can move forward today, so I should be
able to finish work earlier than usual.)",""
"……ん？　携帯に留守電が入っているな。
えっと……美嘉から？","","...... hmm? You have voicemail on your cell phone.
Um, from ...... Mika?","","...Hm? There's a voicemail on my phone.
Um... from Mika?",""
"ピッ","","ping","","Beep",""
"『プロデューサー、ちょっと気になったから
連絡するんだけどさ』","","'Producer, I was just wondering.
I'm trying to reach you.","","'Producer, I'm a little
curious, so I'll let you know.'",""
"『繁華街の路地裏に、あずささんに似た人が
入っていくのを見たんだけど……大丈夫だよね？』","","'In an alleyway downtown, there was a man who looked like Azusa-san.
I saw you go in. ...... okay?""","","'I saw someone who looked like Azusa-san going
into a back alley downtown... You're okay, right?'",""
"えっ、あずささんが！？　迷子になった可能性も
あるし、すぐに探しにいかないと……","","What, Azusa-san! Possibly lost.
It's there and I need to go look for it right away: ......","","Huh? Azusa-san?! There's a chance she's
lost, so we have to find her right away...",""
