"（静香の書はかなり気に入ってもらえたようで、
美術館の目立つところに飾られることになった）","","(He seemed to like Shizuka's calligraphy quite a bit,
(It was to be displayed in a prominent place in the museum.)","","(Shizuka's calligraphy seemed to be quite popular,
so it ended up hanging in the center of a museum.)",""
"（番組を見た多くの人の目に留まり、
事務所にたくさんの問い合わせが来たぞ！）","","(It caught the attention of many people who watched the program,
(Lots of inquiries coming into my office!)","","(A lot of people saw the show, and we
got a buncha calls from our office!)",""
"静香の好きな動物の絵を、
頑張って描いてみたらどうかな","","Shizuka's favorite animal picture,
You should try to draw it.","","Why don't you do your best to draw a picture
of the animal that Shizuka likes?",""
"そうですね……。分かりました。
せっかくなので、絵に挑戦してみます","","Yes, ....... I understand.
Since I'm here, I'll try my hand at painting.","","I see... Understood.
Since I'm here, let me give the painting a try.",""
"これは……！　見たこともない生き物の姿だ！
なんとも前衛的な……最上さん、すごいですね！","","This is ......! This is a creature I've never seen before!
What a great avant-garde ...... topmost, isn't it?","","This is...! I've never seen a creature like this before.
How avant-garde... Mogami, you're amazing!",""
"あ、えっと……ありがとうございます。
これって、褒めてくれているのですよね……？","","Oh, um, thank you for .......
This is a compliment, right ......?","","Ah, um... Thank you very much.
This is a compliment, isn't it...?",""
"（静香は疑問に思っているみたいだが、オーナーが
とても気に入り、美術館に飾られることになった）","","(Shizuka seems to be wondering if the owner
(They liked it so much, they decided to hang it in the museum.)","","(Shizuka seems to have her doubts, but the owner really liked
it. It ended up being displayed in a museum like this...)",""
"（『何を描いたか分からないが癖になる』と、
一部のお客さんたちから評判みたいだぞ！）","","(""I don't know what I drew, but it's a habit,"" he said,
(You've got a reputation among some of our customers!)","","(『I don't know what you drew, but it gets
addictive.』 and some of the other customers seem to like it!)",""
"美術館の近くに咲いていた花を、
模写してもいいかもな","","Flowers that were blooming near the museum,
Maybe we could copy it.","","It might be nice to copy the flowers
that were blooming near this museum.",""
"すみません、時間切れみたいです。
できるだけ細かく描写しようとしてしまって……","","Sorry, I seem to be out of time.
I tried to describe it in as much detail as possible. ......","","Sorry, but we're out of time.
I tried to describe it in as much detail as possible...",""
"これは……暗闇と宇宙をお描きになったのかな？
ともあれ、未完成なのは惜しいですね","","Is this ...... the darkness and the universe you are painting?
Regardless, it's a shame it's unfinished.","","Is this...a painting of darkness and space?
In any case, it's a shame that we weren't able to finish the job yet.",""
"（一生懸命描いたことは評価してもらえたが……）","","(Although they appreciated my hard work drawing it: ......)","","(She appreciated my hard work, but...)",""
"（残念ながら、未完成で終わってしまったので
絵を描くくだりは番組でカットされてしまった）","","(Unfortunately, it ended up unfinished.
(The painting crap got cut from the show.)","","(Unfortunately, it ended in incompleteness. The
drawing session was cut off on the TV show...)",""
"オーナーのご厚意とはいえ、やっぱり
静香が無理にやらなくてもいいか","","Even though it was a courtesy of the owner, it was still a good idea.
Shizuka doesn't have to do it.","","Even though it's the owner, I guess
Shizuka really doesn't have to force herself.",""
"そうですか。せっかく機会をいただけたので、
何か描きたかったのですが……","","I see, now that you have given me the opportunity,
I wanted to draw something: ......","","I see. I wanted to draw something, since you gave me the
opportunity... but that's all there is in store for us now......",""
"うーん、最上さんに来ていただいたので
なんでもいいから記念に、と思ったのですが……","","Hmmm, since Mr. Mogami came to see me.
I thought I'd commemorate whatever ......","","Well, Mogami came to visit us so I
thought it'd be a nice souvenir...",""
"（オーナーはガッカリした様子で、静香のレポートも
ぎこちないものになってしまった。俺の失策か……）","","(The owner was disappointed, and Shizuka reports
(It turned out to be awkward, my fault or ......)","","(The Owner looks disappointed, and Shizuka's report
is getting awkward. I guess it was my mistake...)",""
"（今回の仕事は成功だ……！）","","(This job is a success ......!)","","(This job was a success...!)",""
"（今回の仕事は失敗だ。次こそは！）","","（This job was a mistake...next time!)","","(This job didn't go well,
Let's try again next time!)",""
"さて、現場に到着したな。
今回の仕事は……","","Well, you've arrived on the scene.
This work is available at ......","","Well, we've arrived at the scene.
This job is...",""
"ぷ、プロデューサー！
翼に渡す仕事と間違えてませんかっ？","","
Are you sure you're not confusing this with the job you're handing over to Wings?","","P-Producer!
Isn't it the same job as giving them to Tsubasa?",""
"私が、その……み、水着のグラビアだなんて……！","","I'm not ...... sure that I'm that ...... only, swimsuit gravure!","","I'm, uh... a swimsuit photo shoot!?",""
"もちろん、間違えてないぞ","","Of course, you're not wrong.","","Of course!",""
"それなりに有名な雑誌だし、グラビアともなれば、
多くの人の目に留まるだろう","","It's a well-known magazine in its own right, and when it comes to gravure,
It would catch a lot of people's attention.","","It's a pretty famous magazine, so I bet most people would
notice it if you went for the gravure one of these days.",""
"ルミナスの知名度も上がってきている今、
一気に静香の知名度を上げるチャンスだ！","","Now that Luminous is becoming more well known,
This is a chance to raise Shizuka's profile in one fell swoop!","","Now that Luminous's fame has risen, this is my chance
to raise Shizuka's reputation all at once!",""
"知名度を……ま、まあ、それができるに、
越したことはありませんが……","","To be known ...... well, well, it can be done,
It's not too much to ask. ......","","I-I suppose it's better to be
able...to make a name for myself.",""
"あっ、もちろん、不満があるわけじゃありません。
いただいた仕事は、全力で挑みますっ","","Oh, of course, I am not complaining.
I will do my best to take on the work you give me!","","Ah, of course. I'm not unhappy about it or anything...
I'll do everything in my power to take on the job!",""
"新しいファンの獲得の為に、歌やダンス以外の仕事も
これからもっと増えていくでしょうし……","","To attract new fans, we also do other jobs besides singing and dancing.
And there will be more in the future. ......","","I'm sure there will be even more work to do
besides singing and dancing in the future...",""
"でも……あの、プロデューサー。
本当に私でいいんでしょうか……？","","But ...... Um, producer.
Are you sure you want me to ......?","","But, um... I'm Producer.
Is it really okay for me to be here...?",""
"（水着のグラビアに、乗り気じゃないのかな。
さて、どうしよう……）","","(I wonder if they are not into the swimsuit gravure.
(Well, what to do ......)","","(I wonder if she's interested in the swimsuit pin.
Now then, what to do...)","(Maybe she's not into gravure. 
Now then, what should I do...?)"
"静香の新しい魅力を
発信したい","","Shizuka's new charm.
I want to send out","","I want to show her
a new side of me.","I want to show Shizuka's new charms"
"水着が静香に
似合うと思った","","Swimsuit for Shizuka.
I thought it looked good on you.","","I thought a swimsuit would
look good on Shizuka.",""
"水着の仕事に
慣れてほしかった","","For the swimsuit job.
I wanted you to get used to it.","","I just wanted you to get
comfortable in a swimsuit.","I wanted you to get used to 
working in swimsuits"
"静香の水着が
見たかった","","Shizuka's swimsuit.
I wish I could have seen it.","","I wanted to see
Shizuka in a swimsuit.",""
"このグラビアを機会に、どうしても静香の
新しい魅力を発信したいんだ！　頼む！","","I couldn't resist the opportunity to use this photogravure as an opportunity to showcase Shizuka's
I'm trying to make a new attraction! Please!","","I want to use this photo shoot as an
opportunity for showing Shizuka's charm! Please!",""
"もう……仕方ないですね……。
分かりました。私も精いっぱい、やってみますから","","I have no more ...... choice. ......
Okay, I will do my best.","","Geez... I guess it can't be helped.
Understood. I'll do my best to help you out as well, so please let me know if there is anything else that can be of assistance in return for your aid or not","Geez... It can't be helped... 
Understood. I'll do my best too"
"静香ちゃん、とってもよかったよ！
いい写真がたくさん撮れたから、楽しみにしててね","","Shizuka, that was very good!
I got a lot of good pictures, so look forward to seeing them.","","Shizuka-chan, that was great!
I took a lot of great photos, so look forward to it.",""
"は、はい……！　ありがとうございました！
よかった、上手くいった……","","Ha, yes ......! Thank you very much!
Good, it worked: ......","","O-Okay! Thank you very much.
Thank goodness, it worked...",""
"（静香は、恥ずかしがりつつも
完璧に仕事をこなした）","","(Shizuka is shy.)
(Did his job perfectly.)","","(Shizuka was embarrassed, but
she did her job flawlessly.)",""
"（静香のグラビアはＳＮＳを中心に話題を呼んで、
数日を待たずして、雑誌が完売した！）","","(Shizuka's photogravure became a hot topic mainly on SNS,
(The magazine sold out in less than a few days!)","","(Shizuka's gravure became a hot topic on social media,
and the magazines sold out within several days!)",""
"ああ。俺はこの水着を見せてもらったとき、
かわいくて、静香にすごく似合うと思ったんだ","","Yeah, when I was shown this swimsuit,
I thought it was cute and would look great on Shizuka.","","Yeah. When you showed me this swimsuit, I thought
it was cute and would look really good on Shizuka!",""
"そ、そういう言い方……しないでください。
分かりました。これも仕事ですから","","Well, please don't say it that way .......
Okay, I understand, it's part of my job.","","D-Don't say it like that...
Understood. This is part of my job, after all...",""
"無事に撮影が終わったみたいだな。
お疲れさま、静香","","Looks like the shoot went off without a hitch.
Good job, Shizuka.","","Looks like the photo shoot ended without incident.
Good work, Shizuka.",""
"お疲れさまです。はぁ、グラビアって難しい……。
慣れるまでに時間がかかりました……","","Thanks for your help. haha, gravure is hard. ......
It took me a while to get used to it: ......","","Good work. *sigh*, gravure is hard...
It took me a while to get the hang of it...",""
"（静香は『もっと上手くやれたのでは？』と
反省をしていたが……）","","(Shizuka said, 'Couldn't you have done better?')
(......), although he had been reflecting on it.","","(Shizuka was reflecting on her actions with
『You could've done better.』, but...)",""
"（緊張している姿が初々しいと、
多くの読者の目に留まったぞ！）","","(He said she was nervous and it was her first time,
(You've caught the eye of a lot of readers!)","","(You're so innocent when you look nervous,
it caught the attention of many readers!)",""
"水着の仕事がいくつか控えているから、
少しでも水着の仕事に慣れてほしかったんだ","","I have a few swimsuit jobs coming up,
I wanted her to get used to the swimsuit business, even if just a little.","","I have a few swimsuit jobs waiting for me, so
it'd be nice if you could get used to them.",""
"え？　他にもあるんですか？","","What? There are others?","","Huh? There's more to it than that, too",""
"ああ。水着を着て食レポとか、
水着で運動会とか……色々あるぞ","","Yeah, like food repo in a bathing suit,
There's a lot of things you can do with a swimsuit and a field day at .......","","Yeah. There's swimsuit-wearing, eating repo...
Swim clothes and athletic meets too!",""
"全然水着に関係ない仕事じゃないですか！
……やるからには、全力で挑みますけど","","It's not a swimsuit-related job at all!
I'll give it my all if I'm going to do ......, though.","","This has nothing to do with swimsuits at all!
...If I'm going to do this, then it must be done with all my might.",""
"撮影の前に気になることを言うから、
集中できなかったじゃないですかっ","","I'll say what's on my mind before the shoot,
You couldn't concentrate!","","I couldn't concentrate because you said something
that bothered me before the photo shoot, right?",""
"す、すまない。
そんなつもりじゃなかったんだが……","","Sorry, sorry.
I didn't mean to do that. ......","","S-Sorry.
That wasn't my intention, but...",""
"（俺が余計なことを言ったせいで、
静香の集中力を削いでしまい、撮影は難航した……）","","(Because I said something unnecessary,
(Shizuka's concentration was lost and filming was difficult. ......)","","(Because I said too much, Shizuka's
concentration was cut off and filming became difficult...)",""
"プロデューサーとして、
静香の水着姿を見たかったんだ","","As a producer,
I wanted to see Shizuka in her swimsuit.","","As a producer, I wanted to see
Shizuka in her swimsuit.",""
"き、急になにを言い出すんですか！？","","What are you suddenly talking about?","","Wh-What are you saying all of a sudden?!",""
"あ、こ、言葉が足りなかった！　静香の新しい魅力を
みんなに発信できるいい機会だと思って……それで","","Oh, I didn't use enough words! Shizuka's new charm.
I thought it would be a good opportunity to get the word out to everyone at ......, so","","Ah, I-I didn't say enough! This is a good opportunity
to show everyone how much Shizuka likes me.",""
"も、もう！　撮影前にあんなことを言うなんて……！
それでもプロデューサーですか！？","","Oh my god, I can't believe I said that before the shoot. ......
But you are still a producer!","","G-Geez! How could you say something like that before filming?
Are you still a producer?!",""
"ご、ごめん。
もう少し考えを整理して話すべきだった……","","Oh, I'm sorry.
I should have organized my thoughts a bit more and talked about it: ......","","S-Sorry.
I should've thought this through a little more...",""
"（俺の伝達ミスで、静香が動揺してしまい、
うまく撮影することが出来なかった……）","","(My miscommunication upset Shizuka,
(Couldn't get it to photograph well ......)","","(Shizuka was so shaken up by my mistake in
communication that I couldn't get a good shot...)",""
"静香、準備はいいか？","","Shizuka, are you ready?","","Shizuka, are you ready?",""
"はいっ！　まさか有名うどんチェーン店で、
１日店長をできる日が来るなんて……","","Yes! No way, at a famous udon chain,
I never thought I'd see the day I could be a manager for a day. ......","","Yes! I never thought the day would come when we'd be
able to run a famous udon chain for one whole night...",""
"ふふっ、絶対に成功させなくちゃ","","Phew, we must make it work!","","Haha. We've got to make sure it succeeds, no matter what else is going on in the future",""
"やる気は十分みたいだな。
先方も静香のうどん愛に期待していると言っていたよ","","Sounds like you've got plenty of motivation.
The other party said they're counting on Shizuka's love of udon.","","Looks like you're motivated enough.
The other party said they had high hopes for shizuka's love of udon.",""
"気になったことがあれば、
どんどん提案してほしいそうだ","","If you have any concerns,
They want you to keep making suggestions.","","If there's anything that catches your eye, he
wants you to come up with more suggestions.",""
"そうですね……。お客さんには美味しいだけ
じゃない、最高のうどんを提供したいと思ってて","","Yes, ....... Just delicious for customers.
No, I'm just trying to serve the best udon noodles I can.","","That's true... I wanted to make sure
that the customers enjoyed it.",""
"うんうん。それで？","","Yeah, yeah, yeah.","","Yeah, yeah. And?",""
"そのために、私自身で、お客さんのおもてなしを
したいと思ってるんです……","","For this reason, I, myself, have been working on the hospitality of our customers.
I'd like to ......","","That's why I want to
serve the guests myself...",""
"どんなことをすれば、お客さんに
一番、喜んでもらえるでしょうか","","What can we do to help our customers
Will they be most pleased?","","What should I do to make
the customers happy?",""
"静香ができることで、か。
うーん……","","With what Shizuka can do, huh?","","By being able to make Shizuka, huh.
Hmm...",""
"できれば、基本のうどんメニューを出す以外に
何か、もうひと味、足したいんですが……","","If possible, in addition to serving a basic udon menu
I'd like to add something more. ......","","If possible, I'd like to add something
else besides the basic udon menu...",""
"もうひと味か。そうだなあ……","","One more taste...yeah right.........","","Another group, huh? Let's see...",""
"静香の手打ちうどん","","Shizuka's Handmade Udon Noodles","","Shizuka's Handmade Udon",""
"静香が薬味を配る","","Shizuka distributes condiments.","","Shizuka distributes condiments",""
"天ぷら１品無料","","One free tempura dish","","Tempura, free of charge.",""
"お代わり無料","","free refills","","Free refill.",""
"ひと味と言わず、もっと思い切ってみよう、静香。
自分の手打ちうどんを振る舞う気はないか？","","Let's not call it a taste, but let's be more drastic, Shizuka.
Are you willing to serve your own handmade udon noodles?","","Shizuka, let's try to be braver.
Would you like to serve me your handmade udon?",""
"うどんを作るのは、そんなに簡単じゃないですが……
いえ、やってみます。材料と場所、貸してください！","","Making udon noodles is not so easy. ......
No, I'll give it a try...just lend me the materials and location!","","It's not that easy to make udon, but...
No, I'll give it a try. Please lend me the materials and location!",""
"このうどん、アイドルが打ったんだって？
でも……うまそうじゃないか！","","I heard that these udon noodles were made by an idol.
But ...... looks good, doesn't it?","","I heard an idol made this udon.
But... it looks delicious!",""
"は、はい。一生懸命作ったので、
よかったら召し上がってください","","Yes, I worked very hard on it,
You can have it if you like.","","O-Okay. I put a lot of effort into making
it, so please help yourself if you'd like!",""
"どれどれ……ウン、うまい！　何杯でも食えそうだ！
ファンじゃなくても、大喜びだと思うよ！","","Which one is ...... Un, yum! I could eat as many cups as I want!
Even if you're not a fan, I think you'd be overjoyed!","","Let's see... Mmm, delicious! I could eat as many cups of this stuff.
Even if you're not a fan, I think she would be overjoyed!",""
"（『アイドルの打ったうどんがやたら本格的』と
ファンのみならず、一般の客まで拡散され……）","","(""The udon noodles made by the idol are very authentic.
(......) spread not only to fans but also to the general public.","","(It's not just 『The udon the idol made is really
authentic』 and the fans, but also regular customers...)",""
"（行列は閉店まで途切れることなく、
歴代１位の売り上げを記録した！）","","(The line was unbroken until closing,
(The first sales record of all time!)","","(The line didn't stop until the store
closed. It was first place in history!)",""
"お客さんのうどんに、静香が
薬味を直接配って回るのはどうかな","","The customer's udon, Shizuka.
How about going around handing out condiments in person?","","How about Shizuka distributes the seasoning
directly to customers' udon?",""
"それくらいなら、私にもできそうです。
分かりました、やってみますね","","I think I can do that much.
Okay, I'll give it a try.","","Even I can do that much.
Okay, I'll give it a try.",""
"お待たせいたしました、きつねうどんです。
では、薬味は私から入れさせていただきますね","","Thank you for waiting, this is Kitsune Udon.
Now, I will add the condiments.","","Here's your kitsune udon.
Then, I'll add the condiments myself.",""
"ええっ、静香ちゃんが直接、薬味を……！？","","Eh, Shizuka directly from the condiments at ......!","","Huh? Shizuka-chan's making it herself...!",""
"（静香の薬味サービスは、店に集まった
ファンのみんなに喜んでもらえた）","","(Shizuka's condiment service gathered at the restaurant.
(All the fans loved it.)","","(Shizuka's condiment service made all
the fans who came to see her happy.)",""
"（店が混みすぎて、入場制限までしてしまったが……
売り上げも評判も良かったし、大丈夫だろう！）","","(The store was so crowded that they even restricted admission, but ......
(Sales and reviews were good, so I guess we're good to go!)","","(It's so crowded that entry is restricted, but...
The sales and reputation were great, so it'll be fine!)",""
"天ぷら１品無料はどうだ？
お得感があっていいと思うぞ！","","How about one free tempura?
I think you're getting a great deal!","","How about one tempura for free?
I think it's a good deal!",""
"本日限定で、うどんを注文いただいたお客様には、
天ぷら１品無料でサービスします！","","Today only, for customers who order udon,
One tempura dish will be served free of charge!","","Today only, we're offering free tempura
to customers who order udon!",""
"へぇ、天ぷらが無料なのか。
それじゃ、うどんにしようかな","","Wow, tempura is free?
I'll have udon then.","","Wow, tempura's free?
Well then, I guess we'll have udon.",""
"（その後も、天ぷらの無料サービスにつられて、
うどんの注文が殺到した……）","","(After that, I was still lured by the free tempura service,
(Udon orders flooded in: ......)","","(After that, we were lured in by the free tempura
service and flooded with orders for udon...)",""
"（しかし、店的にはそこそこの赤字に
なってしまった……）","","(However, the store made a loss there.
(......)","","(However, we've ended
up in the red...)",""
"お客さんが喜びそうなサービスでいこう。
一番嬉しいのは……お代わり無料だ！","","Let's provide a service that customers will enjoy.
The most exciting thing is ...... free refills!","","I'll give them a service that the customers will love.
What makes me happiest is... free refills!",""
"お代わり無料って……
プロデューサー、それ本気で言ってるんですか……？","","Free refills? ......
Producer, are you serious about that ......?","","Free refills...?
Are you serious, producer?",""
"お代わり無料ってマジ？
よーし、どんどんお代わりするぞ～！","","Really, free refills?
Okay, I'll keep refilling!","","Is free refills for real?
All right, I'm gonna get you some more!",""
"（ほとんどのお客さんがお代わりをして、
お店は大いに盛り上がった！）","","(Most customers refill,
(The restaurant was a great success!)","","(Most of the customers were refilling,
and it was a blast!)",""
"（だが……お店は大赤字。店員さんたちが
それはもう深いため息を吐いていた……）","","(But the ...... store is in the red. The clerks.
(That was already a deep sigh of relief: ......)","","(But...the store is in the red. The employees are already sighing deeply at this
point, and it's hard to tell what they were thinking about all of a sudden...)",""
"お疲れさま、静香。
撮影が押してしまったが、疲れていないか？","","Good job, Shizuka.
The shooting has been pushed, are you tired?","","Good work, Shizuka.
You're not tired after all the filming?",""
"え？　はい、私なら大丈夫ですけど……","","What? Yes, I would be fine, but ......","","Huh? Yes, I'm fine...",""
"（……？　少し表情が暗いな。
何か悩み事でもあるのかも……）","","(......?) You look a little gloomy.
(Maybe something is troubling you. ......)","","(...? You look a little gloomy.
Maybe something's bothering her...)",""
"グ～……","","G~......","","*groan*...",""
"ん？　今の音は……","","Hmm? Now that sounds like ......","","Huh? What was that sound...",""
"！　す、すみません。お昼前からずっと、
なにも食べていなかったので……","","I'm sorry, I've been here since before noon,
I hadn't eaten anything. ......","","...! I-I'm sorry. We hadn't eaten
anything since lunch...",""
"俺の方こそ、気づかずにすまない。
撮影は昼食の時間にかかっていたからな","","I'm the one who's sorry I didn't see it coming.
Because the shoot was taking place over lunch.","","I should be the one apologizing.
The shooting took place at lunch time.",""
"ちょっと遅くなったが、今から食べに行くか。
さて、なににしようか……","","It's a little late, but let's go eat now.
Well, what shall I make ......","","It's a little late, but I guess we should go eat now.
Now, what should I do...?",""
"うどん","","Udon","","Udon noodles",""
"パスタ","","pasta","","Pasta",""
"ラーメン","","ramen","","Ramen",""
"よし、仕事を頑張っていたし、
今日はうどんにしようか","","Okay, I was working hard,
Shall we have udon today?","","Alright, you've been working hard.
How about we have udon today?",""
"うどん……！
は、はい！　ぜひ、お願いします","","Udon. ......!
Yes, yes!","","Udon...!
Y-Yes! Please do.",""
"パスタはどうだ？
ＳＮＳ映えするおしゃれな店が近くにあったはずだ","","How about some pasta?
There must have been some trendy social media-worthy stores nearby.","","How about pasta?
There's supposed to be a trendy social media store nearby.",""
"そのお店、美嘉さんが話していたところですよね。
でも……今はパスタより、うどんが食べたいです","","That restaurant is the one Mika was talking about, isn't it?
But ...... now I'd rather eat udon than pasta!","","Mika-san was talking about that shop, right?
But... I want to eat udon more than pasta right now.",""
"貴音に美味しいラーメン屋を教えてもらったんだ。
そこに行ってみないか？","","Takane told me about a great ramen shop.
Why don't you go there?","","Takane told me about this delicious ramen shop.
Why don't we go there?",""
"今はあまり、ラーメンという気分では……。
プロデューサーがよければ、うどんが食べたいです","","I'm not really in the mood for ramen right now. ......
If Producer is willing, I would like to eat udon!","","I don't really feel like ramen right now...
If it's okay with you, I want to eat udon.",""
"じゃあ、うどんにしよう。だけど、静香……
お腹が減ってるなら、遠慮なく言っていいんだぞ","","Okay, I'll have udon...but Shizuka: ......
If you're hungry, feel free to tell me.","","Then let's have udon. But, Shizuka...
If you're hungry, feel free to tell me.",""
"あ、そうですね……分かりました。
それじゃ、行きましょうか","","Oh, yes, I understand .......
Well, shall we go then?","","Ah, that's right... Got it.
All right, let's go.",""
"（静香が自主レッスンすると聞いて
様子を見に行くことにした……）","","(I heard Shizuka was going to give a voluntary lesson.
(I'm going to go check on him: ......)","","(When I heard Shizuka was going to have her own
lesson, we went and checked on the situation...)",""
"１、２、３、４……ここで、ターンをして……
次は……あっ……！","","1, 2, 3, 4...... here, turn ......
The next one was ......, which was ......!","","1, 2, 3, 4..... Turn here and ...
Next is... ahh!",""
"おっと……大丈夫か？","","Oops. ...... all right?","","Whoops... Are you okay?",""
"は、はい。すみません……
もう１回、最初から……","","Ha, yes, sorry ......
One more time, from the beginning: ......","","Y-Yes. I'm sorry...
One more time, from the beginning...",""
"１、２、３、……あれ？
今度は、ターンのタイミングが違う……","","1, 2, 3, ...... Huh?
Now the timing of the turn is different: ......","","1, 2, 3, ...huh?
This time, it's a different turn...",""
"だいぶ苦戦しているようだな","","You seem to be struggling a lot.","","Looks like you're having a hard time.",""
"はい。何度やっても、ミスしてしまって……。
最後まできれいに踊れないんです","","Yes. No matter how many times I tried, I kept making mistakes. ......
I can't dance cleanly to the end.","","Yes. No matter how many times I try, it always ends in failure...
I can't dance beautifully to the end.",""
"プロデューサーから見て、
どこがダメだと思いますか？","","From Producer's point of view,
What do you think is wrong with it?","","From Producer's point of view,
what do you think is wrong?",""
"そうだな……","","Right ......","","Let's see...",""
"（動きが悪いわけじゃない、それよりも……）","","(Not that it's a bad move, it's more ......)","","(It's not like my movements are bad. More importantly...)",""
"目","","eye","","Me",""
"心","","mind","","Kokoro",""
"体","","counter for humanoid forms (e.g. dolls, statues, corpses, etc.)","","Body",""
"目線かな。ターンを意識しすぎて、
気が付くと、足元に目線が向かっているんだ","","I think it's the eyes...I'm too conscious of the turn,
I find myself looking down at my feet.","","I wonder if it's my line of sight. I was so focused on the turn that before you knew what hit me,
your eyes were already looking at where we stood next to each other in a straight-up circle",""
"もっとリラックスして、
しっかり前を向いてやってみたらいい","","Relax more,
Just try to look forward and do it right.","","Just relax and
face forward.",""
"確かに注意力が散漫になっていたかもしれません。
アドバイス、ありがとうございます","","It certainly could have been a distraction.","","It's true that my attention may have been distracted.
Thanks for the advice.",""
"目線を前に、リラックス……","","Eyes forward, relax ......","","Relax in front of me...",""
"失敗を恐れているんじゃないか？
そのせいで、体が委縮しているのかも","","You're afraid of failure.
Maybe that's why your body is atrophying.","","Are you afraid of failure?
Maybe that's why my body is shrinking.",""
"心を落ち着けて、ゆっくりやってみるといい","","You need to calm your mind and take it slow.","","Calm down, take your time and try it again. I know you'll find the answer to that question in no uncertain terms",""
"恐れ……そうかもしれません、
分かりました、やってみます","","Fear ...... may be so,
Okay, I'll try.","","Afraid... That might be true. I
understand, we'll give it a try!",""
"体だな。
疲れていて、動きが鈍っているんだよ","","Body.
They're tired, they're not moving fast enough.","","It's your body.
I'm tired and slow.",""
"少し休んでから、
今度はゆっくりやってみるといい","","After a little rest,
Try it slower this time.","","After you get some rest, try
to take it easy next time.",""
"わ、分かりました……","","Wow, I get it. ......","","U-Understood...",""
"（そして、休憩を挟んだ後……）","","(And after a break ......)","","(And then, after a break...)",""
"プロデューサー、
もう１回挑戦してもいいですか？","","
Can I try again?","","Hey, producer.
Can I try again?",""
"ああ、頑張れ！","","Oh, hang in there!","","Yeah, good luck!",""
