"ふふっ。
そう言ってもらえると、嬉しいです","","Phew.
I'm glad to hear you say that.","","",""
"うちの社長も好きなので、
お酒の話をすると喜ぶと思いますよ","","Our president likes it too,
I think you'll be happy to talk about alcohol.","","",""
"そうなんですか。高木社長でしたら、
素敵なお店をたくさん知ってそうですね","","Is that so, if you are President Takagi?
You seem to know a lot of great places to eat.","","",""
"機会がありましたら、おすすめのお店を
聞いてみようと思います","","If you get a chance, I can recommend a restaurant.
I'm going to ask.","","",""
"そうですね。きっと社長も喜ぶと思いますよ","","Yes, I'm sure the president will be pleased.","","",""
"（楓さんはお酒が好きなのか……。
新しい一面を知ることができた）","","(Does Kaede like to drink? .......
(I learned a new side of myself.)","","",""
"（しかし、歌姫がお酒好きか……。
うん、面白いギャップだと思うぞ！）","","(But does the diva like to drink? .......
Yeah, I think it's an interesting gap!)","","",""
"（千早たちが楓さんの過去のライブ映像に
見入っている）","","(Chihaya and others on Kaede's past live video.
(Looking in)","","",""
"…………","............","","","…………",""
"ス、スゴいですっ！","","It's amazing!","","",""
"お疲れさまです。
あら……懐かしい映像を見ているんですね","","Thanks for your time.
Oh my, ...... you're looking at nostalgic footage!","","",""
"楓さんのライブ映像を見たいと言って、
３人でステージの勉強をしていたんです","","Say you want to see Kaede's live video,
The three of us were studying for the stage.","","",""
"お勉強……ですか","","Are you studying ......","","",""
"私のライブが、
みなさんの参考になればいいのですが……","","My gig,
I hope this is helpful to everyone: ......","","",""
"相当、集中して見ていましたからね。
参考になることがたくさんあったんでしょう","","I was watching them with considerable concentration.
You must have found a lot of references.","","",""
"はい。
素晴らしいステージでした","","Yes.
It was a wonderful stage.","","",""
"確かな歌唱力とパフォーマンスで、
ステージが高垣さんの色に染められていると……","","With solid singing ability and performance,
When the stage is dyed in Mr. Takagaki's colors, ......","","",""
"そんな、千早ちゃんに褒めてもらえるなんて……。
ありがとうございます。すごく嬉しいです","","Oh no, I can't believe Chihaya praised me. ......
Thank you very much, I'm very happy.","","",""
"楓さん、スッゴくキラキラしてました！","","Kaede-san was so sparkling!","","",""
"ありがとうございます、果穂ちゃん。
元気な果穂ちゃんも、いつもキラキラしていますよ","","Thank you, Kaho.
Even the energetic Kaho is always sparkling!","","",""
"デビューしたばかりで、あんなステージを
作れるなんて……すごい才能ですね","","I just debuted on stage like that.
It's ...... amazing talent to be able to make it!","","",""
"才能だなんて……あの頃は手探りで、
慣れないアイドルのお仕事に必死でしたよ","","I can't believe it's a talent. ...... I was groping around back then,
I was desperate to work as an idol, something I wasn't used to.","","",""
"そうなんですか？
全然分かりませんでした……っ！","","Is that so?
I had no idea. ......","","",""
"ステージで歌うことに慣れていなくて、
どう振る舞えばいいか、ぎこちなくなって……","","I was not used to singing on stage,
How to behave, awkwardly ......","","",""
"歌詞を間違えないか、声がちゃんと出るか……。
いろんな不安を感じていました","","Make sure you don't mispronounce the lyrics and that your voice sounds right. ......
I felt all kinds of anxiety.","","",""
"楓さんでも、
そんな不安を感じることがあったんですね","","Even Kaede,
You've felt such anxiety.","","",""
"はい……。
アイドルの難しさを、何度も痛感しました","","Yes. .......
I realized how difficult it is to be an idol many times.","","",""
"でも、今は大丈夫です。
ライブで緊張しない魔法を見つけましたから","","But it's okay now.
Because I've found the magic to not get nervous at gigs.","","",""
"まほう！？　本当ですかっ！？","","Really?","","",""
"はい、本当です。
果穂ちゃんたちだけに特別に教えてあげますね","","Yes, it is true.
I'll tell you something special just for you, Kaho and your friends.","","",""
"その魔法というのは、ライブが始まる前に、
スタッフのみなさんと一緒に……","","That magic is before the live performance begins,
Together with the staff ......","","",""
"円陣を組んでエンジンをかけるんです","","We form a circle and start the engine.","","",""
"円陣を組んで……","","In a circle: ......","","",""
"エンジンを……かける……？","","Start the engine on ...... ......?","","",""
"（えっ……。
もしかして、今のは……ダジャレ？）","","(eh .......
(Maybe that was a ...... pun?)","","",""
"はい。円陣でエンジンを……ふふっ","","Yes. Engine in a circle ...... phew!","","",""
"あ……もう少しひねりを加えた方が
良かったかしら……？","","Oh, ...... you should add a few more twists.
I hope that was good. ......?","","",""
"やっぱり、ダジャレだったんですね……。
えっと、今のダジャレは……","","I knew it was a pun. ......
Let's see, now that's a pun: ......","","",""
"傑作です！","","It is a masterpiece!","","",""
"まあまあです","","So-so.","","",""
"いまいちです……","","It's not good. ......","","",""
"傑作です！
分かりやすくて、いいと思います！","","It is a masterpiece!
It is easy to understand!","","",""
"ふふっ、ありがとうございます。
何だか自信が出てきました","","Phew, thank you very much.
I'm feeling somewhat more confident.","","",""
"自信がモリモリと、森のように……ふふふっ","","Confidence is like a lush, forest ...... phew!","","",""
"まあまあ、悪くないですね。
もう少し、ひねりが欲しいところです","","Oh well, it's not bad.
I'd like to see a few more twists.","","",""
"ひねりが欲しい、なるほど……","","I need a twist, I see. ......","","",""
"ひねり、ひねり……ううん。
おひねりはいただけそうにないですね","","Twist, twist ...... nah.
I don't think I'm going to be able to get any brownie points.","","",""
"いまいちですね……","","It's not good. ......","","",""
"そうでしたか……すみません","","I didn't think so. ...... sorry","","",""
"今は、いまいちですが……
いつかは『いまさん』くらいを目指しますね","","It's not looking good right now. ......
Someday I hope to be as good as ""Ima-san"".","","",""
"えっと、その……。
今のはやっぱりダジャレだったんですね","","Let's see, its .......
I knew that was a pun.","","",""
"『円陣』を組んで、
『エンジン』をかける……","","Form a circle,
The ""Engine"" is on: ......","","",""
"ふふっ……あはははっ！
円陣でエンジンを……ふふふっ！","","Hmmm ...... hahaha!
Engine in a circle ...... hmmmmm!","","",""
"パッとダジャレが思いつくなんて
楓さん、スゴいですっ！","","I can't believe you came up with that pun.
Kaede, that's awesome!","","",""
"ふふっ、ありがとうございます♪","","Phew, thank you... ♪ Thank you, thank you, thank you ♪","","",""
"（真剣な話をしていたのに、
急にダジャレを言い出すなんて……）","","(We were having a serious conversation,
I can't believe you're suddenly making puns (......).","","",""
"（素なのか本気なのか……。これが楓さんの、
ミステリアスな一面……と言っていいのか？）","","(Is it plain or serious? ....... This is Kaede's,
(Can I say mysterious side ......?)","","",""
"（楓さんに活動の相談をしようと、
屋上に向かうと……）","","(I was trying to consult with Kaede about the activity,
(......) as we head to the rooftop.","","",""
"実は、近いうちにホームパーティーを
開こうと思っているんです","","Actually, we're having a home party in the near future.
I'm thinking of opening it.","","",""
"よかったら、おふたりとも遊びに来ませんか？","","If you want, you both can come visit us.","","",""
"あら、ホームパーティーなんて素敵ですね♪
もちろん、参加させてもらいます","","Oh my, what a nice home party....
Of course, I'll be there.","","",""
"本当、素敵ですね。私も喜んで参加します","","True, it's lovely, and I'd be happy to join you.","","",""
"ありがとうございます！
楓さんには、おいしいお酒を用意しますね","","Thank you very much!
I will prepare a delicious drink for Kaede.","","",""
"あら、私がお酒を飲むと、
どなたから聞いたのですか？","","Oh, my, when I drink alcohol,
Who told you about this?","","",""
"社長さんからです。
とても、お酒に詳しいそうですね","","From the President.
I hear you are very, very knowledgeable about alcohol.","","",""
"そんな詳しいだなんて……。歌織ちゃんの方が、
世界中のお酒を、知っているんじゃないですか？","","
You know all the drinks in the world, don't you?","","",""
"そんなことありません。
楓さんの方が、詳しいと思いますよ","","That is not true.
I think Kaede-san knows more about it than I do.","","",""
"そうでしょうか？　でも、まだ世界には私の知らない
お酒がある……そんな気がするんです","","I doubt it, but there's still a whole world out there that I don't know about.
There's alcohol ...... I have a feeling that's what it is.","","",""
"ふふっ、楓さんって面白い方ですね","","Huh, Kaede-san is an interesting person, isn't she?","","",""
"あずさちゃんは、お酒は飲まないのですか？","","Azusa, do you not drink alcohol?","","",""
"時々飲むんですけど……。
でも、私は甘い物の方が好きですね♪","","I drink from time to time. ......
But I prefer the sweet ones.Â","","",""
"この近くに新しいカフェがオープンしたんですけど、
そこのスフレケーキがおいしいんですよ","","There's a new cafe that just opened near here,
They have a delicious soufflé cake there.","","",""
"まあ、それは素敵ですね♪","","Well, that's lovely.Â","","",""
"スフレケーキがおいしいカフェ……。
事務所の信号を曲がった所にあるカフェですか？","","Cafe with delicious soufflé cakes. ......
Is this the cafe just around the corner from your office at the traffic light?","","",""
"はい、そうです。楓さん、よく知っていますね","","Yes, yes, Kaede, you know very well.","","",""
"あのカフェのランチ、ワインを選べるんですよね。
一度看板を見て、いつか行ってみようかと","","You can choose wine for lunch at that cafe.
I saw the sign once and thought I'd go there sometime.","","",""
"楓さん、本当にお酒がお好きなんですね","","Kaede, you really like to drink!","","",""
"あら、プロデューサー。
聞いていらしたんですか？","","Oh, hey, producer.
Did you hear about it?","","",""
"ふふっ、プロデューサーさん。
女子のトークを盗み聞きなんて、いけませんよ♪","","Hmmm, producer.
Don't eavesdrop on a girl's talk.","","",""
"盗み聞きをするつもりじゃなかったんです。
楓さんと相談したいことがあるんですが……","","I didn't mean to eavesdrop.
I need to discuss something with Kaede: ......","","",""
"あっ、打ち合わせでしたか。
それじゃ、私と歌織ちゃんは失礼しますね","","Oh, was it a meeting?
Well, then, if you'll excuse me and Utagoe-chan.","","",""
"楓さん、ホームパーティーの件、
よろしくお願いしますね♪","","Kaede, about the home party,
I look forward to working with you... ♪","","",""
"はい、楽しみにしています","","Yes, I'm looking forward to it.","","",""
"ガールズトーク中に割り込んですみません。
ルミナスの活動のことで少しお話ししたくて","","Sorry to interrupt during girl talk.
I just wanted to talk to you a little bit about the Luminous activity.","","",""
"気になさらないでください。
お仕事が優先ですから","","Please don't worry about it.
Your work comes first.","","",""
"プロデューサー……どうしたんですか？
そんなにじっと見つめて……","","Producer ...... What's going on?
Stare so intently at ......","","",""
"あっ、ええ、あの……今日の楓さんは……","","Oh, yeah, that ...... Kaede today is ......","","",""
"かわいい","","cute","","So cute.",""
"ご機嫌","","in a good mood","","",""
"不思議","","wonder","","",""
"なんだか、かわいいなと思いまして……","","I thought it was kind of cute. ......","","",""
"かわいい……ですか？
ありがとうございます……で、いいのでしょうか？","","Is it a cute ......?
Thank you, ......, is that correct?","","",""
"なんていいますか、その……。
いつもより表情が豊かな気がして……","","What can I say, its .......
I felt more expressive than usual. ......","","",""
"表情が豊か……そうですか。
私、そんな顔を……ふふっ","","Expressive ...... I see.
I, such a face ...... phew!","","",""
"ご機嫌な感じがします","","I feel like I'm in a good mood.","","",""
"ご機嫌な顔……ですか。相談があると聞いて、
すぐに気持ちを切り替えたつもりでしたけど……","","Are you in a good mood ......, I heard you have a consultation,
I thought I changed my mind right away, but ......","","",""
"それなら、思い当たる節があります","","Then I have an idea.","","",""
"なんだか、不思議なんですよ。
いつもと雰囲気が違っていて……","","It's kind of strange.
The atmosphere is always different. ......","","",""
"不思議……というのは、変ということでしょうか？","","Does strange ...... mean strange?","","",""
"違います！　いつもより穏やかな表情だったので、
なにかあったのかと気になったんです","","No! He looked calmer than usual,
I was wondering if something was wrong.","","",""
"実はさきほど、歌織ちゃんから
ホームパーティーのお誘いを受けたんです","","As a matter of fact, I just received this from Kaori.
I was invited to a home party.","","",""
"私やあずさちゃんの好きな物を、
用意してくれるんですって","","What I and Azusa like,
They're going to prepare it for us.","","",""
"それは楽しみですね。
でも……それだけですか？","","That's something to look forward to.
But ...... is that all?","","",""
"えっと……それだけ、というのは？","","Let's see... ...... That's it, what do you mean?","","",""
"あっ……いや、パーティーの他にも
なにかいいことがあったんじゃないかと思って……","","Oh, ...... No, besides the party.
I thought something good might have happened: ......","","",""
"他にも……そうかもしれませんね","","Others may ...... so!","","",""
"きっと……何気ない会話が楽しかった……。
ということなんだと思います","","I'm sure ...... enjoyed our casual conversation .......
I think that's what it means.","","",""
"……楓さん？","","...... Maple?","","",""
"それよりプロデューサー、
ルミナスの活動のことでご相談、でしたよね？","","More importantly, producer,
You were asking about Luminous activities, weren't you?","","",""
"相談があるのでしたら……。
そう、断然早いほうがいいですよね","","If you would like to discuss this, please contact .......
Yes, the sooner the better by far.","","",""
"……本当にダジャレが好きなんですね","","...... really like the puns!","","",""
"ふふっ。
すみません、お仕事のお話の前に","","Phew.
Excuse me, before we talk about your work.","","",""
"いえ、いい感じに肩の力が抜けました……。
では、これが資料です――","","No, it was a nice shoulder to lean on. ......
Now, here are the materials--","","",""
"（ダジャレで話を逸らされた気がするが……。
もっと楓さんのことを理解しないとな……）","","(I feel like I've been diverted by a pun. .......
I need to understand Kaede better (......).","","",""
"（うーん……ＴＶ番組の仕事が入ったのだが、
誰にお願いするのがいいのか……）","","(Hmmm ...... I got a job on a TV show,
(Who to ask: ......)","","",""
"お疲れさまです、プロデューサー","","Good job, producer.","","Good work, producer.",""
"あっ、楓さん。お疲れ様です。
レッスンはもう終わったんですか？","","Ah, Kaede, thank you for your hard work.
Have you finished your lessons yet?","","",""
"はい、今終わったところです","","Yes, I just finished.","","",""
"あの、プロデューサー……。
なにか困ったことでもありましたか？","","Um, Producer .......
Is there something troubling you?","","",""
"なんだか険しい表情をしているような……","","It's kind of a grim look. ......","","",""
"そんな顔をしていたんですね……。
すみません、心配をおかけして","","That's what you looked like. ......
I'm sorry. I'm sorry to worry you.","","",""
"ＴＶ番組の仕事が入ったのですが、
出演アイドルのことで迷っていて……","","I got a job on a TV show,
I'm confused about the idol that's going to be on the show. ......","","",""
"ＴＶのお仕事……ですか","","Do you work for TV ......","","",""
"ええ、仕事のイメージに合うメンバーは、
その日に別の予定があって、収録できないんです","","Yes, members that fit the image of the job,
I have other plans for that day, so I can't record it.","","",""
"かといって、仕事のイメージに合わない子を、
起用するのもよくないので……","","Or, for that matter, a child who doesn't fit the image of the job,
It's not a good idea to appoint ......","","",""
"そうでしたか……ところで、そのお仕事というのは、
どういった内容なんですか？","","I didn't know that. ...... By the way, what is the job?
What is it about?","","",""
"山奥の温泉宿のロケ番組です","","It's a location program at a hot spring hotel deep in the mountains.","","",""
"山奥の温泉宿……ですか","","Is it a hot spring resort deep in the mountains ......","","",""
"ええ、一応都内の宿なので、
そこまで遠くはないのですが――","","Yes, in case you're wondering, it's an inn in Tokyo,
It's not that far--","","",""
"あの、私でよろしければ、
そのお仕事を任せていただけませんか？","","Um, if it's okay with me,
Would you be willing to let us take care of that job?","","",""
"ええっ！？　引き受けていただけるなら、
とても助かりますが……いいんですか？","","What? If you are willing to undertake it,
That's very helpful, but is ...... okay?","","",""
"はい。お休みの日に、
温泉や宿に出かけたりしますので……","","Yes, on your day off,
We go out to hot springs and inns, so ......","","",""
"番組の役に立つような知識はあります。
ロケが上手くできるかは少し不安ですが……","","I have knowledge that would be useful for the program.
I'm a little nervous about getting the location right. ......","","",""
"せっかくのお仕事を失くしてしまうのは、
もったいない気がして……","","You can't afford to lose your job,
It seems like a waste. ......","","",""
"なによりも、山奥の宿だなんて
風情があって素敵ですよね","","Above all, I can't believe it's an inn deep in the mountains.
It's tasteful and lovely.","","",""
"かなり歴史のある旅館で、
知る人ぞ知る宿だったみたいなんです","","In an inn with quite a long history,
It's like he was an inn known only to those in the know.","","",""
"『だった』と言うと……今は違うんですか？","","When you say, 'It was', do you mean ...... different now?","","",""
"こだわりのスイーツが流行っているそうで、
予約が殺到しているそうです","","I heard that particular sweets are in vogue,
They are inundated with reservations.","","",""
"なるほど。ということは、
食レポはスイーツなんですね","","I see,
So your food rep is a sweetie.","","",""
"はい、そうなりますね。スイーツを食べるために、
遠出をしてもらうのは申し訳ないのですが……","","Yes, it will be, to eat sweets,
Sorry to ask you to travel so far. ......","","",""
"いえ、お仕事ですし……。
そんな素敵な旅館なら、喜んで行きます","","No, it's your job, and you can find out more at .......
I would gladly go to such a nice inn!","","",""
"せっかくでしたら、ついでに一泊させて頂いて……。
というのは、さすがに難しいですよね","","If you are so inclined, please let us stay overnight while you are here and visit .......
That is indeed a difficult thing to do!","","",""
"そうですね……次の日のスケジュールもあるので、
仕事が終わり次第、こちらに戻らないといけません","","Yes, ...... I have a schedule for the next day,
I have to get back here as soon as I finish work.","","",""
"そうですよね……ああ、でも、
お土産を買うくらいの時間はありますか？","","Yes, I know. ...... Oh, but,
Do you have enough time to buy souvenirs?","","",""
"はい、それでしたら問題ないですよ。
例えば……","","Yes, that would be no problem.
For example: ......","","",""
"お酒","","alcohol","","Alcohol",""
"漬物","","Japanese pickled vegetables","","",""
"ペナント","","pennant","","",""
"お酒なんてどうですか。
お土産で買うなら問題ありませんよ","","How about a drink?
If you're buying it as a souvenir, no problem.","","",""
"本当ですか？
では、高木社長と自分用に……","","Really?
Now, for President Takagi and myself: ......","","",""
"知る人ぞ知る宿には、
おいしい地酒がつきものですから","","For those in the know, at the inn,
Because it is accompanied by delicious local sake","","",""
"漬物なんてどうですか。
旅館のお土産店に置いてあるじゃないですか","","How about pickles?
You can find them in the souvenir stores at ryokans.","","",""
