"そっか～。さすがプロデューサーさんですね。
レッスン頑張ったご褒美に、連れてきてくださいね♪","","I see~ You are indeed a producer.
Please bring them back as a reward for their hard work in the lesson...","","I see. That's our producer for you!
As a reward for your hard work during the lesson, please bring her here.♪"
"（ルミナスの全体レッスンが終わり、
次の予定まで翼と休憩することになった）","","(The whole lesson of Luminous is over,
(We were to rest with the wings until our next appointment.)","","(With Luminous's full lesson over, we decided to
rest with Tsubasa until our next appointment.)"
"ねえねえ、プロデューサーさん、
甘奈さんって、キラキラしててかわいいですよね～♪","","Hey, hey, hey, producer,
Amana is so sparkly and cute!","","Hey, Ms. Producer! Miss
Amana is so cute and sparkly~♪"
"きっとすっごくモテるんだろうなぁ。
モテモテのヒケツ、教えてもらいたいな～","","I bet he is very popular.
I'd love to learn the secret to being irresistible!","","I'm sure she must be really popular.
I'd like to hear about the secret behind being so popular."
"確かに甘奈は魅力があるよな。
特に……","","You're right, Amana has a lot of charm.
Especially ......","","It's true that she has charm.
Especially..."
"甜花思いなところ","","the place where people think fondly of beet blossoms","","Tenka's Lovely Place"
"ファッションセンス","","fashion sense","","Fashion sense"
"ＪＫなところ","","JK place","","JK's."
"甜花思いなところも、魅力のひとつだな。
仲良しなところもファンに人気だし","","The beetroot's thoughtfulness is part of its charm.
And the fact that they get along so well with each other is popular with fans.","","It's one of the things that makes her so charming.
He's also popular with the fans."
"そうですよね～。甘奈さんみたいな人と
姉妹だったら、毎日楽しそう♪","","That's right - with someone like Amana.
If we were sisters, we'd have fun every day... ♪","","That's right. If I had a sister like
you, it would be fun every day!♪"
"ファッションセンスだな。流行をおさえつつ
自分に似合う服を選んでると思うぞ","","Fashion sense, while keeping up with the latest fashions.
I think you're picking out clothes that look good on you.","","You have a good sense of fashion. I think you're trying to keep up with
the trends and pick out clothes that will look great on yourself, too!"
"そうそう、わたしもファッションが好きだから、
甘奈さんとよくお話してるんですよ～","","Yes, yes, I like fashion too,
I talk to Amana a lot~!","","That's right, I like fashion too.
So we talk about it all the time"
"ＪＫは青春真っ盛りだし、輝いているよな","","JK is in the prime of her youth and she's glowing.","","JK is at the height of his youth, and he's shining bright."
"わ、わたしだって青春真っ盛りですよ～。
甘奈さんに負けないくらい、キラキラ輝いてますっ","","Wow, I'm in the throes of adolescence too!
It sparkles as brightly as Amana's!","","I-I'm at the height of my youth, you know.
She's just as bright and shiny, like you!"
"もっと仲良くなりたいなぁ。よーし、今度
ショッピングに連れてってもらっちゃおっと！","","I'd like to get to know you better.
Let's have them take us shopping!","","I wanna get to know him better. All right,
next time he'll take me shopping!"
"それはいいけど、ふたりが並んで街を歩くと、
道行く男性が大慌てしそうだな。気を付けるんだぞ","","That's fine, but when two people walk down the street side by side,
The man on the street is going to be in a big hurry...watch out!","","That's all well and good, but if you two walk around town together
like this the men will get flustered. Be careful out there!"
"もしかして、やきもちですか～？　大丈夫ですよ、
ちゃーんと荷物持ちしてもらいますから～♪","","Are you jealous? It's okay,
I'll have you carry all the luggage for me!","","Are you jealous? Don't worry, I can have her carry all your stuff for us on the way back to our dorms and everything will be fine in no time
flat if that makes any sense. You just wait until we get there first thing out of my mouth before going off into a frenzy with me again!♪"
"いつの間に、俺が買い物に同行することに、
なっているんだ？　……まあ、たまにはいいか","","When did you decide that I was going to accompany you on your shopping trip?
What's it become? ...... Well, sometimes.","","When did you decide that I'd go shopping with
her? ...Well, it can be nice once in a while."
"（次の仕事について、翼と打ち合わせを
していたが……）","","(Meeting with Wings about the next job.","","(I had a meeting with
Tsubasa about my next job, but...)"
"……さて、今出た案の中で、
翼がやりたいものはあるか？","","...... Now, in the proposal that just came up,
Is there anything the wings want to do?","","...Now then, is there anything you
want to do as a winged being?"
"う～ん、どれもイマイチしっくりこないんですよ～。
もうちょっと具体的だと決めやすいんですけど～","","Hmmm...none of this feels quite right!
It would be easier to decide if you were a little more specific.","","Hmm, none of them really fit me.
It's easier to decide if it is a little more concrete."
"（打ち合わせに飽きてきてるな……もっと
翼が興味を持てそうな仕事を提案してみるか）","","(You're getting tired of meetings. ...... more
(Or I could suggest a job that Wings might be interested in.)","","(He's getting tired of meetings... Maybe I should
suggest a job that might interest him more.)"
"なあ、翼。
それなら……","","Hey, Wings.","","Hey, wings.
In that case..."
"ファンイベント","","fan event","","Fan event"
"ＴＶ番組","","TV program","","Television shows"
"ラジオ出演","","Radio Appearances","","Radio appearances"
"ファンと接することも大事だし、
ファンイベントを開催してみるのはどうだ？","","It's also important to be in contact with fans,
How about organizing a fan event?","","It's important to get in touch with your
fans, so how about we hold a fan event?"
"ファンイベント？　わあ、とっても楽しそう～！
トークやミニライブをするのもいいですよね♪","","A fan event? Wow, that sounds like a lot of fun!
Talks and mini-lives would be great.Â","","A fan event? Wow, that sounds like a lot of fun!
Talking and doing minilives.♪"
"ＴＶ番組に出演するのはどうだ？
実はちょっと相談が来ていてな","","How about a TV show?
Actually, I'm here for some advice.","","How about being on TV?
Actually, there's something I wanted to talk about."
"えっ、ＴＶですか？
やった～！　わたし、ＴＶに出たいですっ！","","What, TV?
I want to be on TV!","","Huh, TV?
Yay! I want to be on TV."
"翼はトークが上手いし、ラジオ出演はどうだ？","","Wings is a good talker, how about a radio appearance?","","Tsubasa's really good at talking. How about a radio appearance?"
"う～ん……。ラジオっていろんなことが話せるし
楽しいですよね","","Hmmm... ....... Radio can talk about so many things.
It's fun, isn't it?","","Hmm... There's so much to talk
about on the radio, and it sure is fun."
"あ、でも……わたし、ルミナスのみんなと
一緒のお仕事がしたいかも！","","Oh, but ...... I'm with all the Luminous people.
Maybe we would like to work together!","","Oh, but... I want to work
with everyone in Luminous!"
"なるほどな。
じゃあ、誰とどんな仕事をしてみたい？","","I see.
So who would you like to work with and what kind of work would you like to do?","","I see, I see.
Then who do you want to work with?"
"えっとですね～。甘奈さんと美嘉さんと、
服を選びあって撮影するのも楽しそうですし～……","","Let's see... Amana and Mika,
It will be fun to choose each other's clothes and take pictures ~ ......","","Let's see... I think it would be fun to
take a photo with Miss Amana and Mika."
"（よし、翼の気を引けたし、乗ってきたぞ。
この調子で内容を詰めていこう！）","","(Okay, I've got your attention on the wings and I'm on board.
(Let's keep this up and work on the content!)","","(Alright, now that I've got her attention on my wings and all...
Let's get to the bottom of this!)"
"（つい先ほど、翼の仕事が無事に終わった）","","(Just a few moments ago, the work on the wings was successfully completed)","","(Just a little while ago, I finished my wing job without incident.)"
"翼、お疲れさま。
今日の仕事、よく頑張っていたな！","","Good job, Wings.
You did a great job today!","","Good work, Wings.
You did a great job at work today!"
"わ～い、ほめられちゃった♪　プロデューサーさん、
頑張ったご褒美がほしいんですけど……ダメぇ？","","Wow, I got a compliment... Producer,
I'd like a reward for my hard work. ...... No?","","Yaaay! I've been praised. ♪ Producer wants a
reward for all your hard work... Is that okay?"
"まあ、ご褒美くらいはいいか。
じゃあ……","","Well, at least a reward.
Then ......","","Well, I guess a reward is fine.
Then..."
"焼肉","","yakiniku","","Yakiniku"
"パフェ","","parfait","","Parfait"
"たい焼き","","fish-shaped pancake filled with bean jam","","Taiyaki"
"今度、とびっきり美味しい焼肉でも食べに行くか","","Next time, let's go out for some incredibly delicious yakiniku.","","Next time, I'll go eat some extraordinarily delicious yakiniku."
"やった～！　プロデューサーさんと一緒に焼肉が
食べられるなら、次も頑張っちゃおうかな～♪","","Yay! Yakiniku with Producer!
If I can eat it, I'll try for the next one!","","Yay! If I get to eat yakiniku with Producer,
maybe next time we'll do our best.♪"
"今度、甘いものでも食べに行くか。
パフェなんてどうだ？","","Next time, let's go out for something sweet.
How about a parfait?","","Maybe I'll go eat something sweet next time.
How about a parfait?"
"パフェ……！　じゃあ、美嘉さんに教えてもらった、
美味しいパフェがあるお店に行きましょう～！","","Parfait ......! Well then, Mika taught me,
Go to a restaurant that has delicious parfaits~!","","A parfait...! Then let's go to the
place that Mika-san told us about."
"今度、たい焼きを食べに行こうか","","Let's go eat taiyaki sometime.","","Let's go eat taiyaki sometime."
"えー？　たい焼きもいいですけど、ご褒美だから
すごく豪華なたい焼きにしてくださいね？","","Eh? Taiyaki is good, but it's a treat.
Please make it a very gorgeous taiyaki, okay?","","Huh? I don't mind the taiyaki, but as a
reward please make it really luxurious."
"それじゃあさっそく、ご褒美デートの
計画を立てちゃいましょうか","","Well, then, let's get started on our reward date.
Let's make a plan, shall we?","","Well then, let's start planning
our reward date right away."
"何だか話が変わってきてるな……
今回のご褒美の食事は、ルミナスみんなで行こう","","Something's changing in the conversation: ......
Let's all go to Luminous together for this rewarding meal.","","This conversation's changing...
Luminous, let's all go to the feast as a reward."
"え～、みんなが一緒も楽しいですけど、
ふたりっきりがよかったのに～","","Eh - it's fun to have everyone together, though,
I wish it was just the two of us.","","Whaaat? It's fun being with everyone, but it would have been nice if we
could be alone together instead of just talking about stuff like this."
"それはもっと仕事を頑張ったらな。
さて、そろそろ事務所に戻るぞ","","That's if you work harder.
Well, it's time to get back to the office.","","That is, if you work harder.
All right, let's get back to the office."
"（収録先に向かう途中にある街頭モニターで、
女性芸能人の恋愛報道が流れていた）","","(On a street monitor on the way to the recording location,
(Reports of female celebrity romances were circulating.)","","(On the street monitor on my way to recording, I
saw a report about female entertainers' love lives.)"
"あのタレントさんって、とっても魅力的ですよね～。
いいなぁ、私も早くモテモテになりたいっ！","","That talent is very attractive!
I love it. I can't wait to be irresistible, too!","","That celebrity is very attractive, isn't she?
How nice! I want to be popular with the ladies too, soon."
"ねえねえ、プロデューサーさん。
わたしの魅力って、どこだと思いますか～？","","Hey, hey, hey, producer.
What do you think is attractive about me?","","Hey, Mr. Producer!
Where do you think my charm lies?"
"翼の魅力か。
そうだな……","","Is it the charm of the wings?","","The charm of wings, huh?
Yeah, you're right"
"表情","","facial expression","","Facial expression"
"スタイル","","style","","Style"
"えっと……","","Um... ......","","Umm"
"いくつかあるが、中でも特に魅力的なのは、
コロコロ変わる表情だと思う。かわいいしな！","","There are several, but the most attractive of them are,
I think it's the expression that changes from one moment to the next, and it's cute!","","There's a few of them, but I think the most
attractive one is their changing expressions. They look cute!"
"えっ、表情って意識したことなかったけど、
かわいいって照れちゃいますね。えへへ♪","","Eh, I've never been conscious of facial expressions,
I'm embarrassed to be called cute.","","Huh? I've never really thought of it as an expression, but you make
me blush. Hehe~ You look so cute in that one too! Ee heee...♪"
"翼はスタイルがいいと思うぞ。
憧れている子も多いんじゃないか？","","I think your wings are in style.
I'm sure there are a lot of kids out there who would love to be a part of it.","","I think the wings have a good figure.
Aren't there a lot of girls who look up to you?"
"そうかな？　プロデューサーさんがそう言うなら、
きっとそうなのかも～♪","","I don't know. If Producer says so,
I'm sure that's true~♪","","Really? If Producer says so,
then I'm sure it must be true~♪"
"えっと……
色々ありすぎて、どう言ったらいいか迷うな","","
There's so much going on, I'm not sure how to say this.","","Umm 
So much has happened, I don't know what to say."
"そんなこと言って、ごまかしてませんか～？
色々あるなら、全部教えてくださいよ～","","Are you cheating by saying that~?
If you have so many things to say, tell us all about them~!","","You're not fooling me, are you?
If you've got a lot on your plate, please tell me everything~"
"もう少ししたら、きっとみんなが翼のことを
放っておかないと思うぞ。現に……","","In a little while, I'm sure everyone will be talking about the wings.
I don't think they're going to leave you alone. ......","","In a little while, I'm sure everyone will
be leaving the wings alone. And in fact..."
"あの子って、もしかして……翼ちゃん！？
ＴＶで見るより、すっごくかわいい！","","Could that girl be ...... Tsubasa!
It is so much cuter than it looks on TV!","","Is that... Tsubasa-chan?!
She's even cuter than she looks on TV!"
"ほら、チラホラ翼のことをウワサしてる人たちが、
いるだろう？","","See, people are whispering about the glimmering wings,
You'll be there, won't you?","","See, there are people talking
about the wings."
"わ～い！　みんな、応援ありがとう～！","","Wow! Thanks for the support, everyone!","","Yaaay! Thanks for cheering us on, everyone."
"つ、翼！？　そんな笑顔で手を振ったら、
目立つだろう！　ほら、行くぞ！","","Tsubasa! If you wave your hand with such a smile,
You'll stand out! Here we go!","","W-Wings?! You'll stand out if you wave at me with
a smile like that. Come on, we have to go now!!"
"少しくらい目立ってもいいじゃないですか～！
そんなに心配しなくても大丈夫ですよ～♪","","It's okay to stand out a little!
Don't worry so much~♪","","Can't you stand out a little?!
You don't have to worry so much~♪"
"（翼のレッスンが終わり、
一緒に事務所まで戻ることになった）","","(Wings lesson is over,
(We were to walk back to the office together.)","","(After wing lessons ended, we headed
back to the office together.)"
"プロデューサーさん、レッスン頑張った
ご褒美が欲しいな～。ダメぇ？","","Good job on the lesson, producer!
I want a reward.","","I'd like a reward for all your hard work
during the lesson. Is that okay?"
"まあ頑張ってたしな。コンビニでよかったら、
なにか買ってくるよ。ここで待っていてくれ","","Well, I did my best, if it's okay with you,
I'll get you something, just wait here.","","Well, you did work pretty hard. I'll go buy something at the convenience store
if that works out for ya! Wait here while we get it done with this one"
"（さて、翼の好きそうなものは……）","","(Well, the wings seem to like ......)","","(Now, as for what the wings might like...)"
"ポテトチップス","","potato chips","","Potato chips."
"ジュース","","juice","","Juice"
"フランクフルト","","Frankfurt","","Frankfurt"
"お待たせ。ポテトチップスを買ってきたぞ","","Here you go, I got you some potato chips.","","Sorry to keep you waiting. I've got some potato chips for ya!"
"あっ、これ新商品のやつですね！
チェックしてたんですよ～、ありがとうございます♪","","Oh, this is the new product, isn't it?
I was checking it out...thank you...","","Oh, this is a new one!
▁I was checking it out. Thank you very much for your help♪"
"（よし！　気に入ってもらえたみたいだな。
新商品を選んでよかった）","","(Okay! I think they liked it.
(I'm glad I chose the new product)","","(All right! Looks like you've taken a liking to it.
I'm glad we chose a new product.)"
"お待たせ。ジュースを買ってきたぞ","","Here you go, I got you some juice.","","Sorry to keep you waiting. I've got some juice for ya, too"
"ちょうど喉が渇いてたんですよ～。
さすがプロデューサーさんですね","","I was just thirsty!
That's what I'd expect from a producer.","","I was just getting thirsty.
That's a producer for you."
"（どうやら、喜んでもらえたみたいだな）","","(Apparently, they were pleased.)","","(Looks like you liked it.)"
"お待たせ。フランクフルトを買ってきたぞ","","Here you go, I got you some frankfurters.","","Sorry to keep you waiting. I've got a frankfurter for ya, Geralt。"
"え～、フランクフルトの気分じゃないんだけどなぁ。
でも、お腹空いてるし……いただきまーす","","Eh - I'm not in the mood for frankfurters.
But I'm hungry and I'm going to have some ......","","I'm not in the mood for frankfurters, though.
But, I'm hungry... Thanks for the food."
"（うーん、あんまり喜んでもらえなかったな……）","","(Well, they weren't too happy about it. ......)","","(Hmm, she didn't really like it...)"
"（翼の仕事が終わり、一緒に事務所に戻って来た）","","(They came back to the office together after the wings work was done.)","","(I finished my wing job and came back to the office with you.)"
"ねえ、プロデューサーさん。ジャンケンしましょ～。
わたしが勝ったら、お昼ご飯、ご馳走してください♪","","Hey, producer, let's play rock-paper-scissors-scissors!
If I win, please treat me to lunch.","","Hey, producer. Let's play rock paper scissors!
If I win, please treat me to lunch for a bit.♪"
"それは俺が損しそうだけど……まあいいか","","That's going to cost me a lot of money. ...... Well, okay.","","I'd probably lose out on that, but... Oh well."
"（今日の翼は、仕事を頑張っていたからな。
さて、どうしようか……）","","(Today's wings were hard at work, you know.
(Well, what shall we do ......)","","(Today's wings were hard at work, after all.
Now, what to do...)"
"勝ちをゆずる","","yield a victory","","I'll let you win."
"あいこにする","","do with favor (favour)","","We'll call it even."
"勝ちにいく","","go for the win","","I'm going to win."
"それじゃあ、いくぞ。
最初はグー、じゃんけん……ぽんっ！","","Well then, here we go.
First, goo, then rock-paper-scissors ...... pop!","","Alright, let's go.
Rock, paper... scissors!"
"やったぁ、勝った～！　プロデューサーさん、
約束通り、ご馳走してくださいね～♪","","Yay, I won! Producer,
Please treat me as you promised~♪","","Yay, we won! Please treat
us like you promised.♪"
"（翼も喜んでいるし、勝ちをゆずって正解だったな）","","(The wings are happy, and you were right to yield the win.)","","(The wings are happy too, so it was the right choice to let them win.)"
"あっ、あいこだ……。　プロデューサーさん、
もう１回！　もう１回勝負です～！","","Oh, it's Aiko. ....... Producer,
One more time! One more game!","","O-Oh, that's even... One
more time! Let me try again"
"（それから何回かあいこが続き、
翼が勝つまで、じゃんけんは終わらなかった）","","(Aiko followed several times,
(Rock, paper, scissors, rock, paper, scissors wasn't over until Tsubasa won.)","","(We evened out a few times after that,
and until the wings won it didn't end.)"
"ああっ、負けちゃった！
せっかくご馳走してもらおうと思ったのに～","","Oh, I lost!
I was just about to have you over for dinner...","","Aaah, I lost!
And here I was thinking we'd have a feast."
"（俺の懐は守られたが、残念がらせてしまった……）","","(My pocketbook was protected, but I'm sorry to disappoint: ......)","","(My pocket was protected, but I made her disappointed...)"
"（次の仕事まで時間があるので、
翼と一緒にゲームセンターにやって来た）","","(I have time until my next job,
(He came to the arcade with his wings.)","","(I have some free time before my next job,
so Tsubasa came to the arcade with me.)"
"お菓子におもちゃ、それに野菜……。
クレーンゲームの景品って色々あるんだな","","Candy, toys, and vegetables. ......
There are so many different kinds of prizes for crane games.","","Sweets, toys and vegetables...
There's a lot of prizes for crane games."
"あっ、あれかわいいっ！　いいな、欲しいなぁ。
ねえ、プロデューサーさん。取ってくださいよ～","","Oh, that's so cute!
Hey, producer, take it off!","","Ah, that's cute! I want it so bad.
Hey, Mr. Producer! Could you pass it to me?"
"ん、翼の言うあれっていうのは……","","Hmm, that thing that Wings refers to is ......","","Hmm, that thing you're talking about is..."
"ぬいぐるみ","","stuffed toy","","Stuffed animal"
"くまさんの靴下","","Socks for bears","","Mr. Bear's Sock"
"ハート型の野菜","","Heart-shaped vegetables","","Heart-shaped vegetables"
"あのぬいぐるみのことか？
あれなら頑張れば取れそうな気がするぞ！","","You mean that stuffed animal?
I think you could get that one if you work hard enough!","","Are you talking about that stuffed animal?
I feel like if we work hard, it'll come off!"
"やったー♪　あのぬいぐるみ、かわいいですよね♪
プロデューサーさん、頑張って取ってくださいね！","","Yay...that stuffed animal is adorable...
Producers, please do your best to take it!","","Yay-♪ That stuffed animal is cute, isn't it?♪
Good luck with that, Mr. Producer!"
"（翼、今日は頑張ってたしな。
よし、頑張って取るぞ！）","","(Wings, you worked hard today.
(Okay, I'll do my best to get it!)","","(Tsubasa did her best today.
All right, let's do this!)"
"あのくまさんの靴下のことか？
ちょっと難しそうだけど……チャレンジしてみるか","","You mean those bear socks?
It looks a bit difficult, but I'll give ...... a try.","","Are you talking about Mr. Bear's socks?
It looks a little difficult, but I'll give it my best shot."
"くまさんの靴下もかわいいですよね～。
プロデューサーさんが取ってくれるなら、嬉しいな♪","","The bear's socks are cute too!
I'd be happy if Producer would take it... ♪","","Mr. Bear's socks are cute, too!
I'd be happy if Producer could get it for me.♪"
"（よし、チャレンジしてみるか！）","","(Okay, I'm up for the challenge!)","","(All right, let's give it a shot!)"
"あのハート型の野菜だな！
任せろ！","","That heart-shaped vegetable!
Got it!","","It's that heart-shaped vegetable!
Leave it to me!"
"ハート型の野菜って、めずらしいですよね～。
でも、今もらってもちょっぴり困るかも？","","Heart-shaped vegetables are so rare!
But, even if I get it now, I might be a little bit annoyed.","","Heart-shaped vegetables are rare, aren't they?
But, wouldn't it be a bit troublesome if I took them now?"
"（うっ……そういえば、これから仕事だったな。
翼が言ってたのは別のものだったか）","","(Ugh......... Oh, by the way, I'm about to go to work.
(Or was that something else the wings were talking about?)","","(Ugh... Come to think of it, I have work now.
So the wings were talking about something else.)"
"（翼の仕事終わり、
気分転換を兼ねて出かけることにした……）","","(End of work in the wings,
I decided to go out for a change (......)","","(After finishing my wing work, I
decided to go out for a change of pace...)"
"（もうこんな時間か……。
翼も楽しんでくれたようだな）","","(Is it that time already? .......
(I see you enjoyed the wings, too.)","","(It's already this late...
Looks like Wing enjoyed it.)"
"プロデューサーさん！　今日は楽しかったでーす。
また一緒にあそびましょうね～","","I had a lot of fun today!
Let's play together again~!","","Hey, producer! I had a blast today.
Let's play again sometime~"
"すっごく、楽しかった～♪　もちろん、
プロデューサーさんも楽しかったですよね？","","It was a lot of fun......of course,
Producer had a good time, didn't he?","","It was so much fun! ♪ Of
course, you had a great time too."
"あっ、プロデューサーさんだ！
おはようございま～す♪","","Ah, it's Producer!
Good morning.","","Hey, it's Producer!
Good morning~♪"
"おはよう、翼。
朝から元気だな","","Good morning, Wings.
You're looking good this morning.","","Morning, Tsubasa.
You're pretty lively in the morning."
"はいっ！
プロデューサーさんは、元気じゃないんですか～？","","
Isn't Producer doing well~?","","Yes!
How's Producer doing?"
"元気だぞ。まあ、翼の元気にはかなわないけどな。
そういえば、ルミナスはどうだ？","","I'm fine, well, not as fine as my wings.
Come to think of it, how about Luminous?","","I'm fine. Well, not like my wings are any better than yours though...
By the way, what about Luminous?"
"みんないい感じですよ～。
あっという間に仲良くなっちゃいました","","Everyone is looking good!
We became friends in no time.","","Everyone's doing great.
We became fast friends."
"毎日おしゃべりしたり、一緒にお出かけしたりして、
もっと仲良くなりたいな～♪","","We chatted every day and went out together,
I wish we could get to know each other better!","","I'd like to chat and go out together
every day, so we can get closer.♪"
"翼は人懐こいし、あまり心配はしてなかったが、
上手くいっているようでよかったよ","","The wings were friendly, though, and I wasn't too worried,
Glad to hear things are going well.","","Her wings are friendly, so I wasn't too worried about her. But it looks like things have been going well for us
all this time—I am glad to see that she is happy with the results of our training here at Mishelam Wonderland"
"それじゃあ、このまま一緒に事務所に行こうか","","Well, then, let's go to the office together.","","Well then, let's go to the office together."
"ん？　あの後ろ姿は……。おーい、翼！","","Hm? That back view is at ....... Oh, wings!","","Hm? That's... Hey, wings!"
"プロデューサーさんだ！　わーい♪
こんなところで会うなんて、運命ですねっ","","It's Producer!
It's fate that we meet in such a place!","","It's Producer!♪
It must be fate that we meet here!"
"運命かどうかはわからないが、偶然ではあるな","","I don't know if it's fate, but it's a coincidence.","","I don't know if it was fate or not, but this is a coincidence."
"ねえ、寄り道していきましょうよ～。
ほら、あそこに面白そうなものありますよ","","Hey, let's take a side trip!
Look, there's something interesting over there.","","Hey, let's take a detour.
Look, there's something interesting over here."
"あっちには、かわいい猫ちゃんがいますー！
飼い猫かな？　もふもふしてて、かわいい～","","There is a cute cat over there!
Is it a domesticated cat? Fluffy and cute~!","","There's a cute cat over there!
Is it a pet cat? It's fluffy and cute"
"あっ、猫ちゃんがこっち来た！
ほら、一緒に撫でてあげましょうよ～♪","","Oh, kitty came this way!
Come on, let's pet them together~♪","","Ah, the cat's over here!
Come on, let's pet her together~♪"
"確かにかわいいけど、今日は事務所で
打ち合わせだろう？　寄り道はまた今度な","","Cute for sure, but I was in the office today.
You're in a meeting, right? I'll see you later for a detour.","","It's cute, but we have a meeting at the office
today. We can stop by another time!"
"やっと仕事が終わったな。
ちょっと休んだら、帰り支度をして……","","You've finally finished the job.
After a short rest, you can get ready to leave and go to ......","","You're finally done with your work.
After a short rest, I get ready to go home..."
"お疲れさまです、プロデューサーさん♪","","Good work, producer... ♪","","Good work, producer.♪"
"翼？　帰ったはずじゃ……","","Wings? I thought you were home. ......","","Wings? I thought you went home..."
"お話があって、戻って来ちゃいました～。
とーっても大事なことを伝えたくて……","","I had to come back to talk to you!
I wanted to tell you something very important: ......","","I came back to talk about something.
I just wanted to tell you something really important..."
"プロデューサーさん！
いつもプロデュースありがとうございま～す！","","Producer!
Thank you for all you produce!","","Hey, producer!
Thank you for always producing me!"
"アイドルって、すっごく楽しいです♪
これからも頑張った分は、ご褒美くださいね～","","Being an idol is so much fun!
Please continue to reward me for my hard work!","","I love being an idol.♪
Please reward me for my hard work from now on~"
"どういたしまして。
ご褒美については、都度考えるとして……","","You're welcome.
As for the rewards, we will consider them on a case-by-case basis. ......","","You're welcome.
I'll think about the reward every time..."
"これからも一緒に頑張っていこうな！","","","","Let's do our best together from now on!"
"あっ、プロデューサーさん♪
おはようございま～す！","","Oh, Mr. Producer ♪
Good morning!","","Hey, Mr. Producer!♪
Good morning, n!"
"おっはようございま～す！
プロデューサーさん♪","","Good morning!","","Good morning, n!
Hey, producer.♪"
"プロデューサーさん、お疲れ様で～す♪
明日も一緒にがんばりましょうね～","","Producers, thank you for your hard work... ♪
Let's work hard together tomorrow~!","","Hey, producer!♪
Let's do our best together tomorrow~"
"ん～、今日も活動たのしかったな～♪
モテモテハッピーライフに近づいたってカンジ♪","","I enjoyed today's activity too........
I feel like I'm getting closer to a happy, irresistible life.","","Hmm, today's activities were fun too.♪
I'm getting closer to being popular with the ladies and happy life.♪"
"翼に仕事のオファーが来たぞ！
高校の文化祭のサプライズゲストに来てほしいそうだ","","Wings just got a job offer!
They want a surprise guest at the high school festival.","","I've got a job offer for you, wing!
He wants you to come as a surprise guest at the high school cultural festival."
"文化祭！？
しかもサプライズって、すっごく楽しそう～","","Cultural Festival!
And a surprise sounds like a lot of fun!","","The cultural festival!?
What's more, a surprise seems to be really fun~"
"はは、やる気十分って感じだな。
俺も楽しみになってきたよ。早速行こうか","","Ha, you sound like you're fully motivated.
I'm getting excited too, let's get going.","","Haha, looks like you've got plenty of motivation.
I'm starting to get excited too. Shall we go?"
"プロデューサーさん、見てください！
いろんなお店がありますよっ","","Producers, look at this!
There are various stores!","","Look at this, Mr. Producer!
There are a lot of different stores."
