"……お、あそこにいるのは甜花だな。
おーい！　甜花、おはよう！","","...... Oh, that's a beet blossom over there.
Hey, beetroot, good morning!","","...Oh, isn't that Tenka over there?
Heeeeey! Good morning, Tenka!",""
"甜花か、まだ残ってたんだな。
ちょうど終わったところだよ、どうかしたか？","","Beet flower, or it's still there.
Just finished, what's wrong?","","Tenka? You're still here? Well yeah, 
I just finished. Did you need something?",""
"え、えと……い、いつも、プロデュース……
してくれて、ありがと……ね……","","Eh, uh, ...... yes, always, produce ......
Thanks for doing this. ...... ......","","U-Umm... t-thank you...
for all the producing... you do... for us...",""
"甜花……。こちらこそありがとう。
俺も、甜花の成長を間近で見れるのは、楽しいよ","","Beet Hana: ....... Thank you too.
I, too, enjoy watching the beets grow up close and personal.","","Tenka... You're welcome. I'm happy to be able 
to closely watch your growth as an idol.",""
"にへへ……。こ、これからも、甜花たちのこと……
よろしく、お願いしましゅ……！","","Nhehehe ....... This, and the beet flowers in the future ......
Best regards. ......","","Ni hehe... P-please continue... to take
good care of us... in the futurr...!",""
"あうぅ……噛んじゃった……
もう少しで……ちゃんと、言えたのに……","","Ahhhh ...... I bit it ......
I almost ...... could have said it right. ......","","Ughh... Tenka stuttered...
Let Tenka... say it properly... again...",""
"はは、気持ちは十分伝わったよ。
これからも一緒に頑張っていこうな","","Haha, I got the feeling well enough.
Let's keep working together.","","Haha, it's okay. Your feelings are enough.
Let's continue to do our best together.",""
"ぷ、プロデューサーさん……
おはよう、ございます……","","Ps, Producer: ......
Good morning. ......","","P-Producer-san...
Good... morning...",""
"お、おはよう……プロデューサーさん……","","Oh, good morning ...... producer ......","","G-good morning... Producer-san....",""
"プロデューサーさん。
お仕事……お疲れ様です","","Producer.
Thanks for your work ......","","Producer-san.
Thank you for... your hard work today.",""
"にへへ……今日、帰ったら、新しいゲーム、
する……","","Nhehehe ...... new game when I get home today,
Do ......","","Ni hehe... I have a new game... to play...
when I get home... today...",""
"（……甜花がひとりで休憩しているみたいだな。
声をかけてみるか）","","(...... Looks like the beet is taking a break all by itself.
(Let's call out to him.)","","(... It seems like Tenka is taking a break alone.
Maybe I should try to talk to her.)",""
"お疲れ様、甜花。
最近のルミナスの調子はどうだ？","","Good job, Beet Hana.
How's Luminous doing these days?","","Good work, Tenka. How are your activities with 
Luminous going?",""
"ひゃい……！　あ……プロデューサーさん……
みんな、すごいアイドルで……甜花、圧倒される……","","Hi ......! Oh ...... producer ......
Everyone is an amazing idol and ...... beetroot, overwhelmed ......","","Hyah...!  Ah... Producer-san... Everyone is a great 
idol... Tenka is overwhelmed...",""
"そうか。プロジェクトルミナスのメンバーは、
甜花よりも先輩のアイドルが多いもんな","","Right, the members of Project Luminous,
There are so many more senior idols than the beet.","","I see. Now that you mention it, most of the 
Project Luminous members are your senpai idols.",""
"うん……みんなの足……引っ張りたく、ない……
甜花、どうしたら……いい、かな……？","","Yeah ...... don't want to drag everyone down ......, no ......
Beet Hana, how can I ...... good, or ......?","","Mmm... Tenka... doesn't want to... burden...
everyone... What should Tenka do...?",""
"（やっぱり、甜花は上手くやれるか不安みたいだ。
ここはひとつ、何かアドバイスをしないと……）","","(After all, Tetuka seems to be worried about doing well.
I have to give some advice on one thing here: ......)","","(Tenka is worried that she won't be able to 
perform. I should give her some advice...)",""
"自由にやる","","do as one likes","","Go at your own pace.",""
"先輩の
言うことを聞く","","The senior
listen to what someone says","","Ask your senpai for advice.","Ask your senpai
for advice."
"顔色をうかがう","","to watch one's looks","","Observe their expressions.",""
"そんなに気負わなくていいと思うぞ。
甜花には甜花のペースがあるし、自由にやればいいよ","","I don't think you need to get so worked up about it.
Beet has its own pace, and you're free to do what you want.","","I think you don't have to worry so much.
You're free to go at your own pace.",""
"自由……？　自由…………
わ、分かった……甜花、自由に……やってみる……！","","Freedom ......? Freedom ............
Wow, okay ...... beetroot flowers, feel free to ...... try it ......!","","My own... pace...?
U-Understood... Tenka will...give it a try...!",""
"やっぱり、先輩の言うことを
聞くのが一番なんじゃないか？","","I knew it. I knew it. I knew what the seniors said.
Isn't it best to ask?","","It might be best to hear what your senpai have 
to say. Communication is key, right?",""
"そ、そっか……
先輩の、言うことを聞けば……大丈夫……","","I see. ......
Seniors, do what they say and you'll be fine ...... ......","","A-alright... Tenka... will listen to her senpai... 
That's okay...",""
"うーん……。それなら、なにかする時は
みんなの顔色をうかがうのはどうだろうか？","","Hmmm... ....... Then when you do something...
How about looking at everyone else's face?","","Hmm... How about trying to observe their 
expressions when you do something?",""
"か、顔色……？
甜花……分かるかな……","","Or is it your complexion ......?
Beet Hana...... can you understand it? ......","","E-Expression...?
Tenka wonders... if she can...",""
"何にせよ、変に焦る必要はないんだ。
今はできることを、ひとつひとつやっていこうな","","Whatever it is, there's no need to be in a weird hurry.
Let's just do what we can for now, one thing at a time.","","In any case, there's no need to rush.
Just do what you can do for now.",""
"う、うん……分かった……
プロデューサーさん……ありがと……！","","Umm, yeah ...... okay ......
Thanks to Producer ...... and ......!","","M-mm...O-Okay...
Thank you... Producer-san..!",""
"（ちょっと時間が空いたので、
事務所で甜花と雑談している……）","","(I have a little time on my hands,
(I'm chatting with a sugar beet in my office: ......)","","(I have some free time, so let's
chat with Tenka at the office...)",""
"そういえば、他のメンバーとはどうだ？
仲良くなった人はいたりするのか？","","Come to think of it, how's it going with the rest of the group?
Are there any people you get along with?","","By the way, how are you doing with the other 
members? Are you all getting along well?",""
"えと……。甜花たちと……
同じ、双子の……","","Let's see. ....... ...... with the sugar beets.
The same, twin ......","","Umm... the twins are...
similar to us...",""
"ああ、亜美と真美か。
気が合いそうな話題といえば……","","Ah, Ami and Mami.
Speaking of topics we seem to be on the same page: ......","","Ah, you mean Ami and Mami? If they are similar 
to you two, then this must be about...",""
"ゲーム","","game","","Games.",""
"いたずら","","pastime","","Pranks.",""
"姉妹喧嘩","","quarrel between sisters","","Sisterly quarrels.",""
"もしかしてゲームの話か？
甜花も、亜美も真美も、３人ともゲームが好きだしな","","Are we talking about a game by any chance?
And Tetuka, Ami and Mami, all three of them like to play games.","","Are you talking about games with them?
You, Ami, and Mami sure do love games, right?",""
"うん……！　ふたりとも……ゲーム、好き……！
ゲームの話、できて……嬉しい……！　にへへ……","","Yeah ......! Both of us like ...... games, ......!
I'm ...... happy to talk about the game ......!","","Mmm...! They like games too...! Tenka is glad that
she... can talk about games with them! Ni hehe...",""
"まさか、いたずらの話とかか？　あのふたりの
いたずらは、どんどんパワーアップしてくるんだ……","","You're not talking about some kind of prank, are you? The two of them.
The pranks just keep getting more and more powerful. ......","","Are you talking about pranks? Their pranks
are getting more elaborate these days...",""
"う、うん……甜花じゃ、思いつかない……いたずら、
いっぱい、考えてて……すごかった……！","","Umm, yeah ...... beetroot, I can't think of any ...... mischief,
I was thinking a lot and ...... was amazing ......!","","Mmm... Tenka won't do it though...
But their ideas... are amazing...!",""
"姉妹喧嘩の話とかか？　ただ、同じ双子でも
亜美たちと甜花たちは、またタイプが違うしな","","Like the story about the sisters fighting? Just the same twins, though.
Ami and her friends and Tetuka are a different type of people.","","Are you talking about sisterly quarrels? Even 
though you're twins, I guess there are differences.",""
"うん……
ふたりは……よくする、みたい……","","Yeah ......
The two of them do ...... well, it seems. ......","","Mmm... Their behavior... is similar...","Mmm... Their
behavior... is similar..."
"ふたりとも……そっくり……
でも、すごく、仲良し……！　そこは、おんなじ……","","They both look ...... exactly alike ......
But we are very, very good friends ......!","","Their looks too...
But they are so close...similar to us...!",""
"そうだな。確かにそっくりだけど、亜美や真美にも
個性があるし、甜花や甘奈もそれぞれ違うしな","","Yes, they certainly look alike, but so do Ami and Mami.
They have their own personalities, and each beet or amana is different.","","You're right. While they look similar, they have 
unique personalities just like you and Amana.",""
"うん……そっくりだけど……違う……
にへへ……楽しい、ね……！","","Yeah ...... looks exactly like ...... but ...... different ......
Nhehehe ...... fun, right ......!","","Mmm... Even though we look similar,
we're also different. Ni hehe... This is fun...!",""
"ああ、これからもみんなで頑張っていこうな","","Yeah, let's all keep up the good work.","","Yeah. I hope you guys continue to get along.",""
"（甜花の仕事終わりに、休憩がてら
公園へ散歩に来ている）","","(At the end of the work day in Tetuka, I took a break.
(It's a walk in the park.)","","(After Tenka finished her work, we took
a walk in the park during our break.)",""
"今日の甜花の仕事は、これでおしまいだな。
お疲れ様、ゆっくり休んでくれ","","I guess that's it for today's beet work.
Good job, get some rest.","","Good work, that should be everything for today.
Take a good break, Tenka.",""
"お疲れ様、です……。えと、プロデューサーさん……
最近、お休み……してる……？","","Good work, is ....... uh, producer ......
Have you been taking a break ...... lately ......?","","Thank you... Uhh... Producer-san... have you 
been... taking any days off... lately...?",""
"休みか？　たしかに最近は少し忙しかったな。
でも、次の休日は久々にゆっくり出来そうだよ","","You've been a little busy lately.
But it's going to be a long time since I've had a chance to relax on my next day off.","","Days off, huh? I've been so busy lately, but 
I should get some rest on the upcoming holiday.",""
"よ、良かった……！　お休み、大事……！
お休み、いつも……どんなこと、してるの……？","","Good, good ......! Good night, important ......!
Good night, what do you always ...... do, ......?","","Th-that's good...! Rest... is important...!
How do... you usually... spend... your day off...?",""
"休みの日になにをしているか、か……。
うーん、そうだな……","","What are you doing on your day off or .......","","How I spend my days off, huh?
Let's see...",""
"ネットショッピング","","online shopping","","Online Shopping.",""
"公園で歌う","","Singing in the Park","","Singing in the park.",""
"洗濯","","laundry","","Doing laundry.",""
"休みの日は、ネットで買い物することが多いかな。
この前、結構良いコーヒーメーカーを買ったんだ","","On my days off, I guess I do most of my shopping online.
I bought a pretty good coffee maker the other day.","","I often do some online shopping during my days 
off. I bought a good coffee maker the other day.",""
"コーヒー……！　すごい……
プロデューサーさん、大人……！","","Coffee ......! Amazing ......
Producer, adult ......!","","Coffee...! Wow...
Producer-san... is such an adult...!",""
"休みの日は、晴れてれば公園で歌ったりしてるぞ。
みんながステージで歌う時の気持ちを、知りたくてな","","On my days off, if it's sunny, I'll be singing in the park.
I just wanted to know how you all feel when you sing on stage.","","At times I sing in the park when it's sunny. I want 
to know how it feels when everyone's on stage.",""
"こ、公園で、歌……！？　す、すごい……
甜花も、聞いてみたい……！","","Here, in the park, singing ......! Amazing ......
I'd also like to hear about the beetroot flowers: ......!","","S-Singing in the park...!? A-amazing...
Tenka... wants to hear it...!",""
"休みの日は……主に洗濯してるな。
平日はしてる暇ないから、溜まっちゃうんだ……","","On your days off, you're ...... mainly doing laundry.
I don't have time to do it on weekdays, it just piles up. ......","","Hm... I mainly do laundry during my days off. 
I don't have time on weekdays, so it piles up.",""
"あうぅ……いつも……忙しい、から……？
お休み、もっと……ゆっくり、して……ほしい……","","Ahhh ...... always ...... busy, from ......?
Good night, more ...... relax, I want you to ...... relax, I want you to ......","","Because... you're always... so busy...? You 
should... take it slow... and enjoy those days...",""
"甜花は休みの時、何をしているんだ？","","What does Beet Hana do on her days off?","","How do you spend your days off, Tenka?",""
"甜花……？　甜花は……お休みの日……
いつも、寝るか……ゲーム、してる……","","Beet flower ......? Beet flower is ...... closed ......
I'm always either sleeping or playing ...... games. ......","","Tenka's...? Tenka usually... just sleeps...
or plays games...",""
"そうか、それも楽しそうだな","","Okay, that sounds like fun too.","","I see, that sounds fun.",""
"そういえば今度、みんなで出かけるって話が
あるんだけど、甜花も一緒にどうだ？","","Oh, by the way, we talked about going out together sometime.
I have one. Would you like to join us, Beet Hana?","","By the way, everyone else is planning to hang out
together some time later. Do you want to go?",""
"み、みんなと、一緒……！？
うん……！　行く……！　にへへ、楽しみ……","","Mi, with everyone ......!
Yeah ......! I'm going ......! Hehehe, fun ......","","T-together... with everyone!? Mmm... Tenka is 
going...! Ni hehe... Tenka can't wait...",""
"（甜花の仕事終わり、休憩を兼ねて、
カフェに立ち寄った……）","","(After work at Beet Hana, take a break,
(Stopped by the cafe ......)","","(After Tenka finished work, we took a break
and stopped by a cafe.)",""
"ぷ、プロデューサーさん……！
見て……！　和菓子、たくさん……！","","Ps, Producer: ......!
Look at ......! Japanese sweets, lots of ......!","","P-Producer-san...!
Look...! Traditional sweets...!",""
"おお、本当だ。……なるほど、和菓子フェアか。
たまたま入ったカフェだったが、アタリだな","","Oh, it's true. ...... I see, a Japanese sweets fair.
It was just a cafe I happened to walk into, but it was a bite.","","Y-You're right... I see. Looks like there's a sweets
fair at this cafe and we came at a good time.",""
"にへへ……いろんな種類、ある……
どれも、美味しそう……あう……選び、きれない……","","Nhehehehe ...... there are many kinds, ......
They all look so good ...... that I can't choose one ...... that I can't get enough of. ......","","Ni hehe... There are so many sweets...
Each looks delicious... Ah... can't decide...",""
"（甜花がいつになく目を輝かせている……。
この中で好きそうなのは……）","","(Beet Hana's eyes are shining brighter than ever at .......
(You might like this one: ......)","","(I've never seen Tenka's eyes sparkle like this...
Among these, she probably likes the...)",""
"甘納豆","","sugared red beans","","Amanatto.",""
"いちご大福","","Daifuku Strawberry","","Strawberry daifuku.",""
"お団子","","dumpling (usu. sweet)","","Dumplings.",""
"甜花、この甘納豆とか、好きなんじゃないか？","","Beet Hana, you might like this sweet bean or something like that.","","Tenka, do you like the Amanatto here?",""
"うん……！　名前、なーちゃん、みたいで……
甜花、甘納豆……好き……！　にへへ……","","Yeah ......! Name, Naa-chan, like ......
I like beet flowers, sweet beans ...... like ......!","","Mmm...! Its name... is similar... to Na-chan's...
Tenka... likes... Amanatto...! Ni hehe...",""
"このいちご大福なんか、甜花が好きそうだな。
大きないちごに、あんこもたくさんだ","","This strawberry Daifuku looks like something a beet might like.
Big strawberries and lots of sweet bean paste!","","Don't you like strawberry daifuku, Tenka? There
is a lot of red bean paste inside them as well.",""
"て、甜花、いちご大福……好き……！
ふわふわで……おいしくて……幸せに、なる……！","","Te, beet flower, strawberry daifuku ...... like ......!
Fluffy and ...... delicious and ...... happy, be ...... happy!","","T-Tenka... likes... strawberry daifuku...!
It's fluffy... sweet... and makes... Tenka happy!",""
"このお団子とかどうだ？
いろんな味があって、おいしそうだぞ","","How about these dumplings?
They come in all kinds of flavors. They look delicious.","","How about these dumplings?
They have various tasty flavors.",""
"ほんとだ……！　あうぅ……種類、いっぱい……
甜花、選べない……","","Really ......! Ahhh ...... kind of, a lot of ......
Beet flower, can't choose: ......","","You're right...! But... there're too many kinds...
Tenka... can't choose...",""
"はは、甜花は甘いものが大好きなんだな","","Haha, Beet Hana must have a sweet tooth.","","Haha, you sure love sweets, don't you?",""
"お、どうやら持ち帰りもできるみたいだな。
甜花、事務所のみんなにお土産を買って帰ろうか","","Oh, apparently you can also take it home.
Beet Hana, let's go buy souvenirs for everyone in the office.","","Oh, it looks like we can make takeaway orders.
Let's buy some for everyone at the office.",""
"うん……！　お土産……♪
にへへ、みんな、喜ぶ……かな……","","Yeah ......! Souvenirs ......♪
Heh heh, everyone, you'll be pleased: ...... or ......","","Mmm...! Gifting sweets...♪
Ni hehe... Tenka hopes... they like these...",""
"（甜花が自主レッスンしていると聞いたので、
少し様子を見に来た……）","","(I was told that Tetuka was giving self-guided lessons,
(I'm here to see how things are going a little ......)","","(I heard that Tenka is taking extra lessons,
so I came to check up on her.) ",""
"あ、プロデューサーさん……お疲れ様、です……。
お仕事……休憩中……？","","Oh, thank you for your hard work, producer ....... ......
Working ...... taking a break ......?","","Ah... Producer-san... Thanks for your hard work...
Are you... taking a break...?",""
"ああ、お疲れ様。甜花も休憩中か……ん？
その飲み物やタオル、どうしたんだ？","","Oh, thanks for your help, is Beet Blossom taking a break too ...... hmmm?
What happened to those drinks and towels?","","Yeah. Are you taking a break too, Tenka?
Where did you get that bottle and towel?",""
"にへへ……なーちゃんが、持ってきてくれた……！
なーちゃん、いつも……甜花を、助けてくれる……","","Nhehe ......Na-chan brought it to me ......!
Nah, always ...... beet flowers, always ...... helping me out!","","Ni hehe... Na-chan brought it here for me...!
Na-chan... always... helps Tenka...",""
"そうだったのか、相変わらず気が利くな。
さすが、甘奈は……","","Oh, that's right, you're as witty as ever.
As expected, Amana is ......","","I see. Amana sure is considerate.
She is like...",""
"妹の鑑だな","","You're a great sister.","","A model little sister.",""
"お母さんみたいだな","","You sound like your mother.","","A mother.",""
"お姉さんみたいだな","","You look like your sister.","","...an older sister, isn't she?",""
"妹の鑑だな！
いい妹で良かったな、甜花","","You're a great sister!
You're lucky to have a good sister, Beet Hana.","","...a model little sister!
Your little sister is really kind, Tenka.",""
"うん……！
なーちゃんは、優しくて……頼りになる……","","Yeah. ......!
Naachan is kind and ...... reliable ......","","Yes...!
Na-chan... is kind... and reliable...",""
"まるでお母さんみたいだな","","You sound like your mother.","","...a mother, isn't she?",""
"あうぅ……。甜花、ずっと……
なーちゃんに、頼ってた……から……","","Ahhhh ....... Beet flower, all the way to ......
To Nachan, I was relying on ...... to ......","","Ugh... It's because...
Tenka always... relies on Na-chan.",""
"うん……なーちゃん、昔から……
甜花より、なんでも……上手……","","Yeah ...... Nah, I've always been a ......
Anything ...... better than a beet flower ......","","Mmm... Na-chan... since we were little...
always did everything... better than Tenka...",""
"なーちゃん……今、すごく頑張ってる……
甜花も……なーちゃんの隣、いたい……","","Naachan ...... is working very hard right now ......
Tetuka also ...... next to Nachan, I want to ......","","Na-chan is... giving her all...
Tenka wants to... catch up with her...",""
"……なるほど、それで自主レッスンしてたのか。
お互いを思い合って頑張っているんだな、えらいぞ","","...... I see, so that's why you were doing your own lessons.
You're doing a great job of looking out for each other.","","I see... so that's why you took the extra lesson?
I'm glad to see both of you trying hard.",""
"にへへ……甜花、なーちゃんと一緒に頑張る……
プロデューサーさんも……見ててね","","Nhehehe ...... Beetika, I'll do my best with Na-chan ......
Producers, too, watch ......","","Ni hehe... Tenka... and Na-chan will give their all...
Producer-san... please watch us...",""
"（甜花の仕事終わり、甜花がゲームショップに
行くと言うので、同行することにした）","","(At the end of the work day, the beet was in the game store.
(He said he was going, so I decided to accompany him.)","","(After Tenka finished work, she wanted to go to
a game store, and I decided to accompany her.)",""
"にへへ……新しいゲーム、買うの楽しみ……♪
でも、ちょっと……足、疲れた……","","
But I'm a little ...... foot, tired ......","","Ni hehe... Tenka can't wait... to buy new 
games...♪ But... Tenka's legs... are kinda sore...",""
"仕事が終わってからそのまま来たもんな。
飲み物でも買ってくるから、少し休憩しようか","","You came straight here after work.
I'll get you something to drink. Let's take a break.","","Well, you did just finish work.
Let me buy you a drinks, please rest for a bit.",""
"（さて、どれにしようかな……）","","(Well, which one shall I choose ......)","","(What should I buy...)",""
"お汁粉","","sweet red-bean soup","","Red bean soup.",""
"牛乳","","(cow's) milk","","Milk.",""
"コーヒー","","coffee","","Coffee.",""
"甜花、飲み物を買ってきたぞ","","Beet Hana, I got you a drink.","","Here Tenka, I bought you a drink.",""
"お汁粉……！
にへへ……プロデューサーさん、ありがと……！","","Oshiruko: ......!
Nhehehe ...... producer, thanks ......!","","Red bean soup...!
Ni hehe... Thank you... Producer-san...!",""
"（よし、すごく喜んでるな……！）","","(Okay, you're very happy. ......!)","","(She seems very pleased with the drink.)",""
"プロデューサーさん……ありがと……","","Thanks to Producer ...... ......","","Thank you... Producer-san...!",""
"（ふう、喜んでもらえたみたいだ）","","(Wind, you seem pleased.)","","(She seems pleased with the drink.)",""
"ありがと……！
あっ……これ、苦いやつ……？","","Thanks ......!
Oh ...... is this the bitter one ......?","","Thanks...!
Ah... isn't this... bitter...?",""
"（しまった、甘いものの方が良かったか……）","","(Oh shoot, maybe something sweet would have been better: ......)","","(Oops, I should've bought a sweet drink 
instead...)",""
"（時間が空いたので、
甜花とふたりでゲームセンターに来た）","","(I had some free time,
(Beet and I came to the arcade together.)","","(I had some free time, so I accompanied Tenka 
to the arcade.)",""
"今日は、アーケードゲーム……やる……！
プロデューサーさん……なに、やりたい……？","","Today, you can play arcade games ...... do ......!
Producers ...... what, you want to do ......?","","Let's play some... arcade games... today...!
Producer-san... want to... play something...?",""
"そうだな、甜花と一緒にやるなら……","","Yes, if you want to do it with beetroot ......","","Sure, what game would I want Tenka to play with
me...",""
"シューティングゲーム","","shooting game","","A shooting game.",""
"音楽ゲーム","","musical (music) game","","A music game.",""
"メダルゲーム","","amusement parlour game","","A coin pushing game.",""
"このシューティングゲームなんてどうだ？","","How about this shooting game?","","How about this shooting game?",""
"それ……甜花、得意……！
プロデューサーさんに……いいとこ、見せる……！","","It ...... beet, good at ......!
Show Producer the ...... good part, ......!","","That's... Tenka's... expertise...!
Tenka will show... her best... to Producer-san...!",""
"（よし、甜花もやる気満々みたいだ……！）","","(Okay, it looks like Beet Hana is up for it too: ......!)","","(Alright, Tenka is having a lot of fun!)",""
"この音楽ゲームなんてどうだ？
俺も一緒に楽しめそうだし……","","How about this music game?
I think I could have some fun with you too. ......","","How about this music game?
We can enjoy playing it together...",""
"うん……！　甜花も……レッスンの、成果……
見せられる、かも……","","Yeah ......! Beet flower also ...... lesson's, results ......
I can show you, maybe: ......","","Mmm...! Tenka wants... to show off...
the results... of her training...",""
"（よかった、甜花も乗り気みたいだな）","","(Good, Beet seems to be on board.)","","(Tenka seems to enjoy it.)",""
"うーん……このメダルゲームなんてどうだ？","","Hmmm ...... how about this medal game?","","Hmm... how about this coin pushing game?",""
"プロデューサーさんが、やるなら……
やろう、かな……","","If you are a producer, you can do it at ......
Let's do it. ......","","If Producer-san... wants to...
Let's try it...",""
"（うーん、あまり気乗りしなかったみたいだ……）","","(Hmmm, I guess he wasn't too keen on it. ......)","","(Hmm, she didn't seem to enjoy it very much.)",""
"（仕事が終わって、甜花と事務所に戻る道すがら、
ゲームセンターに寄り道している……）","","(On the way back to the office with Beet Hana after work,
(Stop by the arcade: ......)","","(On our way back after Tenka finished her work,
we visited an arcade for a bit.)",""
"甜花、今日は……クレーンゲーム、やる……！
プロデューサーさん、どれがいい……？","","Beet Hana, today ...... crane game, do ......!
Producers, which one do you prefer ......?","","Tenka... wants to play... a crane game...!
Producer-san... which machine... will you pick...?",""
"そうだな、クレーンゲームで狙う景品か……","","Yes, the prize you're after in the crane game: ......","","Let's see... what prize we should aim for...",""
"クッション","","cushion","","A cushion.",""
"お菓子","","sweets","","Some snacks.",""
"カップ麺","","cup noodle","","Cup noodles.",""
"あのクッションなんかどうだ？
甜花が休憩する時に、使えそうだぞ","","How about that cushion?
You could use it, when the beet is taking a break.","","How about that cushion?
You can use it when you take a break.",""
"うん……！　事務所で、お昼寝……するとき、
枕に、ぴったり……気持ちよさそう……","","Yeah ......! In my office, when I take a nap ......,
For a pillow, it looks ...... nice and comfy ......","","Mmm...! It looks comfy... The perfect pillow...
for napping... at the office...",""
"（よし、甜花もこれが気に入ったみたいだな）","","(Okay, the beet seems to like this one too)","","(Tenka seems really excited about trying to win
that cushion!)",""
"お菓子なんかいいんじゃないか？","","Maybe some snacks would be nice.","","How about the one with snacks?",""
"分かった……！　いっぱい、取れたら……
プロデューサーさんに、あげるね……","","All right, ......! If you get a lot of ......
I'll give it to Producer. ......","","Got it...! Tenka will... get a lot...
and share them... with Producer-san...",""
"（よかった、これなら甜花も楽しんでくれそうだ）","","(Thank goodness, I think the sugar beets will enjoy this one.)","","(Thank goodness, Tenka seems to be having fun)",""
"カップ麺はどうだろう？","","How about cup noodles?","","How about the one with cup noodles?",""
"みんなの分、甜花、取れるかな……
あう、難しそう……","","I wonder if we can get everyone's share, beetroot and flowers: ......
Ah, that sounds difficult: ......","","This seems difficult... Tenka hopes... she can...
get enough... for everyone...",""
"（しまった、甜花は
あまり喜んでくれなかったみたいだ）","","(Oh shoot, the sugar beet is...)
(He wasn't too happy about it.)","","(Oh no, Tenka seems to be disappointed...)","(Oh no, Tenka seems to
be disappointed...)"
"（甜花の仕事終わり、
気分転換を兼ねて出かけることにした……）","","(The end of the workday for the sugar beet,
I decided to go out for a change (......)","","(After Tenka finished her work, I went out for a 
moment of fresh air with Tenka...)",""
"（もうこんな時間か……。
甜花も楽しんでくれたようだな）","","(Is it that time already? .......
(I see you enjoyed the beetroot, too.)","","(It's already this late, huh...
Tenka seemed to have fun today.)",""
"甜花……今日は、楽しかった。
にへへっ。プロデューサーさん。ありがとう……","","I had a great time today at .......
Hehehe...thanks producer.........","","Tenka... had fun... today.
Hehe... Thank you, Producer-san...",""
