"おっ、なかなか話が分かるね。プロデューサーも、
ひと休みしていく気になったみたいだね♪","","Wow, you know what you're talking about, and so does Producer,
I guess I'm ready to take a break.","","Oh, glad you're going along with this. Producer, 
you seem like you've begun to like short rests♪",""
"うんうん、働きすぎはよくないよ。
プロデューサーはあくせくしすぎだって","","Yeah, yeah, too much work is not good.
He says producers are too busy.","","Yeah, yeah, working for too long is bad for you.
Producer, you usually do too many jobs at once.",""
"そんなに働きすぎているつもりはないんだけど……","","I don't mean to be so overworked: ......","","I actually don't intend to work too much....",""
"じゃあ、俺も一緒にサボろうかな。
隣、座ってもいいか？","","Well, I guess I'll skip it with you.
Can I sit next to you?","","Alright then, let's skip the lesson together.
Can I sit beside you?",""
"いいよ。杏は座るっていうか、寝るんだけどね。
じゃあ、おやすみー","","It's okay, I'm not going to sit down, I'm going to sleep.
Well, good night.","","That's allright. But Anzu will sleep, not sit 
beside you. Then, have a nice dream~",""
"こらこら、寝るのはナシだ。
あと５分で終わりだからな","","Hey, hey, don't go to sleep.
We've got five minutes left.","","Come on now, don't sleep.
We'll be leaving in 5 minutes.",""
"えー……５分！？　そんなの全然ダラダラ
できないよー……。プロデューサーのケチー","","Ehh ......5 minutes! That's not at all lazy!
I can't do it. ....... Kechi, Producer.","","Eeehh....5 minutes!? I can't sleep soundly then....
Producer, you meanie.",""
"ダメに決まってるだろ、レッスンに戻ろう。
スケジュールをちゃんと守るんだ","","Of course not, let's get back to the lesson.
You've got to stick to the schedule.","","Of course I can't let you sleep, we're going for
your lesson. You need to follow your schedule.",""
"いや、迷子ってイレギュラーがあったから……。
でも飴がもうひとつあればレッスンに……チラッ？","","No, there was an irregularity, a lost child. ......
But one more candy cane would be a good idea for a lesson: ...... flicker?","","But, I was lost and not used to this lesson....
If you have a candy, then I might attend it...*wink*",""
"飴ならいくらでもあげるぞ。さ、戻ろう！","","I'll give you as much candy as you want!","","I'll give you candies as much as you like, now go!",""
"あむあむ……飴、うまー。この飴を
舐め終わったら、レッスンに行くことにするよ～","","Amuamu...... candy, yum. this candy.
When I'm done licking, I'll be off to my lesson~!","","Munch munch...the candy was tasty. Once I
finish eating this, I'll go for the lesson.",""
"（……すっかり杏のペースに乗せられて、
時間が経ってしまった。そろそろ戻らないと）","","(...... completely taken in by the pace of the apricot,
(It's been a while; I should be getting back.)","","(...I lost so much time after having to follow
Anzu at her own pace. I need to go back soon)",""
"ほら、休憩も済んだだろ。
レッスンに行くぞ","","See, you've had your break.
Let's go get a lesson.","","Come on, stop resting now.
We're going for the lesson.",""
"えっ、もう？　あと１０分休もうよ。そしたら、
杏が来てから、ちょうど１時間でキリがいいし","","What, already? Let's take another 10 minutes off, then,
And it's been exactly one hour since the apricots arrived.","","Eh, now? Give it 10 more minutes, make it 
exactly 1 hour of rest since Anzu came here.",""
"キリがいいなんて、言い訳にならないからな。
今、休んだ分だけレッスンも長引くかもしれないぞ？","","There's no excuse for being so snappy.
You know, the more time you take off now, the longer the lesson might take, right?","","That's not an excuse. The longer you stay here
the more time you have to spend for the lesson.",""
"そ、そんなあ……！　ねえ、プロデューサー。活動と
休憩のメリハリが、もっとあってもいいんじゃない？","","Oh, no... ......! Hey, producer.
Couldn't there be more of a break in the middle of the day?","","N-No way....! Producer, don't you think that there
should be more variation in work and rest time?",""
"メリハリは大事だと思うが、
杏は休憩のほうに偏っている気がするぞ","","I think it's important to have a good mix,
I'm getting the feeling that apricots are biased towards the breaks.","","Having more variation isn't a problem, but I feel
that you spend more time resting than working.",""
"い、今はそうかもしれないけど、近いうち
活動に偏らせて、バランスを取るつもりだから！","","Yes, maybe now, but soon.
I'm going to bias it toward activities, because I'm going to balance it out!","","That might be true for now, but I will compensate
this rest time with more work later to balance it!",""
"杏のモットーは『楽してアイドル』だし、
いかに効率的に働くかが重要なんだよ","","Anzu's motto is ""Have fun and be an idol,
It's all about how efficiently you work.","","After all, my motto is ""Be an idol, the easy way"",
so doing things efficiently is very important.",""
"なるほど、杏らしくていい考えだと思うが……。
いつ頃、活動に偏る時が来るんだ？","","Okay, I think it's a good idea, just like apricots. ......
When will the time come for you to be biased in your activities?","","I get it now, that train of thought fits you well....
When will you compensate it with work, then?",""
"うっ……。まあ、今日はこれからレッスンに出て、
活動に励もうかなーって思ってたから！","","Ugh. ....... Well, I'm off to a lesson today,
I thought I'd encourage them in their activities!","","Uugh....once I feel like going for the lesson and
work harder for today!",""
"でも、今動くには、
甘いものがもっと必要だなーって……チラッ","","But to move now,
I need more sweet stuff.... ...... flicker","","But I think I need to eat something sweet
so I could move...*glance*",""
"そんなにこの飴が気に入ったのか？
それならまた買ってくるよ","","You like this candy so much?
Then I'll get some more.","","You like candies that much, huh?
I'll buy more for you later.",""
"うん、よろしくー。
それなら、またもらってあげるよ","","Yeah, nice to meet you.
Then I'll get it again.","","Yeah, please do.
I'll take more candies from you later then.",""
"じゃあ、行こうか。……それにしても、
『楽してアイドル』か。杏らしいな","","Well, let's go. ...... to that,
It's just like Anzu.","","Let's go then....That said, ""Being an idol, the
easy way"" huh...that fits Anzu really well.",""
"いいモットーでしょ？
ちなみにプロデューサーのモットーは？","","Nice motto, right?
By the way, what is Producer's motto?","","That's a good motto, right?
What's Producer's motto by the way?",""
"えっ、俺のモットー？","","What, my motto?","","Eh, my motto?",""
"（俺のモットーか……考えたこともなかったな。
うーん……モットー……）","","(My motto or ...... I never thought about that.
(Hmmm ...... motto ......)","","(My motto, huh...never thought of it once. 
Hmmm...motto....)",""
"いや、そんなに悩まなくても……。
プロデューサー、大丈夫？","","No, you don't have to worry so much. ......
Producer, are you okay?","","Umm, you don't have to think about it deeply....
Producer, are you okay?",""
"えっ、ああ、問題ない。
さ、レッスンに行くぞ！","","Eh, yeah, no problem.
Now, let's get to the lesson!","","Eh, yeah, I'm fine.
Come on, let's go for the lesson!",""
"プロデューサー、ちょっといい？
お菓子のストックが無くなってるっぽいよ","","Producer, can I have a word?
Looks like they're running out of candy stock.","","Producer, do you have a moment?
Seems like we're running out of candies.",""
"そういえば、最近買い足してなかったな。
近いうちに、買い出しに行かないとな……","","Come to think of it, I haven't bought more lately.
I'll have to go shopping one of these days: ......","","Come to think of it, no one has bought them
recently. I might need to buy some later....",""
"いや、お菓子がないって死活問題だよ？
お菓子はアイドルの原動力なんだから","","No, no candy is a matter of life and death, okay?
Sweets are the driving force behind the idol.","","No, this is a matter of life-and-death, you know?
Candies are idols' power source, that's why.",""
"そうなのか……？　だったら、少し時間があるから、
お菓子の買い出しに行くか","","Is that so ......? If so, I have a little time,
Let's go shopping for snacks.","","Really...? Then we'll go buy some immediately
once we have some free time.",""
"えっ、もしかして杏も行くの？　杏、次の
ライブについて研究をしようとしてたんだけど……","","What, are you going to go to the apricot too? Apricot, next.
I was trying to do some research on live ......","","Eh, does Anzu have to go as well? She wants
to research more about the next live though....",""
"杏ならみんなが好きなお菓子を知っているだろ？
もちろん、杏の好きなお菓子も好きに選んでいいぞ","","Apricots know what everyone likes to eat, don't they?
And of course, you can choose whatever candy you like apricots.","","It's because you know what candies everyone
likes. You can pick ones you like too, you know.",""
"好きにって……。もしかして、
段ボールで大人買いしてもいい？","","Like ....... Maybe,
Can I buy a big box of cardboard?","","The ones I like...do you mean we can buy
candies by the bulk too?",""
"……そういう意味じゃない。
あくまで、ふたりで事務所に持って帰れる量な","","...... That's not what I meant.
Just enough for the two of us to take back to the office.","","...I don't mean it that way. I mean we'll buy as 
much candies as 2 people can carry to the office.",""
"だよね。まっ、お菓子の補充は重要な仕事だし、
一緒に買い出しに行くことにするよ","","Well, restocking snacks is an important job,
I'll go shopping with you.","","Of course. Well, resupplying candies is an 
important task, so Anzu will buy them with you.",""
"（お菓子を山ほど買い込んだ後、
休憩しようと近くの喫茶店に立ち寄った）","","(After buying a pile of candy,
(I stopped at a nearby coffee shop to take a break.)","","(After buying a huge pile of candies, 
we stopped by a cafe to take a rest)",""
"あ～、疲れた～。
でも、お菓子を大量にストックできてよかったよ","","Oh, I'm so tired!
But I'm glad we stocked up on tons of candy.","","Ahh~ so tired~. But now Anzu is glad that 
we now have big reserves of candies.",""
"丁度いいところに喫茶店があって良かったよな。
……まあ、荷物持ってるのは俺だけど","","You're lucky to have a coffee shop in just the right spot.
...... Well, I'm the one with the luggage.","","We're lucky that there's a cafe at a nice spot....
I'm the only person carrying all the stuff though.",""
"プロデューサーって、力持ちで頼もしいよね。
お疲れさま♪　はい、ってことで何か頼もうよ","","Producers are so powerful and reliable.
Good work... Yes, so let's order something.","","Producer, you're so strong and reliable. Thanks 
for your hard work♪ Right, let's order something.",""
"どうぞ。俺はコーヒー。
オススメブレンドにしようかな","","Here you go, I'll take coffee.
I think I'll try the recommended blend.","","Go ahead. I'd like a coffee now.
I think I'll try the recommended coffee blend.",""
"えー、コーヒーだけでいいの？
プロデューサーって、ストイックだよね","","Well, just coffee?
Producers are so stoic.","","Eh, you just want coffee?
Producer, you're so stoic.",""
"コーヒーだけ頼むのが、ストイックなのか……？","","Is it stoic to ask only for coffee or ......?","","Does ordering only coffee make me stoic...?",""
"……そうでもないかも。でもさ、いっつも
忙しそうにしてるのに、文句ひとつ言わないよね","","...... Maybe not so much, but you know, all the time.
You look so busy, and yet you don't complain one bit.","","...Maybe not. But hey, you look like you're busy
all the time, yet you never whine about anything.",""
"杏がプロデューサーだったら、
もう一生分働いたーって思うかも","","If apricot were a producer,
You might think you've worked enough for a lifetime.","","If Anzu was Producer, she would whine like 
""I've worked enough for my entire life today""",""
"そうなのか……。もしかして、
俺を気遣って気分転換に誘ってくれたのか？","","Is that so? ....... Maybe,
Did you invite me out for a change of scenery out of concern for me?","","Oh, really...? Perhaps you called us to
have a break for my sake?",""
"えっ……？　あっ、うん！　そういうことだよ。
プロデューサー、最近お疲れ気味だったからね！","","What, ......? Oh, yeah! That's what I meant.
Producer, you've been looking tired lately!","","Eh...? Ah, yeah! That's right. Producer, that's 
because you look so tired lately.",""
"そうか、ありがとう。
確かに、今日はいい気分転換になったよ","","Okay, thanks.
Sure was a nice change of pace today.","","I see, thanks.
Certainly, this is a nice way to take a break.",""
"どういたしまして。じゃあ、お礼にってことで、
いろいろと頼ませてもらおうかな","","You're welcome, then, as a thank-you,
I'll ask you to do a lot of things for me.","","You're welcome. Then, as a form of gratitude, 
Anzu will ask for lots of your help later.",""
"……杏はしっかりしているな。
まあ、そういうところが頼もしいんだけど","","...... apricot is solid.
Well, that's what I'm counting on.","","...Anzu, you're so hard working.
Well, that makes you reliable too.",""
"杏が頼もしい？
プロデューサー、変わったこと言うね","","Is the apricot reliable?
Producer, that's an odd thing to say.","","Anzu is reliable?
Producer, that was a really weird thing to say.",""
"杏はなんでもめんどくさがる割に、ちゃんと
ユニットのことを考えてくれてるだろ","","Anzu, for someone who finds everything a pain in the ass, is a good
You're thinking about the unit.","","You act like you're too tiresome to do anything, 
but you actually are thoughtful for your unit.",""
"前に、杏がアメリカデビューの話を、
してくれたの覚えてるか？","","Before, I talked about Anzu's debut in the US,
Remember when you did that for me?","","Remember that time when you thought about
wanting to debut in America?",""
"そういえば、そんなことも話したような……。
アメリカデビューできたら、儲かりそうかなって","","Oh, I think we talked about that at .......
I thought if I could make my debut in the U.S., I could make a lot of money.","","Sounds like we had that conversation....Anzu 
thought we'll make lots of money in America.",""
"少し現実的じゃないところもあるけど、
杏の言っていることも一理あると思ったんだ","","Some of it is a little unrealistic,
I thought Anne had a point.","","That idea might be a bit unrealistic, but what you 
said had a point, I think.",""
"杏なりに、ルミナスのことを
考えてくれているんだってね","","In my own apricot way, I'm not a luminous person.
I heard you're thinking about it.","","You're being thoughtful in your own way for
the Luminous.",""
"ふ～ん……なるほどね。プロデューサーは
そういうふうに、杏の考えをとらえてくれたんだ","","Hmmm... ...... I see... Producer is...
That's how he captured my thoughts on apricots.","","Hmmm...I see. So that's what you thought of me,
Producer.",""
"そこまで考えてたとは、杏の想定の範囲外で
ちょっと反応に困るけど……","","I didn't know you were thinking that far out of the range of apricot assumptions.
I'm having a little trouble responding to this: ......","","What you thought is beyond Anzu's predictions,
and that makes it hard for her to react.",""
"正直、杏は楽してもっと
大きく儲かる可能性を想像してただけだよ","","Frankly, apricots are fun and more
I was just imagining the possibility of making a big profit.","","The truth is, Anzu was just fantasizing about 
easy ways to make lots of money.",""
"そうだとしても、杏の言葉には
ハッとさせられることが多いよ","","Even so, the words of the apricot
It's often a hoot.","","Even if that's true, a lot of things you said
are very convincing.",""
"えっ？　杏、他にも何か言ったっけ？","","What? Apricot, did I say something else?","","Eh? Did Anzu say anything else?",""
"ああ、たとえば……","","Oh, for example: ......","","Uhh...yeah, like...",""
"ダラダラしよう","","Let's be lazy.","","Let's take it easy",""
"モットーは？","","What is your motto?","","What's your motto?",""
"努力と根性！","","Hard work and perseverance!","","Hard work and determination!",""
"ダラダラしようって、よく誘ってくれるだろ","","You used to invite me to linger.","","You always remind us to take it easy, right?",""
"ダラダラっていうか、プロデューサーには
たまには休みが必要って、杏は言ってるんだよ","","I mean, I'm not lazy. I mean, I'm not a producer.
I need a break once in a while, says Anzu.","","Taking it easy...it's more like Anzu is saying 
that Producer needs to take a break sometimes.",""
"でも、働きすぎのプロデューサーを心配してるのに、
なかなか杏の誘いに乗ってきてくれないけどね","","But I'm worried about overworked producers,
It's hard to get him to take me up on the apricot offer, though.","","Anzu is worried that you work too much, and yet
it's kind of difficult to get you to rest.",""
"そうだな。杏の言うようにリフレッシュは必要かも。
根を詰めすぎて効率が落ちる時があるからな","","Yes, as apricot said, a refreshment may be in order.
Sometimes you put too much root into it, and it's less efficient.","","You're right, maybe I need to rest sometime. 
Working too hard may make me less efficient.",""
"この前、俺のモットーは？
って聞いてくれただろ","","What was my motto the other day?
You asked me.","","That one time you asked what my motto was.
You did, right?",""
"うん。プロデューサーが杏のモットーに
感動してたみたいだから、聞いてみただけだけど","","Yes, Producer's motto is apricot.
You sounded impressed, so I just had to ask.","","Yeah. But Anzu asked that just to impress
you with her motto.",""
"感動っていうか、感心したが正しいけど……。
俺のモットーって何なのか考えさせられたよ","","I'm not impressed, impressed is right, but .......
Made me think about what my motto is.","","I was more concerned than impressed that time....
but you made me wondering what my motto was.",""
"何事も努力と根性！　っていつも言ってるだろ。
俺も励まされるよ","","I always say, ""Everything is hard work and perseverance!
I'm encouraged, too.","","Like ""You have to face everything with hardwork
and determination!"" That really inspired me.",""
"……よりによって、杏の生き方とは正反対の言葉を
選んだね。何が起こったとしても言わないよ","","...... more words that are the exact opposite of the apricot way of life.
You picked the right one; I won't tell you what happened.","","...Of all things, you picked words that completely
oppose my lifestyle. I won't say that, never.",""
"とにかく、こうやって杏と話してると、
いろんな気付きがあるってことだ","","Anyway, talking to apricots like this,
I mean there are all kinds of realizations.","","Nevertheless, by talking to you like this, you
make me realize lots of things.",""
"そっか～。つまり杏はプロデューサーの
役に立っているってことだよね……","","I see~, in other words, Anzu is Producer's
It means it's helpful. ......","","I see~ So that means Anzu is useful to 
Producer, huh....",""
"そういえば、なんだか最近、
活動の疲れが取れないんだよね～","","Come to think of it, somewhat recently,
I just can't seem to get tired of all the activity!","","By the way, lately I can't shake off the feeling of 
tiredness after working~",""
"ふぅ。この疲れが取れたら、杏、完璧な
パフォーマンスを出せるのに……チラッ","","Phew...when I get rid of this fatigue, apricot, perfect.
You can perform, but you can't ...... flicker.","","Uugh. Anzu would perform at her best if she 
could get rid of that tiredness...*glance*",""
"（あからさまに何かを要求しているようだが……。
念のために先立つ物を用意しておくか……）","","(You're blatantly asking for something: .......
(Prepare ahead of time just in case or ......)","","(She candidly demands something from me...it's 
time to prepare something useful preemptively)",""
"あー、やっぱり何だか疲れが溜まってるな～。
体がダル～い","","Ah, I'm still somewhat tired!
My body is so dull.","","Ahh, I'm definitely starting to feel tired~.
My body feels hea~vy.",""
"お疲れ様、杏。
最近、ルミナスで頑張ってくれてるからな","","Good job, apricot.
They've been working hard on the luminous lately.","","Thanks for your hard work, Anzu. Lately, you've 
really been doing your best for Luminous.",""
"まあ……杏のできることをやってるだけだよ。
頑張ってるように見えてるなら、よかったよかった","","Well, I'm just doing what ...... apricot can do.
If it looks like you're doing well, good, good, good.","","Well...Anzu is just doing what she can do. 
If it looks like she's trying hard, then all is good.",""
