"（改めて雪歩に挨拶をしようと、
事務所に来てみたが……）","","(I tried to greet the snowflakes again,
I came to your office (......).","","(I came to the office to
say hi to Yukiho, but...)"
"もともと、詩を書くのが好きなので、
感じたことを文章にするのが楽しくて！","","I have always loved writing poetry,
I enjoy writing what I feel!","","I've always loved writing poetry, so I've
always enjoyed writing about what I felt!"
"それは良かった。雪歩が楽しめる仕事なら
これからも丁寧に、大切にやっていこうな","","That's good to hear, as long as it's a job the snowflake enjoys.
Let's keep doing this carefully and carefully.","","That's good to hear. If you're going to enjoy your work,
I hope you'll continue to take good care of it."
"それで、雑誌のコラムにはどんなことを
書いているんだ？","","So, what do you have in mind for your column in the magazine?
Are you writing?","","So, what's the
magazine column about?"
"えっと……。アイドル活動を通して学んだこととか、
新しい発見とかを書いてるんですけど……","","Let's see, ....... What have you learned through your idol activities?
I'm writing about new discoveries and stuff. ......","","Um... I'm writing about what I've learned
through my idol activities and new discoveries..."
"でも最近は、ネタ不足というか……。
次のコラムで何を書こうかって迷ってしまって……","","But lately, there has been a lack of stories or .......
I was wondering what to write in my next column. ......","","But lately, I've been lacking in material...
I wasn't sure what to write in the next column..."
"そうだ、プロデューサー。
何かオススメな話題ってありませんか？","","Yes, producer.
Is there any topic you would recommend?","","That's right, producer.
Do you have any recommendations?"
"オススメな話題か……。
そうだなあ……","","Recommended topics or .......
I guess so. ......","","A good topic, huh...?
Let's see......"
"ルミナスのメンバー
のこと","","Members of Luminous
something serious","","About the
members of Luminous."
"俺のこと","","About me.","","About me."
"雪歩の詩のこと","","The poetry of the snowflakes.","","About Setsura's Poetry"
"ルミナスのメンバーのことを書いたらどうだ？","","Why don't you write about the members of Luminous?","","Why don't you write about the members of Luminous?"
"ルミナスのみんなの話、ですか？
そうですね……","","The story of everyone in Luminous, is it?
Yes. ......","","You're talking about everyone in Luminous?
You're right..."
"みんなの好きなこと、興味のあること……。
それに、それぞれの目標や活動について……","","What everyone likes and is interested in. ......
Besides, you can find out more about each of our goals and activities at ......","","What everyone likes, what interests them......
And, each of us has our own goals and activities..."
"……はい！
面白い文章が、たくさん書けそうですぅ","","...... Yes!
I think I can write a lot of interesting sentences.","","...Yes!
I think I'll be able to write a lot of interesting sentences"
"俺のことを書いたらどうだ？","","Why don't you write about me?","","Why don't you write about me?"
"プロデューサーのこと、ですか？","","Producer, you mean?","","You mean Producer?"
"ええと……『海外研修を終え、帰国してきた
敏腕プロデューサー』って感じでしょうか……？","","Let's see... ...... 'I've just returned home from an overseas training program.
I guess it's like an ""astute producer"" ......?","","Umm... I think it's something like 'A skilled producer
who finished his overseas training and returned home.'?"
"うーん、やっぱり俺のことを書いてもらうより、
ルミナスのメンバーのことの方が良いかな","","Hmmm, I knew it was more than having you write about me,
I'd prefer to talk about the Luminous members.","","Hmm, I guess it's better to talk about the
members of Luminous than to have them write about me."
"そうですか？　でも、ルミナスのみんなの
話でしたら、いろいろ書けそうですぅ","","Is that so? But everyone in Luminous
I could write a lot of stories about it.","","Is that so? But if it's about the people of
Luminous, I think I can write a lot of things"
"雪歩の詩を掲載したらどうだ？","","Why don't you publish the snowflake poem?","","Why don't you publish a poem by Seppo?"
"わ、私の詩……ですか！？
そ、それは絶対にダメですぅ～～～！","","Wow, is that my poem ......!
Well, that's absolutely no good~~~!","","M-My poem?!
Th-That's absolutely not allowed!"
"コラムは頑張ってますけど、詩を掲載する勇気
なんて……。ううっ……そ、想像しただけで！","","I'm working hard on my column, but I dare you to publish my poems.
What a ....... ugh ..........just imagine that!","","I'm doing my best in the column, but I don't have the
courage to write a poem... Ugh... I-I'm just imagining it!"
"ご、ごめん。そんなに恥ずかしいのなら、
ルミナスの話なんてどうだ？","","I'm sorry, if you're that embarrassed,
How about a luminous story?","","S-Sorry. If it's that embarrassing,
how about we talk about Luminous?"
"ルミナスの話、ですか？
そ、それならいろいろ書けると思います","","Luminous story, is it?
Well, then I think I can write about a lot of things.","","What about Luminous?
I-I think I can write a lot of things with that."
"プロデューサーのおかげで何とかなりそうです。
あ、あの、それで、お話の途中なんですけど……","","Thanks to Producer, we will be able to make it work.
Oh, um, so, I'm in the middle of a story: ......","","Thanks to Producer, we should be able to do something about it.
U-Um, so, we're in the middle of a conversation..."
"ん、どうしたんだ、雪歩？","","Hmm, what's the matter, snowflake?","","Hm? What's wrong, Yukiho?"
"こ、この後、ちょっと用事があって……
きょ、今日は、そろそろ……","","I've got a few things to do after this. ......
Ky, today, it's time to ......","","I-I have something to do after this...
I-I think it's about time..."
"ああ、そうだったのか。長々とすまなかったな","","Oh, right, sorry for the length of this.","","Oh, I see. Sorry for taking so long"
"い、いえ。それじゃあ、お疲れ様ですぅ……","","No, no...well, thank you for your time. ......","","N-No, it's fine. Well then, good work..."
"今日は新しいほうの
事務所の物置を探してみようかな……","","Today, the newer one
I'll look for a storage room for my office: ......","","Maybe I should look for a new storage
room in the office today..."
"ん、何か言ったか、雪歩？","","Hmm, what did you say, snowflake?","","Hm? Did you say something, Yukiho?"
"いえ。なんでもありません！
し、失礼しますぅ","","No, it's nothing!
Excuse me.","","No, it's nothing!
E-Excuse me"
"（雪歩、何か探し物をしているみたいだけど、
何かなくしたのかな……）","","(Snowflake, I think you're looking for something,
(Did I lose something? ......)","","(Setsuho seems to be looking for something.
I wonder if he lost something...)"
"（雪歩に頼まれ、雪歩のコラム『天使の小部屋』の
打ち合わせに同席することにした）","","(Snowy asked me to write a column ""Angel's Little Room"" for Snowy's column ""Angel's Little Room"".
(I decided to sit in on the meeting.)","","(I've decided to sit in on Yukiho's column 『Angel's
Small Room』 meeting at his request.)"
"次号のコラムについてですが……","","About the column in the next issue: ......","","Regarding the next issue of the column..."
"は、はいっ！","","Ha, yes!","","Y-Yes!"
"この前、雪歩ちゃんが提案してくれた、
ルミナスのメンバーについてにしましょうか","","The other day, Snowflake made a suggestion,
Let's talk about the members of Luminous.","","Let's talk about the members of
Luminous that Yukiho-chan suggested earlier."
"わ、わかりました。
それで、お願いしますぅ","","Wow, I understand.
So, please...","","U-Understood.
So, please"
"それでは、さっそく内容についてですけど……","","Let's get right to the content. ......","","Well then, let's get down to business."
"それじゃ、その方向でお願いします。
今日は長い時間、お疲れ様でした","","Well, then, please go in that direction.
Thank you for your long hours today.","","Then, please go in that direction.
You've been at it a long time today."
"は、はい。
よろしくお願いします","","Ha, yes.
please remember me","","O-Okay.
I'm looking forward to working with you"
"お疲れ様でした。引き続き雪歩の件、
よろしくお願いいたします","","Thank you for your hard work, and continue with the snowflakes,
please treat me well","","Thank you for your hard work. I hope you'll
continue to take care of Yukiho."
"ふぅ……","","Phew ......","","Phew..."
"お疲れ様、雪歩","","Good job, snowflake.","","Good work, Yukiho."
"プロデューサー。お疲れ様でした","","Producer. thank you for your hard work.","","Producer. Good work today"
"すみません……。プロジェクトルミナスに関係ない、
私の打ち合わせに付き合ってもらっちゃって","","Sorry ....... not related to Project Luminous,
I'm sorry you had to go along to my meeting.","","I'm sorry that you had to come along with me for a meeting
that has nothing to do with Project Luminous"
"いや、かまわないよ。それより、編集担当者って
男の人だったんだな……大丈夫だったか？","","No, I don't mind, but I'm more interested in the editorial staff.
You were a man. ...... Are you okay?","","No, I don't mind. Anyway, the
editor was a guy, right? Are you okay?"
"は、はい……。今でも緊張はしちゃいますけど……
でも、お仕事なので頑張りました～","","Ha, yes, ....... I still get nervous. ......
But it's your job, so I did my best~!","","Y-Yes... I'm still nervous, but...
But it's my job, so I did my best."
"そうだったのか。でも、自分から苦手なことを
克服しようなんて、偉いじゃないか","","I didn't know that, but I'm not very good at it myself.
You're doing a great job of trying to overcome this.","","I see. But isn't it admirable that you're willing
to overcome things you're not good at"
"そ、そんなことありません……。
私なんて、まだまだ苦手なものが多くて……","","That's not true. ......
I'm just not very good at many things yet. ......","","Th-That's not true...
I still have a lot of things I'm not good at..."
"あいかわらず、犬は苦手ですし……。
お化けも怖いですし……蛇は平気ですけど","","As usual, I'm not a fan of dogs and .......
I'm also afraid of ghosts and ...... snakes, but I'm not afraid of snakes.","","I'm not good with dogs, as usual...
I'm scared of ghosts... and snakes are fine, but..."
"コーヒーは苦くて飲めませんし……。
すぐに落ち込んじゃいますし……。うぅ……","","Coffee is bitter and I can't drink it. ......
And I get depressed easily. ....... ugh. ......","","I can't drink coffee because it's too bitter...
She gets depressed quickly... Ugh..."
"こんな私は、ダメダメなアイドルなんですぅ。
プロデューサーも、そう思いますよね？","","I am such a bad idol.
Producers think so, too, don't they?","","I'm such a hopeless idol.
You think so, too, don't you, Producer?"
"いや、そんなに一気に言われても……。
そうだなあ……","","No, I'm not sure if it's all said at once so .......
I guess so. ......","","Well, even if you say it all at once...
Let's see......"
"ダメダメ
なんかじゃないぞ","","don't!
It's not something.","","No, no, no.
It's not that."
"ダメダメ
でもいいじゃないか","","don't!
But that's okay.","","No, no, no.
But it's okay."
"ちんちくりんが
抜けてるぞ","","short, stumpy person
You're missing something.","","Your short
is missing."
"雪歩はダメダメなんかじゃないぞ。苦手なものを
克服しようと頑張っているじゃないか","","Snowflakes aren't no good at what they don't like.
You're working hard to overcome this.","","It's not that you're no good. You're just trying
to overcome what you're not good at."
"プロデューサー……。
えへへ、あ、ありがとうございますぅ","","Produced by .......
Ehehe, oh, thank you very much!","","A producer...
Hehe. Th-Thank you very much "
"こんなダメダメな私に優しくしてくれるのは、
プロデューサーだけです","","I'm such a no good, no good person who is kind to me,
Just Producer.","","Producer is the only one who'd
be kind to a useless person like me."
"……でも、いくら頑張っても
ダメダメから抜け出せないんですぅ","","You can also visit ......, no matter how hard you try.
I can't get out of my no-no.","","...But no matter how hard I try, I can't
get out of this hopeless situation."
"ダメダメでもいいじゃないか。
それが雪歩なんだから","","It doesn't matter if it's no good.
Because that's what a snowflake is.","","It doesn't matter if it's useless or not.
That's what Yukiho is."
"そ、それって、ダメダメがあってこその私、って
ことでしょうか……","","I mean, I am what I am because of the no-no's.
Is it that ......","","I-I guess that means I'm the kind of
person who can't help but be hopeless..."
"あ、でも……そんな、ダメダメな私を
プロデューサーは認めてくれるんですね","","Oh, but ...... such a no good, no good me.
So Producer approves.","","Ah, but... I'm so hopeless that
Producer will recognize me."
"それは、あの、すごく嬉しいんですけど……","","That's, you know, I'm very happy about that. ......","","That makes me, um, really happy, but..."
"雪歩、ちんちくりんが抜けてるぞ？","","Snowflake, you're missing a dick.","","Yukiho, your short is missing."
"あううう……。
そ、そんな追い打ちをかけなくても……","","Ahhhh. .......
Well, you don't have to go after him like that: ......","","Auuuu......
Y-You don't have to finish me off like that..."
"私がひんそーでひんにゅーでちんちくりんなことも、
ちゃんと忘れていませんから……うぅ……","","And that I'm a poor, poor, poor, poor, poor, poor, poor,
I haven't forgotten properly. ...... ugh ......","","I haven't even forgotten that I'm a shorty and 
ultra flat .... uuuuu "
"やっぱり、こんなダメダメな私は、穴掘って……","","I knew I was such a bad, bad person, I had to dig a hole ......","","I knew it. I'm such a hopeless person, I'm digging a hole..."
"あ、穴掘って……掘って……
掘れないんですぅ～～～！","","Oh, dig a hole ...... dig a hole ......
I can't dig it~~~!","","D-Digging a hole... Digging a hole...
I can't dig!"
"え？　も、もしかして、穴掘りも克服中なのか？","","What? Are you also overcoming the digging of holes?","","Huh? C-Could it be that she's already conquered digging?"
"いいえ、そうじゃなくて……。じ、実は……
大事なスコップがどこかにいっちゃって……","","No, it's not. ....... Ji, actually, ......
My precious shovel has gone somewhere. ......","","No, that's not it......A-actually......
My precious shovel's gone somewhere..."
"だから、穴を掘りたくても、掘れないんですぅ！","","So even if I wanted to dig a hole, I can't!","","So even if I wanted to dig a hole, I couldn't!"
"雪歩のスコップが行方不明……。
それは一大事だな","","The snow shovel is missing. ......
That's a big deal.","","Yukiho's shovel is missing...
That's a big deal."
"そ、そうなんです！　新しい事務所に
移転したときになくなっちゃって……","","Yes, that's right! In the new office.
It went away when we moved. ......","","Th-That's right! It disappeared
when we moved to a new office..."
"ずっと、時間を見つけて探しているんですけど……
どこにも見つからないんですぅ～","","I've been trying to find the time to find it for a long time. ......
I can't find it anywhere!","","I've been searching for time, but...
I can't find it anywhere~"
"ああ、なるほど。前に何かを探してたみたいだけど
スコップだったのか……","","Oh, I see, you were looking for something before.
It was a shovel. ......","","Oh, I see. You were looking for
something before, but it was a shovel..."
"それじゃ、近いうちに
俺もスコップ探しに協力するよ","","Well, then, I'll see you soon.
I'll help you find a shovel too.","","Well, one of these days, I'm
gonna help you find a shovel."
"ぷ、プロデューサー！　ほ、ほんとですか……。
ありがとうございますぅ！","","P, producer! Oh, really? .......
Thank you very much!","","P-Producer! R-Really...?
Thank you very much!"
"（軽い気持ちで引き受けてしまったけど……。
雪歩のスコップ、早く見つけてあげないとな）","","(I took on this project with a light heart, but you can find it at .......
(Snow shovel, I'll have to find you one soon)","","(I didn't think much of it, but...
I'd better find Yukiho's shovel soon.)"
"（雪歩のスコップを見つけるため、
まずは情報収集から始めることにした……）","","(To find a snow shovel,
We decided to start by gathering information (......)","","(In order to find Yukiho's shovel, I
decided to start by gathering information...)"
"あの、音無さん、律子さん……
私のスコップ、見ませんでしたか～？","","Um, Mr. Otonashi, Ritsuko: ......
Have you seen my shovel~?","","Um, Otonashi-san, Ritsuko-san...
Have you seen my shovel?"
"雪歩ちゃんのスコップ？
う～ん……見てないわね……","","Snowflake's shovel?
Hmmm... you haven't seen ...... ......","","Yukiho's shovel?
Hmm... I haven't seen him..."
"そういえば最近、雪歩が穴を掘ろうとしているところ
を見てなかったわね。まさか紛失してたなんて……","","Speaking of which, I recently saw a snowflake trying to dig a hole in the ground.
I didn't see that you had lost the ......","","Come to think of it, I haven't seen Yukiho
digging a hole recently. I didn't think he'd lost it..."
"はい……。新しい事務所に移転してから、大事な
スコップがどこかにいっちゃったみたいなんですぅ","","Yes, ....... Since moving to our new office, we have been working on an important
I think the shovel went somewhere.","","Yeah... It looks like an important shovel went
missing after it was moved to a new office"
"あら、それは大変だわ……。
雪歩ちゃんも、困っちゃうわよね","","Oh my, that's a lot of work. ......
Snowy, you're going to be in trouble.","","Oh, that's a problem...
Yukiho-chan, you're going to be in trouble, too."
"でも、新しい事務所が穴だらけにされる心配が
無くなるし、スコップがなくてもいいんじゃない？","","But I worry that the new office will be full of holes.
It's gone, and you don't need a shovel.","","But we won't have to worry about our new office
getting riddled with holes, and we won't need shovels."
"り、律子さん……ひどいです！
そ、そんなこと言わないでください～～～！","","Ri, Ritsuko, ...... is terrible!
Oh, please don't say that~~!","","R-Ritsuko-san... That's mean!
P-Please don't say things like that!"
"じょ、冗談よ、冗談。
ごめんね、雪歩","","I'm kidding. I'm kidding.
Sorry, snowflake.","","I-I'm kidding, I'm kidding.
I'm sorry, Yukiho."
"でも、私と律子さんが知らないとなると、業者が
まとめた段ボールに入っているかもしれません","","But if Ritsuko and I don't know, the vendor will.
It may be in a cardboard box that we put together.","","But if Ritsuko-san and I don't know about it, it might
be in a cardboard box compiled by a contractor"
"業者、ですか？","","Vendors, is it?","","A contractor"
"はい。引っ越しの際、事務所の荷物整理を業者に
頼んだんですよ","","Yes, we had a contractor organize our office when we moved.
I asked for it.","","Yes. When we were moving, I asked a
vendor to help me pack my things."
"そうだったのか……。
う～ん、こうなったら……","","I didn't know that. ......
Hmmm, if this happens ......","","So that's how it is...
Hmm, if it's come to this..."
"絶対に
見つけ出すぞ","","absolutely
We're gonna find out.","","We're gonna
find him."
"新しいのを
用意するよ","","New.
I'll get it for you.","","I'll get you
a new one."
"諦めるか","","Give up.","","You're giving up."
"なにがなんでも絶対に見つけ出すぞ、雪歩！","","I'll find you no matter what it takes, snowflake!","","We'll find her no matter what, Yukiho!"
"プロデューサー……！
ありがとうございますぅ","","Produced by ......!
Thank you very much.","","Producer...!
Thank you very much"
"うーん。そうなると、新しい事務所以外の
場所にあるってことでしょうか？","","Hmmm....so that would be something other than a new office.
Does that mean it's in a location?","","Hmm... Does that mean it's somewhere
other than the new office?"
"新しいのを用意するから、
それで我慢してくれ、雪歩","","I'll get you a new one,
Bear with it, snowflake.","","I'll get you a new one, so
just bear with it, Yukiho."
"あうっ……。気持ちは嬉しいですけど、
あのスコップじゃないとダメなんですぅ……","","Aww ....... I'm glad you feel that way,
It has to be that shovel. ......","","Aww... I appreciate the thought,
but it has to be that shovel..."
"プロデューサーさん。
他の場所を探してみたらどうですか？","","Producer.
Why don't you look elsewhere?","","Mr. Producer.
Why don't you look somewhere else?"
"諦めるか、雪歩","","Give up, snowflake.","","Give up, Yukiho."
"ひ、ひどいですぅ……。簡単に諦められたら、
こんなに苦労してません～！","","It would be terrible if I could give up so easily. ......
I haven't had this much trouble~!","","Y-You're so mean. I wouldn't have had to go through
so much trouble if you'd just given up so easily"
"ぷ、プロデューサーさん……。そんなこと言わずに、
別の場所を一緒に探してあげてください……","","Ps, producer, ....... Don't say that,
Please find another location with us: ......","","P-Professor... Please don't say that.
Let's look somewhere else together..."
"そ、そうですね。ごめん、雪歩……。
そんな簡単に、諦めちゃいけないよな……","","Well, yes, sorry, snowflake: .......
You shouldn't give up, that easily. ......","","Y-You're right. Sorry, Yukiho...
I can't give up so easily..."
"他の場所となると……う～ん。
可能性が高いのは７６５プロの事務所かな","","When it comes to other places, ...... hmmm.
More likely is the 765 Pro office.","","As for other places... Hmm...
The most likely possibility is 765 Pro offices."
"移転のときに、必要なものは全部
こっちの事務所に持ってきたはずなんですけど……","","At the time of relocation, all that is needed is
I thought I brought it to our office here: ......","","I'm pretty sure we brought everything
we needed to move to this office..."
"何か手違いがあったかもしれませんね……。
とりあえず、７６５プロの事務所に行ってみるか","","I think there may have been some kind of mistake. ......
In the meantime, let's go to the 765 Pro office.","","There might have been some kind of mistake...
Anyway, let's go to 765's professional office."
