"そういえば、そうだったな……。
でも、人に教えるのは大変じゃないか？","","Oh, that reminds me. ......
But isn't it hard to teach people?","","Come to think of it, that's true...
But isn't it hard to teach people?",""
"そうかもしれませんが、誰かに教えることで、
自分も成長することができるんですよ","","Maybe so, but by teaching someone else,
I can grow, too.","","That may be true, but teaching
someone can help you grow.",""
"客観的に自分のことを見ることができるので……。
ですから、私のためでもあるんです","","You can see yourself objectively at .......
So it is for me, too.","","I can look at myself objectively...
So it's for my sake too.",""
"……なあ、詩花。
それってうちの子たちでも、いいか？","","...... Hey, Shika.
Is that even our kids, okay?","","...Hey, Shika.
Is it okay if you teach our girls too?",""
"詩花のアドバイスを聞けば、
なにかしら得るものがあると思うんだ。だから……","","If you listen to Shoka's advice,
I think there's something to be gained from it, so ......","","I think there's something to be gained
from Shika giving us advice. So...",""
"プロデューサーさんさえよければ、
別に構いませんよ。……あくまでこっそり、ですけど","","If only Producer would be willing,
I don't mind if you do. ...... only in secret.","","I don't really mind if you want to be the
producer. ...But only in secret, though...","As long as you're okay with it, I
don't mind. ...It's just a secret, though"
"た、確かに公にはできないが……","","I'm sure it's not public, but ......","","I-I can't let it be made public, but...",""
"お願いする","","I'm asking you.","","Please",""
"お願いしない","","I don't ask.","","We're good",""
"みんなも喜ぶだろうし、お願いしようかな","","I'm sure everyone will appreciate it, and I'll ask for your help.","","I'm sure everyone will be happy, so please do.",""
"ふふっ、よかったです。
みなさんとの時間は、すごく勉強になると思います","","Phew, I'm glad.
I think I will learn a lot from my time with you all!","","Haha, I'm glad.
I think time with you will be very educational.","Hehe, I'm glad. I think I'll learn a
lot from spending time with all of you"
"それに、お互いに磨き合っていけたら、
とっても素敵だなって","","Besides, if we can polish each other,
I thought it was very nice.","","Besides, I think it'd be wonderful
if we could polish each other up.",""
"そうか、ありがとう。
これからもお互い頑張っていこうな","","
Let's keep up the good work with each other.","","I see, thank you.
Let's both do our best from now on.",""
"はい、頑張りましょう！
あ、でも、勝つのはディアマントですよ！","","Yes, good luck!
Ah, but it is Diamant who wins!","","Yes, let's do our best!
Oh, but it's Diamant who wins!","Yes, let's do our best! 
Oh, but it's Diamant who wins!"
"いや、やっぱりまずいか……。
他事務所の詩花に、迷惑はかけられない","","No, it's still bad. ......
I can't be bothered with poetic flowers from other offices.","","No, this really is bad...
I can't cause trouble for Shika at another agency.",""
"そんなことありませんよ。それに私、もっと
ルミナスのみなさんと交流を深めたいんです！","","No, it's not true, and I'm more...
I'd like to get to know everyone at Luminous!","","That's not true. Besides, I want to deepen
my relationship with the people of Luminous!",""
"一緒にいるだけで楽しいですし、
いろんなことを学ばせてもらえますから","","And I enjoy just being with them,
I'm learning a lot of things.","","It's fun just being with you,
and I get to learn a lot.","I bet it will be fun being with all of you, and
I can learn all sorts of things"
"そ、そうか？　詩花がそこまで言ってくれるなら……
時間がある時に見てくれると助かるよ","","Oh, yeah? If Shoka can say that much: ......
I'd appreciate it if you could take a look when you have a moment.","","R-Really? If you say so...
I'd appreciate it if you could take a look when we have the time.",""
"はい、もちろんです♪","","Yes, of course.â","","Yes, of course.♪",""
"……そういえば、話し込んでしまったけど大丈夫か？
用事があって、ここに来ていたんだろ？","","...... Speaking of which, I've been talking to you, are you okay?
You had to come here for something, didn't you?","","...Come to think of it, we've been talking for a while now. Are you okay?
You came here on business, didn't you?",""
"それなら大丈夫です。
まだ、次のスケジュールまで時間がありますから！","","Then you will be fine.
There is still time before the next schedule!","","I'll be fine then.
There's still time before the next one!","Don't worry about that. There's still
time before the next schedule!"
"今度参加する、オーディションの打ち合わせに
来たんですけど、少し早く来てしまって","","I'm going to attend an audition meeting.
I came, but I came a little early.","","I'm here to discuss the upcoming
auditions, but I came a little early.",""
"詩花のオーディションか……。
どんな感じなのか、見てみたいな","","Audition for poetry flowers or .......
I'd like to see what it looks like.","","Shika's audition, huh...
I want to see what it's like.",""
"それなら、見学できるかスタッフさんに
相談しておきましょうか？","","If so, please ask the staff if you can visit.
Shall I discuss this with you?","","In that case, should we talk
to the staff about it?",""
"え、いいのか……？
……それなら、頼んでもいいかな","","What, are you sure? ......?
...... then I'd be happy to ask.","","Huh? Are you sure...
...In that case, I'll leave it to you.",""
"はい、任せてください♪
詳しいことは後でお伝えしますね","","Yes, I'll take care of it. ♪
I'll give you more details later.","","Yes, leave it to me♪
I'll tell you the details later.",""
"……そうだ！　代わりといってはなんですけど、
当日、お手伝いをしてもらってもいいですか？","","...... Yes! I'm not saying it's a substitute,
May I have help on the day of the event?","","...Oh, right! I know this isn't much of a substitute for
what you have to do. But can we get some help on the day?","...That's right! I'll take your place,
but could you help me out on the day of?"
"プロデューサーさんの指示があれば、
きっと素敵なパフォーマンスができると思うんです♪","","If Producer instructs you to do so,
I'm sure it will be a great performance.","","With Producer's guidance, I think we
can put on a wonderful performance.♪",""
"えっ？　そ、そうだな……あくまで、
個人として手伝うってことなら……。大丈夫かな？","","What? Yes, that's right. ...... until it's too late,
If you mean helping out as an individual, you can go to ....... Is that okay?","","Huh? Y-Yeah... If you're just going to help out
as an individual, then I guess it should be fine.",""
"はいっ！　よろしくお願いします♪","","Yes!","","Okay! I'm counting on you to help me out with that, too. Thanks for the advice and all of your hard work!♪","Yes! Thank you very much♪"
"（オーディションでの詩花の
立ち振る舞い、とても参考になったな……）","","(Shika at the audition.
Your behavior, very helpful. ......)","","(Shika's behavior during the
audition was very helpful...)",""
"プロデューサーさん！　
この前のパフォーマンス、どうでしたか？","","Producer!
How was your last performance?","","Hey, producer!
How was your performance the other day?",""
"素晴らしかったよ。
自分の魅せ方をよく分かっているんだな","","It was great.
You know exactly how to charm yourself.","","It was wonderful.
You know how to make yourself look good.",""
"ふふ……ありがとうございます♪","","Hmmm... ...... Thank you... ♪","","Haha... Thank you.♪",""
"詩花は、アイドルになる前から
なにか習っていたのか？","","Shika has been an idol since before she became an idol.
Did you learn something?","","Did you learn anything
before becoming an idol, Shika?",""
"はい！　ミュージカルやバレエ、
オペラとか、色々教えてもらってました","","Yes! Musicals and ballet,
He taught me a lot of things, like opera.","","Yes! I learnt a lot of stuff,
Like musicals, ballet and opera.",""
"なるほど……。
詩花のパフォーマンスは、そこから来ていたのか","","
So that's where the poetic flower performance came from.","","I see......
So that's where Shika's performance came from.",""
"今までの経験を活かせて、みなさんを笑顔にできる。
……アイドルって、すっごく楽しいですね♪","","I can use my experience and make everyone smile.
...... Idols are so much fun!","","I can use my experiences up until now to make everyone smile.
...Idols are really fun job, Isn't it?♪",""
"もっともっと素敵なアイドルになれるように、
これからも、いろんな経験をしていきたいです！","","To be a better and more wonderful idol,
I would like to continue to have many more experiences!","","I want to have lots of experiences from now on so
that we can become even more wonderful idols!",""
"まだまだ上を目指すか……さすがだな。
いろんなことに挑戦するのはいいことだと思う","","You're still going to be up there. ...... That's great.
I think it's good to try different things.","","Still aiming for the top, huh... That's impressive.
I think it's a good thing to try all sorts of things.",""
"はい！　……あ、そうだ♪　プロデューサーさん、
せっかくなので、アドバイスをいただけませんか？","","Yes! ...... Oh, yes... ♪ Producers,
Since we are here, can you give us some advice?","","Right! ...Oh, I know. ♪ Since you're
here and all...could I get some advice?",""
"私がアイドルとして上を目指すためには、
どんな経験をしたらいいと思いますか？","","For me to move up as an idol,
What kind of experience would you like to have?","","What kind of experience do you think I
should go through to become an idol?",""
"詩花が経験してみたらいいことか……。
そうだな……","","You can find out more about what poets and flowers should experience at .......","","It'd be nice if Shika could experience it...
Yeah, It would be...",""
"マラソン","","marathon","","Marathon",""
"スカイダイビング","","skydiving","","Skydiving",""
"ラーメン早食い","","speed-eating ramen","","Speed-eating ramen",""
"マラソンはどうだ？　体力がつくし、
苦しくても最後までやり遂げる精神力も身につくぞ","","How about a marathon? It's a great way to get fit,
You'll also learn to have the mental strength to stick it out to the end, even if it's painful.","","How about a marathon? You'll get better stamina, and
even if it hurts you will still be able to finish.","How about a marathon? You’ll build up your stamina, and you’ll have the
mental fortitude to see it through to the end, even if it’s painful"
"ゴールに向かって走り切る……。
はい、いいと思います！","","Running out to the finish line. ......
Yes, I think it is good!","","I run toward the goal...
Yes, I think it's good!",""
"やったことはないですけど、
私にはピッタリかもしれません♪","","I've never done it,
It might be perfect for me... ♪","","I've never done this before,
but it might be perfect for me.♪",""
"スカイダイビングで、大空に羽ばたくんだ。
度胸がついて、何事にも動じなくなるんじゃないか？","","Skydive and take to the skies.
It's going to give you courage and you're not going to get upset about anything, right?","","I'm skydiving and flapping my wings in the air.
Maybe she'll get bolder and stop being so unfazed by anything?",""
"な、なるほど……？　恐怖に打ち勝つ、
気持ちの強さが大事ってことですか？","","Na, I see. ......? Conquer your fears,
Are you saying that strength of feeling is important?","","I-I see... So it's important to have the strength
of will and fight back against fear?",""
"機会があれば、ぜひ挑戦してみたいと思います♪","","If I get the chance, I'll definitely give it a try... ♪","","I'd love to give it a try if the opportunity arises.♪",""
"ラーメン早食いはどうだ！
腹も満たせて一石二鳥だぞ！","","How about a quick ramen meal?
You'll be killing two birds with one stone, and filling your belly, too!","","How about some ramen?
Fill your stomach and kill two birds with one stone!",""
"……ええっ、ラーメン……ですか？
早食いは、したことないですけど……","","...... eh, ramen ......?
I've never been a fast eater. ......","","...Huh? Ramen... you say.
I've never had a fast meal before, but I guess you could say that it was my first time eating one of these days...","...Whaaat? Ramen...? I've never
eaten it fast before.."
"悪い……俺のお腹が空いていただけだった。
深い意味はないから、気にしないでくれ","","Bad ...... I was just hungry.
I don't mean anything profound, so don't worry about it.","","Sorry... I was just hungry.
I don't mean anything by it, so never mind.",""
"そうだったんですね。
びっくりしちゃいました","","
I was so surprised.","","So that's how it is.
I was surprised.",""
"アドバイス、ありがとうございました！","","Thank you very much for your advice!","","Thanks for the advice!",""
"うーん、やっぱり、いろんなことに
挑戦しないといけないってことですね！","","Hmmm... I knew it... For a lot of things.
It means you have to try!","","Hmm... I guess we'll just have to
try a bunch of different things!",""
"まあ、そうだな。
やってみないと分からないこともあるし","","Well, yes.
Some things you just don't know until you try.","","Well, I guess you're right.
There are things you won't know until I try.",""
"やっぱりプロデューサーさんとのお話は、
とっても勉強になります♪","","I knew I wanted to talk to Producer,
I'm learning so much... ♪","","Talking to Producer really
is a great learning experience.♪",""
"こちらこそ。
オーディションでも色々と学ばせてもらったよ","","It's my pleasure.
I learned a lot from the auditions.","","Same here.
I learned a lot during the auditions.",""
"っと、そろそろ次の仕事だな。
詩花、今日はありがとな！","","Oh, well, I guess it's time to move on.
Thanks for today, Shika!","","Oh, it's about time for my next job.
Thanks for today, Shika!",""
"はいっ、プロデューサーさん！
またお会いしましょう♪","","Yes, Mr. Producer!
See you again... ♪","","Okay, Mr. Producer!
Until we meet again.♪",""
"（仕事の休憩中、たまたま一緒だった詩花から
話があると言われ、喫茶店へとやって来た）","","(From Shihua, who happened to be with me during a break at work.
(He came to the coffee shop to tell me he needed to talk to me.)","","(While I was taking a break from work, Shika happened to be with me. She said she had
something that needed talking about and came by the cafe for some time afterward...)","(Shika, who happened to be with me during my break from work,
said she wanted to talk to me, so we came to the cafe.)"
"それで、どうしたんだ？
もしかして、なにかあったのか？","","
Perhaps there is something wrong?","","So, what's going on?
Did something happen?",""
"いえ、そういうわけではないんですけど。
プロデューサーさんに相談したいことがあって","","No, it's not like that.
I wanted to talk to Producer about something.","","No, that's not it.
There's something I want to discuss with Producer.",""
"分かった。
俺でよければ、力になるよ","","
If it's okay with me, I can help.","","All right, then.
I can help if you need me.",""
"ありがとうございます、プロデューサーさん！","","Thank you, producer!","","Thank you so much, Mr. Producer!",""
"それじゃ、早速聞きたいんですけど……。
アイドルユニットに必要なものってなんでしょうか？","","Well then, I'd like to ask you a quick question: .......
What does an idol unit need?","","Well then, I'd like to ask you right away...
What do idol units need?",""
"アイドルユニットに必要なもの、か……。
そうだな、やっぱり……","","What is needed for an idol unit, or .......
Yes, I knew it. ......","","Something an idol unit needs, huh...
Yeah, it must be a...",""
"チームワーク","","teamwork","","Teamwork",""
"それぞれの個性","","Individuality of each","","Everyone's unique trait",""
"気合い","","fighting spirit","","Fighting spirit",""
"チームワークじゃないかな。
ユニットは仲間同士の連携が大事だと思うぞ！","","I think it's teamwork.
I think it's important for units to work together, you know, with their friends!","","Maybe it's teamwork.
I think it's important to team up with your teammates!",""
"なるほど。
チームワークですか……","","
Is it teamwork? ......","","I see.
Teamwork, huh...",""
"分かります。メンバーみんなとの絆が、
パフォーマンスに直結しますからね！","","I can see it, the bond you have with all the members,
It's directly related to performance!","","I understand. The bonds we share with all of
our members directly translate into performance!",""
"その通りだ。
きれいに揃った方が、迫力も出るしな","","That's right.
It's more powerful when they're all neatly aligned.","","That's exactly right.
It's even more intense when you have them all neatly lined up together, too.",""
"ユニット活動で重要になってくるのは、
ひとりひとりの個性だと思う","","What will be important in the unit activities,
I think each one of us is unique.","","I think each individual person's Quirk is
more important in their own unit activities.",""
"個性……ですか。
そういう考えもあるんですね","","Is it a personality ......?
That's one way to think about it.","","Quirks...?
So that's one way of thinking about it.",""
"人数が増える分、それぞれの長所を活かさないと
ダメですものね","","The more people we have, the more we need to take advantage of each of their strengths.
It's no good.","","The more people we have, the better they'll
be able to make use of their strengths.",""
"ああ。それに、ユニット全員の個性がかみ合った時
なんて、もっとすごいものになるしな","","Oh, and when the personalities of the entire unit mesh together.
And what a great thing to be a better one.","","Yeah. Plus, it's even more amazing when the whole unit
has its own unique quirks in common with one another!",""
"気合いが一番大切だな。
気合いさえあれば、どんなこともできるはずだ","","The spirit is the most important thing.
If you have the spirit, you can do anything.","","The most important thing is fighting spirit.
I'm sure you can do anything with enough spirit.",""
"気合いですか？
あ、一球入魂、ということですね！","","Is it spirit?
Ah, you mean ""one ball and one soul""!","","Is it fighting spirit?
Oh, so you're saying that it was a one-hit wonder?",""
"いや、それだと野球になるな……","","No, that would be baseball. ......","","No, that'd be baseball...",""
"……あくまで、
俺の個人的な意見だけど、こんな感じかな","","...... until the end of the day,
My personal opinion, but here's what I think.","","...This is just my personal opinion,
but I think it's something like this.",""
"ありがとうございます！
参考にさせてもらいますね♪","","Thank you very much!
I'll refer to it... ♪","","Thank you very much!
I'll keep that in mind.♪",""
"でも、どうしてこんな質問を？
詩花にしてはめずらしい気がするんだけど","","But why are you asking these questions?
I think that's unusual for a poet flower.","","But why ask this question?
I feel like it's unusual for shika",""
"私、ユニットでの活動には、
まだ慣れていなくて","","Me, for working as a unit,
I'm still getting used to it.","","I'm still not used to
working as a unit.",""
"活動自体は、とっても楽しいし、自分の成長にも
繋がっていて、とくに不満はないんですけど……","","The activity itself is a lot of fun, and it helps me grow as a person.
I'm connected and not particularly happy about it. ......","","The club itself is fun, and it's connected to my own
growth. I have no complaints about that at all though...",""
"もっともっとディアマントをよくしたくって。
どうしたらいいのか……って考えていて","","I wanted to make Diamant better and better.
I was thinking ...... about what to do.","","I wanted to make my Diamant better.
I was thinking about what to do...",""
"だから、経験豊富なプロデューサーさんに、
聞いてみようって思ったんです","","So, to the experienced producer,
I thought I'd ask.","","That's why I decided to
ask a seasoned producer.",""
"なるほどな。そういうことなら、
いつでも協力するから、頼ってくれていいぞ！","","I see...if that's what you mean,
I'm always willing to help, you can count on me!","","I see. In that case, you
can count on me whenever!",""
"……はいっ♪
頼りにさせてもらいますね！","","...... Yes â
I will be relying on you!","","...Yes!♪
We'll be counting on you!",""
"では、もうひとつだけ……","","Now, just one more thing: ......","","Then, just one more thing...",""
"メンバー同士の結束って、
どうやって高めたらいいんでしょうか？","","Unity among members,
How can we enhance it?","","How can we raise the level of
unity between our members?",""
"うーん……特別なことは必要ないと思うけど、
そうだな、例えばだけど……","","Hmmm ...... I don't think you need anything special,
Yes, for example: ......","","Hmm... I don't think it needs to be
anything special, but let me give you an example.",""
"一緒に料理を作るとか、どうだ？
団結力が高まるんじゃないか？","","Maybe we could cook together, how about that?
It's a unifying force, isn't it?","","How about cooking together?
That'll help everyone more united, right?",""
"そうですねっ♪　料理でしたら、
すぐにでも試せそうです！","","Yes...if it's cooking,
I will be able to try it right away!","","You're right! ♪ If it's about cooking, 
I think we can do it immediately.",""
"……プロデューサーさん、
今日は本当に助かりました！","","...... Producer,
It really helped me today!","","You really helped me today, Mr. Producer!",""
"また、なにか相談するかもしれませんが……。
その時は、よろしくお願いします♪","","I may discuss something else with you. ......
I look forward to working with you then... ♪","","I might ask you for advice again, but...
I'll be counting on you then.♪",""
"（イベント会場で、詩花の名前を見つけたので、
挨拶しようと彼女の元へ向かった）","","(I found the name of the poet flower at the event site,
(I headed over to her to say hello.)","","(I found Shika's name at the event
hall, and went over to greet her.)",""
"プロデューサーさん！　グリュース・ゴット♪
わざわざ、会いに来てくれたんですか？","","Mr. Producer! Grüss Gott ♪
Did you come all the way to see me?","","Hey, producer!♪
You came all the way here to see me?",""
"ちょっと挨拶させてもらおうと思って。
今、休憩中だったよな？","","I just thought I'd say hello.
We're on a break right now, right?","","I thought i'd say hi for a bit.
You're taking a break, right?",""
"はい！　最近、よくお会いしますね♪","","Yes! We've seen a lot of you lately... ♪","","Yes! We've met a lot recently.♪",""
"プロデューサーさんのアドバイスのおかげで、
嬉しいことがたくさんありました！","","Thanks to Producer's advice,
There were many happy moments!","","Thanks to Producer's advice,
there was so much I could do!",""
"そうか、それは良かった。
俺も詩花の力になれて嬉しいよ","","Well, that's good to know.
I'm glad I could help, too, Shika.","","I see, that's good to hear.
I'm happy to help you too, Shika.",""
"ふふっ、これからもアドバイス、
よろしくお願いしますね♪","","Phew, keep the advice coming,
I look forward to working with you... ♪","","Heheh, I hope you'll
continue to give me advice.♪",""
"それで、この間のお料理の件、
玲音さんと亜夜ちゃんにも話してみたんです！","","So, about that dish the other day,
I talked to Leon and Aya about it!","","So, I talked to Leon-san
and Aya about the food!",""
"そしたら、ふたりとも乗り気になってくれて……。
すぐに実現できそうなんです！","","Then they both got on board and .......
I think we can make it happen right away!","","Then, the two of them got into it...
It's going to happen soon!",""
"やったじゃないか。ふたりとも、
楽しそうなことには目がなさそうだもんな","","You did it, both of you,
You seem to be all about the fun stuff.","","You did it. The two of you don't seem to have
much interest in fun things, do they?",""
"その時は、プロデューサーさんもお誘いするので、
楽しみにしていてくださいね♪","","I will invite Producer to join us at that time,
Looking forward to it... ♪","","I'll invite Producer, so
please look forward to it.♪",""
"ああ、もちろん。
予定が決まったら教えてくれよ！","","Yes, of course.
Let me know when you make plans!","","Yeah, of course.
Let me know when you've got a plan!",""
"……おや？　７６５プロのミジンコプロデューサーが
こんなところでなにをしている？","","...... Oh? The daphne producer of 765 Pro.
What are you doing here?","","...Huh? What's a 765 Pro's water flea producer
doing here, of all places.",""
"黒井社長！？
今日は、詩花の付き添いをされていたんですね","","President Kuroi!
You were chaperoning the poet flower today.","","President Kuroi!?
You were accompanying Shika today, right?",""
"……詩花？
フンッ、ずいぶんと馴れ馴れしく呼ぶじゃないか","","...... poetry flower?
You call me familiar.","","...Shika?
Hmph, you're calling me that rather overly familiar.",""
"こんなボンクラと会話をするなど、時間の無駄だ。
詩花、さっさと事務所に戻るぞ","","It is a waste of time to have a conversation with such a bonkers person.
Shika, let's get the hell back to the office.","","It's a waste of time talking to this idiot.
Shika, let's hurry back to the office.",""
"パ……社長、やめてください！
プロデューサーさんには、お世話になっているんです","","Pa...... president, please stop!
I'm a big fan of your producer.","","P-Principal, please stop!
Producer has been looking after me.",""
"なんだと？　７６５プロのプロデューサー風情が、
詩花になにを吹き込んだ！","","What the heck?
What did he blow into the poet's flower?","","What did you say? You're
a professional producer!","What? Did the producer from 765 Pro 
said something to Shika?"
"もう、そんな言い方しないでください！
少し相談に乗ってもらっただけです","","Please don't talk like that anymore!
I was just asking for a little advice.","","Please don't say it like that!
I was just consulting with him for a bit.",""
"相談？　そんなもの、必要ない！　ましてや、
こんな四流事務所のプロデューサー相手になど……","","Consultation? There is no need for such a thing, much less,
Such as with a producer from a fourth-rate firm. ......","","Consult? We don't need that! Not to mention,
a producer from such an fourth-rate office...",""
"ヴーッ、ヴーッ、ヴーッ","","Vroom, vroom, vroom.","","*vibrate* *vibrate*",""
"えぇいっ、こんなときに！
……ウィ、黒井だ","","Yeah, at a time like this!
...... wi, Kuroi.","","Aaah, at a time like this!
......I-It's Kuroi.",""
"あっ、黒井社長……！
向こうに行ってしまった……","","Oh, President Kuroi, ......!
It's gone over there: ......","","Ah, President Kuroi...!
She's gone over there...",""
"……すみません、プロデューサーさん。
うちの社長が失礼なことを……","","...... sorry, producer.
Our president was rude: ......","","I'm sorry, Mr. Producer...
My president said something rude...",""
"あ、ああ……驚いたけど、
俺は気にしてないよ","","Oh, ah ...... surprised me though,
I don't care.","","Y-Yeah... I was surprised,
but it doesn't bother me.",""
"だけど、大事になったら大変だな……。
これからは……","","But if it's important, it's a big deal. ......
From now on ......","","But it'd be bad if something serious happened...
From now on...",""
"隠れて会おう","","I'll see you in hiding.","","I'll meet you in secret.",""
"会うのに黒井社長の
許可をもらおう","","President Kuroi to meet.
We need your permission.","","I'll ask President Kuroi
for permission to meet you.",""
"会うのを控えよう","","Let's refrain from meeting.","","Let's not meet.",""
"黒井社長に見つからないように、
隠れて会うようにしよう","","Don't let President Kuroi find out,
Let's try to meet in secret.","","Let's try to meet in secret so
President Kuroi can never find us.",""
"……わ、分かりました。
隠れて……ですよね？","","...... Wow, I get it.
You're hiding at ......, aren't you?","","...O-okay.
Secret... right?",""
"これって、ふたりだけの秘密ですよね！
……なんだか、ドキドキしちゃいます♪","","This is a secret between the two of us!
...... I'm kind of nervous... ♪","","This is a secret between the two of us!
...I'm kind of excited.♪",""
"会うときには、黒井社長に許可をもらおう。
やっぱり、コソコソするのはよくないからな","","Ask President Kuroi's permission when you meet with him.
After all, it's not a good idea to sneak around.","","When we meet, I'll ask President Kuroi for permission.
It's not a good idea to be sneaky.",""
"でも、正直に話しても、
社長は分かってくれないんじゃないでしょうか？","","But even if we're being honest,
I don't think the president would understand.","","But even if I tell him the truth, 
I'm afraid he won't understand.",""
"きっとまたプロデューサーさんに、
ヒドイことを言ってしまうと思います……","","Surely to Producer again,
I think I'm going to say something awful: ......","","I'm sure he will say something terrible
to Producer again...",""
"会うのは控えたほうが、いいのかもしれないな。
さっきの黒井社長の様子を見ていたら……","","Maybe I should hold off on meeting with them.
I was looking at President Kuroi earlier: ......","","Maybe it's better to refrain from seeing her.
By looking at President Kuroi's situation just now...",""
"そんな、ダメです！
社長のことは気にしないでください！","","Oh, no!
Don't worry about the president!","","No, you can't do that!
Don't worry about the president!",""
"私、もっとプロデューサーさんと、
お話ししたいことがあるんです……","","Me, more with Producer,
I'd like to talk to you about something: ......","","There's something I want to talk
about with Producer more...",""
"そ、そうか……。それじゃひとまず、このことは
保留にしておくか。俺も詩花とは会いたいからな","","Well, okay. ....... So let's just get this out of the way for now.
I'll put it on hold, because I'd like to meet Shika too.","","I-I see... Well, let's put this matter on hold for now. 
I want to meet with you too, Shika!",""
"はい！
……ふふ、その言葉を聞けて安心しました","","
...... phew, that's a relief to hear you say that!","","Yes!
...fufu, I'm relieved to hear that.",""
"プロデューサーさんとの時間は、
私にとって大切なものなんです","","Time with Producer,
It's very important to me.","","Time spent with the
producer is precious to me.",""
"会えない、なんてことにならなくて、
本当に良かったです……","","I don't want to see you,
It was really good ......","","I'm really glad that we can never
see each other again...",""
"それじゃあ……、約束ですからね？
ちゃんとこれからも会ってください♪","","Well then, ......, I promise, right?
Please continue to meet properly.","","Well then... I promise, okay?
I hope you'll continue to see him.♪",""
"ああ、もちろんだ！
約束するよ","","
I promise.","","Yeah, of course!
You have my word.",""
"（とある日。
俺は詩花に誘われて、オモチャ屋へ来ていた）","","(One day.
(I had come to the toy store at Shika's invitation.)","","(one day...
Shika invited me to the toys shop.)",""
"日本のオモチャって、すごくよくできていますし、
いろんな種類があって、大好きなんです♪","","Japanese toys are very well made,
There are so many different kinds, and I love it... ♪","","Japanese toys are very well made, and there's
a lot of different kinds. I love them!♪",""
"最近は凝ったデザインのものや、
多機能なものも多いからな……","","Recently, elaborate designs and,
Many of them are multifunctional. ......","","There's been a lot of elaborate
designs and multi-purpose ones lately...",""
"あ、プロデューサーさん、これ見てくださいっ。
すごいですよ！","","Oh, producer, look at this!
It's amazing!","","Oh, hey! Take a look at this.
It's amazing!",""
"これっていうのは……","","I mean this: ......","","This is...",""
"ヒーローソード","","hero sword","","Hero Sword",""
"オモチャの
ラッパ","","The toys
trumpet","","Toy trumpet",""
"キャラものの
めんこ","","characterization
game of slapping cards down to overturn opponent's","","Character goods
Menko",""
"ヒーローソードのことか？
へぇ、七色に光るうえ変形までするんだな……","","You mean the hero sword?
Wow, it glows seven colors and even transforms. ......","","Are you talking about the hero sword?
Wow, it's glowing in seven colors and even transforming...",""
"はい！　これ、果穂ちゃんに教えてもらった番組の
レッドの人が持っている武器なんですよ","","Yes! This is the program that Kaho told me about.
It's a weapon that Red's people have.","","Yes! This is a weapon that the
Red Person from Kaho's show has.",""
"『七色の光と正義の剣で、悪を浄化！』","","'With the seven-colored light and the sword of justice, purify the evil!'","","『Clean up evil with the sword of justice and rainbow light!』",""
"今のが決め台詞なんです。それに、
ヒーローの戦う姿が、すごくカッコいいんですよ♪","","Now that's the clincher,
It's so cool to see heroes fighting... ♪","","That's what I wanted to say. Besides,
the hero looks really cool in battle!♪",""
